Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0002488	XP_004705751.1	XP_006105443.1
OG0002489	XP_030740245.1, XP_045141971.1	XP_014312824.1, XP_014312825.1, XP_023604975.1, XP_014306274.1, XP_023604976.1
OG0002490	XP_045141960.1	XP_014304553.2
OG0002491	XP_004706167.1	XP_006103733.1
OG0002492	XP_004699602.2	XP_023612867.1, XP_023612869.1, XP_006092673.1, XP_023612868.1
OG0002493	XP_045148057.1	XP_006092679.1
OG0002494	XP_045147966.1	XP_023613412.1
OG0002495	XP_045139883.1	XP_014323493.1
OG0002496	XP_004700222.1, XP_004700220.1	XP_014305077.1
OG0002497	XP_004706848.2	XP_023609779.1
OG0002498	XP_045154104.1	XP_006107824.1
OG0002500	XP_045154398.1, XP_004714819.1, XP_045154399.1, XP_045154400.1	XP_006097869.1
OG0002501	XP_004703021.1	XP_023606567.1, XP_023606638.1
OG0002502	XP_045152244.1	XP_023616938.1
OG0002503	XP_004698648.1	XP_006097035.1
OG0002505	XP_004698813.1, XP_045143668.1	XP_006101730.1
OG0002506	XP_004699151.1	XP_006106036.2
OG0002507	XP_045144141.1, XP_045144140.1	XP_006098343.1, XP_023617788.1
OG0002508	XP_045147962.1	XP_006089301.1, XP_006090817.1
OG0002509	XP_004709153.1	XP_006110006.1
OG0002511	XP_045145329.1	XP_006085757.1
OG0002512	XP_045155578.1, XP_045155577.1	XP_023600485.1, XP_006103509.1, XP_014301352.1
OG0002513	XP_045155773.1	XP_014314363.1, XP_006109577.3
OG0002514	XP_045155856.1, XP_045155857.1	XP_006092509.1
OG0002515	XP_004707264.1	XP_023612629.1
OG0002516	XP_004714496.1	XP_023604126.1
OG0002517	XP_004700612.1	XP_006093704.1, XP_006093705.1, XP_006093703.1, XP_006093706.1
OG0002518	XP_004700719.2	XP_023599546.1
OG0002519	XP_045148907.1, XP_004700365.1	XP_006105781.2, XP_006105782.1, XP_023602442.1
OG0002520	XP_004704499.4	XP_023599751.1
OG0002521	XP_045139833.1	XP_023599763.1
OG0002522	XP_004704411.1	XP_023617253.1
OG0002523	XP_012860580.2	XP_014306170.1
OG0002524	XP_004711862.2	XP_023604241.1
OG0002525	XP_045140403.1, XP_045140402.1, XP_004696884.1	XP_023609684.1
OG0002526	XP_030744845.2, XP_030744844.1	XP_006081164.1, XP_023599874.1
OG0002527	XP_030741208.2	XP_014322967.2
OG0002528	XP_045145189.1, XP_004712433.1	XP_014319828.1
OG0002529	XP_004711057.1	XP_006103275.1
OG0002531	XP_045150866.1	XP_023618057.1
OG0002532	XP_045146547.1	XP_006107412.1
OG0002533	XP_004710802.1	XP_023600347.1
OG0002534	XP_045142213.1, XP_045142212.1, XP_004697400.1	XP_006107372.1
OG0002535	XP_004697479.1	XP_023606695.1
OG0002537	XP_045140489.1	XP_023619585.1
OG0002538	XP_045145700.1, XP_045148890.1, XP_004701497.1	XP_023600450.1
OG0002539	XP_004707841.2	XP_023611097.1
OG0002540	XP_045144586.1	XP_006085083.1
OG0002541	XP_004702762.1, XP_045144936.1	XP_006085109.1
OG0002542	XP_045144737.1	XP_006088855.1
OG0002543	XP_004702809.1	XP_006088808.1
OG0002544	XP_004702635.1	XP_006096283.1
OG0002545	XP_004705041.1	XP_006094257.1, XP_014315947.1, XP_014315949.1, XP_014315948.1, XP_014315946.1
OG0002546	XP_004698919.1	XP_023608615.1
OG0002547	XP_004705348.1	XP_006099211.1
OG0002548	XP_004705020.1	XP_006094215.1
OG0002550	XP_045145266.1	XP_006084015.1
OG0002551	XP_004700811.2	XP_006084177.1
OG0002553	XP_045145218.1	XP_006084123.1
OG0002555	XP_004708792.1	XP_006081919.1
OG0002556	XP_045146084.1	XP_014320227.1
OG0002557	XP_045142601.1, XP_012859330.1	XP_023607643.1, XP_006086286.1, XP_006086287.1
OG0002558	XP_045142849.1	XP_006086229.1
OG0002559	XP_004696241.3	XP_014309080.1, XP_023607601.1, XP_006086226.1
OG0002561	XP_004710280.2	XP_006099897.1
OG0002562	XP_004711178.1	XP_014303478.1, XP_014303475.1, XP_006083494.1
OG0002563	XP_045139897.1	XP_023601070.1
OG0002564	XP_045142575.1	XP_023616366.1
OG0002565	XP_004716626.1	XP_006095236.1, XP_014316721.1, XP_006095237.1
OG0002566	XP_045149016.1, XP_004718219.2	XP_014316737.1
OG0002567	XP_004716661.1	XP_014316778.1
OG0002569	XP_004708086.1	XP_006085421.1
OG0002570	XP_045153172.1, XP_004713647.1	XP_023599592.1
OG0002572	XP_004713546.1, XP_045153276.1	XP_006105929.1, XP_023602554.1
OG0002573	XP_004713668.1	XP_023603325.1
OG0002574	XP_004715968.1	XP_023602173.1
OG0002575	XP_045145943.1	XP_023620769.1
OG0002576	XP_004697854.1	XP_006107652.3
OG0002578	XP_045156087.1	XP_014322708.1
OG0002579	XP_012863858.1	XP_014322661.1
OG0002580	XP_004708903.1	XP_014313332.1
OG0002581	XP_004716453.1	XP_006089715.1
OG0002583	XP_045146558.1, XP_004714119.1, XP_045144998.1, XP_045139935.1	XP_006083657.1
OG0002584	XP_045141341.1	XP_023610486.1
OG0002585	XP_004717017.1, XP_004717016.1	XP_006098020.1
OG0002586	XP_004717839.1	XP_023617480.1
OG0002587	XP_004704111.1	XP_006087621.1
OG0002588	XP_004704245.1	XP_006083733.1
OG0002589	XP_045150942.1	XP_014311269.1
OG0002590	XP_045151019.1, XP_004708590.1	XP_023609539.1
OG0002591	XP_045151241.1, XP_045151239.1, XP_004697899.1, XP_045151242.1, XP_045151240.1, XP_045151238.1	XP_006096505.1
OG0002592	XP_004698284.1	XP_023610261.1
OG0002593	XP_045151458.1	XP_006089469.1
OG0002594	XP_004697994.1	XP_006089492.1
OG0002595	XP_004698004.1	XP_006089513.1
OG0002596	XP_004698059.1	XP_023612022.1, XP_006091482.1
OG0002597	XP_004698088.1	XP_006091413.1
OG0002598	XP_004717197.1, XP_045152296.1	XP_006095479.1
OG0002599	XP_004716133.1	XP_023601335.1, XP_006104317.3, XP_023601336.1
OG0002600	XP_004716121.1	XP_014302094.1
OG0002601	XP_004716087.1	XP_023601316.1, XP_023601317.1, XP_023601315.1, XP_014302071.1
OG0002602	XP_045149938.1	XP_006082384.2, XP_023613012.1
OG0002603	XP_004714885.1	XP_006085562.1, XP_006085563.1
OG0002604	XP_045142881.1	XP_006081970.1
OG0002605	XP_004707696.1	XP_023611548.1, XP_014312298.1
OG0002606	XP_004707651.1	XP_006100789.1
OG0002607	XP_045152820.1	XP_023600829.1
OG0002608	XP_004709636.2, XP_045152682.1	XP_014320080.1
OG0002609	XP_045152761.1	XP_014304306.1
OG0002610	XP_004715370.1	XP_023599232.1
OG0002611	XP_045145564.1	XP_023599221.1
OG0002612	XP_004715375.1	XP_006099351.1
OG0002613	XP_045145481.1	XP_023604281.1, XP_006099343.1
OG0002614	XP_045145549.1, XP_045145548.1, XP_004716772.1	XP_006104934.1, XP_006105593.1
OG0002615	XP_045145497.1	XP_014303178.1
OG0002618	XP_004716377.1	XP_023618979.1
OG0002619	XP_004716390.1	XP_006099574.1
OG0002620	XP_004710339.1	XP_006085593.1
OG0002621	XP_004717443.1	XP_023615727.1
OG0002622	XP_045152327.1, XP_012859469.1	XP_006109869.1
OG0002623	XP_045143186.1, XP_004711502.1	XP_023608030.1
OG0002624	XP_004711582.1	XP_023604873.1, XP_006086787.1
OG0002626	XP_004711425.3	XP_023615433.1
OG0002627	XP_004701401.1	XP_023610677.1
OG0002628	XP_004701041.2	XP_014322610.1, XP_014322611.1
OG0002629	XP_045147141.1, XP_045147142.1	XP_006095914.1
OG0002630	XP_004700964.1	XP_006108680.1
OG0002631	XP_004697766.1	XP_014323053.1, XP_014323052.1
OG0002632	XP_045145395.1	XP_023601170.1
OG0002633	XP_030740352.1	XP_023607378.1
OG0002634	XP_045141769.1	XP_006093457.1
OG0002635	XP_045141708.1, XP_004712035.1	XP_006087979.1
OG0002636	XP_045140799.1	XP_006107749.1
OG0002637	XP_045140281.1	XP_014307595.1
OG0002638	XP_045150153.1	XP_023611549.1
OG0002640	XP_004698176.1, XP_045141063.1, XP_045141062.1	XP_023615158.1
OG0002641	XP_004698168.1	XP_006081496.1
OG0002642	XP_004708743.1	XP_006084959.1
OG0002643	XP_004711816.2	XP_014320342.1
OG0002644	XP_045147645.1, XP_030741911.2, XP_045147644.1	XP_006105891.1
OG0002645	XP_045154061.1	XP_014301673.1
OG0002646	XP_004703814.1, XP_045144201.1	XP_023600885.1
OG0002647	XP_045153297.1, XP_045153295.1, XP_004701503.1	XP_014323299.1
OG0002648	XP_045151703.1, XP_045151707.1, XP_004701587.1, XP_045151717.1, XP_045151711.1, XP_045151724.1	XP_006082455.1
OG0002649	XP_045149929.1, XP_045149943.1, XP_045149949.1, XP_004701585.1, XP_045149934.1	XP_006082454.1
OG0002650	XP_045150543.1	XP_006082467.1, XP_023616004.1
OG0002651	XP_012859803.1	XP_006082563.1
OG0002652	XP_030743734.2	XP_006096995.1, XP_023616463.1
OG0002653	XP_030743668.1	XP_023613700.1, XP_006096978.1
OG0002654	XP_004706708.1	XP_023599867.1, XP_014308707.1
OG0002655	XP_004717691.1	XP_006082885.1
OG0002656	XP_004717688.2	XP_006082882.1
OG0002657	XP_004714194.1	XP_006083027.1
OG0002658	XP_012860638.1	XP_023604850.1, XP_006082363.1, XP_006082359.1
OG0002659	XP_004713135.1	XP_014315701.1, XP_014314161.1
OG0002660	XP_004709969.1	XP_006085691.1
OG0002661	XP_045145321.1	XP_006090619.1
OG0002662	XP_045146578.1	XP_023615805.1
OG0002663	XP_045152923.1	XP_006089314.1, XP_023620233.1
OG0002664	XP_045152937.1, XP_045152938.1	XP_006082969.1, XP_023620267.1
OG0002665	XP_045151912.1	XP_006082177.1, XP_023613810.1, XP_006082175.1
OG0002666	XP_004717607.1	XP_023608763.1
OG0002667	XP_004708113.1, XP_012863035.2	XP_023604795.1, XP_006107503.3
OG0002668	XP_004703317.1	XP_014307568.1
OG0002669	XP_030741491.1, XP_030741492.1	XP_006088151.1
OG0002670	XP_045139672.1	XP_023617577.1, XP_023617639.1, XP_014309293.1, XP_014309257.1, XP_023617618.1, XP_023617540.1
OG0002676	XP_045143394.1	XP_006085278.1
OG0002677	XP_004704934.2	XP_023602038.1
OG0002678	XP_012859173.3	XP_014315349.1
OG0002679	XP_012863970.2	XP_006104769.1
OG0002680	XP_004702946.1, XP_045152106.1, XP_045151701.1	XP_006102213.1
OG0002681	XP_004702407.1	XP_006091364.1
OG0002681	XP_030744922.2	XP_006098275.1
OG0002682	XP_045153543.1	XP_023611450.1
OG0002683	XP_004708049.1	XP_006103069.1
OG0002684	XP_030743745.1	XP_023599865.1
OG0002685	XP_012861953.1	XP_023609502.1
OG0002686	XP_045141726.1	XP_014303294.1
OG0002687	XP_045140201.1	XP_006084697.1
OG0002688	XP_012861931.1	XP_014304588.1
OG0002689	XP_004713863.2	XP_023611304.1
OG0002692	XP_004709825.1	XP_023610474.1
OG0002693	XP_004703325.1	XP_023606199.1
OG0002694	XP_004715658.1, XP_004711935.1	XP_006087803.1
OG0002695	XP_004699600.2	XP_006108814.1, XP_006092667.1
OG0002696	XP_030740216.1	XP_006093427.1
OG0002697	XP_004705414.1	XP_006108143.1
OG0002698	XP_045150212.1, XP_012861712.1	XP_023605025.1
OG0002699	XP_012860525.3, XP_004713451.1	XP_006082106.1, XP_006082107.1, XP_014307778.1
OG0002700	XP_004716619.1	XP_023600370.1
OG0002702	XP_045148939.1	XP_006104777.1
OG0002703	XP_045147840.1	XP_006103693.1, XP_023600668.1
OG0002704	XP_004711509.1, XP_030740638.1	XP_006095765.1, XP_014317246.2
OG0002705	XP_004701783.1, XP_045153030.1, XP_012859247.2	XP_023617908.1
OG0002707	XP_004708557.1, XP_012861552.1, XP_004708558.1, XP_004708550.1, XP_004708554.3, XP_004708551.1	XP_006092132.1, XP_006092131.1, XP_006092133.1, XP_006092134.1
OG0002710	XP_004714044.2	XP_006094835.1
OG0002711	XP_004717582.1, XP_004717534.1, XP_004717537.1, XP_004717581.1	XP_006094658.1, XP_014316168.1
OG0002712	XP_004698485.1, XP_004698484.1	XP_006087526.1
OG0002714	XP_004705183.1, XP_045149634.1	XP_006094085.1
OG0002715	XP_004702116.1	XP_006095130.1
OG0002717	XP_012860193.2, XP_004703176.1	XP_014309914.1
OG0002719	XP_004703903.1, XP_045154858.1	XP_023601468.1
OG0002720	XP_004710981.1	XP_006084535.1
OG0002721	XP_004702022.1	XP_023605863.1
OG0002723	XP_030741186.1	XP_014315867.1
OG0002724	XP_045148389.1	XP_014304735.1, XP_014303779.1
OG0002725	XP_004710720.1	XP_023604246.1
OG0002726	XP_012862104.1	XP_006107056.2
OG0002727	XP_045148730.1, XP_004710637.1	XP_014304701.2
OG0002728	XP_004710599.1	XP_014323043.2
OG0002729	XP_004710422.1	XP_006103651.1
OG0002730	XP_045144088.1, XP_004710374.1, XP_030741988.1, XP_004714191.1	XP_006096774.1
OG0002731	XP_004716061.1	XP_023613853.1
OG0002732	XP_004696715.2	XP_023607933.1
OG0002733	XP_045155030.1, XP_045155028.1, XP_045155029.1	XP_023614124.1, XP_006094061.1
OG0002734	XP_045155126.1	XP_023614098.1
OG0002735	XP_012860764.1	XP_014302504.2
OG0002736	XP_045141130.1	XP_023605615.1, XP_006081271.1, XP_023605608.1
OG0002737	XP_004718262.2	XP_006081284.1
OG0002738	XP_004703588.1	XP_006081380.1
OG0002739	XP_030743222.2	XP_023604683.1
OG0002740	XP_045145441.1	XP_014301954.1
OG0002741	XP_012860258.3	XP_014311074.1
OG0002742	XP_004715133.1	XP_023606559.1
OG0002744	XP_012859754.1	XP_023610370.1
OG0002745	XP_004701197.1	XP_006100037.1
OG0002747	XP_012860302.1	XP_006089181.1
OG0002748	XP_004716995.1	XP_023610825.1
OG0002749	XP_012862331.1	XP_006096408.1, XP_006096409.1
OG0002751	XP_045139560.1	XP_023613671.1
OG0002752	XP_045144052.1	XP_006103155.1
OG0002753	XP_045149238.1	XP_023600830.1
OG0002754	XP_004699434.1	XP_006089828.1, XP_006089830.1, XP_023610436.1, XP_006089829.1
OG0002755	XP_004705244.1	XP_023602126.1
OG0002756	XP_045149763.1, XP_045149764.1, XP_004704593.1	XP_006087122.1
OG0002757	XP_012860608.2	XP_023608357.1
OG0002757	XP_045147542.1	XP_023618435.1
OG0002758	XP_004706004.2	XP_014309947.1, XP_023617965.1, XP_023618005.1
OG0002759	XP_012859254.1, XP_004699335.1	XP_006093989.1, XP_006093990.1, XP_006108866.1
OG0002760	XP_004705668.1	XP_014303708.1
OG0002761	XP_045140264.1	XP_006107389.1
OG0002762	XP_045140758.1	XP_014301381.1
OG0002763	XP_004705922.2	XP_006109893.1, XP_014315786.1
OG0002764	XP_030740256.1	XP_023610979.1
OG0002765	XP_045141923.1	XP_014321787.1
OG0002766	XP_004706197.1	XP_006100931.1
OG0002767	XP_004699251.1	XP_023612841.1
OG0002768	XP_004699262.1, XP_045147954.1	XP_014314506.1
OG0002769	XP_045148092.1	XP_006092646.1
OG0002770	XP_045141938.1	XP_023600413.1, XP_023600415.1, XP_023600416.1
OG0002772	XP_004699843.2	XP_023604202.1
OG0002773	XP_012861182.1	XP_023619025.1, XP_023619026.1, XP_023619024.1
OG0002774	XP_004714759.1	XP_014319020.1
OG0002775	XP_004714712.1	XP_014319068.1
OG0002776	XP_045154283.1	XP_006095154.1
OG0002777	XP_030743153.2, XP_004703013.2, XP_045152145.1	XP_006109753.2, XP_006109558.1
OG0002778	XP_004702957.1	XP_006097453.1
OG0002779	XP_004698575.1	XP_014308824.1
OG0002780	XP_004698610.1	XP_023618330.1
OG0002781	XP_045144169.1	XP_023619193.1
OG0002783	XP_004698787.1, XP_045143958.1, XP_045143957.1	XP_006087008.1
OG0002784	XP_045144007.1	XP_006087009.1
OG0002785	XP_045144073.1	XP_014322547.1, XP_023620885.1, XP_023620883.1, XP_006109609.2, XP_006108905.1, XP_023620884.1
OG0002786	XP_004699154.1, XP_045154133.1	XP_023602741.1
OG0002787	XP_004698863.1	XP_006093450.1, XP_023603654.1
OG0002788	XP_045148225.1, XP_030742070.1	XP_006107907.1, XP_006107906.1, XP_006107905.1
OG0002789	XP_045155877.1, XP_045155878.1	XP_023604342.1
OG0002791	XP_004706316.1, XP_045155837.1	XP_023615257.1
OG0002792	XP_004706927.1	XP_006099225.1
OG0002793	XP_045146144.1, XP_004716518.1, XP_045146145.1	XP_023615902.1
OG0002794	XP_045155431.1	XP_006103473.1
OG0002795	XP_004702744.1, XP_045139740.1, XP_045151977.1	XP_006085079.1
OG0002796	XP_004700633.1	XP_006093743.1
OG0002797	XP_004700599.1	XP_006093678.1
OG0002798	XP_004718084.2	XP_006098589.1, XP_006098587.1, XP_006098588.1
OG0002799	XP_030741201.1	XP_014319639.1
OG0002801	XP_045139850.1	XP_014321732.1
OG0002802	XP_004699816.1	XP_023601875.1
OG0002803	XP_045150012.1	XP_023601778.1
OG0002804	XP_045150090.1	XP_006093043.1
OG0002805	XP_045150092.1	XP_023613186.1
OG0002806	XP_045140944.1	XP_023607879.1
OG0002807	XP_004712459.1	XP_006102774.2
OG0002808	XP_004711022.1	XP_023609075.1
OG0002809	XP_045150826.1, XP_004696409.1	XP_006093305.1
OG0002811	XP_045150414.1	XP_023610947.1
OG0002812	XP_030742595.2	XP_023615531.1
OG0002813	XP_004696282.1	XP_023620371.1
OG0002814	XP_004707863.1	XP_006088437.2
OG0002815	XP_004702808.1	XP_006088811.2
OG0002817	XP_004705030.1	XP_006094231.1
OG0002818	XP_045147820.1	XP_014310075.1
OG0002819	XP_004699494.1	XP_014310070.1, XP_006087363.1
OG0002820	XP_012862567.2	XP_023610312.1
OG0002822	XP_045144844.1	XP_006094781.1, XP_014316312.1, XP_006094779.2
OG0002823	XP_045142716.1, XP_045142714.1, XP_045142713.1, XP_045142715.1, XP_004707612.1	XP_006097127.1
OG0002824	XP_045143682.1, XP_004709866.1, XP_045147783.1	XP_006109025.1
OG0002825	XP_004696069.2	XP_023605022.1
OG0002826	XP_004696130.1	XP_006099851.1
OG0002827	XP_045142961.1	XP_014316063.1
OG0002828	XP_004699571.1	XP_023612804.1
OG0002829	XP_012859225.1	XP_006092600.1, XP_023612837.1, XP_006092601.1
OG0002830	XP_004710194.1	XP_023619218.1
OG0002831	XP_012861453.2	XP_023603823.1
OG0002832	XP_004715004.1	XP_006091981.1
OG0002833	XP_004713787.3	XP_014323283.1
OG0002834	XP_004713704.1, XP_045153150.1	XP_014303997.2
OG0002835	XP_004704224.1	XP_006097174.3
OG0002836	XP_004702474.1	XP_006089079.1
OG0002840	XP_004705290.1, XP_045154962.1	XP_006100478.1
OG0002841	XP_012863169.1	XP_006107110.1
OG0002843	XP_045146316.1	XP_006082018.1, XP_014312631.1
OG0002845	XP_004714343.1	XP_006101206.1
OG0002846	XP_030744189.1	XP_023599077.1
OG0002847	XP_004709001.1	XP_006098533.1
OG0002848	XP_045149118.1	XP_014313360.1
OG0002849	XP_004711691.1	XP_006094851.1
OG0002850	XP_004704088.1	XP_006087667.1
OG0002851	XP_030743492.2	XP_014306040.1
OG0002852	XP_004697918.1	XP_014317831.1, XP_006096475.1
OG0002853	XP_004697936.1	XP_006096447.1
OG0002854	XP_045152902.1	XP_014304093.1, XP_006106724.1
OG0002856	XP_004696179.1	XP_006108853.2
OG0002857	XP_004701870.1	XP_006082649.1
OG0002858	XP_045153244.1	XP_006082652.1
OG0002859	XP_030742772.2	XP_023603154.1, XP_006109315.2
OG0002860	XP_045152650.1	XP_023618457.1, XP_006099077.1, XP_023618456.1
OG0002862	XP_045152618.1	XP_014319463.1
OG0002863	XP_045145474.1	XP_023618727.1
OG0002864	XP_045145487.1	XP_006104947.1
OG0002865	XP_004701426.3, XP_045140811.1	XP_023618340.1
OG0002867	XP_004697555.1, XP_045154507.1	XP_014322993.1, XP_023604640.1
OG0002868	XP_004708281.1	XP_006084204.1
OG0002869	XP_045151925.1, XP_045151926.1	XP_014307101.1
OG0002870	XP_004711485.1	XP_023612072.1
OG0002871	XP_045147102.1	XP_023610600.1
OG0002872	XP_045147381.1	XP_006090029.1
OG0002873	XP_045147275.1	XP_006095999.1
OG0002874	XP_004701015.1	XP_006095950.1, XP_006095949.1
OG0002876	XP_045147107.1	XP_023618423.1
OG0002877	XP_045142813.1, XP_045142816.1, XP_045142819.1	XP_006102200.1
OG0002878	XP_012862537.1, XP_045141705.1	XP_014310508.1
OG0002879	XP_004712764.1, XP_045143843.1	XP_006093082.1, XP_006093083.1
OG0002880	XP_045142352.1	XP_006093147.1
OG0002881	XP_045142452.1	XP_006093145.1
OG0002882	XP_004712023.1, XP_045141742.1	XP_006087928.1
OG0002883	XP_045149454.1, XP_004697002.1, XP_004697001.1	XP_006104248.1, XP_006104249.1, XP_006104247.1
OG0002884	XP_045140140.1, XP_045140141.1, XP_004703322.1	XP_006084685.1
OG0002885	XP_004703284.2	XP_006084597.1
OG0002886	XP_045154097.1, XP_004717592.1	XP_006096238.1
OG0002887	XP_045142128.1, XP_004706435.1	XP_023614631.1, XP_023614630.1
OG0002888	XP_004712320.1	XP_006092867.1, XP_023613075.1, XP_014314701.1
OG0002889	XP_004712391.1	XP_023606285.1, XP_006084792.1, XP_023606287.1, XP_023606290.1, XP_023606289.1, XP_023606286.1, XP_023606288.1
OG0002890	XP_004708652.1	XP_006084967.1, XP_006084968.1
OG0002891	XP_004701633.1	XP_023616558.1
OG0002892	XP_004701704.1	XP_023617611.1
OG0002893	XP_004699890.1	XP_006094896.1
OG0002895	XP_004706824.1	XP_006103834.1
OG0002896	XP_030743588.1	XP_006103841.1
OG0002897	XP_045153809.1	XP_023600767.1
OG0002897	XP_004706830.1	XP_023600768.1
OG0002898	XP_004717689.1	XP_023619428.1
OG0002899	XP_045146729.1, XP_045146730.1	XP_006082364.1
OG0002900	XP_045146672.1	XP_023609452.1
OG0002901	XP_004713938.1, XP_045154601.1	XP_014308560.1
OG0002902	XP_004714624.1	XP_006109805.1
OG0002903	XP_004714627.1	XP_006090622.1
OG0002904	XP_004713207.1	XP_023616718.1
OG0002905	XP_012861976.1	XP_014314672.1
OG0002906	XP_045144288.1	XP_006082116.1
OG0002908	XP_012863049.1	XP_006098923.1
OG0002909	XP_030744020.1	XP_014301334.1
OG0002913	XP_004707824.1	XP_006100243.1
OG0002915	XP_004710479.2	XP_023604791.1
OG0002916	XP_004697742.2	XP_023613553.1, XP_023613552.1, XP_006093413.1
OG0002917	XP_045142238.1	XP_023602634.1
OG0002918	XP_045154173.1	XP_023604299.1
OG0002919	XP_004708905.1	XP_023611676.1
OG0002920	XP_045141189.1	XP_023610786.1
OG0002921	XP_004709860.1	XP_023611529.1, XP_006090978.1
OG0002922	XP_045139671.1, XP_004717323.1	XP_023604186.1
OG0002925	XP_045149203.1, XP_012864037.1, XP_045149207.1	XP_023605595.1
OG0002926	XP_045148596.1, XP_004717278.1	XP_006101305.1, XP_023620527.1, XP_023620529.1, XP_006101304.1, XP_023620528.1
OG0002927	XP_045142442.1, XP_045142427.1, XP_045142437.1, XP_045142432.1	XP_006090658.1
OG0002929	XP_004718072.1, XP_012863555.1	XP_023618357.1
OG0002930	XP_045152621.1	XP_006108633.2
OG0002933	XP_045143029.1	XP_023599900.1
OG0002934	XP_004714655.1	XP_023603882.1
OG0002935	XP_004702322.1	XP_023605174.1
OG0002936	XP_004702044.1	XP_023606012.1
OG0002937	XP_030742538.1, XP_045152232.1, XP_045150255.1, XP_045154466.1, XP_045146778.1	XP_006093015.1
OG0002938	XP_030743437.1, XP_045154303.1, XP_045153382.1	XP_006105654.1
OG0002939	XP_004700327.1, XP_045149481.1, XP_045154608.1	XP_006098601.1
OG0002940	XP_004715856.1	XP_006098723.1, XP_006098724.1
OG0002941	XP_004712831.1	XP_006106418.1
OG0002943	XP_045145477.1	XP_023618737.1
OG0002944	XP_004696173.1	XP_006081947.1
OG0002945	XP_004704083.1	XP_006087679.1
OG0002946	XP_045151372.1, XP_004697908.1	XP_023616038.1
OG0002947	XP_045147604.1	XP_006084133.1
OG0002948	XP_045140322.1	XP_023620782.1
OG0002949	XP_004717168.1	XP_006094717.1
OG0002949	XP_004717167.1	XP_006094714.1
