Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0003409	XP_004704492.1, XP_045139906.1	XP_012593116.1, XP_012593114.1
OG0003410	XP_004710320.1	XP_020141923.1
OG0003411	XP_045150059.1, XP_045150058.1, XP_045150060.1, XP_004710256.1	XP_012620313.1
OG0003412	XP_045140454.1	XP_012610041.1
OG0003413	XP_045140912.1	XP_012619182.1
OG0003414	XP_045145190.1	XP_012619844.1, XP_012619846.1, XP_012619845.1
OG0003415	XP_045145250.1	XP_012625547.1
OG0003416	XP_045152455.1	XP_012624551.1
OG0003417	XP_045152585.1	XP_012624492.1
OG0003418	XP_045152489.1	XP_012624397.1
OG0003419	XP_004711014.1, XP_045152490.1	XP_012592228.1, XP_012592224.1, XP_012592226.1, XP_012592223.1, XP_012592227.1
OG0003420	XP_045152583.1	XP_012624295.1
OG0003422	XP_045148721.1	XP_012591784.1
OG0003423	XP_045148764.1	XP_012596607.1, XP_012596606.1
OG0003424	XP_004710933.1	XP_012598842.1, XP_012598841.1, XP_012598840.1
OG0003425	XP_004710938.1	XP_012611908.1, XP_012611909.1, XP_012611907.1, XP_012611910.1
OG0003426	XP_045150830.1	XP_012600290.2
OG0003427	XP_045150840.1, XP_004696406.1	XP_012636214.1, XP_012636215.1
OG0003429	XP_045150548.1	XP_012608559.1
OG0003430	XP_004702064.1	XP_020142748.1
OG0003431	XP_004706393.1	XP_020139822.1
OG0003432	XP_012862158.2	XP_012639765.1
OG0003433	XP_045143576.1	XP_012608339.1
OG0003434	XP_004706385.1	XP_020140872.1
OG0003436	XP_004702698.1	XP_012635014.1
OG0003437	XP_004702761.2, XP_045144804.1	XP_012636482.1
OG0003438	XP_004702918.1	XP_012591301.1
OG0003439	XP_045144873.1	XP_012591588.2
OG0003440	XP_012861414.1	XP_012612755.1
OG0003441	XP_030741146.2	XP_012612762.1, XP_020145344.1
OG0003442	XP_004707921.2	XP_012607287.1
OG0003443	XP_012860696.1	XP_012591259.1, XP_012591260.1
OG0003444	XP_004705004.1	XP_012638180.1, XP_012635348.1
OG0003445	XP_012860708.1	XP_012620667.1, XP_012620668.1
OG0003446	XP_004699526.1	XP_020144117.1
OG0003447	XP_004699548.1	XP_012631356.1
OG0003448	XP_045147857.1	XP_012631324.1
OG0003449	XP_045143679.1, XP_004698935.1, XP_045143678.1	XP_012608051.1
OG0003451	XP_004708821.1	XP_012639137.1, XP_012639139.1, XP_012639136.1, XP_012639135.1
OG0003452	XP_045151758.1	XP_012639133.1, XP_012639134.1, XP_012639132.1
OG0003453	XP_004702385.1	XP_020145222.1
OG0003454	XP_030741086.1	XP_012623528.1, XP_012623527.1, XP_012623526.1, XP_012623530.1
OG0003455	XP_004714019.1	XP_012623482.1
OG0003456	XP_004714087.1	XP_012623469.1
OG0003457	XP_004714090.1	XP_012623454.1
OG0003459	XP_004699880.1	XP_012614290.1
OG0003460	XP_004713987.1	XP_012641559.1
OG0003462	XP_045145797.1, XP_012860035.2	XP_012641652.1, XP_012641650.1, XP_012641651.1
OG0003463	XP_004702393.1	XP_012641732.1
OG0003464	XP_004696564.1	XP_012618428.1, XP_012618429.1, XP_020138414.1, XP_012618430.1, XP_020138413.1
OG0003465	XP_004696540.1	XP_012640484.1, XP_012640485.1
OG0003466	XP_012859753.1	XP_012640378.1, XP_012640379.1
OG0003467	XP_045142506.1	XP_012640438.1
OG0003469	XP_045152913.1	XP_012591680.1
OG0003470	XP_045150207.1	XP_012618611.1
OG0003471	XP_004696101.1	XP_012631953.1, XP_012631954.1
OG0003472	XP_045142860.1, XP_004696120.1, XP_045142859.1	XP_012643548.1, XP_012643549.1
OG0003473	XP_045142866.1	XP_012644083.1
OG0003474	XP_004696164.1	XP_012644092.1
OG0003475	XP_045147873.1	XP_012633889.1
OG0003476	XP_045139649.1	XP_012617302.1, XP_012617306.1, XP_012617305.1, XP_012617304.1, XP_012617301.1, XP_012617303.1, XP_012617300.1
OG0003477	XP_045139647.1	XP_012617326.1
OG0003478	XP_030743180.1	XP_020144632.1, XP_020140612.1, XP_020135877.1, XP_012635942.1
OG0003479	XP_045151628.1, XP_045151627.1, XP_004716669.1	XP_012623010.1
OG0003480	XP_004699229.2	XP_012633917.1
OG0003481	XP_004708095.1	XP_012591469.1
OG0003482	XP_045142250.1	XP_020145526.1
OG0003483	XP_045144648.1, XP_004702651.1	XP_012601731.1, XP_020145379.1, XP_012601706.1, XP_012601699.1, XP_020145378.1
OG0003484	XP_004708361.1	XP_012594181.1
OG0003485	XP_004708359.1	XP_012594190.1
OG0003486	XP_045146875.1	XP_012595308.1
OG0003487	XP_004714971.1	XP_012605356.1, XP_012605358.1, XP_012605357.1
OG0003488	XP_004708420.1	XP_012644287.1
OG0003489	XP_004717231.1	XP_012624987.1, XP_012624986.1
OG0003490	XP_004717266.2	XP_012625011.1
OG0003491	XP_004713810.1	XP_012613090.1
OG0003492	XP_045153151.1	XP_012633361.1
OG0003493	XP_045154262.1	XP_012616501.1, XP_012616498.1, XP_012616499.1, XP_012616497.1
OG0003494	XP_004703924.1	XP_012605449.1
OG0003495	XP_004703923.1	XP_012595366.1
OG0003496	XP_004703878.1	XP_012635417.1
OG0003497	XP_004715297.1, XP_045153568.1	XP_012626824.1, XP_012626823.1
OG0003498	XP_030742822.1, XP_045150963.1	XP_012625832.1, XP_012625831.1, XP_012625833.1, XP_012625835.1, XP_012625836.1, XP_012625837.1, XP_012625834.1
OG0003499	XP_012860018.2	XP_012640729.1
OG0003501	XP_045153467.1	XP_012626973.1, XP_012626972.1
OG0003502	XP_045146287.1	XP_012646022.1
OG0003503	XP_004716850.1	XP_012646048.1
OG0003504	XP_004716859.1	XP_012646095.1
OG0003505	XP_012860538.1, XP_004714355.1	XP_012646286.1
OG0003506	XP_045146249.1	XP_012646181.1
OG0003507	XP_004714316.1	XP_012624711.1
OG0003508	XP_045156105.1	XP_012624752.1
OG0003509	XP_004714438.1	XP_012624859.1, XP_012642642.1
OG0003510	XP_004713819.1	XP_012609196.1
OG0003511	XP_004708894.1	XP_012600597.1
OG0003512	XP_045149058.1, XP_045149059.1, XP_045149060.1	XP_012600565.2
OG0003513	XP_045149029.1	XP_012600334.1, XP_012600333.1, XP_012600335.1
OG0003514	XP_004708845.1	XP_012600476.1, XP_012600475.1
OG0003515	XP_004717117.1	XP_012641995.1
OG0003516	XP_004711622.1	XP_012636165.1
OG0003517	XP_045146985.1	XP_020142142.1
OG0003518	XP_004707971.1	XP_012620439.1
OG0003519	XP_004718154.2	XP_012611341.1, XP_012611340.1
OG0003520	XP_045139921.1	XP_020146098.1
OG0003521	XP_004715357.1	XP_012594646.1
OG0003522	XP_045150952.1, XP_004708709.2	XP_012625838.1, XP_012625840.1, XP_012625839.1
OG0003523	XP_004708730.1	XP_012625652.2
OG0003524	XP_045153619.1	XP_012641818.1
OG0003526	XP_012863328.1	XP_020137374.1
OG0003527	XP_045151222.1, XP_045150892.1	XP_012610083.1
OG0003528	XP_004697971.1	XP_012610647.1
OG0003529	XP_004697984.1	XP_012610094.1
OG0003530	XP_045151488.1	XP_012610255.1
OG0003532	XP_004698337.1	XP_012636177.1, XP_012636154.1, XP_012636143.1, XP_012636171.1, XP_012636164.1
OG0003533	XP_045151213.1, XP_045151212.1	XP_012636102.1, XP_012636110.1, XP_012636095.1
OG0003534	XP_004698096.1	XP_012598460.1
OG0003535	XP_004698372.1	XP_012615802.1, XP_012615803.1
OG0003536	XP_045151417.1	XP_012621565.1
OG0003537	XP_004717198.1	XP_012625936.1
OG0003539	XP_004701226.1, XP_045149084.1	XP_012598140.1
OG0003540	XP_045149925.1	XP_020146044.1
OG0003541	XP_045142750.1, XP_004696178.1	XP_012626109.1
OG0003542	XP_045142688.1, XP_045142692.1, XP_045142690.1, XP_045142691.1, XP_030740537.1, XP_045142693.1	XP_012626136.1
OG0003543	XP_004707633.1	XP_012607914.1
OG0003544	XP_045151015.1, XP_004701724.1	XP_012604866.1
OG0003545	XP_045151604.1	XP_012608751.1
OG0003546	XP_012862305.1, XP_045150475.1	XP_020143670.1
OG0003548	XP_004709616.1	XP_012611931.1
OG0003549	XP_004718134.2, XP_045152779.1, XP_045152778.1, XP_045152780.1	XP_012612149.1
OG0003550	XP_004701265.2	XP_020138537.1
OG0003551	XP_045139468.1, XP_004715378.1	XP_012619289.1
OG0003552	XP_012863686.1	XP_012632165.1
OG0003553	XP_004710347.1	XP_012602690.1
OG0003554	XP_012862183.1	XP_012603789.1
OG0003555	XP_045151918.1	XP_012615902.1
OG0003556	XP_004713823.1	XP_012631286.1
OG0003557	XP_045144340.1	XP_020143334.1
OG0003558	XP_004711475.1, XP_045143257.1	XP_012613701.1
OG0003559	XP_004711538.1	XP_020140552.1, XP_012616900.1
OG0003561	XP_004701407.4	XP_012620661.1
OG0003563	XP_045147496.1, XP_004701011.1	XP_012625518.1
OG0003564	XP_004701324.1	XP_012630145.1
OG0003565	XP_045147331.1	XP_020136338.1
OG0003566	XP_004701301.1	XP_012636786.1
OG0003567	XP_004697618.1	XP_012644724.1
OG0003568	XP_004697599.1	XP_012592645.1
OG0003569	XP_045143636.1, XP_004712772.1, XP_045143634.1, XP_045143635.1, XP_045143638.1, XP_045143637.1	XP_020141541.1
OG0003570	XP_045143839.1	XP_012621934.1
OG0003571	XP_045142353.1	XP_012622050.1
OG0003572	XP_012861824.1	XP_020141591.1
OG0003573	XP_004709460.1	XP_012622160.1
OG0003574	XP_004696347.1	XP_012618897.1
OG0003575	XP_045142416.1	XP_012638498.1
OG0003576	XP_045140760.1	XP_012634519.1
OG0003577	XP_004697334.1	XP_012635526.1, XP_012635523.1, XP_012635524.1, XP_012635525.1
OG0003578	XP_045140255.1	XP_020140079.1
OG0003579	XP_004703494.1	XP_012593868.1
OG0003580	XP_004703314.1	XP_020140131.1
OG0003581	XP_012859251.1, XP_045140306.1	XP_012629513.1
OG0003582	XP_004703280.1	XP_020140138.1
OG0003584	XP_045142100.1	XP_020143136.1
OG0003585	XP_004706463.1	XP_012642991.2
OG0003586	XP_012862601.1	XP_012635800.1
OG0003587	XP_004712322.1	XP_012635783.1, XP_012635781.1, XP_012635782.1
OG0003588	XP_004713470.1	XP_012645103.1
OG0003589	XP_045153379.1	XP_020141732.1
OG0003590	XP_004717462.1	XP_012597540.1
OG0003591	XP_045150568.1	XP_012641316.1
OG0003593	XP_004701556.1	XP_012632367.1, XP_012632363.1, XP_012632365.1, XP_012632366.1
OG0003594	XP_045151563.1	XP_012632392.1
OG0003595	XP_004701580.1	XP_012594554.1
OG0003596	XP_004701616.1	XP_012594313.1
OG0003597	XP_045152739.1	XP_012606934.1
OG0003598	XP_004700165.1	XP_012615040.1, XP_012615053.1, XP_012615043.1
OG0003599	XP_004700207.1	XP_012646875.1
OG0003600	XP_004699979.1	XP_012591013.1
OG0003601	XP_004706821.1	XP_020141024.1
OG0003602	XP_004716572.1	XP_020140358.1
OG0003603	XP_004699988.1	XP_012590992.1
OG0003605	XP_012863416.1	XP_020140697.1
OG0003607	XP_012864118.1	XP_012619124.1
OG0003608	XP_045146680.1	XP_012640076.1
OG0003609	XP_012862195.1, XP_045146444.1, XP_045144207.1, XP_045153882.1	XP_012617445.1
OG0003610	XP_004713209.1	XP_012593574.1
OG0003611	XP_004715962.2	XP_012639802.1
OG0003612	XP_004715946.1	XP_012605758.1
OG0003613	XP_004710095.2	XP_012605954.1
OG0003614	XP_045151804.1, XP_004713131.1	XP_012605859.1
OG0003615	XP_045141429.1, XP_004715665.1	XP_020140548.1
OG0003616	XP_004698945.1, XP_004698515.1	XP_012608107.1, XP_012608106.1
OG0003618	XP_012860933.1	XP_012592662.1
OG0003619	XP_045140357.1, XP_030744527.1	XP_020137774.1
OG0003621	XP_045143602.1	XP_012608182.1
OG0003622	XP_045144305.1	XP_012613474.1, XP_012613217.1, XP_012613443.1
OG0003631	XP_045143876.1, XP_004698750.1	NP_001296874.1
OG0003632	XP_045153856.1	XP_012599922.1
OG0003633	XP_004710085.1	XP_012606553.1, XP_012606545.1
OG0003634	XP_045149261.1	XP_012634634.1
OG0003635	XP_004709229.1	XP_012602902.1, XP_012602901.1
OG0003636	XP_045152693.1	XP_012637769.1
OG0003638	XP_045147152.1	XP_012619090.1
OG0003639	XP_045155680.1	XP_012596253.1
OG0003640	XP_045142629.1	XP_012630827.2
OG0003641	XP_045140724.1	XP_012597059.1, XP_012597060.1, XP_012597061.1
OG0003642	XP_045149274.1	XP_012634764.1
OG0003643	XP_045145231.1	XP_012625554.1
OG0003644	XP_004714540.1	XP_012639963.1
OG0003645	XP_045144205.1	XP_012612407.1
OG0003646	XP_045153026.1, XP_004701803.1	XP_012594462.1, XP_012594464.1, XP_012594461.1, XP_012594463.1
OG0003647	XP_004699292.1	XP_012604081.1, XP_012604082.1
OG0003648	XP_045155420.1	XP_012602884.1
OG0003649	XP_004708398.1	XP_012645009.1, XP_012644999.1
OG0003650	XP_045139464.1	XP_012606551.1
OG0003651	XP_004717235.1	XP_012599453.1
OG0003652	XP_004706584.1	XP_012625175.1
OG0003653	XP_045140636.1	XP_012641811.1
OG0003654	XP_045143568.1, XP_012859100.1	XP_012613482.1
OG0003655	XP_004711941.1, XP_045146098.1	XP_012604677.1
OG0003657	XP_004701026.1	XP_012625031.1
OG0003658	XP_012859443.1	XP_012610861.1, XP_012610851.1
OG0003659	XP_045149344.1, XP_004712956.1	XP_012631694.1
OG0003660	XP_012863886.1	XP_012642053.1, XP_012642054.1, XP_012642055.1
OG0003661	XP_045145928.1	XP_012640711.1
OG0003662	XP_004698710.1	XP_012633164.1
OG0003663	XP_045139491.1	XP_012629097.1
OG0003664	XP_004706818.1	XP_012600754.1
OG0003665	XP_004711669.1	XP_012641181.1
OG0003666	XP_045153080.1	XP_012613012.1, XP_012613013.1
OG0003667	XP_004710428.1	XP_012616721.1, XP_012616722.1, XP_012616723.1
OG0003668	XP_045155209.1	XP_012606011.1
OG0003669	XP_004713503.1	XP_012592376.1
OG0003670	XP_004712822.2	XP_012628984.1
OG0003671	XP_004706005.1	XP_012614752.1, XP_012614754.1, XP_020137205.1, XP_012614733.1
OG0003672	XP_030744766.2, XP_045141928.1	XP_020137124.1, XP_012619704.1
OG0003673	XP_045154048.1, XP_045154049.1	XP_012616022.1, XP_012616014.1
OG0003674	XP_045153971.1, XP_004700002.1, XP_045153970.1, XP_045153972.1	XP_012606729.1
OG0003675	XP_012861014.2	XP_012619659.1, XP_012619658.1, XP_012619657.1
OG0003676	XP_004713549.1	XP_012633637.1
OG0003677	XP_045154279.1	XP_012646716.1
OG0003678	XP_004698517.1	XP_012608108.1
OG0003679	XP_004714290.1, XP_030744184.1	XP_012617215.1
OG0003680	XP_004717578.1	XP_012641894.2, XP_012641893.1
OG0003681	XP_004714999.1, XP_004715001.1, XP_004714950.1	XP_020142457.1, XP_012602128.2, XP_012602110.1
OG0003683	XP_004716501.1, XP_004716502.1, XP_004716492.1	XP_012599616.1
OG0003684	XP_004716828.1	XP_012611353.1
OG0003685	XP_004713229.1, XP_045154394.1	XP_012593550.1
OG0003688	XP_012863502.1	XP_012630225.1, XP_012630226.1, XP_012630224.1
OG0003690	XP_045152132.1	XP_020137821.1
OG0003691	XP_004703098.1	XP_020137799.1, XP_020137800.1, XP_020137801.1
OG0003692	XP_004703097.1	XP_020137897.1, XP_020137895.1, XP_020137896.1, XP_012603847.2, XP_020137894.1
OG0003693	XP_004703087.1	XP_012629907.1
OG0003695	XP_045150405.1	XP_020142792.1
OG0003696	XP_004702003.1	XP_012596367.1
OG0003697	XP_004701984.1	XP_012615134.1
OG0003698	XP_004702140.1	XP_012632268.1
OG0003700	XP_004713873.1	XP_012626354.1
OG0003701	XP_004714660.1	XP_012602600.1, XP_012602599.1, XP_012602602.1
OG0003702	XP_045148244.1	XP_012613517.1
OG0003703	XP_045145179.1, XP_045143519.1	XP_012625593.1
OG0003704	XP_045148260.1	XP_012604268.1
OG0003705	XP_004715768.1, XP_045148912.1	XP_012605712.1, XP_012605711.1, XP_012605714.1, XP_012605713.1, XP_012605710.1
OG0003706	XP_004715761.1	XP_012631025.1, XP_012605678.2
OG0003707	XP_045148323.1	XP_012630987.1
OG0003708	XP_004715698.1	XP_012630985.1, XP_012630986.1
OG0003709	XP_045148581.1	XP_012609793.1, XP_012609797.1, XP_012609798.1, XP_012609796.1, XP_012609795.1
OG0003710	XP_045148682.1	XP_012616859.1
OG0003711	XP_045148446.1, XP_045148447.1, XP_045148445.1	XP_012616786.1
OG0003712	XP_004710417.1	XP_012613940.1, XP_012613938.1
OG0003713	XP_004704772.1	XP_020138875.1
OG0003714	XP_004698904.2	XP_012608021.1
OG0003717	XP_004702405.1	XP_020139660.1
OG0003718	XP_004703592.1	XP_012639045.1
OG0003719	XP_045149827.1	XP_012619876.1, XP_012619875.1
OG0003720	XP_004705156.1, XP_012859873.1	XP_020136441.1
OG0003721	XP_004705168.2	XP_012605962.1
OG0003722	XP_012864083.2, XP_012860739.1	XP_012606083.1
OG0003723	XP_045139868.1, XP_004712116.1, XP_045149458.1	XP_012639828.1
OG0003724	XP_004703580.1	XP_012622223.1, XP_012622224.1
OG0003725	XP_045152422.1	XP_012620011.1
OG0003726	XP_004709929.1	XP_012644330.1
OG0003727	XP_004709935.1	XP_012618784.1
OG0003728	XP_030740193.1	XP_012593810.1
OG0003732	XP_004703226.1	XP_012609364.1
OG0003733	XP_045140621.1	XP_012642806.1, XP_012642805.1
OG0003734	XP_045140298.1, XP_045145335.1, XP_004709465.1, XP_045147668.1	XP_012622171.1, XP_012622170.1
OG0003735	XP_045153842.1, XP_004712237.1	XP_012593726.1
OG0003736	XP_030743685.1	XP_012619795.1, XP_012631484.1, XP_012631483.1
OG0003737	XP_045147500.1	XP_012618180.1
OG0003738	XP_045147624.1	XP_012618044.1
OG0003739	XP_012859750.1	XP_012615402.1
OG0003740	XP_045140780.1	XP_012642787.1
OG0003741	XP_030744675.1	XP_012642757.1
OG0003742	XP_004696838.1	XP_012612433.1
OG0003743	XP_004696816.1	XP_012620415.1
OG0003744	XP_004697154.1	XP_012596337.1, XP_012596336.1
OG0003745	XP_030742836.1	XP_012645288.2, XP_012611301.2
OG0003746	XP_030742896.1	XP_012595081.1
OG0003747	XP_030740574.2, XP_004714215.1	XP_012638754.1
OG0003749	XP_045139500.1	XP_012629007.1, XP_012629006.1, XP_012629005.1
OG0003750	XP_045139539.1	XP_012629065.1
OG0003751	XP_004712915.2, XP_045139544.1	XP_012629147.1
OG0003753	XP_004716213.1	XP_012634633.1
OG0003754	XP_030742368.2, XP_004716192.1, XP_045142755.1	XP_012634871.1, XP_012634873.1, XP_012634872.1
OG0003755	XP_004709238.1	XP_012632971.2
OG0003756	XP_045149347.1	XP_020136853.1
OG0003757	XP_045147880.1	XP_012622577.2
OG0003758	XP_045147852.1, XP_004699443.1, XP_045147851.1, XP_045147850.1, XP_045147849.1	XP_012640586.1
OG0003759	XP_045147690.1	XP_012631743.2
OG0003760	XP_004705557.2, XP_045145480.1	XP_012631836.1
OG0003761	XP_004705509.1	XP_012646960.1, XP_012646961.1
OG0003762	XP_004705501.1	XP_020137436.1
OG0003763	XP_045149852.1, XP_004704792.2	XP_012592568.2
OG0003764	XP_030742433.1	XP_012620094.1
OG0003765	XP_045140459.1	XP_012619523.1
OG0003766	XP_004705659.1, XP_045141872.1	XP_012614940.1, XP_012614939.1, XP_012614938.1
OG0003767	XP_004705638.1, XP_045139658.1	XP_012614452.1
OG0003768	XP_004705617.1	XP_012614493.1, XP_012614494.1
OG0003769	XP_004705611.1	XP_012614321.1
OG0003770	XP_045141690.1	XP_012614295.1
OG0003772	XP_004706113.1	XP_012635583.1
OG0003773	XP_004705791.1	XP_020136988.1
OG0003774	XP_004712996.1, XP_004704390.1	XP_012599132.1
OG0003775	XP_045140896.1	XP_012599321.1
OG0003776	XP_045139911.1	XP_020137189.1
OG0003777	XP_045148128.1, XP_004699322.1, XP_045148129.1	XP_012646347.2
OG0003778	XP_004699329.1	XP_012646302.1
OG0003779	XP_004706070.1	XP_012619604.1
OG0003780	XP_030743693.1	XP_012616466.1
OG0003781	XP_004714676.1	XP_012646717.1
OG0003782	XP_004698506.1	XP_012608159.1
OG0003783	XP_045153965.1, XP_045153964.1	XP_012599841.1, XP_012599842.1
OG0003784	XP_004699909.2	XP_012637186.1
OG0003785	XP_004699948.1	XP_020140009.1
OG0003786	XP_045153846.1	XP_012628037.1
OG0003787	XP_045153959.1	XP_012606701.1
OG0003788	XP_045154356.1	XP_012623411.1
OG0003789	XP_004714814.3	XP_020141113.1
OG0003790	XP_045152117.1	XP_020137773.1
OG0003791	XP_004698770.1	XP_012597432.1, XP_012597439.1
OG0003792	XP_045140762.1	XP_012607445.1
OG0003793	XP_004698822.1	XP_012594032.2
OG0003794	XP_004698669.2	XP_020141353.1
OG0003795	XP_030740868.1	XP_012629418.1
OG0003796	XP_004698832.1	XP_012594066.1, XP_012594065.1
OG0003797	XP_004709260.2	XP_020136760.1
OG0003798	XP_045155455.1	XP_012611639.2
OG0003799	XP_004709179.2	XP_012611720.1
OG0003800	XP_012861730.1	XP_012634241.1
OG0003801	XP_004709221.2	XP_012634171.1
OG0003802	XP_004707317.1	XP_012602843.1, XP_020136730.1, XP_012602841.1, XP_012602842.1, XP_012602840.1
OG0003803	XP_004707279.1	XP_012642182.1, XP_012642181.1
OG0003804	XP_004707506.1	XP_012621294.1, XP_012621293.1
OG0003805	XP_045155251.1	XP_012645144.1
OG0003806	XP_045155597.1	XP_012617561.1, XP_012617497.1
OG0003807	XP_004707054.1	XP_012603884.1, XP_012627487.1
OG0003808	XP_004706964.1	XP_012596139.1, XP_012596142.1, XP_012596140.1
OG0003809	XP_045155618.1	XP_012596145.1
OG0003810	XP_045149417.1, XP_004716223.1	XP_012634779.1, XP_012634778.1
OG0003811	XP_045145277.1	XP_020145163.1
OG0003812	XP_045145162.1, XP_004714507.2	XP_012637465.1
OG0003813	XP_045144485.1	XP_012599517.1
OG0003814	XP_045144430.1	XP_012627538.1
OG0003815	XP_004716532.1	XP_012627264.1, XP_012627263.1, XP_012627262.1
OG0003816	XP_045152524.1, XP_004712624.1, XP_045152523.1, XP_045152522.1, XP_045152525.1	XP_012627239.1
OG0003817	XP_004712623.1	XP_012627244.1, XP_012627245.1
OG0003818	XP_045146236.1, XP_045146231.1	XP_012632525.1, XP_012632524.1, XP_012632522.1, XP_012632523.1, XP_012632521.1
OG0003819	XP_045146932.1, XP_045146934.1	XP_012644211.1, XP_012644209.1
OG0003820	XP_004700496.1	XP_012606449.1
OG0003821	XP_004713982.1, XP_045145354.1	XP_012612518.1
OG0003822	XP_045146522.1	XP_012597344.1
OG0003823	XP_004704403.1	XP_012642477.1
OG0003824	XP_004704408.1	XP_012642444.1
OG0003825	XP_045150036.1	XP_012620352.1
OG0003826	XP_004700306.1	XP_012597339.1
OG0003827	XP_030744517.2, XP_012859876.2, XP_045152322.1	XP_012642834.1
OG0003828	XP_045141283.1	XP_020145794.1
OG0003829	XP_004706594.1	XP_012625098.1, XP_012625097.1
OG0003830	XP_004712413.1	XP_012619838.2, XP_012628114.1
OG0003831	XP_045154520.1, XP_045155595.1, XP_045144989.1, XP_045142991.1, XP_045147502.1, XP_045142512.1	XP_012624544.1
OG0003832	XP_004711140.1, XP_045152549.1	XP_012624503.1
OG0003833	XP_030743235.2	XP_012624455.1
OG0003834	XP_012859983.1, XP_045152473.1	XP_012592164.1
OG0003835	XP_045152556.1, XP_004712587.1, XP_045152557.1	XP_012624354.1, XP_012615792.1
OG0003836	XP_004710810.1	XP_012616268.1, XP_012616265.1, XP_012616267.1, XP_012616266.1
OG0003837	XP_004696429.1	XP_012600259.1
OG0003838	XP_004717351.1, XP_004711718.1	XP_012591769.1, XP_012591768.1, XP_012591767.1
OG0003839	XP_045148197.1	XP_012596464.1
OG0003840	XP_004717287.1	XP_012602217.1
OG0003842	XP_030742767.2	XP_012598844.1
OG0003843	XP_004696411.1	XP_020142729.1
OG0003844	XP_045150314.1	XP_012642492.1
OG0003845	XP_045150276.1	XP_012637989.1, XP_012637990.1
OG0003846	XP_045143166.1	XP_020144526.1, XP_020144524.1, XP_020144525.1, XP_012617477.2
