Orthogroup	Echinops_telfairi	Sus_scrofa
OG0003542	XP_045142688.1, XP_045142692.1, XP_045142690.1, XP_045142691.1, XP_030740537.1, XP_045142693.1	XP_020929853.1
OG0003543	XP_004707633.1	XP_020928485.1
OG0003545	XP_045151604.1	NP_998945.1
OG0003546	XP_012862305.1, XP_045150475.1	XP_020931367.1
OG0003548	XP_004709616.1	XP_001924435.2
OG0003549	XP_004718134.2, XP_045152779.1, XP_045152778.1, XP_045152780.1	XP_003359182.2
OG0003550	XP_004701265.2	XP_013838439.1
OG0003551	XP_045139468.1, XP_004715378.1	XP_005657422.2
OG0003552	XP_012863686.1	XP_001926892.3
OG0003553	XP_004710347.1	XP_005664167.1, NP_001007193.1
OG0003554	XP_012862183.1	NP_001116654.1, XP_013853315.1
OG0003555	XP_045151918.1	XP_020948084.1
OG0003556	XP_004713823.1	XP_003481729.1
OG0003557	XP_045144340.1	XP_005655715.2
OG0003558	XP_004711475.1, XP_045143257.1	XP_020947246.1
OG0003559	XP_004711538.1	XP_003355426.1
OG0003561	XP_004701407.4	XP_020929178.1, XP_013838989.1, XP_020929176.1, XP_020929177.1, XP_020929174.1, XP_020929175.1
OG0003563	XP_045147496.1, XP_004701011.1	XP_020929124.1
OG0003564	XP_004701324.1	XP_020927709.1, NP_001177220.1
OG0003565	XP_045147331.1	NP_001041653.1
OG0003566	XP_004701301.1	XP_005671606.1
OG0003567	XP_004697618.1	XP_001928411.1
OG0003568	XP_004697599.1	XP_020944950.1
OG0003569	XP_045143636.1, XP_004712772.1, XP_045143634.1, XP_045143635.1, XP_045143638.1, XP_045143637.1	XP_020918436.1, NP_001230639.1
OG0003570	XP_045143839.1	XP_003121629.2
OG0003571	XP_045142353.1	XP_020952574.1
OG0003572	XP_012860278.1	XP_020951998.1
OG0003573	XP_004709460.1	NP_001230480.1, XP_020935020.1
OG0003574	XP_004696347.1	XP_005659645.1, NP_999340.1
OG0003575	XP_045142416.1	XP_020950317.1
OG0003576	XP_045140760.1	XP_005657223.1
OG0003577	XP_004697334.1	XP_020938150.1
OG0003578	XP_045140255.1	XP_020955931.1
OG0003579	XP_004703494.1	XP_020957395.1, XP_020957393.1, XP_020957394.1
OG0003580	XP_004703314.1	XP_020957425.1
OG0003581	XP_012859251.1, XP_045140306.1	XP_003357134.1
OG0003582	XP_004703280.1	XP_003129412.3
OG0003583	XP_004703271.1, XP_030740931.1	XP_003129145.1
OG0003584	XP_045142100.1	XP_005670286.1
OG0003585	XP_004706463.1	NP_001004042.1
OG0003586	XP_012862601.1	XP_020925825.1
OG0003587	XP_004712322.1	XP_020925796.1, XP_020925797.1, XP_020925795.1
OG0003588	XP_004713470.1	XP_005652428.1
OG0003589	XP_045153379.1	XP_020925384.1
OG0003590	XP_004717462.1	XP_020955470.1
OG0003591	XP_045150568.1	XP_005657617.1
OG0003592	XP_004701547.1	XP_001926384.1
OG0003593	XP_004701556.1	NP_998934.1, XP_020930314.1
OG0003594	XP_045151563.1	NP_001231420.1
OG0003595	XP_004701580.1	XP_020931727.1
OG0003596	XP_004701616.1	XP_005672173.1, XP_003133651.1
OG0003597	XP_045152739.1	XP_005672216.2
OG0003598	XP_004700165.1	XP_020918931.1
OG0003599	XP_004700207.1	XP_020919960.1
OG0003600	XP_004699979.1	XP_003130558.1, XP_013835482.1
OG0003601	XP_004706821.1	XP_013843531.2
OG0003602	XP_004716572.1	XP_005663261.2, XP_020945231.1
OG0003603	XP_004699988.1	XP_020920007.1
OG0003607	XP_012864118.1	XP_020937022.1
OG0003608	XP_045146680.1	NP_001072155.1
OG0003609	XP_045153882.1	NP_001171684.1, XP_020935094.1
OG0003610	XP_004713209.1	XP_003135122.1
OG0003611	XP_004715962.2	XP_005657879.1, NP_001033053.1
OG0003612	XP_004715946.1	XP_003484179.2
OG0003613	XP_004710095.2	XP_020935359.1
OG0003614	XP_045151804.1, XP_004713131.1	XP_020936425.1, XP_003135413.2, XP_003360487.1
OG0003615	XP_045141429.1, XP_004715665.1	XP_020935655.1
OG0003616	XP_004698945.1, XP_004698515.1	XP_003128635.2, XP_013833708.2
OG0003617	XP_004700897.1	XP_020947432.1
OG0003617	XP_004700896.1	XP_020947433.1
OG0003618	XP_012860933.1	XP_020951432.1
OG0003619	XP_045140357.1, XP_030744527.1	XP_013842995.1
OG0003620	XP_045139542.1	XP_020918538.1
OG0003621	XP_045143602.1	NP_001172080.1, XP_005666327.1
OG0003622	XP_045144305.1	XP_003135464.1, XP_020935618.1, XP_020936480.1, XP_020935617.1
OG0003631	XP_045143876.1, XP_004698750.1	XP_005666397.1, NP_001072135.1
OG0003632	XP_045153856.1	NP_001244282.1
OG0003633	XP_004710085.1	XP_020935237.1, NP_001155110.1
OG0003634	XP_045149261.1	XP_020923367.1, XP_003131920.4, XP_020923368.1, XP_005669191.2
OG0003635	XP_004709229.1	XP_020921878.1, NP_999316.1
OG0003636	XP_045152693.1	XP_020927734.1
OG0003637	XP_012861386.1	NP_999603.2, NP_001335865.1, NP_001335866.1
OG0003638	XP_045147152.1	NP_001093394.1
OG0003639	XP_045155680.1	NP_999097.2
OG0003640	XP_045142629.1	XP_020937415.1, XP_020927739.1, NP_999136.1
OG0003641	XP_045140724.1	XP_020940672.1, XP_020940673.1
OG0003642	XP_045149274.1	XP_013836670.2
OG0003643	XP_045145231.1	NP_001005151.1
OG0003644	XP_004714540.1	XP_020936888.1, XP_020936889.1
OG0003645	XP_045144205.1	XP_013846352.2
OG0003646	XP_045153026.1, XP_004701803.1	NP_001026949.2, XP_020930369.1
OG0003648	XP_045155420.1	XP_013845359.1
OG0003649	XP_004708398.1	XP_005661009.1
OG0003650	XP_045139464.1	NP_001009580.1
OG0003651	XP_004717235.1	XP_020936937.1, NP_001103242.1
OG0003652	XP_004706584.1	NP_001020397.1, XP_013849023.1
OG0003653	XP_045140636.1	XP_020932580.1, XP_020932579.1, XP_013840339.1
OG0003654	XP_045143568.1, XP_012859100.1	NP_001090970.1, XP_005660031.1
OG0003655	XP_004711941.1, XP_045146098.1	NP_999284.1
OG0003656	XP_004704599.1	XP_003355798.2
OG0003658	XP_012859443.1	XP_020943947.1
OG0003659	XP_045149344.1, XP_004712956.1	NP_001106160.1, XP_020921690.1
OG0003660	XP_012863886.1	XP_020918019.1
OG0003661	XP_045145928.1	XP_003132418.1
OG0003662	XP_004698710.1	XP_020955035.1, XP_013833746.2, XP_013833745.2, XP_013833744.2
OG0003663	XP_045139491.1	XP_005656689.1
OG0003664	XP_004706818.1	NP_001038021.1, XP_005663204.1
OG0003665	XP_004711669.1	NP_001034838.1, XP_020937742.1
OG0003666	XP_045153080.1	NP_001123277.1
OG0003667	XP_004710428.1	NP_001177218.1
OG0003668	XP_045155209.1	XP_020951336.1
OG0003669	XP_004713503.1	XP_005670078.1, NP_001230573.1
OG0003670	XP_004712822.2	XP_005667453.1, NP_001139601.1
OG0003671	XP_004706005.1	XP_020941844.1
OG0003672	XP_030744766.2, XP_045141928.1	XP_020942083.1, XP_020942084.1
OG0003673	XP_045154048.1, XP_045154049.1	NP_999324.1, XP_020957875.1
OG0003674	XP_045153971.1, XP_004700002.1, XP_045153970.1, XP_045153972.1	XP_005653831.1, NP_001230118.1
OG0003675	XP_012861014.2	XP_013847802.1, NP_001291208.1
OG0003676	XP_004713549.1	XP_003353857.2
OG0003677	XP_045154279.1	XP_013852496.1, NP_001239534.1
OG0003678	XP_004698517.1	XP_003128619.1
OG0003679	XP_004714290.1	XP_003484381.1
OG0003680	XP_004717578.1	XP_020918059.1, XP_020918058.1
OG0003681	XP_004714999.1, XP_004715001.1, XP_004714950.1	XP_020937791.1
OG0003683	XP_004716501.1, XP_004716502.1, XP_004716492.1	XP_020917976.1
OG0003684	XP_004716828.1	XP_003130032.2
OG0003685	XP_004713229.1, XP_045154394.1	NP_001230348.1, XP_005657852.1
OG0003688	XP_012863502.1	XP_020949987.1
OG0003690	XP_045152132.1	XP_003480676.1
OG0003691	XP_004703098.1	XP_020955044.1, XP_020955046.1
OG0003692	XP_004703097.1	XP_003121743.1
OG0003693	XP_004703087.1	XP_001925082.1
OG0003694	XP_030743150.1	NP_001163994.1, XP_020921647.1
OG0003695	XP_045150405.1	XP_020943334.1
OG0003696	XP_004702003.1	XP_001929236.1
OG0003697	XP_004701984.1	NP_001230472.1
OG0003698	XP_004702140.1	XP_020941715.1
OG0003699	XP_045150585.1	XP_020941375.1
OG0003700	XP_004713873.1	XP_020920498.1
OG0003701	XP_004714660.1	XP_020942643.1
OG0003702	XP_045148244.1	XP_013854341.2
OG0003703	XP_045145179.1, XP_045143519.1	XP_020919705.1
OG0003704	XP_045148260.1	XP_003356125.1
OG0003705	XP_004715768.1, XP_045148912.1	XP_020950699.1
OG0003706	XP_004715761.1	XP_020950664.1
OG0003707	XP_045148323.1	XP_005656014.2
OG0003708	XP_004715698.1	XP_020950634.1
OG0003709	XP_045148581.1	XP_003356040.1
OG0003710	XP_045148682.1	XP_020950208.1, XP_020950212.1, XP_020950209.1, XP_020950210.1, XP_020950213.1
OG0003711	XP_045148446.1, XP_045148447.1, XP_045148445.1	XP_020953206.1
OG0003712	XP_004710417.1	XP_020950099.1
OG0003713	XP_004704772.1	XP_013844003.1
OG0003714	XP_004698904.2	XP_003128826.2
OG0003715	XP_012860718.1	XP_020951430.1
OG0003717	XP_004702405.1	XP_005668301.1
OG0003718	XP_004703592.1	XP_003123749.1, XP_020940106.1
OG0003719	XP_045149827.1	XP_020949854.1, XP_020949853.1
OG0003720	XP_004705156.1, XP_012859873.1	XP_003127752.1, XP_005665154.1, XP_013854508.1
OG0003721	XP_004705168.2	XP_003356251.2
OG0003722	XP_012864083.2, XP_012860739.1	XP_020951169.1
OG0003724	XP_004703580.1	XP_020935128.1, NP_001230142.1
OG0003725	XP_045152422.1	XP_001928273.2
OG0003726	XP_004709929.1	XP_001926024.1
OG0003727	XP_004709935.1	NP_001033727.1
OG0003728	XP_030740193.1	XP_001927789.1
OG0003730	XP_045145411.1	XP_020956554.1, XP_020956553.1, XP_020956550.1, XP_020956552.1, XP_020956549.1, XP_020956551.1
OG0003732	XP_004703226.1	XP_020955942.1, NP_001127824.1
OG0003733	XP_045140621.1	XP_020940054.1, XP_020940052.1, XP_020940053.1
OG0003734	XP_045140298.1, XP_045145335.1, XP_004709465.1, XP_045147668.1	XP_001925712.1, XP_003353424.1
OG0003735	XP_045153842.1, XP_004712237.1	XP_020930056.1
OG0003736	XP_030743685.1	XP_003133075.3, XP_013838691.1
OG0003737	XP_045147500.1	XP_020929304.1
OG0003738	XP_045147624.1	XP_001925666.3
OG0003739	XP_012859750.1	XP_001929068.2
OG0003740	XP_045140780.1	XP_020940026.1
OG0003741	XP_030744675.1	XP_013843004.1, NP_001231409.1
OG0003742	XP_004696838.1	XP_003134108.1
OG0003743	XP_004696816.1	XP_020932715.1
OG0003744	XP_004697154.1	XP_020932317.1
OG0003745	XP_030742836.1	XP_003130026.2, XP_003130042.1
OG0003746	XP_030742896.1	XP_020958014.1
OG0003747	XP_030740574.2, XP_004714215.1	XP_003130093.1
OG0003749	XP_045139500.1	XP_003129977.1
OG0003750	XP_045139539.1	XP_013844972.1
OG0003751	XP_004712915.2, XP_045139544.1	XP_005667425.1, NP_001152780.1
OG0003752	XP_012861596.1	XP_003357347.1
OG0003753	XP_004716213.1	XP_020923372.1, XP_005669197.1, XP_013836691.1, XP_005669196.1
OG0003754	XP_030742368.2, XP_004716192.1, XP_045142755.1	NP_001037992.1
OG0003755	XP_004709238.1	XP_020923549.1
OG0003756	XP_045149347.1	XP_020923577.1
OG0003757	XP_045147880.1	XP_013844337.1
OG0003758	XP_045147852.1, XP_004699443.1, XP_045147851.1, XP_045147850.1, XP_045147849.1	XP_020953446.1
OG0003759	XP_045147690.1	XP_020948887.1, NP_001186820.1
OG0003760	XP_004705557.2, XP_045145480.1	XP_003356156.1
OG0003761	XP_004705509.1	XP_005665023.1, NP_001254002.1
OG0003762	XP_004705501.1	XP_020950944.1
OG0003763	XP_045149852.1, XP_004704792.2	XP_020949284.1
OG0003764	XP_030742433.1	XP_005664368.1
OG0003765	XP_045140459.1	XP_020942014.1, XP_020942011.1, XP_020942013.1, XP_020942012.1, XP_020942009.1, XP_020942010.1
OG0003766	XP_004705659.1, XP_045141872.1	XP_013850926.1
OG0003767	XP_004705638.1, XP_045139658.1	XP_020941850.1
OG0003768	XP_004705617.1	NP_001127828.1, XP_020941232.1
OG0003769	XP_004705611.1	NP_001231485.1
OG0003770	XP_045141690.1	XP_020941730.1
OG0003771	XP_030744438.2	XP_020941654.1, XP_020941656.1, XP_020941658.1, XP_020941660.1, XP_020941659.1, XP_020941653.1, XP_020941657.1
OG0003772	XP_004706113.1	XP_020942113.1, XP_020937743.1, XP_020937531.1, XP_020937740.1, XP_020938171.1, XP_020938174.1
OG0003773	XP_004705791.1	XP_003124599.4
OG0003774	XP_004712996.1, XP_004704390.1	XP_003124792.1
OG0003775	XP_045140896.1	XP_020942414.1
OG0003776	XP_045139911.1	XP_003124766.2
OG0003777	XP_045148128.1, XP_004699322.1, XP_045148129.1	XP_003125960.3
OG0003778	XP_004699329.1	XP_005663758.2, XP_001929240.4, XP_013852857.2
OG0003779	XP_004706070.1	XP_003124543.1
OG0003780	XP_030743693.1	XP_003130512.1
OG0003781	XP_004714676.1	XP_020946448.1, XP_001927371.2
OG0003782	XP_004698506.1	NP_001230622.1
OG0003783	XP_045153965.1, XP_045153964.1	XP_003357724.1
OG0003784	XP_004699909.2	NP_001230863.1, XP_020957673.1
OG0003785	XP_004699948.1	XP_003130446.4
OG0003786	XP_045153846.1	XP_005667847.2
OG0003787	XP_045153959.1	XP_005653849.2
OG0003788	XP_045154356.1	XP_013852438.1, XP_001928089.1
OG0003789	XP_004714814.3	XP_020945368.1
OG0003790	XP_045152117.1	XP_020951887.1
OG0003791	XP_004698770.1	XP_003128712.3
OG0003792	XP_045140762.1	NP_001243699.1
OG0003793	XP_004698822.1	XP_013844672.2, XP_020955288.1
OG0003794	XP_004698669.2	NP_001231471.1, XP_020928517.1
OG0003795	XP_030740868.1	XP_013833817.1, NP_001231525.1
OG0003796	XP_004698832.1	XP_003356830.3
OG0003797	XP_004709260.2	XP_020921992.1
OG0003798	XP_045155455.1	NP_001129438.1
OG0003799	XP_004709179.2	XP_005653921.2
OG0003800	XP_012861730.1	XP_005668667.1, XP_013836204.1, XP_003131252.1
OG0003801	XP_004709221.2	XP_020923731.1
OG0003802	XP_004707317.1	XP_020922451.1
OG0003803	XP_004707279.1	NP_001038043.1
OG0003804	XP_004707506.1	XP_020922681.1, XP_003131519.1
OG0003805	XP_045155251.1	NP_001231259.1, XP_020921805.1, XP_020922773.1
OG0003806	XP_045155597.1	NP_001230848.1
OG0003807	XP_004707054.1	XP_020922958.1, XP_020922957.1, XP_020922954.1, XP_020922955.1, XP_020922956.1
OG0003808	XP_004706964.1	XP_003483123.1
OG0003809	XP_045155618.1	XP_003131845.4
OG0003810	XP_045149417.1, XP_004716223.1	NP_001171392.1, XP_020921724.1
OG0003811	XP_012861523.2, XP_045145277.1	XP_020936709.1, XP_020936907.1
OG0003812	XP_045145162.1, XP_004714507.2	XP_020926809.1
OG0003813	XP_045144485.1	XP_005654650.2
OG0003814	XP_045144430.1	XP_020925130.1
OG0003815	XP_004716532.1	XP_001927731.1
OG0003816	XP_045152524.1, XP_004712624.1, XP_045152523.1, XP_045152522.1, XP_045152525.1	XP_003480647.1
OG0003817	XP_004712623.1	XP_001925831.1
OG0003818	XP_045146236.1, XP_045146231.1	NP_001243522.1, XP_013853118.2
OG0003819	XP_045146932.1, XP_045146934.1	XP_020947650.1
OG0003820	XP_004700496.1	XP_020947664.1
OG0003822	XP_045146522.1	XP_013843658.2
OG0003823	XP_004704403.1	XP_020944055.1
OG0003824	XP_004704408.1	XP_013843318.1
OG0003825	XP_045150036.1	XP_020943123.1
OG0003826	XP_004700306.1	XP_013843663.1
OG0003827	XP_012859876.2, XP_045152322.1	NP_001106165.1
OG0003828	XP_045141283.1	NP_001231434.1
OG0003829	XP_004706594.1	XP_020919278.1, XP_020919286.1
OG0003830	XP_004712413.1	XP_001926178.2
OG0003831	XP_030743277.1, XP_045154520.1, XP_045155595.1, XP_045144989.1, XP_045142991.1, XP_045147502.1, XP_045142512.1	XP_003122069.1
OG0003832	XP_004711140.1, XP_045152549.1	XP_003122072.3
OG0003833	XP_030743235.2	NP_999412.1, XP_013849148.1
OG0003834	XP_012859983.1, XP_045152473.1	NP_999550.1, XP_020939044.1
OG0003835	XP_045152556.1, XP_004712587.1, XP_045152557.1	NP_999265.1
OG0003836	XP_004710810.1	XP_020954325.1, XP_020954326.1
OG0003837	XP_004696429.1	XP_013851621.1, XP_003354872.1
OG0003838	XP_004717351.1, XP_004711718.1	XP_005653512.1, NP_001121951.1
OG0003839	XP_045148197.1	XP_020954114.1
OG0003840	XP_004717287.1	XP_005665952.1, NP_001177183.1
OG0003842	XP_030742767.2	XP_001929632.1
OG0003843	XP_004696411.1	XP_003128841.1
OG0003844	XP_045150314.1	XP_020945036.1
OG0003845	XP_045150276.1	XP_003480259.1
OG0003846	XP_045143166.1	XP_020944704.1
OG0003847	XP_004698363.2	XP_013840902.2
OG0003847	XP_004697488.1	NP_001170959.1
OG0003848	XP_004697450.1	XP_020944262.1
OG0003850	XP_045142282.1	XP_003125492.2
OG0003851	XP_030744422.1	XP_003129096.6
OG0003852	XP_045140143.1	NP_001025704.1
OG0003853	XP_004707854.2	XP_020934368.1
OG0003854	XP_045144953.1	XP_020918996.1
OG0003855	XP_045144755.1	XP_003130180.1
OG0003857	XP_004708077.1, XP_045142329.1	XP_013841174.2
OG0003859	XP_004698488.1	XP_020955666.1
OG0003860	XP_004704978.1	XP_003128149.1
OG0003861	XP_004699503.1	XP_020952337.1
OG0003862	XP_045147871.1	XP_020952488.1
OG0003863	XP_004700455.1	NP_001093406.1
OG0003864	XP_004716030.1, XP_045145384.1	XP_020948352.1, XP_020948354.1, XP_020948355.1, XP_020948353.1
OG0003865	XP_004708755.1	XP_020956322.1
OG0003866	XP_045151719.1	XP_013834165.1, XP_013834166.1, XP_020956975.1
OG0003867	XP_045146251.1, XP_004704949.1	NP_001027526.1, XP_005654885.1
OG0003868	XP_004713992.2	XP_005667817.1, NP_001231238.1
OG0003869	XP_045144840.1	XP_003134640.2, XP_005657776.1
OG0003870	XP_004702382.1	XP_003134591.1
OG0003871	XP_045145792.1	XP_020934683.1
OG0003872	XP_004696552.1	XP_020937451.1, XP_020937452.1
OG0003873	XP_012863243.1	NP_001177180.1
OG0003874	XP_045139642.1	XP_005663576.2
OG0003875	XP_012859811.3	XP_005662751.1
OG0003876	XP_012859812.1	XP_020943436.1, XP_020943435.1
OG0003877	XP_045142944.1, XP_012862303.1	XP_020944080.1
OG0003878	XP_004699831.1	XP_020943238.1, XP_020943237.1
OG0003879	XP_045143075.1	XP_020942683.1
OG0003880	XP_045139824.1, XP_004708005.1, XP_045139825.1, XP_045139823.1	XP_020942937.1, XP_020942938.1
OG0003881	XP_045139796.1	XP_003124983.3
OG0003882	XP_045142740.1	XP_020943034.1
OG0003883	XP_012859333.1	XP_013843574.2
OG0003884	XP_012863236.1	XP_013852711.1, XP_001929575.1
OG0003885	XP_004717328.1	XP_020945606.1, XP_020945605.1
OG0003886	XP_045151590.1	XP_013852641.1, NP_001302616.1
OG0003887	XP_045151607.1	XP_013852578.1, NP_001231203.1
OG0003888	XP_004717340.2	XP_020945617.1, XP_020945618.1
OG0003889	XP_045142330.1, XP_045142331.1	XP_003134937.1, XP_020934310.1
OG0003890	XP_045144883.1	XP_020958218.1
OG0003891	XP_004702681.1	XP_013835243.2
OG0003892	XP_045144581.1	NP_999348.1, XP_020957877.1
OG0003893	XP_004708466.1	NP_001231765.1, XP_013849899.1
OG0003894	XP_045146935.1	XP_020940946.1
OG0003895	XP_045153074.1	XP_020938329.1
OG0003896	XP_045153184.1	XP_003122479.2
OG0003897	XP_004713630.1	XP_003353793.1
OG0003898	XP_004713608.1	XP_005654711.1
OG0003899	XP_045153107.1	XP_020938528.1, XP_003122614.2
OG0003900	XP_045153129.1	NP_001001261.1, XP_020940123.1
OG0003901	XP_012862885.1	NP_999199.1
OG0003902	XP_012861851.1, XP_045150395.1, XP_045153137.1	XP_005660855.3
OG0003903	XP_004714991.1	XP_003122688.1
OG0003904	XP_045153028.1, XP_004714987.1, XP_045153029.1	XP_003122718.1
OG0003905	XP_004712196.1, XP_045142397.1	XP_020957215.1
OG0003906	XP_045143372.1	XP_020930170.1, NP_001171993.1
OG0003907	XP_004703934.1	XP_001924723.1
OG0003908	XP_045140451.1, XP_004718046.2	XP_020924078.1, NP_001191992.1
OG0003909	XP_004717059.1	XP_020939951.1, XP_020939950.1
OG0003910	XP_004702528.1	NP_001127821.1, XP_020953798.1
OG0003911	XP_012859988.1	XP_013837468.2, NP_001137190.1
OG0003912	XP_004702410.1	NP_999044.1, XP_020924184.1
OG0003913	XP_045146074.1	XP_020925075.1
OG0003914	XP_045145940.1	XP_020925015.1
OG0003915	XP_045146597.1	XP_020926614.1
OG0003916	XP_004702463.1	XP_005669739.1
OG0003917	XP_045145834.1	XP_013837254.1
OG0003918	XP_045153322.1	NP_001231172.1, XP_020924135.1
OG0003919	XP_004705574.1	XP_020939103.1
OG0003920	XP_045155189.1	XP_005661238.2
OG0003921	XP_030743922.1	XP_020939227.1
OG0003922	XP_045155097.1, XP_045155098.1, XP_004697848.1, XP_045155099.1	XP_020939230.1, XP_020939231.1
OG0003923	XP_045146242.1	XP_020939558.1
OG0003924	XP_045146237.1	XP_020939551.1
OG0003925	XP_012863112.2	XP_020939727.1
OG0003926	XP_012861650.1	XP_003357282.1
OG0003927	XP_045146990.1	XP_013850012.1
OG0003928	XP_004711618.2	XP_013849179.1, XP_020938960.1
OG0003929	XP_004711619.1, XP_045146888.1	NP_001165837.1
OG0003931	XP_045145031.1	XP_020921247.1
OG0003932	XP_045143066.1	XP_003131046.3
OG0003933	XP_004704317.1	XP_001927132.1
OG0003934	XP_045139718.1	XP_020921507.1, XP_013836083.2, XP_020921508.1
OG0003936	XP_045139887.1	XP_013836133.1
OG0003937	XP_045140446.1	XP_020921576.1
OG0003939	XP_012860518.1	XP_003132118.1
OG0003940	XP_045153733.1, XP_004716044.1	NP_001090899.1
OG0003941	XP_045153738.1	XP_005669897.2
OG0003942	XP_004716040.1	XP_020925132.1
OG0003943	XP_004712136.1	NP_001231722.1, XP_013837533.1
OG0003944	XP_045143420.1, XP_004712168.1, XP_045143421.1, XP_045143422.1	XP_013837544.1
OG0003946	XP_004697903.1	XP_020933708.1, XP_020933709.1
OG0003947	XP_004697922.1	XP_020933051.1
OG0003948	XP_004697956.1	XP_001928139.1, XP_001928131.1
OG0003949	XP_004698041.1	XP_003134487.3
OG0003950	XP_045151515.1	XP_020933028.1
OG0003951	XP_045151321.1, XP_045151322.1, XP_045151323.1	XP_013840931.2, NP_001103901.2
OG0003952	XP_030743351.2	XP_005673117.1, NP_001106919.1
OG0003953	XP_045152870.1	XP_020933868.1
OG0003954	XP_004715199.1	NP_001230400.1, XP_005668349.1
OG0003955	XP_004715462.1	NP_001238747.1
OG0003956	XP_045149930.1	XP_020921150.1
OG0003956	XP_045149922.1	XP_020921134.1
OG0003957	XP_004714884.1	NP_001171390.1, XP_020920787.1
OG0003958	XP_045149964.1	XP_020921082.1
OG0003959	XP_004707681.1	NP_001116628.1, XP_020927439.1
OG0003960	XP_004707644.1	NP_001077399.1
OG0003961	XP_045142823.1	XP_005657271.2, NP_001182291.1
OG0003962	XP_045152795.1	XP_005670734.1
OG0003963	XP_045152826.1	XP_013838364.1
OG0003964	XP_012860247.1	XP_020928176.1
OG0003965	XP_045152620.1	NP_001193328.1
OG0003966	XP_004716769.1	XP_005670921.1
OG0003967	XP_004716388.1	XP_001929574.1
OG0003968	XP_004710519.1	NP_998991.1
OG0003969	XP_045151962.1, XP_045151961.1	XP_020946765.1, NP_998923.1
OG0003970	XP_004708184.1	XP_013842866.2
OG0003971	XP_004708191.1	NP_001230244.1
OG0003972	XP_004717483.1	XP_020948039.1, XP_020948037.1, XP_020948036.1, XP_001927646.1, XP_020948038.1
