Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0001989	XP_045144975.1, XP_045144976.1, XP_045149156.1, XP_045146663.1, XP_045149432.1	XP_005334883.1
OG0001990	XP_045152940.1	XP_013220499.1
OG0001991	XP_045146546.1, XP_045146545.1	XP_040139405.1, XP_040139399.1, XP_013220836.1, XP_040139404.1, XP_013220837.1
OG0001992	XP_004713098.1	XP_040140863.1, XP_005319418.1
OG0001993	XP_045151813.1	XP_021578049.1
OG0001994	XP_045141448.1	XP_040143447.1, XP_005342132.1
OG0001995	XP_004702216.1, XP_012862254.1	XP_005329821.1
OG0001996	XP_030742088.1	XP_040135749.1, XP_040135750.1, XP_021589693.1
OG0001997	XP_045152943.1, XP_030743428.1, XP_045153317.1	XP_005338955.1, XP_013220038.1
OG0001998	XP_045140790.1	XP_005323563.1, XP_040142948.1, XP_040142949.1
OG0001999	XP_045151901.1	XP_040150597.1, XP_040150594.1, XP_040150598.1, XP_021576260.1, XP_021576261.1, XP_040150596.1, XP_040150599.1, XP_040150595.1, XP_040150600.1, XP_013220934.1
OG0002001	XP_004700519.1	XP_040141094.1, XP_005328781.1
OG0002002	XP_045140867.1, XP_004703608.1, XP_045141221.1	XP_013215654.1
OG0002003	XP_045152832.1	XP_040130974.1
OG0002004	XP_045147122.1	XP_040128803.1
OG0002005	XP_004708147.1	XP_040130709.1
OG0002006	XP_004706845.1	XP_005319771.1
OG0002008	XP_045150558.1	XP_005336709.1, XP_040149356.1
OG0002009	XP_045149798.1	XP_005330730.1
OG0002010	XP_030744569.1, XP_045146548.1, XP_012862453.2	XP_005335882.1
OG0002011	XP_045150677.1	XP_040139624.1
OG0002012	XP_004704863.2	XP_005318456.1
OG0002013	XP_045149493.1	XP_013215129.1, XP_021583577.1, XP_021583576.1, XP_040149215.1
OG0002014	XP_004698910.1	XP_005341467.3
OG0002014	XP_004698905.3	XP_005342730.1, XP_005342729.1
OG0002015	XP_004711118.1	XP_013220685.2, XP_005340450.2
OG0002016	XP_004715026.1, XP_004714973.1	XP_005331727.2, XP_005331631.1
OG0002017	XP_030741663.1	XP_005341584.1, XP_005329999.1
OG0002018	XP_004716961.1	XP_005341765.1
OG0002018	XP_004716979.1	XP_005341766.1
OG0002019	XP_004717544.1, XP_004717549.2	XP_005342166.1, XP_005342155.1
OG0002020	XP_004715894.1	XP_005340575.2
OG0002021	XP_045152076.1	XP_021588196.1
OG0002023	XP_004701980.1	XP_005321473.1, XP_040139446.1, XP_040139445.1
OG0002024	XP_045154586.1	XP_005320920.1
OG0002025	XP_004710747.1	XP_040134934.1
OG0002026	XP_045148563.1	XP_005336764.1
OG0002027	XP_045148867.1	XP_040134739.1
OG0002029	XP_004710549.2	XP_005336481.1
OG0002030	XP_004696962.1, XP_045148913.1	XP_013216363.1
OG0002031	XP_004715917.2	XP_005330659.1
OG0002032	XP_004714162.2	XP_040133528.1
OG0002033	XP_045140746.1	XP_005324298.1, XP_021581389.1, XP_021581390.1
OG0002034	XP_012860396.2	XP_040129494.1
OG0002037	XP_045155006.1, XP_004705167.1	XP_021589941.1, XP_040144040.1, XP_005317653.1
OG0002039	XP_004705449.2	XP_005317584.1
OG0002040	XP_030744858.1, XP_045141074.1	XP_040129138.1, XP_040129139.1, XP_005326202.1
OG0002041	XP_045146553.1	XP_021577278.1
OG0002041	XP_045144337.1	XP_005331943.1
OG0002042	XP_045142257.1, XP_004708265.1	XP_005320232.1
OG0002043	XP_045142256.1	XP_013211794.1
OG0002044	XP_045145436.1	XP_021577834.1
OG0002045	XP_045140328.1	XP_005318986.1, XP_013211305.1, XP_021577726.1, XP_021577727.1, XP_021577725.1, XP_021577728.1, XP_040148522.1
OG0002046	XP_012859690.1, XP_004701204.2	XP_021582440.1, XP_005325998.1
OG0002047	XP_045140441.1, XP_030743737.1	XP_005341128.1
OG0002048	XP_004697159.3	XP_005325517.1
OG0002049	XP_045140655.1	XP_040129050.1, XP_040129051.1, XP_040129049.1, XP_005324339.1
OG0002050	XP_045141308.1, XP_045141307.1, XP_004698138.1	XP_040129556.1, XP_040129555.1, XP_005325697.1, XP_013214223.1
OG0002053	XP_045143302.1	XP_040144788.1
OG0002054	XP_045149354.1, XP_004716363.1	XP_005338916.1, XP_005338915.1, XP_040125497.1
OG0002055	XP_004716837.1, XP_045146215.1	XP_040125551.1
OG0002057	XP_004705283.1	XP_005339324.1
OG0002059	XP_045149604.1, XP_004704604.1	XP_013221553.1, XP_005318473.1
OG0002060	XP_004704607.1	XP_013221470.1
OG0002061	XP_004704646.1	XP_021577367.2
OG0002062	XP_004704877.1	XP_005318410.1
OG0002063	XP_004706061.1	XP_021584296.1, XP_021584295.1, XP_005328617.1
OG0002064	XP_045142001.1	XP_005328605.1, XP_040132688.1
OG0002065	XP_004711721.1	XP_005331774.1, XP_005341080.1
OG0002066	XP_030744358.1	XP_013213364.1
OG0002067	XP_045141145.1	XP_021590650.1
OG0002068	XP_004699616.1	XP_013220364.1, XP_005339750.1
OG0002069	XP_004699630.1	XP_040144945.1, XP_005327765.1, XP_040144967.1
OG0002070	XP_004700124.1	XP_021585577.1
OG0002071	XP_045154292.1	XP_013216645.1
OG0002072	XP_004698765.2	XP_013212276.1
OG0002073	XP_004699096.2	XP_040132000.1, XP_005321390.1
OG0002074	XP_045155625.1, XP_004707322.1, XP_045155624.1, XP_045155626.1	XP_005328241.1
OG0002075	XP_004696936.1	XP_040128853.1
OG0002076	XP_045155601.1	XP_005321844.1, XP_021579868.1, XP_021579867.1
OG0002077	XP_045155816.1, XP_045155817.1, XP_004707147.1	XP_013212584.1, XP_005321781.1
OG0002078	XP_045146140.1, XP_004716530.1	XP_013212064.1, XP_013212065.1, XP_040142208.1
OG0002079	XP_004700639.1	XP_013218554.1
OG0002080	XP_004700614.1	XP_005335684.1, XP_013218494.1
OG0002081	XP_004700315.1	XP_021580088.1, XP_005322305.1
OG0002082	XP_004704401.1	XP_040126731.1, XP_005336443.1, XP_021589655.1
OG0002083	XP_045150056.1, XP_004710272.1, XP_045150054.1, XP_045150055.1	XP_005322074.1
OG0002084	XP_004710307.1, XP_045150106.1	XP_040127090.1, XP_005322238.2, XP_040127089.1
OG0002085	XP_004712465.1	XP_005326314.1
OG0002086	XP_004711080.1	XP_005326329.1
OG0002087	XP_004711042.1	XP_005326374.1, XP_013214540.1
OG0002088	XP_045152530.1, XP_004712593.1	XP_005329738.1
OG0002089	XP_004711766.1, XP_045148760.1	XP_013220058.1, XP_005339044.1
OG0002090	XP_030742776.1, XP_045150809.1	XP_005318811.1
OG0002091	XP_004710813.1	XP_005318772.1
OG0002092	XP_004697433.1	XP_040149515.1, XP_040149516.1, XP_005316180.1
OG0002093	XP_045142736.1	XP_005316133.1
OG0002095	XP_004702564.1	XP_005340504.1
OG0002095	XP_004707875.2	XP_005331155.1
OG0002096	XP_004702456.1	XP_005317291.1
OG0002097	XP_004702695.1	XP_005340073.1, XP_040147386.1
OG0002098	XP_045144736.1	XP_040147703.1
OG0002099	XP_045154965.1, XP_004705008.1	XP_013217717.1, XP_013217720.1, XP_040144332.1
OG0002100	XP_004699540.1	XP_013219906.1
OG0002101	XP_045151605.1	XP_040139121.1, XP_005317317.1, XP_005337654.1
OG0002102	XP_004696533.1	XP_005329247.1
OG0002103	XP_045144853.1	XP_040147303.1, XP_021586810.1, XP_040147302.1
OG0002105	XP_004696519.1	XP_005329281.1, XP_005332911.1
OG0002106	XP_004696513.1	XP_013215764.1, XP_005329292.1
OG0002107	XP_004696108.1	XP_005322674.1, XP_040127285.1
OG0002109	XP_045139677.1	XP_005334983.1, XP_040143270.1
OG0002110	XP_004716699.1	XP_021586150.1
OG0002111	XP_045144880.1	XP_040128994.1, XP_013211505.2
OG0002112	XP_004702686.2	XP_005342594.2
OG0002113	XP_045146353.1	XP_021576697.1
OG0002114	XP_004713740.1	XP_040140053.1
OG0002115	XP_004713561.1	XP_040140109.1
OG0002116	XP_045153284.1, XP_045153285.1, XP_004713544.1	XP_005331535.1
OG0002117	XP_004715030.1, XP_004715032.1	XP_005331731.1
OG0002118	XP_004711950.2	XP_005315984.1
OG0002119	XP_045148979.1	XP_040147122.1
OG0002120	XP_045145728.1	XP_013217652.1
OG0002121	XP_045145833.1	XP_005331011.3
OG0002122	XP_045145773.1, XP_045145772.1	XP_013217515.1, XP_005317225.1, XP_021586519.1
OG0002123	XP_012860039.1	XP_013216967.1
OG0002124	XP_030741345.1, XP_045145615.1	XP_040146242.1
OG0002125	XP_004714328.1	XP_040147064.1, XP_040147065.1, XP_040147067.1, XP_040147066.1, XP_005332084.1
OG0002126	XP_012862425.1	XP_005326851.1
OG0002127	XP_004714150.1	XP_021576470.1
OG0002128	XP_045143444.1, XP_045143092.1, XP_004698820.1, XP_045151811.1, XP_045142912.1	XP_005340422.1
OG0002129	XP_045143384.1	XP_021583971.1
OG0002130	XP_004697885.1	XP_040132352.1
OG0002131	XP_004697888.1	XP_005320538.1
OG0002132	XP_004698051.2	XP_005327177.1, XP_040132159.1
OG0002133	XP_045151351.1	XP_021582014.1
OG0002134	XP_004698111.1	XP_021582012.1
OG0002135	XP_004709760.2	XP_040145416.1
OG0002136	XP_045152272.1, XP_045141268.1	XP_040136473.1
OG0002137	XP_004709678.1	XP_021589601.1
OG0002138	XP_004708166.1	XP_021590959.1
OG0002139	XP_004716267.1	XP_013216835.2
OG0002140	XP_004700060.1, XP_045152320.1	XP_040148402.1, XP_005317212.1, XP_021587910.1
OG0002141	XP_004701336.1	XP_005320744.1, XP_040128684.1, XP_021579006.1
OG0002142	XP_004700926.1, XP_045147246.1	XP_040127784.1, XP_005320842.1, XP_021579089.1
OG0002143	XP_030740746.1	XP_005328679.1, XP_005328538.1
OG0002144	XP_012862712.1	XP_040132034.1
OG0002144	XP_004712733.1	XP_040131844.1
OG0002145	XP_004712034.1	XP_005316885.1
OG0002146	XP_004698482.2	XP_005338037.1
OG0002147	XP_004703337.2	XP_005325815.1
OG0002148	XP_004703461.1	XP_005339370.1
OG0002149	XP_004706462.1	XP_005327657.1
OG0002150	XP_045146535.1	XP_040138961.1, XP_021584461.1
OG0002151	XP_004704157.1	XP_005332568.1, XP_040125972.1
OG0002152	XP_045154614.1	XP_040131281.1, XP_013215107.1
OG0002154	XP_045152005.1, XP_004701784.1, XP_045152009.1	XP_040150521.1
OG0002155	XP_012859788.1	XP_013216820.1, XP_005331925.1, XP_013216819.1
OG0002156	XP_004699985.1	XP_021582827.1, XP_040132893.1, XP_013214675.1
OG0002157	XP_045154309.1	XP_040143211.1
OG0002158	XP_004715415.1	XP_005337729.1, XP_040143808.1
OG0002162	XP_012863431.1	XP_040135741.1
OG0002165	XP_004709061.1	XP_040142729.1
OG0002165	XP_004709063.1	XP_005329176.1
OG0002166	XP_004706140.1	XP_040133496.1
OG0002167	XP_004703996.1	XP_005321944.1
OG0002168	XP_004715521.1	XP_005333101.1
OG0002169	XP_004710230.1	XP_005322129.1
OG0002170	XP_045143983.1	XP_021579497.2
OG0002171	XP_004705174.1	XP_040144024.1
OG0002172	XP_004701746.1, XP_045151395.1	XP_005326451.1, XP_040123993.1, XP_040136187.1
OG0002173	XP_045146057.1	XP_005333933.1
OG0002174	XP_004699635.1	XP_005327784.1
OG0002175	XP_004708967.2	XP_040140825.1
OG0002176	XP_004716777.1	XP_040147959.1, XP_040147958.1, XP_040147960.1, XP_005341929.1
OG0002177	XP_004703885.1	XP_005316030.1
OG0002178	XP_004713002.1	XP_040125587.1
OG0002181	XP_045147867.1	XP_040144516.1, XP_005318030.1
OG0002182	XP_045146908.1	XP_013213643.1
OG0002183	XP_012861057.1	XP_040143918.1
OG0002184	XP_045140992.1	XP_021591709.1
OG0002184	XP_004709937.1	XP_005320200.1
OG0002185	XP_004696809.1	XP_005325506.1
OG0002186	XP_012863079.2	XP_040145091.1
OG0002187	XP_004703080.1	XP_005323074.1
OG0002188	XP_004696783.1	XP_005324215.1
OG0002189	XP_045146429.1, XP_004717438.1	XP_013215775.1, XP_040149475.1, XP_040149473.1, XP_005329322.1
OG0002190	XP_004699584.3	XP_005338196.1
OG0002190	XP_030743794.1	XP_005338894.1
OG0002191	XP_004707198.1	XP_005321886.1, XP_040124946.1
OG0002192	XP_004715010.1	XP_005331658.1
OG0002193	XP_012864016.1	XP_005342147.1
OG0002194	XP_004716493.1, XP_004716494.2	XP_005341125.1
OG0002195	XP_012863202.2, XP_004714858.2, XP_004714859.2	XP_005339481.1
OG0002196	XP_004717568.1	XP_005342150.1
OG0002198	XP_004704003.1	XP_005334959.1
OG0002199	XP_004709522.1	XP_005316692.1
OG0002199	XP_004713897.1	XP_005324191.1
OG0002200	XP_004703046.1	XP_040129005.1
OG0002202	XP_004715735.1	XP_005342333.1
OG0002203	XP_045148565.1	XP_040135723.1
OG0002204	XP_004710725.1	XP_040135321.1
OG0002206	XP_045148799.1	XP_021576890.1
OG0002207	XP_045148852.1	XP_021585708.1
OG0002208	XP_045141567.1	XP_005334335.2
OG0002209	XP_004713108.1	XP_005319404.1
OG0002209	XP_004702769.1	XP_005320629.1
OG0002210	XP_004718142.2, XP_045140774.1	XP_005324289.1
OG0002211	XP_004703594.1, XP_045140950.1	XP_005329012.1
OG0002212	XP_004704698.1	XP_005318292.1
OG0002213	XP_004704951.4	XP_005318224.1
OG0002214	XP_004705052.1	XP_040130785.1, XP_005317828.1
OG0002215	XP_045154930.1	XP_005317782.1
OG0002217	XP_004705217.1	XP_005317552.1
OG0002218	XP_004709961.1	XP_005320285.1
OG0002220	XP_004706692.1	XP_005327283.1
OG0002221	XP_004699796.3	XP_005320118.1
OG0002222	XP_004709928.1	XP_040131795.1, XP_040131800.1, XP_021578563.1, XP_040131799.1, XP_005320179.1, XP_040131796.1, XP_040131797.1, XP_013211796.1, XP_040131801.1, XP_040131798.1
OG0002223	XP_045140058.1	XP_005319968.1
OG0002224	XP_004706418.1	XP_040150201.1, XP_005318971.1, XP_040148511.1
OG0002226	XP_012859692.1	XP_040128088.1, XP_040128087.1
OG0002227	XP_030741808.2	XP_021582428.1
OG0002228	XP_004696822.1	XP_021582146.1
OG0002229	XP_012862282.1, XP_045140793.1	XP_013214153.1, XP_013214152.1, XP_005325484.1
OG0002230	XP_004696808.1, XP_045140759.1	XP_040127980.1, XP_013214148.2, XP_021582161.1, XP_013214149.1, XP_040127979.1
OG0002231	XP_004698148.1	XP_021575712.1
OG0002232	XP_030744362.1, XP_004705780.1, XP_045152386.1, XP_012862489.1	XP_005323808.1
OG0002233	XP_045139602.1	XP_005330810.1
OG0002234	XP_045153731.1	XP_021588089.1, XP_005334316.1
OG0002235	XP_045149367.1	XP_021587052.1
OG0002236	XP_045141323.1, XP_004703936.1	XP_005337779.1
OG0002237	XP_045147895.1, XP_004699462.1	XP_013214415.1, XP_013214416.1
OG0002238	XP_004699714.1	XP_040144621.1
OG0002239	XP_045154991.1	XP_040143790.1
OG0002240	XP_004705249.1	XP_013218077.1, XP_040143810.1, XP_040143809.1, XP_005334797.1
OG0002241	XP_045149661.1	XP_040135933.1, XP_005335514.1
OG0002242	XP_004704671.1	XP_005318373.1
OG0002243	XP_045153008.1, XP_045149217.1	XP_040133982.1, XP_005331572.1
OG0002244	XP_004705986.1	XP_005328608.1, XP_040148842.1
OG0002245	XP_004705690.1	XP_013215533.1
OG0002246	XP_004705660.1	XP_040134039.1, XP_013215500.1
OG0002247	XP_045139691.1, XP_045139686.1, XP_045139687.1, XP_045139683.1, XP_045139685.1	XP_005339804.1
OG0002248	XP_045145114.1	XP_040129923.1, XP_040129924.1
OG0002249	XP_045147073.1, XP_045141840.1, XP_004705598.1, XP_045141839.1	XP_005339894.1
OG0002250	XP_004705705.2	XP_005323930.1
OG0002251	XP_045141246.1	XP_005337832.1, XP_021590576.1, XP_040132854.1, XP_040132855.1, XP_021590577.1
OG0002253	XP_004699293.1	XP_040145139.1
OG0002254	XP_004699320.1	XP_005327789.2
OG0002255	XP_045147979.1	XP_013215187.1, XP_021583694.1, XP_021583695.1, XP_013215186.1
OG0002257	XP_004706718.1	XP_040133502.1, XP_013211599.1
OG0002258	XP_012861180.1	XP_021578321.1, XP_005319844.1, XP_040133410.1
OG0002259	XP_030743698.2	XP_040145062.1
OG0002260	XP_045154263.1	XP_013216618.3
OG0002261	XP_004714809.1	XP_005331375.1
OG0002262	XP_045152215.1, XP_012860214.1	XP_040129173.1
OG0002263	XP_004698821.1	XP_005339196.1
OG0002264	XP_045143577.1	XP_021580396.1
OG0002265	XP_045143864.1, XP_045143865.1	XP_040132079.1, XP_005338008.1, XP_005338009.1
OG0002266	XP_045144064.1	XP_005321405.2
OG0002267	XP_004699153.1	XP_013221070.1, XP_040131607.1, XP_040131606.1
OG0002268	XP_004699181.1	XP_005333954.1
OG0002269	XP_004699165.1	XP_040131004.1, XP_005341061.1
OG0002270	XP_004698879.1, XP_045142019.1, XP_045151780.1	XP_040143117.1, XP_005334710.1
OG0002271	XP_004717227.1, XP_045150525.1	XP_005341690.1
OG0002273	XP_045145281.1	XP_040142602.1, XP_040142601.1, XP_040142600.1, XP_021590011.1
OG0002274	XP_045155895.1	XP_040124245.1
OG0002275	XP_004709171.1	XP_005332682.1
OG0002276	XP_004707337.1, XP_045155584.1	XP_005328277.1
OG0002277	XP_045155532.1, XP_004707226.1, XP_045155533.1	XP_005321923.1
OG0002278	XP_045155863.1, XP_045155862.1	XP_005321556.1, XP_005321555.1
OG0002279	XP_045145280.1	XP_040142606.1
OG0002280	XP_045145292.1	XP_040142523.1, XP_040142524.1, XP_040142522.1, XP_005337009.1
OG0002281	XP_004713302.1	XP_005321150.1, XP_013212098.1
OG0002282	XP_045144453.1	XP_040139769.1
OG0002283	XP_004713346.3	XP_005321064.1
OG0002285	XP_004716529.1	XP_040142204.1
OG0002286	XP_045146567.1	XP_040132171.1
OG0002287	XP_004700270.1	XP_013218180.1, XP_005335059.1
OG0002288	XP_004700751.1	XP_005338621.1
OG0002289	XP_004700765.1	XP_005322338.1
OG0002290	XP_004710235.1	XP_005322126.1, XP_040126615.1
OG0002291	XP_004711030.1	XP_005326396.1
OG0002292	XP_004696698.1	XP_005327307.1
OG0002293	XP_004712440.1	XP_040141892.1, XP_005326274.1, XP_005334654.1
OG0002294	XP_004712455.1	XP_005326300.1
OG0002295	XP_004711026.1	XP_040142051.1
OG0002296	XP_004702287.2	XP_040137991.1
OG0002297	XP_004696415.1	XP_040138710.1, XP_040138709.1
OG0002298	XP_004718148.1	XP_005324812.1
OG0002299	XP_045150387.1	XP_005338065.1, XP_040139053.1, XP_040139051.1, XP_040139052.1
OG0002300	XP_030742734.1	XP_005335935.1
OG0002301	XP_045150250.1	XP_005330178.1
OG0002302	XP_045143271.1	XP_021581845.1, XP_013213946.1, XP_005325020.1, XP_040136562.1, XP_040136563.1
OG0002303	XP_012860294.1	XP_005333335.1
OG0002304	XP_012863875.1	XP_040146657.1
OG0002305	XP_004702696.1	XP_005340071.1, XP_013220508.1, XP_021575617.1
OG0002306	XP_004702639.1	XP_005335996.1
OG0002308	XP_045154663.1	XP_040144386.1
OG0002309	XP_004705022.1	XP_040144314.1
OG0002310	XP_004699515.1	XP_005318046.1
OG0002311	XP_045147936.1, XP_004699748.1	XP_040144494.1, XP_013218596.1
OG0002312	XP_045151739.1	XP_040149126.1, XP_005337656.1, XP_040149127.1
OG0002313	XP_004712701.1, XP_004716469.1	XP_005329309.1
OG0002314	XP_004714009.1	XP_005326672.2
OG0002315	XP_004707950.1, XP_045144920.1	XP_040147341.1, XP_005331139.1
OG0002316	XP_004702530.2	XP_021582969.1
OG0002317	XP_045142644.1	XP_013220649.1, XP_005340359.1, XP_013220647.1
OG0002318	XP_045142608.1	XP_005340124.1
OG0002319	XP_004696251.1	XP_040125106.1, XP_013220681.1, XP_005340430.1, XP_040125105.1
OG0002320	XP_045142857.1	XP_013212826.2, XP_005322650.2
OG0002322	XP_045139792.1, XP_004713909.1, XP_045139794.1, XP_045139793.1	XP_005329459.1
OG0002323	XP_045142659.1, XP_004696150.1, XP_045142658.1	XP_005329402.1, XP_013215821.1
OG0002324	XP_045139679.1, XP_045139682.1, XP_045139681.1	XP_013221151.1
OG0002325	XP_045151633.1	XP_040143483.1
OG0002326	XP_004717916.1, XP_004717913.1	XP_005331671.1, XP_005331672.1
OG0002327	XP_004708424.1	XP_021585271.1, XP_005330024.1
OG0002328	XP_045153287.1, XP_004713577.1	XP_040140077.1, XP_005333517.1, XP_005333516.1
OG0002329	XP_004712199.1, XP_045149490.1	XP_005327620.1, XP_013220509.1
OG0002330	XP_012860231.1, XP_004712192.1	XP_005327628.1
OG0002331	XP_004703926.2	XP_013221150.1
OG0002332	XP_004703991.1, XP_045155666.1	XP_005315867.1, XP_040150232.1
OG0002333	XP_045145811.1, XP_004702453.1, XP_045145810.1	XP_040145717.1
OG0002334	XP_004715337.1	XP_040145682.1, XP_005317268.1
OG0002335	XP_045145732.1	XP_040147414.1
OG0002336	XP_004702471.1, XP_045145816.1	XP_040146897.1
OG0002337	XP_004715261.2	XP_005317242.1, XP_040145635.1, XP_013217214.1
OG0002338	XP_004715315.1, XP_045153321.1	XP_013214883.1, XP_021583204.1
OG0002339	XP_012863319.2, XP_004715306.1	XP_040125719.1
OG0002339	XP_004715309.1	XP_005327120.2
OG0002340	XP_004715243.1	XP_005327017.1
OG0002341	XP_045153520.1, XP_004704032.1	XP_005326943.1
OG0002342	XP_004704053.1	XP_005332975.1
OG0002343	XP_004705296.1	XP_021587160.1
OG0002344	XP_004715590.2, XP_045145688.1	XP_040147118.1
OG0002345	XP_045153715.1	XP_005338072.1
OG0002346	XP_004709003.1, XP_045149145.1, XP_045149143.1, XP_045149144.1	XP_040128443.1, XP_040149117.1, XP_005323328.1, XP_005323329.1
OG0002347	XP_004708910.2	XP_040140928.1, XP_021580804.1, XP_021580805.1, XP_040140929.1
OG0002348	XP_004708866.1	XP_021580755.1
OG0002349	XP_030742282.1	XP_021580750.1
OG0002350	XP_030741584.1, XP_004717099.1	XP_021577152.1
OG0002351	XP_004704131.1	XP_005317428.2, XP_040145950.1
OG0002352	XP_045143375.1, XP_045143376.1, XP_004712146.1	XP_005328070.1
OG0002353	XP_004697890.1, XP_045151224.1	XP_021578834.2
OG0002354	XP_004697974.1	XP_005320653.1
OG0002355	XP_045151362.1, XP_045151360.1, XP_045151361.1, XP_004698017.1, XP_045151359.1	XP_013216039.2
OG0002356	XP_004701733.2	XP_040123949.1, XP_040123948.1, XP_040123947.1, XP_005326489.1, XP_021582751.1
OG0002357	XP_004707649.1, XP_045142865.1	XP_040149040.1
OG0002358	XP_004701900.1	XP_005326543.2
OG0002359	XP_045151847.1	XP_005334017.1, XP_040137150.1
OG0002360	XP_045151958.1, XP_045151959.1	XP_040136970.1
OG0002361	XP_045151931.1, XP_045151930.1	XP_040137806.1, XP_040137807.1, XP_005342871.2, XP_040126565.1, XP_013221822.1, XP_040137802.1, XP_040137803.1, XP_040137801.1, XP_021576475.1
OG0002362	XP_012859424.2	XP_040137882.1, XP_005331026.1, XP_021581915.1, XP_040136709.1, XP_040137884.1, XP_040134276.1, XP_040137783.1, XP_021584518.2, XP_040136803.1
OG0002363	XP_045143248.1, XP_045143249.1	XP_021581929.1
OG0002364	XP_004701054.1	XP_021588857.1, XP_005335284.1
OG0002365	XP_004701025.1	XP_040129523.1
OG0002366	XP_004700992.1	XP_013212010.1
OG0002367	XP_004697833.1	XP_021580608.1
OG0002368	XP_004712730.1	XP_005337202.1
OG0002369	XP_045143606.1	XP_005337190.1
OG0002370	XP_004712816.1	XP_005316491.1
OG0002371	XP_045142446.1	XP_013214691.1
OG0002372	XP_004709523.1	XP_040131104.1
OG0002373	XP_045141687.1, XP_045141689.1, XP_045141688.1, XP_004711981.1, XP_045141686.1	XP_005316994.1, XP_040131037.1
OG0002374	XP_045146517.1	XP_005323646.1
OG0002375	XP_004697368.2	XP_040143004.1
OG0002376	XP_004703508.1	XP_005340782.1
OG0002377	XP_045140124.1, XP_004703316.1	XP_021590380.1
OG0002378	XP_045140086.1, XP_045140088.1, XP_045140087.1, XP_004703289.1	XP_040148173.1, XP_005339380.1
