Orthogroup	Echinops_telfairi	Mus_musculus
OG0001417	XP_004705624.1	NP_001343887.1, NP_001343884.1, NP_001343883.1, NP_079726.1, XP_030110612.1, NP_001343885.1, NP_001343888.1, NP_001343886.1
OG0001418	XP_004705597.2	XP_006504716.1, NP_034887.1
OG0001419	XP_045155911.1	NP_742145.1, XP_036012476.1
OG0001419	XP_045139738.1	XP_006504732.1
OG0001420	XP_045140911.1	NP_001346029.1, NP_001346028.1, NP_001346026.1, NP_001408231.1, NP_032949.3, XP_006504723.1, NP_001240819.1, NP_001346027.1
OG0001421	XP_045140971.1	NP_001390988.1, NP_001390987.1, NP_766337.2, NP_001390990.1, NP_001390991.1, NP_001390989.1
OG0001422	XP_004706106.1	NP_001350912.1, NP_001008700.1
OG0001423	XP_004705775.2	NP_032881.1
OG0001423	XP_012861292.2	XP_036012317.1, NP_035231.2
OG0001424	XP_004699393.1	NP_001413664.1, NP_001413662.1, NP_001413665.1, NP_001413659.1, NP_001276454.1, NP_001276453.1, NP_001413660.1, NP_001413657.1, NP_001413661.1, NP_001413666.1, NP_001413663.1, NP_001346692.1, NP_001413655.1, NP_001413656.1, NP_001413653.1, NP_077156.2, NP_001413654.1
OG0001425	XP_012859394.3	NP_001407586.1, NP_033607.2, NP_001406911.1, XP_011246208.1
OG0001426	XP_004699173.1	NP_081575.2
OG0001426	XP_004699994.1	NP_031879.1
OG0001427	XP_004714772.1	NP_808331.1, XP_036018941.1
OG0001428	XP_004709206.1, XP_045150873.1, XP_004703206.1, XP_004700048.1	NP_082138.1, NP_001404862.1, NP_001404863.1, NP_001404861.1
OG0001429	XP_012860237.1	NP_766220.2
OG0001430	XP_004718114.1	NP_443067.1, NP_001156405.1
OG0001431	XP_045143410.1, XP_004699182.1	NP_775539.1, NP_829887.1
OG0001432	XP_045143710.1	XP_006515832.1
OG0001433	XP_004711044.1, XP_004718043.2	NP_059076.1, NP_001106960.1
OG0001434	XP_045155825.1, XP_045155824.1, XP_004707285.1	XP_030102266.1, NP_543122.1, NP_001344509.1
OG0001435	XP_045155520.1	NP_001390783.1, NP_001390781.1, XP_006533108.1, NP_001390784.1
OG0001436	XP_012861309.1	NP_001382352.1
OG0001436	XP_030744490.2	NP_780426.1
OG0001437	XP_004707086.1	NP_001036006.1, NP_033778.2, XP_030101341.1
OG0001438	XP_004700615.1, XP_045146090.1, XP_045146092.1, XP_045146088.1	NP_080535.2, NP_001157709.1
OG0001439	XP_045152351.1, XP_045146842.1, XP_045146832.1	XP_036020520.1, NP_079707.1, NP_001404758.1, XP_036018053.1
OG0001440	XP_045148331.1	XP_011241650.1, NP_031797.1
OG0001441	XP_004710310.1	NP_001317578.1, NP_065583.2
OG0001442	XP_004710840.1	NP_001272942.1, NP_001401370.1, NP_001272957.1, NP_001401372.1, NP_001401373.1, NP_001401371.1
OG0001443	XP_045150733.1	NP_081008.1, XP_006524906.1
OG0001444	XP_004697405.1	NP_203535.1, NP_001345862.1
OG0001445	XP_004696933.1, XP_045140822.1, XP_045140823.1, XP_045140821.1	NP_001343381.1
OG0001446	XP_004702640.1	NP_038788.2
OG0001447	XP_004705037.1	NP_001289010.1
OG0001448	XP_012860688.1	NP_081312.2
OG0001450	XP_045142824.1	NP_001344222.2
OG0001451	XP_004717753.1	XP_017175001.1, NP_033291.1, NP_033290.1
OG0001452	XP_004696918.1, XP_004699521.1, XP_004706612.1	NP_001357818.1
OG0001452	XP_004709674.1, XP_004709899.1, XP_004702516.1, XP_004710199.1, XP_030741373.1	NP_077780.3
OG0001453	XP_045146392.1, XP_012863919.1, XP_045146394.1, XP_045146393.1	XP_036009219.1, NP_001390284.1, NP_001239517.1, NP_001390286.1, NP_444312.1, NP_001390285.1, NP_001390287.1
OG0001454	XP_030743182.1	XP_030106933.1, NP_081512.1
OG0001455	XP_004715313.1	NP_001298079.1
OG0001456	XP_045146286.1	XP_006510082.1, NP_034463.2
OG0001457	XP_030744206.2	XP_006524220.1
OG0001457	XP_045156021.1	NP_001361548.1
OG0001458	XP_045153020.1, XP_045153027.1	NP_079934.2, XP_006527313.1, NP_083775.1, NP_068364.1, NP_001297260.1, XP_036017546.1
OG0001459	XP_004704324.1	NP_032741.2, XP_006518743.1
OG0001459	XP_004713454.1	NP_001390528.1
OG0001460	XP_004709831.1, XP_012862863.1	NP_001365697.1, NP_001365698.1
OG0001461	XP_004708724.1	NP_001158034.1, XP_006512105.1, NP_848792.2
OG0001462	XP_045152848.1	NP_808520.2, NP_001278362.1, XP_006500671.1, NP_780760.2
OG0001463	XP_004701896.1, XP_004701897.1	XP_006529145.1, NP_031459.3, NP_031458.2, NP_001074551.1
OG0001464	XP_004701879.1	XP_011246417.1, XP_006496584.1, NP_001075215.1, NP_001365592.1, NP_291094.2, XP_001477761.1, XP_017174378.1, NP_001365593.1, XP_011237029.1
OG0001465	XP_045145559.1	NP_001025108.1, XP_011242032.1
OG0001465	XP_004716780.1	NP_653103.1
OG0001466	XP_004709650.1	NP_780301.1
OG0001467	XP_045145595.1, XP_004715385.1	NP_001343319.1
OG0001468	XP_004711519.1	NP_001264186.1, NP_001264188.1, NP_033742.2, NP_001264187.1, NP_001264184.1
OG0001469	XP_004716956.1, XP_045152292.1	XP_006521554.1, NP_083073.1
OG0001470	XP_004708677.2	NP_001273901.1, NP_001021382.1
OG0001471	XP_045139600.1	NP_080333.1, XP_030111415.1, NP_001289369.1, NP_001289368.1
OG0001472	XP_004701120.1	XP_017173780.1
OG0001473	XP_045140269.1	XP_006534878.1, NP_032887.3
OG0001473	XP_012859635.1	XP_006527206.1, NP_852087.2
OG0001474	XP_045147529.1, XP_045147530.1	XP_006527280.1
OG0001475	XP_045143923.1, XP_004712758.1	NP_001411691.1, NP_001411690.1, NP_001139326.1, XP_011237721.1, NP_001028426.2
OG0001476	XP_012859795.1, XP_004712107.1	NP_848461.1, XP_011241086.1
OG0001477	XP_004711343.1	NP_001139358.1
OG0001478	XP_030744686.2	XP_006523130.1, NP_001159398.1, NP_062373.3, NP_001159397.1
OG0001479	XP_004703390.1	NP_035804.2, XP_006501373.1
OG0001480	XP_045140216.1	NP_083100.1, NP_001157022.1, XP_006535321.1
OG0001481	XP_004712302.1	NP_001405884.1, NP_109669.1
OG0001482	XP_045153551.1	NP_001273888.1, NP_001157682.1, NP_598436.1
OG0001483	XP_004717355.1	NP_075651.1, NP_001342351.1
OG0001484	XP_004703813.1, XP_045142197.1	NP_001407972.1, NP_033304.1, NP_001407974.1, NP_001407973.1, NP_001103615.1, NP_001407975.1, NP_001407982.1, NP_001407981.1, NP_001407983.1, NP_001407978.1, NP_001342194.1, NP_001407979.1
OG0001485	XP_004701572.1, XP_045152885.1, XP_045146552.1	NP_001343441.1, NP_034607.3
OG0001486	XP_004701700.1	NP_001396007.1, NP_001028778.2, NP_001396006.1, NP_083093.2
OG0001487	XP_004706716.1, XP_045154187.1, XP_045154186.1	NP_001139279.1, XP_006529430.1
OG0001489	XP_045154510.1	NP_001181975.1
OG0001491	XP_004713114.1	NP_001277642.1
OG0001492	XP_045151905.1, XP_004713760.3	NP_082552.1, NP_001001981.2, NP_001129698.1, NP_001395996.1, NP_001395995.1
OG0001493	XP_004698953.1	XP_006518908.1, NP_663437.2
OG0001494	XP_045142782.1, XP_045142781.1	NP_064671.2, XP_036014468.1
OG0001502	XP_045151712.1, XP_004708798.1	NP_001345884.1, NP_035064.1, XP_006509657.1
OG0001503	XP_045146172.1, XP_004696253.1	NP_059070.1
OG0001503	XP_004696672.1	NP_062284.1
OG0001504	XP_004700456.1, XP_045146498.1	NP_001177380.1, NP_031859.1
OG0001505	XP_045142642.1, XP_004707805.1	NP_036130.1, XP_006508870.1, NP_001411953.1, NP_001411954.1
OG0001506	XP_004717159.1	NP_666959.1
OG0001507	XP_045151765.1, XP_045151766.1, XP_004708783.1	NP_001343917.1, NP_068696.2, NP_001343916.1
OG0001508	XP_045146758.1	NP_001318043.1
OG0001509	XP_045148900.1, XP_045148901.1, XP_004715840.1	NP_062376.2, NP_919302.1, NP_443717.1, NP_443718.1, XP_011248950.1
OG0001510	XP_004713463.1	NP_001334955.1
OG0001511	XP_045149485.1	XP_006530768.1, NP_032383.1, NP_001241676.1
OG0001512	XP_045150115.1, XP_004697981.1, XP_045151258.1, XP_045148226.1	NP_031922.1, XP_036014029.1
OG0001513	XP_004707213.2	NP_034792.1
OG0001514	XP_045142252.1, XP_045155709.1	NP_058030.1
OG0001515	XP_004701237.1, XP_045147506.1	NP_061299.3, XP_006519355.1
OG0001516	XP_004714455.1	NP_001345478.1
OG0001517	XP_004708527.1	NP_667000.1, NP_666983.2
OG0001518	XP_004717139.1	NP_667331.1, NP_667329.2
OG0001520	XP_004696892.1	NP_666449.2
OG0001520	XP_004696891.1	NP_035129.2
OG0001521	XP_004717587.1	NP_666437.2
OG0001521	XP_004717588.1	NP_997504.1
OG0001523	XP_004703165.1	NP_036102.2, NP_001129562.1, NP_001390118.1
OG0001524	XP_004703902.1	XP_006525587.1, NP_722489.1
OG0001525	XP_004714513.1	XP_006527285.1
OG0001526	XP_030742250.2	XP_006540376.1, NP_001366229.1, NP_001366228.1, NP_001366227.1, NP_001013030.1
OG0001527	XP_045155418.1	NP_542375.1, NP_001186230.1, XP_011247022.1
OG0001528	XP_004716740.2	NP_031541.1, NP_001288769.1, XP_006527816.1
OG0001529	XP_012861761.2	NP_001106170.1
OG0001529	XP_012862115.2	NP_035311.1
OG0001530	XP_030742264.1	NP_001345775.1, XP_006539992.1, NP_775606.1
OG0001531	XP_045144084.1	XP_036013454.1
OG0001531	XP_045148601.1	XP_036009100.1, NP_001025048.2
OG0001532	XP_045148655.1	NP_033826.2, NP_001292748.1, XP_030097875.1, NP_001292773.1, NP_001292772.1
OG0001533	XP_004715817.1	NP_056611.2
OG0001534	XP_004718253.2	XP_017173462.1, NP_001344400.1, NP_001344402.1, NP_001344399.1, NP_080696.1, NP_001344401.1
OG0001535	XP_004706646.1, XP_045141023.1	NP_080773.1
OG0001536	XP_012860342.1	NP_001124540.1, NP_001124541.1, NP_849247.3
OG0001537	XP_004709924.1	NP_877583.1, NP_001116252.1, XP_011249134.1, NP_083928.1
OG0001538	XP_012863673.1, XP_012863284.2	NP_001363929.1
OG0001540	XP_004706353.1	NP_035393.2, XP_006534905.1
OG0001541	XP_004712235.1	NP_034447.1, NP_001289926.1
OG0001542	XP_045140032.1	NP_001333564.1
OG0001542	XP_045147634.1	NP_001411390.1
OG0001543	XP_004713037.1	XP_006519324.1, NP_001303677.1, NP_666040.1
OG0001544	XP_004696825.1	NP_001345964.1, NP_034380.1, XP_006532258.1
OG0001545	XP_004716325.1	NP_766626.1, NP_001344586.1, NP_001344585.2
OG0001546	XP_045153724.1, XP_004709049.1	XP_011240669.1, NP_081238.2, NP_001158046.1
OG0001547	XP_045140568.1, XP_030744759.2	NP_001349622.1
OG0001548	XP_045149356.1, XP_004716206.1	NP_001344889.1, XP_006532992.1, NP_001344894.1, NP_808286.2
OG0001549	XP_004713003.1	NP_001004143.2
OG0001549	XP_004713196.1	NP_062334.2
OG0001550	XP_030741915.1	NP_001273150.1, XP_030109639.1
OG0001551	XP_045155143.1	XP_006539139.1, NP_062715.2
OG0001551	XP_012860777.1	XP_017175793.1
OG0001552	XP_030742936.1	NP_080011.1
OG0001553	XP_004704661.1	NP_001355315.1
OG0001554	XP_045141822.1	NP_001344746.1, XP_006508261.1, NP_001272836.1, NP_081629.1, NP_001272834.1, NP_001272835.1
OG0001555	XP_012860913.1	NP_001390491.1, NP_663562.1, NP_001347740.1, XP_036008449.1
OG0001556	XP_004699915.1	XP_006497325.1, NP_058547.2
OG0001557	XP_045154137.1	XP_030099002.1
OG0001557	XP_030743404.2	NP_034050.1
OG0001558	XP_004699990.1	NP_570960.2
OG0001558	XP_004699991.1	NP_033924.2
OG0001559	XP_030742729.1	NP_075616.2
OG0001560	XP_045144179.1, XP_030740877.1, XP_045144180.1	NP_001276418.1, NP_001276416.1, NP_001276417.1, NP_083083.3, XP_006516352.1
OG0001561	XP_045155834.1, XP_045155833.1, XP_045155835.1, XP_004707555.1	NP_001346255.1, NP_001346256.1, NP_001346254.1, NP_659079.1
OG0001562	XP_004714497.1	NP_001243450.1, NP_001243451.1
OG0001563	XP_004710313.1, XP_045150011.1, XP_045150010.1, XP_045150009.1	NP_758464.2
OG0001564	XP_045140832.1	NP_001334424.1, XP_030101904.1, NP_038772.1
OG0001565	XP_004696674.1	NP_001349614.1
OG0001565	XP_045146993.1, XP_004710131.1	NP_062642.1
OG0001566	XP_004711038.1, XP_045152484.1	XP_006538250.1, NP_082413.2, NP_001139396.1, NP_001139397.1
OG0001567	XP_004710824.1	NP_001093922.1, XP_006524037.1
OG0001568	XP_004696410.1	XP_006511367.1, NP_001157252.1, NP_064371.2
OG0001569	XP_045150262.1	XP_036010385.1, NP_001177973.1
OG0001570	XP_004714196.2, XP_004718053.1	NP_064373.1
OG0001570	XP_045150258.1	NP_766095.1
OG0001571	XP_004696332.1	NP_001346887.2
OG0001572	XP_004696321.1	NP_001317685.1, NP_001317686.1, NP_001317684.1, NP_079747.1, XP_006538226.1
OG0001574	XP_004697515.1	NP_038951.1
OG0001575	XP_012861054.2	NP_808229.1
OG0001576	XP_004707844.1	NP_001398735.1, NP_001398734.1, NP_001398733.1, NP_001398732.1, NP_001351525.1, NP_001351524.1, NP_001075147.1, NP_001398731.1, NP_001398740.1, XP_006505211.1, NP_001398739.1, NP_001398738.1, NP_001398742.1, NP_001398737.1, NP_001398741.1
OG0001577	XP_004701493.1	XP_006498620.2
OG0001577	XP_004702804.1	NP_001157112.1
OG0001578	XP_004702785.1	NP_077782.1, NP_001034087.1
OG0001579	XP_045146503.1, XP_004700410.1, XP_045146505.1	NP_082610.1, NP_081467.2
OG0001580	XP_004714053.2	NP_780617.2, XP_006505389.1
OG0001581	XP_045144683.1, XP_045144685.1, XP_045144679.1, XP_045144684.1, XP_045144680.1, XP_045144682.1, XP_045144677.1, XP_045144678.1	NP_001334030.1
OG0001582	XP_045144576.1	NP_001078886.1, NP_001078885.1, NP_001342676.1, NP_001342675.1, XP_011239752.1, NP_001078884.1, NP_065614.2
OG0001583	XP_004702388.1	XP_006535838.1, NP_067445.3, NP_001276686.1
OG0001584	XP_045142996.1	XP_017173066.1, NP_857632.4, NP_001390142.1
OG0001585	XP_004696530.1	NP_001344246.1, NP_001344245.1, NP_569054.2, XP_006509341.1
OG0001586	XP_004711149.1, XP_045142995.1	NP_082426.1
OG0001587	XP_045151636.1	NP_001398021.1, NP_001398019.1, NP_001398020.1, NP_064298.1
OG0001589	XP_045146348.1	NP_001171275.1
OG0001590	XP_004708358.1	NP_001342554.1, NP_001104319.1, NP_780390.3, NP_001077279.1, XP_036018489.1
OG0001591	XP_004708338.1	NP_694766.1, NP_001411642.1
OG0001592	XP_004708316.1	NP_084113.1, NP_001343483.1, NP_001137155.1
OG0001593	XP_045152998.1, XP_045152999.1, XP_004714965.1	NP_598601.1
OG0001594	XP_045153088.1	NP_001277747.1
OG0001594	XP_045145596.1	NP_796052.2
OG0001595	XP_030741436.1	XP_030110934.1
OG0001596	XP_004714350.1	NP_766045.2
OG0001597	XP_004698390.1	NP_001278114.1, NP_001408055.1, NP_001408052.1, NP_035627.1, NP_001408053.1, NP_001408054.1
OG0001598	XP_004708954.1	NP_001186413.1
OG0001599	XP_045149102.1	NP_001278283.1, NP_001398914.1, NP_031517.2, XP_006507325.1, NP_001398919.1, NP_001398918.1, NP_001398917.1, NP_001398921.1, NP_001398920.1, NP_001398916.1, NP_001398915.1
OG0001600	XP_045147003.1	NP_084066.2, NP_001405756.1, NP_001405755.1, NP_001405762.1, NP_001405759.1, NP_001405761.1, NP_001405758.1, NP_001405760.1, NP_001405757.1, XP_036018578.1
OG0001601	XP_045151792.1	NP_082564.3, NP_001103612.1
OG0001601	XP_004704475.2	NP_666319.2
OG0001602	XP_004704484.1	NP_001350384.1, NP_862902.1
OG0001603	XP_004708623.1	NP_001344491.1, XP_006512103.1, NP_001344490.1, NP_695019.1, NP_001344489.1
OG0001604	XP_045153622.1, XP_004704092.1, XP_045153623.1	NP_001273437.1, NP_038755.1
OG0001605	XP_045150970.1, XP_045150969.1	XP_006510920.1, NP_032906.2, NP_001182013.1, NP_001397382.1, NP_035766.2
OG0001606	XP_004698212.1	NP_001276559.1, NP_001342617.1, NP_083260.1, NP_001276560.1
OG0001607	XP_004697887.1	NP_001135418.1
OG0001609	XP_045151197.1, XP_045151198.1	NP_001342355.1, NP_058612.3
OG0001610	XP_004698085.1	NP_001342409.1
OG0001610	XP_004698174.1	XP_006517233.1
OG0001611	XP_045151267.1	NP_001278101.1, NP_001032254.1, NP_001278108.1, NP_001032255.1
OG0001613	XP_004696181.1, XP_045142544.1, XP_045142543.1	NP_001350374.1, NP_001350373.1, NP_032278.1, NP_001350372.1
OG0001614	XP_004718095.2	NP_081360.1, XP_006529921.1
OG0001615	XP_004709623.1	NP_032655.1
OG0001616	XP_045152809.1, XP_045152811.1, XP_004709700.1, XP_045152810.1	NP_001346869.1
OG0001617	XP_004708181.1	NP_783627.2, NP_001139398.1, NP_001139399.1, XP_006506297.1
OG0001619	XP_045144418.1	XP_011239890.1, NP_796196.3
OG0001620	XP_004711491.1	NP_081328.2, NP_001344989.1, NP_001344987.1, XP_006521413.1, NP_001344988.1
OG0001621	XP_045143233.1	NP_001390483.1, NP_001001884.1, XP_006521185.1
OG0001622	XP_045139575.1	NP_001074599.2, XP_030103646.1
OG0001623	XP_004716826.1, XP_045146210.1, XP_045146211.1, XP_045146212.1	XP_017176986.1, NP_919320.1
OG0001624	XP_045140287.1	NP_001361643.1
OG0001625	XP_004713482.1, XP_045152349.1	XP_006522645.1, NP_766409.2
OG0001626	XP_045143493.1, XP_004712404.1, XP_045143494.1	NP_038779.2, XP_017172511.1, NP_001348218.1, NP_001344021.1
OG0001627	XP_004704303.1	NP_080139.3, XP_006501980.1
OG0001628	XP_004701524.1	NP_001349586.1
OG0001629	XP_045152248.1, XP_004701793.2	NP_659131.2
OG0001630	XP_004701598.1	NP_067287.1, XP_011236865.1, NP_001185990.1, NP_001185989.1
OG0001631	XP_004701673.1	XP_006496604.1, NP_081253.1, NP_001343193.1
OG0001632	XP_004710031.1	NP_001317978.1
OG0001634	XP_045146529.1	NP_001390564.1, NP_001390563.1, XP_006528450.1, NP_001258738.1, NP_001258739.1
OG0001635	XP_045144290.1	XP_011249294.1, NP_001258378.1, NP_001258377.1, NP_666063.1, NP_001258376.1, NP_001258379.1, NP_001258380.1
OG0001636	XP_004713455.1	NP_084415.1
OG0001637	XP_004717652.1	NP_113556.2
OG0001638	XP_004715000.1	NP_001011774.1, NP_001011852.2
OG0001638	XP_004714952.1	NP_666799.1
OG0001639	XP_012864074.1	XP_017175121.1, NP_001159440.1
OG0001639	XP_004717758.1	XP_006501534.1, NP_997130.2
OG0001640	XP_045152888.1	NP_001258513.1, XP_011238225.1, NP_001258514.1, NP_058055.1
OG0001645	XP_045145414.1	NP_032832.2
OG0001645	XP_004696777.1	NP_666198.1
OG0001646	XP_045143282.1	NP_291090.2
OG0001647	XP_004714338.1	NP_034431.1
OG0001647	XP_004713881.1	NP_032165.3
OG0001648	XP_004698583.1, XP_045143892.1	NP_001400560.1, NP_001093579.1, NP_001093580.1
OG0001649	XP_045146285.1, XP_004716901.2	NP_034623.1
OG0001650	XP_012859627.1	NP_666212.3
OG0001650	XP_004715407.2	NP_035034.2
OG0001651	XP_004713144.1, XP_045152697.1	NP_001185752.1
OG0001652	XP_045148002.1	NP_001343890.1, NP_001398697.1, XP_011243833.1, NP_033244.2
OG0001653	XP_012863915.2	NP_034113.1
OG0001653	XP_004710739.1	NP_032463.1
OG0001654	XP_004712284.1	XP_006521792.1, NP_038831.2
OG0001655	XP_045141371.1, XP_030744349.2, XP_045141959.1	NP_444489.2, XP_006523803.1, NP_034911.3
OG0001656	XP_004715197.1	NP_001394961.1, NP_001394960.1, NP_001394962.1, NP_001074613.2, NP_001171373.1
OG0001657	XP_004714055.1	NP_001001453.1
OG0001657	XP_012863009.1	NP_851792.1
OG0001658	XP_012863417.1, XP_045151176.1, XP_045151175.1, XP_045151173.1, XP_045151174.1	NP_733486.2, NP_083673.3
OG0001659	XP_004714156.1	NP_001349639.1, XP_036013392.1, NP_001349638.1, NP_001349637.1, NP_780609.4, NP_001349636.1
OG0001660	XP_030743298.1	NP_766473.1
OG0001660	XP_045152667.1	NP_780641.2
OG0001662	XP_004705821.1, XP_004705822.1	NP_032244.2, NP_001077424.1
OG0001663	XP_045145176.1	NP_666209.1
OG0001665	XP_030741760.1, XP_004708436.1	NP_001011517.2
OG0001666	XP_004714954.1	NP_666791.1
OG0001667	XP_045139654.1	XP_011238480.1, NP_067492.2, NP_001139473.1, NP_001342639.1
OG0001668	XP_004702016.1	XP_006512612.1, NP_058672.1
OG0001669	XP_004702004.1	NP_001153414.1, NP_001028425.1, XP_006512502.1
OG0001670	XP_030743528.1	NP_001182366.1, XP_036010812.1
OG0001671	XP_045148290.1, XP_004715715.1	NP_081161.1, NP_001347659.1, NP_001347662.1
OG0001672	XP_045148286.1	NP_001277365.1, NP_001277370.1, XP_030098287.1, NP_001277371.1, NP_001277369.1, NP_001277367.1, NP_001001447.1
OG0001674	XP_045141507.1, XP_045155351.1	NP_079641.1, NP_001158201.1
OG0001675	XP_004710425.1	NP_001406075.1, NP_001028377.1
OG0001676	XP_045148632.1	NP_001399573.1, NP_032514.1, NP_001123625.1, NP_001399576.1, NP_001399578.1, NP_001399577.1, NP_001399572.1, NP_001123624.1, NP_001399571.1, NP_001123623.1, NP_001399569.1, NP_001399570.1, NP_001399575.1, NP_001399574.1, XP_006539628.1, NP_001123622.1
OG0001677	XP_004710546.1	XP_036009485.1, NP_001135393.1
OG0001678	XP_045154900.1	XP_006502722.1, NP_001005506.2, NP_001186624.1
OG0001679	XP_030744829.1	NP_001347080.1, NP_444338.2
OG0001680	XP_045155865.1, XP_045147904.1	NP_032274.1
OG0001681	XP_045140145.1, XP_004706408.1, XP_045140146.1	NP_083830.3, NP_001404827.1, NP_001404826.1, NP_001404828.1, NP_001404829.1
OG0001682	XP_030744533.2	NP_001277638.1
OG0001682	XP_045147287.1	XP_030097945.1
OG0001683	XP_045140856.1, XP_004696806.1	XP_006534165.1, NP_081225.1, NP_001343406.1, NP_001350015.1, NP_001350013.1, NP_001350014.1
OG0001684	XP_045139591.1	NP_001392180.1, NP_067314.2, NP_001392175.1, NP_001392179.1, NP_001392177.1, XP_036011047.1, NP_001392176.1, NP_001392178.1
OG0001685	XP_012859783.2, XP_004704948.1, XP_045139620.1, XP_004714218.1	NP_084038.1
OG0001686	XP_004712899.1, XP_045139800.1, XP_045142241.1, XP_045154643.1, XP_045149880.1	NP_038823.2, XP_036010936.1
OG0001687	XP_012859284.2	NP_081888.1
OG0001688	XP_030741953.1	NP_663525.1
OG0001689	XP_004717721.1	NP_079840.2
OG0001690	XP_004705242.1, XP_045155131.1	NP_081239.1, XP_030109620.1, NP_001343251.1
OG0001691	XP_004704898.2	XP_006531566.1, NP_084428.1
OG0001692	XP_045149811.1	NP_001159866.1, NP_083164.1, XP_017168480.1
OG0001693	XP_045155071.1	NP_848716.2
OG0001694	XP_045147956.1	NP_597995.1, NP_001156822.1
OG0001695	XP_004707406.1	NP_033969.2
OG0001696	XP_045141853.1	NP_031951.2, XP_011239157.1
OG0001697	XP_012860997.2	NP_683734.2, XP_006504397.1
OG0001698	XP_045146634.1	NP_001277308.1
OG0001699	XP_045141833.1	NP_082655.1
OG0001700	XP_012860981.1	NP_064327.1
OG0001702	XP_012862823.2	NP_032205.2
OG0001702	XP_004705916.1	NP_666178.2
OG0001703	XP_045155654.1	NP_067386.3
OG0001703	XP_045141223.1	NP_796349.1
OG0001704	XP_045150521.1, XP_045145033.1, XP_045143978.1	XP_036014149.1
OG0001704	XP_030741803.1	NP_034448.2
OG0001705	XP_045140468.1, XP_004703011.1	NP_001344376.1, NP_067534.2, NP_001344377.1, XP_036017118.1
OG0001706	XP_004714169.3	NP_080287.1
OG0001706	XP_004699862.1	NP_081099.1
OG0001707	XP_045154016.1	NP_034908.1, XP_006497297.1
OG0001708	XP_004706903.1	XP_036009808.1, NP_083035.1
OG0001709	XP_004714795.1	NP_001398434.1, NP_038929.2
OG0001710	XP_012860206.1	NP_001103743.1
OG0001710	XP_045151978.1	NP_001103744.1, NP_109608.1, XP_006526551.1
OG0001711	XP_004703014.1	NP_001348129.1, NP_001153876.1, NP_038842.3
