Orthogroup	Echinops_telfairi	Homo_sapiens
OG0002866	XP_004717499.1	NP_002249.1
OG0002867	XP_004697555.1, XP_045154507.1	NP_001435.1
OG0002868	XP_004708281.1	NP_001400193.1, NP_001400195.1, NP_001400197.1, NP_001400196.1, NP_001400194.1, NP_001400192.1, NP_001233.2, XP_016875723.1
OG0002869	XP_045151925.1, XP_045151926.1	NP_001369154.1, NP_001369155.1, NP_005430.1
OG0002870	XP_004711485.1	XP_047284955.1
OG0002871	XP_045147102.1	NP_001271252.1, NP_001271251.1, NP_001035192.1, NP_001271253.1, NP_001271250.1, NP_001271256.1, NP_001271255.1, NP_001035191.1, NP_001271249.1, NP_149984.1
OG0002872	XP_045147381.1	NP_001092301.1, NP_849154.1, XP_011537553.1
OG0002873	XP_045147275.1	NP_001275653.1, NP_001248332.1, NP_002493.3, NP_001309863.1, NP_001070962.1, NP_001309864.1
OG0002874	XP_004701015.1	NP_076945.2
OG0002875	XP_004700989.1	NP_569157.2
OG0002876	XP_045147107.1	NP_056537.1
OG0002877	XP_045142813.1, XP_045142816.1, XP_045142819.1	NP_001138350.1
OG0002878	XP_012862537.1, XP_045141705.1	NP_000490.1
OG0002879	XP_004712764.1, XP_045143843.1	NP_001369371.1
OG0002880	XP_045142352.1	NP_001359009.1, NP_689668.3, XP_047288143.1
OG0002881	XP_045142452.1	NP_001311295.1
OG0002882	XP_004712023.1, XP_045141742.1	NP_001273668.1, NP_116296.1, NP_957717.1, NP_001273669.1, XP_011520426.1, NP_001273671.1, NP_001273670.1
OG0002883	XP_045149454.1, XP_004697002.1, XP_004697001.1	NP_001748.1
OG0002884	XP_045140140.1, XP_045140141.1, XP_004703322.1	NP_001121902.1, XP_024309922.1, NP_001121901.1, NP_001362787.1, NP_001362784.1, NP_064544.2, NP_001362786.1, NP_001362785.1
OG0002885	XP_004703284.2	NP_001003810.1, NP_002129.2, NP_112737.1, NP_112738.1
OG0002886	XP_045154097.1, XP_004717592.1	XP_005274808.1
OG0002887	XP_045142128.1, XP_004706435.1	NP_001127928.1
OG0002888	XP_004712320.1	NP_001366398.1
OG0002889	XP_004712391.1	NP_001335301.1, NP_031388.2
OG0002890	XP_004708652.1	XP_011510627.1, NP_852006.1, NP_005823.1, NP_001265840.1
OG0002891	XP_004701633.1	NP_005887.2, NP_001269316.1, NP_001269315.1
OG0002892	XP_004701704.1	XP_005246698.1, NP_001130002.1, NP_006207.1, NP_001130000.1
OG0002893	XP_004699890.1	NP_001964.2
OG0002894	XP_004700213.2	XP_047276558.1, NP_001311009.1, NP_001381274.1, NP_997351.2
OG0002895	XP_004706824.1	NP_113611.2, XP_024305880.1, NP_663735.2
OG0002896	XP_030743588.1	NP_001375330.1, NP_001375331.1, XP_047284799.1, NP_001386720.1, NP_001311045.1, NP_001311043.1, NP_003106.3, NP_001311044.1, NP_001311042.1, NP_001386719.1, NP_001311046.1
OG0002897	XP_045153809.1	NP_055512.1
OG0002897	XP_004706830.1	NP_001128712.1
OG0002898	XP_004717689.1	XP_006724702.1, NP_005287.1, NP_001264929.1
OG0002899	XP_045146729.1, XP_045146730.1	NP_001006613.1, NP_001006615.1, NP_057387.1, NP_001006614.1
OG0002900	XP_045146672.1	NP_001340819.1, NP_001340821.1, NP_001397686.1, NP_001340824.1, NP_001340823.1
OG0002901	XP_004713938.1, XP_045154601.1	NP_001386799.1
OG0002902	XP_004714624.1	NP_001092261.1, NP_067065.1, NP_001092260.1
OG0002903	XP_004714627.1	NP_001116137.1, NP_001347.3
OG0002904	XP_004713207.1	NP_001156793.2
OG0002905	XP_012861976.1	NP_001129497.1
OG0002906	XP_045144288.1	XP_047297721.1
OG0002908	XP_012863049.1	NP_060794.1
OG0002909	XP_030744020.1	NP_001156467.1
OG0002913	XP_004707824.1	XP_011514525.1, NP_000236.2, NP_001120972.1
OG0002914	XP_045153877.1	NP_002056.2, NP_001028228.1, NP_001028216.1
OG0002915	XP_004710479.2	NP_620116.1, NP_620119.2, NP_001278359.1, NP_001278358.1, NP_004315.1, NP_001278357.1, NP_001278360.1, NP_620118.1
OG0002916	XP_004697742.2	NP_001158088.1, NP_003497.2, NP_001158087.1
OG0002917	XP_045142238.1	NP_001287954.2, XP_016878010.1, NP_001341941.1, NP_783297.2, NP_001341944.1, NP_001287955.1, NP_001317168.1, NP_001341943.1, NP_001341942.1, NP_003248.3
OG0002918	XP_045154173.1	XP_047302455.1
OG0002919	XP_004708905.1	NP_001298130.1, NP_001284.1, NP_001298128.1, NP_001298129.1, NP_001298131.1
OG0002920	XP_045141189.1	NP_001121143.1, NP_002301.1, NP_001351227.1, NP_001351226.1, XP_047273128.1
OG0002921	XP_004709860.1	NP_005685.1, NP_001368932.1, NP_001368931.1
OG0002922	XP_045139671.1, XP_004717323.1	NP_859054.1, NP_005257.2
OG0002923	XP_045143598.1	NP_001374269.1
OG0002925	XP_045149203.1, XP_012864037.1, XP_045149207.1	XP_047284777.1
OG0002926	XP_045148596.1, XP_004717278.1	NP_001165289.1
OG0002927	XP_045142442.1, XP_045142427.1, XP_045142437.1, XP_045142432.1	XP_006716504.1, NP_001399757.1
OG0002928	XP_004709181.2	NP_001160051.1
OG0002930	XP_045152621.1	XP_011536932.2, NP_001170899.1, NP_001170904.1, NP_671737.1, NP_067638.3, NP_001170902.1
OG0002932	XP_004717274.1, XP_045146421.1	NP_000603.1
OG0002933	XP_045143029.1	XP_006712614.1
OG0002934	XP_004714655.1	NP_004929.2, NP_001275660.1, NP_001275659.1, NP_001275658.1, XP_047278842.1
OG0002935	XP_004702322.1	NP_001341583.1, NP_001341582.1, NP_001341584.1, NP_001341585.1, NP_000907.2
OG0002936	XP_004702044.1	NP_004856.1, NP_001240605.1
OG0002937	XP_045152232.1, XP_045150255.1, XP_045154466.1	NP_001304095.1
OG0002938	XP_030743437.1, XP_045154303.1, XP_045153382.1	NP_004065.1
OG0002939	XP_004700327.1, XP_045149481.1, XP_045154608.1	NP_003923.2
OG0002940	XP_004715856.1	NP_758844.1, NP_001268461.1
OG0002941	XP_004712831.1	NP_001157750.1
OG0002943	XP_045145477.1	XP_011528297.1
OG0002944	XP_004696173.1	NP_776297.2
OG0002945	XP_004704083.1	NP_001240308.1
OG0002946	XP_045151372.1, XP_004697908.1	NP_005107.4, NP_976072.1
OG0002947	XP_045147604.1	NP_001104755.1, XP_016874748.1, NP_001400935.1
OG0002948	XP_045140322.1	XP_011512195.1, NP_006008.1
OG0002949	XP_004717167.1	NP_001005166.3
OG0002954	XP_004697286.1	NP_001342164.2
OG0002956	XP_012860239.1	NP_001275910.1, NP_001357238.1, XP_016881056.1, NP_001275909.1, NP_775800.3, NP_001275911.1
OG0002957	XP_012862994.1	XP_047279911.1, NP_001317620.1, NP_001336768.1, NP_001336767.1, NP_001092272.1, NP_001317622.1, NP_001336769.1, NP_115547.1, NP_001317623.1
OG0002958	XP_004713884.3	XP_005251926.1, NP_001129292.1, NP_037522.1
OG0002959	XP_030741278.1	NP_001358123.1, XP_011516425.1
OG0002960	XP_004717794.1	NP_060150.4
OG0002962	XP_004715771.1	XP_011525529.1, NP_001357025.1
OG0002963	XP_045148324.1	XP_054185641.1, NP_001167552.1
OG0002964	XP_045148335.1	NP_001317579.1, NP_001129158.2
OG0002965	XP_045148925.1	NP_001372394.1
OG0002966	XP_004710745.1	NP_001257568.1
OG0002967	XP_045148558.1	NP_009052.4
OG0002968	XP_004710491.1	NP_055234.1, XP_006723205.1
OG0002969	XP_004710468.1	XP_005258750.1, NP_036583.2
OG0002970	XP_045148593.1	XP_005259500.1, NP_055496.2
OG0002971	XP_004710404.1	NP_085055.2, XP_011525651.1
OG0002972	XP_004710564.1	NP_444274.1, NP_542770.2
OG0002973	XP_004710395.1	NP_004587.1
OG0002974	XP_004710375.1	NP_001124296.1, NP_003160.2, NP_001306919.1, NP_001104490.1, NP_001124297.1, NP_001306920.1
OG0002975	XP_045148468.1	NP_001005335.1
OG0002976	XP_004715877.1	NP_940941.2
OG0002977	XP_045149745.1, XP_045149746.1	NP_071912.2, NP_001121367.1, XP_011525524.1, NP_001121368.1
OG0002978	XP_004704969.1	NP_001272758.1
OG0002979	XP_004704962.2	XP_005259419.1, NP_001239570.1, NP_003787.2
OG0002980	XP_030741942.1	NP_001278233.1
OG0002981	XP_045145996.1	NP_068506.2
OG0002982	XP_030744911.2, XP_045150589.1	XP_047281210.1, NP_001001973.1, NP_005165.1
OG0002983	XP_045145743.1	NP_054742.2
OG0002984	XP_045141170.1	XP_005248605.1, NP_061945.1
OG0002986	XP_004703746.1	NP_579917.1
OG0002988	XP_004704739.2	NP_001352253.1, NP_001035374.2, XP_011521577.1, NP_001035375.2, NP_001352252.1
OG0002989	XP_004705045.1	NP_932157.1, NP_001372048.1, NP_001372038.1, NP_001372049.1, NP_001372051.1, NP_001317417.1, NP_001372050.1, NP_001372041.1, NP_001372052.1, NP_004418.2
OG0002990	XP_004705067.1	NP_001036236.1, NP_001317397.1, NP_005347.3, XP_024302814.1
OG0002991	XP_045154860.1	NP_001006666.1, NP_001317370.1, NP_002944.2
OG0002992	XP_004705408.1	NP_001238906.1
OG0002993	XP_004705231.1	NP_006332.3, XP_047286738.1, NP_001120797.1
OG0002994	XP_045139456.1	NP_001354380.1, NP_001354382.1, NP_001354376.1, NP_001354377.1, XP_011517904.1, NP_065875.3, NP_001354383.1, NP_001354381.1, NP_001354384.1, NP_001354379.1, NP_001354378.1
OG0002995	XP_045141267.1, XP_045141266.1, XP_004703560.1	NP_001875.1, XP_011541470.1
OG0002996	XP_012861508.2	NP_001341304.1, XP_011542170.1, NP_001341305.1, NP_001341301.1, NP_001341303.1, NP_001341302.1, NP_001096080.1, NP_001341307.1, NP_443135.3, NP_001341306.1
OG0002997	XP_045142303.1	NP_001310958.1, NP_001310963.1
OG0002998	XP_045142312.1	NP_940928.2, XP_047288438.1
OG0002999	XP_004708271.1, XP_045142294.1	NP_001369551.1, NP_001276752.1
OG0003001	XP_004707818.1	NP_001128643.1, NP_114117.1, XP_011512074.1, NP_001128642.1
OG0003002	XP_004707812.1	XP_011512215.1, NP_005105.1
OG0003003	XP_045145419.1	NP_060286.1, XP_011511807.1, NP_001139197.1
OG0003004	XP_004715190.1	NP_001274693.1, NP_001369156.1
OG0003005	XP_004699777.2	NP_001374074.1, NP_001374075.1, NP_001374077.1, NP_001374076.1, NP_001374078.1, NP_001374071.1, NP_055894.6, NP_001374073.1, XP_011519689.1, NP_653173.1, NP_001374072.1
OG0003006	XP_004696828.1, XP_045140707.1	NP_004051.1, NP_001350944.1, NP_954854.1, NP_001350947.1, XP_047273818.1
OG0003007	XP_045147256.1	NP_066267.2
OG0003008	XP_004701195.3	NP_277031.1, NP_277035.2, NP_001309295.1, NP_001309294.1, NP_277033.1, NP_001309293.1, XP_024303737.1, NP_001345192.1, NP_277032.1, NP_001309296.1
OG0003009	XP_012859691.3	NP_071407.4, NP_001165404.1
OG0003010	XP_030744236.1	XP_005269798.1
OG0003011	XP_004713035.1	NP_001357084.1, NP_620167.1, NP_001357086.1, XP_005269606.1, NP_001357085.1, NP_001255982.1
OG0003012	XP_004711561.1	NP_001305829.1, NP_001305831.1, NP_001305834.1, XP_047281055.1, NP_001305835.1, NP_001305830.1, NP_001305833.1
OG0003012	XP_045149233.1	NP_036216.2, NP_005262.1
OG0003013	XP_045140425.1	NP_001336661.1
OG0003014	XP_004698144.1	XP_011512246.1, NP_006704.3
OG0003015	XP_004698146.1	NP_004923.1, XP_011512223.1
OG0003016	XP_004710296.1, XP_045146582.1, XP_045151828.1	NP_001316681.1
OG0003017	XP_004714216.1	NP_001265433.1
OG0003018	XP_004709023.1	NP_060665.3, NP_001287950.1, NP_001287948.1, NP_001287946.1, NP_001076439.1, XP_047283153.1, NP_001076438.1
OG0003019	XP_004712990.1, XP_045149337.1, XP_030742712.1	XP_047291955.1, NP_958928.1, NP_001307801.1, NP_001307800.1, NP_001307799.1, NP_001307806.1
OG0003020	XP_004713068.2	XP_011522036.1, NP_776089.2, NP_079290.1
OG0003021	XP_030742369.1	NP_001335051.1, NP_001335050.1, NP_001335055.1, NP_001335053.1, NP_001335054.1, NP_006461.3, NP_001335049.1, NP_001335048.1
OG0003022	XP_045149231.1	NP_001333096.1, NP_001333098.1, NP_065704.2, NP_001333097.1, NP_001333100.1, NP_001333099.1
OG0003024	XP_004705254.1	NP_005332.1, NP_001265576.1, NP_001265577.1, XP_047274820.1
OG0003025	XP_045149646.1	NP_079007.2
OG0003026	XP_004704835.1	NP_689550.2
OG0003027	XP_045149563.1	NP_001188481.1
OG0003028	XP_004704901.1	NP_171608.2
OG0003029	XP_045149783.1, XP_045149784.1, XP_004704680.1	NP_060848.2
OG0003030	XP_045150364.1, XP_045139905.1	NP_005181.2, XP_047275440.1, NP_001350466.1, NP_001013417.1
OG0003031	XP_045141951.1	XP_016878448.1, NP_660313.1
OG0003032	XP_045141352.1	NP_001353578.1, NP_001123541.2, NP_001353576.1, NP_001353577.1, XP_011513556.2, NP_001035935.3, NP_001035934.3, NP_056226.3, NP_001035933.3, NP_001139805.1
OG0003033	XP_004706048.2	NP_001357331.1, NP_115784.1
OG0003034	XP_004705666.1	NP_112223.1, XP_011514891.1
OG0003036	XP_004705935.1	NP_001496.1, NP_001035055.1, NP_001091671.1
OG0003037	XP_045141347.1	NP_001035919.1
OG0003038	XP_045142020.1	NP_037390.2, NP_660183.1
OG0003039	XP_045139994.1	NP_001077082.1, XP_005255180.1
OG0003040	XP_045141912.1	NP_001291700.1, NP_057319.1
OG0003041	XP_045141989.1	NP_001339049.1
OG0003042	XP_004705831.1	NP_683721.1
OG0003043	XP_045147957.1	NP_060089.1
OG0003044	XP_004699318.1, XP_012859567.1	NP_000960.2
OG0003045	XP_045147811.1	XP_005271314.1
OG0003047	XP_004703112.1	NP_001382329.1, NP_001073678.1
OG0003048	XP_004699864.1	NP_054895.1
OG0003049	XP_004699919.1	NP_001362357.1
OG0003050	XP_045153908.1	XP_005245436.1, NP_066988.1
OG0003051	XP_004706774.1	NP_005675.3
OG0003052	XP_045154337.1	XP_006711722.1
OG0003053	XP_045154429.1	NP_001229754.1, NP_001129294.1, NP_001229753.1, NP_001365354.1, NP_001365353.1, NP_001995.1, NP_001129293.1
OG0003054	XP_045143857.1	NP_878256.1, NP_004572.3
OG0003055	XP_004698706.1	NP_001374860.1, NP_068814.2
OG0003056	XP_004699058.1	NP_004848.3
OG0003058	XP_004698844.1	NP_003291.2
OG0003059	XP_004714495.2	NP_976222.1, XP_011516974.1
OG0003059	XP_012863149.2	NP_997393.3
OG0003060	XP_004696935.1	NP_001380958.1, NP_001380957.1
OG0003061	XP_045155714.1, XP_045155456.1	NP_001397124.1, NP_065965.5
OG0003062	XP_045155767.1	NP_001073271.1, NP_001393671.1, NP_000143.2, NP_001073272.1, XP_047291675.1, NP_001393670.1
OG0003063	XP_004709393.2	XP_024306789.2, NP_004685.2, NP_001167637.1
OG0003064	XP_004707592.2	NP_085053.1, XP_005257760.1
OG0003065	XP_012861268.1	NP_003945.2, XP_047292953.1
OG0003066	XP_045155483.1, XP_004707286.1	NP_001136077.1, NP_004238.3, NP_001245283.1, NP_001245282.1
OG0003067	XP_004707554.2	NP_114068.1, XP_011523115.1, NP_005890.2, NP_001278501.1, NP_001278500.1
OG0003068	XP_045155265.1	NP_009075.1, NP_001356544.1, NP_001356543.1, XP_016880505.1
OG0003069	XP_030744093.1	NP_001381685.1, NP_055541.1, NP_001381684.1, XP_005257917.1
OG0003070	XP_004707148.1	NP_001120700.1
OG0003071	XP_004707130.1	NP_055712.1, XP_024306421.1, NP_001138837.1
OG0003072	XP_004707065.1	XP_011523189.1, NP_057161.1, NP_001015509.1
OG0003073	XP_004707385.1	NP_612472.1, NP_001153879.1
OG0003074	XP_045155610.1	NP_001159392.1, NP_000925.2, XP_005256758.2, NP_001159393.1
OG0003075	XP_004706928.1, XP_045155600.1	NP_076991.3, XP_047292653.1
OG0003076	XP_045149418.1, XP_004716222.1	XP_016880150.1, NP_001121557.1, NP_000040.1
OG0003077	XP_045149269.1	NP_777617.1, NP_005164.2, NP_777615.1, NP_777618.1, NP_777616.1, NP_777613.1, NP_777614.1, XP_011522183.1
OG0003078	XP_004714528.1	XP_047279352.1, NP_001001710.1
OG0003079	XP_045145148.1	XP_047279407.1, NP_958854.1, NP_057299.1
OG0003080	XP_004700578.1	NP_001181982.1
OG0003081	XP_004700662.1	NP_001138606.1, NP_001138607.1, NP_001138609.1, NP_004368.1, NP_689452.1, NP_689451.1
OG0003082	XP_045148959.1	NP_001092764.1, XP_005261847.1
OG0003083	XP_004700289.1	XP_047297435.1, NP_001243459.1, NP_001243460.1, NP_000705.2
OG0003084	XP_004699815.1	XP_011531210.1
OG0003085	XP_004710236.1	NP_060127.3, NP_001002243.1, NP_001381924.1, NP_001362901.1, NP_001362902.1, NP_001381925.1, NP_001362900.1, NP_001362899.1, NP_001362898.1, NP_982261.2
OG0003086	XP_004697058.3	NP_001092691.1
OG0003087	XP_030741215.2	NP_001273960.1, NP_038470.1, NP_001273962.1, NP_001273961.1
OG0003088	XP_045145036.1	NP_006280.3
OG0003090	XP_004712604.1	XP_011516652.1
OG0003091	XP_004696624.2	XP_005248907.1, NP_001139124.2
OG0003092	XP_004717284.1	NP_005634.1
OG0003093	XP_045150715.1	NP_775829.2, XP_047274288.1
OG0003094	XP_030742764.1	XP_047274119.1, NP_476502.1
OG0003095	XP_004710937.1	NP_055751.1
OG0003096	XP_004696426.1	NP_000246.2, XP_005249200.1
OG0003097	XP_045150864.1	XP_005249262.1, NP_060602.2
OG0003098	XP_004716123.1	NP_077275.1
OG0003099	XP_004696297.1	NP_001229738.1, NP_055757.3, NP_001229743.1, NP_001229742.1, NP_001229740.1
OG0003100	XP_045150432.1	NP_001273310.1, NP_001273309.1, NP_115824.1, XP_024302337.1, NP_001273308.1
OG0003101	XP_004697489.1	NP_694560.1
OG0003102	XP_004697701.1	NP_001308891.1, NP_001308895.1, NP_001308894.1, NP_001308893.1, NP_001308892.1, XP_006716601.2, NP_036604.2, NP_001308890.1
OG0003103	XP_045154203.1, XP_004697675.1, XP_045154260.1	NP_001159709.1, NP_079012.3
OG0003104	XP_030744412.1	NP_006086.1
OG0003105	XP_004706391.1	NP_079285.2, XP_006714118.1
OG0003106	XP_012860081.1	NP_689919.1
OG0003107	XP_004702711.1	NP_001337601.1
OG0003108	XP_004702715.1	NP_001250.1, NP_001138778.1, XP_047275672.1
OG0003109	XP_045148115.1	NP_001132971.1, NP_001124182.1, XP_047276056.1
OG0003110	XP_004707829.1	NP_036470.1, XP_005250296.1
OG0003111	XP_004705023.1	XP_005270810.1, NP_055281.2
OG0003112	XP_030743863.1	NP_061008.2, NP_001017922.1, XP_047299542.1
OG0003113	XP_004705040.1	NP_076872.1, NP_001005752.1
OG0003114	XP_004699520.1, XP_045141422.1	NP_005718.2, XP_011538762.1
OG0003115	XP_004699541.1	NP_001029196.1, NP_061973.1, NP_001029195.1
OG0003117	XP_045142298.1	NP_001248763.1
OG0003118	XP_004702386.3	NP_001380592.1
OG0003119	XP_045142785.1	NP_001350040.1, NP_001350039.1, NP_001167631.1, NP_071354.2, XP_047278035.1, NP_001167630.1
OG0003122	XP_030740483.2, XP_030741115.1, XP_045147879.1	NP_001035739.1
OG0003123	XP_004696085.1	NP_001274118.1
OG0003124	XP_045142654.1	NP_001309030.1
OG0003125	XP_004711168.1	NP_005804.1, XP_005264294.1
OG0003126	XP_004704526.1	NP_001156995.1, NP_848590.3
OG0003127	XP_004704422.1, XP_045139871.1	NP_057128.2, NP_955368.1, NP_001307777.1, XP_011509585.1, XP_011509047.1
OG0003128	XP_045139808.1	NP_001017396.1, NP_001278533.1, NP_001269327.1, NP_001278534.1, NP_066574.2
OG0003129	XP_004708444.1	NP_003688.1
OG0003130	XP_004718049.1, XP_004712321.1	NP_001241681.1
OG0003131	XP_045142293.1, XP_004708097.1	XP_047275888.1
OG0003132	XP_045142343.1, XP_004708088.1	XP_016867663.2, NP_002183.1
OG0003133	XP_004702670.1, XP_045144887.1	NP_001116310.1
OG0003134	XP_030743383.1	NP_001027466.1, NP_000053.2
OG0003135	XP_030743440.2	NP_065174.1, NP_001018080.1
OG0003136	XP_004713585.1	NP_872362.4, NP_001339310.2, NP_001265180.3, NP_001070709.3, NP_001339311.2, NP_001265179.3, NP_001287749.2, NP_001339313.2, NP_001339312.2
OG0003137	XP_004713581.1	NP_001988.1
OG0003138	XP_004713562.1	NP_001369377.1, NP_848537.1, NP_001369291.1, NP_001369293.1, NP_113659.3, NP_001369290.1
OG0003139	XP_004714993.1	NP_004102.1
OG0003140	XP_004715097.1	XP_005274134.1, NP_060436.4
OG0003142	XP_012863839.1	NP_001041706.1
OG0003143	XP_045150960.1, XP_045150961.1, XP_004708601.1, XP_045150962.1	NP_003411.3, XP_047304822.1
OG0003144	XP_004702311.1	NP_001265199.1, NP_006345.1
OG0003146	XP_045153309.1	NP_001276990.1
OG0003147	XP_004715233.1	XP_006713017.1, NP_006832.1
OG0003148	XP_012863320.1, XP_004708021.2	NP_075054.3
OG0003149	XP_045153553.1	NP_001373350.1
OG0003150	XP_004705575.2	NP_001186125.1
OG0003151	XP_004716889.1	NP_001308368.1
OG0003152	XP_004716867.1	NP_001374277.1, NP_001374276.1, NP_001308340.1, NP_114123.2, XP_011526650.1
OG0003153	XP_030744427.1, XP_012863134.1	NP_891549.1
OG0003154	XP_045155959.1	NP_001303252.1, NP_001303253.1
OG0003155	XP_004717069.1	XP_005259602.1, NP_001372529.1, NP_001372528.1, NP_001372527.1, NP_001372526.1, NP_872383.1
OG0003156	XP_045149172.1	NP_001381377.1, NP_001381381.1, NP_001381378.1, NP_996811.2, NP_001381379.1, NP_001381380.1, XP_016873423.1, NP_001381402.1, NP_001381376.1, NP_996810.2
OG0003157	XP_045149085.1	NP_001180467.1, NP_001337324.1, NP_001337325.1, NP_001337323.1, NP_060950.3, NP_001180466.1, NP_001243475.1, NP_001243476.1, NP_001337322.1
OG0003158	XP_004708913.2	NP_005031.1, NP_955450.2, NP_001306143.1
OG0003159	XP_004708956.1	NP_003132.2
OG0003160	XP_004717122.1	NP_036324.1
OG0003161	XP_045147075.1	NP_001265168.1, NP_001035059.1, NP_001265165.1, NP_001265167.1, NP_008837.1, NP_116170.3
OG0003162	XP_004708312.1	NP_112494.3, XP_016873868.1
OG0003163	XP_045144995.1	NP_001380905.1, NP_001380907.1, NP_001380909.1, NP_001380908.1, NP_001380906.1, NP_114121.2, NP_001307628.1, NP_001380904.1, NP_001153780.1, NP_001307656.1
OG0003164	XP_004704329.1	XP_005254109.1, NP_002262.4
OG0003165	XP_004704355.1	NP_001339533.1
OG0003166	XP_004704483.1	NP_001340580.1, NP_001340581.1, NP_001340578.1, NP_001340579.1, NP_001340577.1, NP_001340576.1, NP_001340574.1, NP_001340573.1, NP_001340575.1, XP_011533146.1, NP_542418.1, NP_075387.1
OG0003167	XP_045153618.1	NP_055965.1, XP_047303735.1
OG0003168	XP_004704064.1	NP_055417.1
OG0003169	XP_004704236.3	NP_001165377.1
OG0003170	XP_004712156.1	NP_001091069.1, NP_001091068.1, XP_006713836.1, NP_079522.2
OG0003171	XP_045153386.1, XP_004704182.1	XP_047303891.1, NP_001171646.1, NP_001171647.1, NP_056323.2
OG0003172	XP_004697953.1	NP_808227.1, NP_001243615.1
OG0003173	XP_045151531.1, XP_045151530.1, XP_045151532.1, XP_045151529.1	NP_001244066.1
OG0003174	XP_045143013.1	NP_001258779.1, NP_001135440.1, NP_570141.3, NP_954863.2, NP_001382907.1, NP_954868.2, NP_954869.2, NP_954870.3, NP_001277153.2
OG0003175	XP_045151947.1	XP_016860182.1, NP_071894.1
OG0003176	XP_004709713.1	NP_001137378.1, NP_006691.1
OG0003177	XP_045152629.1	NP_001137326.1
OG0003178	XP_012861896.1	NP_001273124.1, NP_001273125.1, NP_001273126.1, NP_001273120.1, NP_075046.1, XP_016875318.1, NP_001273127.1, NP_001273121.1
OG0003179	XP_030741787.2	NP_001375128.1, XP_047297261.1
OG0003180	XP_045145502.1	XP_011544558.1, XP_016885635.1, NP_038347.2, NP_038265.2, NP_001275762.1
OG0003181	XP_045149015.1, XP_045152258.1, XP_045149191.1, XP_004717486.1	NP_001342210.1, NP_079141.2
OG0003182	XP_045151818.1	NP_113669.1, NP_001290413.1
OG0003183	XP_030743089.1	XP_047284080.1
