Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0003894	XP_031797523.1	XP_012641229.1
OG0003895	XP_031799467.1	XP_012613116.1
OG0003896	XP_031799473.1	XP_012615820.2, XP_012613068.1
OG0003897	XP_031799756.1	XP_012613153.1, XP_012613154.1, XP_012613155.1, XP_012613152.1
OG0003898	XP_031797528.1	XP_012613018.1
OG0003899	XP_031799501.1	XP_012633487.1
OG0003900	XP_012408227.2, XP_031799509.1	XP_012633636.1
OG0003901	XP_031797404.1	XP_012633639.1
OG0003902	XP_031799247.1	XP_012633693.1
OG0003903	XP_003774061.2	XP_012633771.1, XP_012633770.1, XP_012633773.1, XP_012633772.1
OG0003904	XP_012401054.2, XP_031800140.1	XP_012633798.1, XP_012633797.1, XP_012633799.1
OG0003905	XP_003773221.1	XP_020135784.1, XP_020135783.1
OG0003906	XP_003763859.1	XP_012595518.1
OG0003907	XP_003763880.1, XP_031815889.1, XP_031815888.1	XP_012595568.1, XP_012595567.1, XP_012595566.1, XP_012595565.1
OG0003908	XP_031811442.1	XP_012640653.1
OG0003909	XP_031804136.1	XP_012601288.1, XP_012601290.1, XP_012601289.1
OG0003910	XP_023353992.1	XP_012603900.2
OG0003911	XP_031812112.1	XP_020138909.1
OG0003912	XP_031812238.1, XP_031812230.1, XP_031812234.1	XP_020139136.1
OG0003914	XP_012399100.1, XP_023353971.1	XP_020139228.1
OG0003915	XP_031809984.1	XP_020139861.1
OG0003916	XP_003763005.1	XP_012644821.1
OG0003917	XP_031808064.1	XP_012621066.1
OG0003918	XP_031814274.1	XP_012626939.1
OG0003919	XP_031804021.1, XP_031804022.1	XP_020139434.1, XP_020139432.1, XP_020139435.1, XP_020139433.1
OG0003920	XP_012397389.1	XP_020139376.1
OG0003921	XP_031803858.1	XP_012610969.1, XP_020140099.1, XP_012610968.1, XP_020140098.1
OG0003922	XP_031803855.1	XP_020140095.1
OG0003923	XP_031804187.1	XP_012646229.1, XP_012646228.1, XP_012646227.1
OG0003924	XP_031804158.1, XP_031804157.1, XP_003760932.2	XP_012646253.1
OG0003925	XP_031803698.1	XP_012624732.1
OG0003926	XP_003764689.1	XP_020142234.1
OG0003927	XP_023362037.1	XP_012611264.1
OG0003928	XP_031798825.1	XP_012636178.2
OG0003929	XP_012407954.1, XP_031799844.1	XP_012636176.1, XP_012636175.1
OG0003930	XP_023361998.1	XP_012636111.1
OG0003931	XP_031817776.1, XP_012400749.1	XP_012638146.1
OG0003932	XP_031814309.1	XP_012620432.1, XP_012620431.1
OG0003933	XP_003765876.1	XP_012641224.1, XP_012641222.1
OG0003934	XP_003765816.2	XP_012611339.1
OG0003935	XP_012401691.1, XP_012401690.1, XP_012401689.1, XP_003765799.1	XP_012607420.1, XP_012607419.1, XP_012607418.1
OG0003936	XP_031814559.1	XP_012607468.1
OG0003937	XP_031814577.1	XP_012607430.1
OG0003939	XP_031796199.1	XP_012638722.1
OG0003940	XP_023360922.1, XP_031795982.1	XP_012622327.1, XP_012622326.1
OG0003941	XP_031795967.1	XP_012622308.1
OG0003942	XP_012400050.1	XP_012643250.1
OG0003943	XP_031815692.1	XP_012595490.1, XP_012617754.1, XP_012597735.1
OG0003944	XP_031815696.1	XP_012617757.1
OG0003945	XP_023350990.2	XP_012598382.1, XP_020137625.1
OG0003946	XP_012395380.1	XP_012610480.1, XP_012610478.1, XP_012610481.1, XP_012610479.1
OG0003947	XP_031799404.1	XP_020137608.1
OG0003948	XP_031810005.1, XP_023363124.1	XP_012610611.1
OG0003949	XP_012409064.1, XP_023363083.1	XP_012610463.1
OG0003950	XP_031810443.1, XP_031810442.1	XP_012598355.1
OG0003951	XP_012395137.1	XP_012603975.1
OG0003952	XP_012395116.3	XP_020137659.1
OG0003953	XP_031807576.1	XP_012628356.1, XP_012628355.1
OG0003954	XP_003764536.1	XP_012597761.1
OG0003955	XP_031816620.1, XP_031816622.1	XP_012633981.1
OG0003956	XP_031816630.1	XP_020146061.1, XP_020146064.1, XP_020146067.1
OG0003957	XP_031816665.1, XP_031816666.1	XP_012634132.1
OG0003959	XP_031807336.1, XP_012395220.1	XP_012630834.1
OG0003960	XP_023350545.1	XP_012594712.1
OG0003961	XP_031806695.1, XP_031806697.1, XP_031806696.1, XP_031806690.1, XP_031806692.1, XP_031806693.1, XP_031806691.1, XP_031806694.1	XP_012594693.1
OG0003962	XP_031804508.1	XP_020138512.1
OG0003963	XP_031804512.1, XP_031804513.1, XP_031804511.1	XP_012617234.1, XP_012617236.1
OG0003964	XP_003761155.1	XP_012612043.1
OG0003965	XP_031804617.1	XP_012612067.1
OG0003966	XP_031804802.1	XP_012619420.1
OG0003967	XP_031805006.1	XP_012632155.1
OG0003968	XP_012407248.1	XP_020143296.1
OG0003969	XP_031794157.1	XP_012616075.2
OG0003970	XP_031794124.1, XP_003771269.1	XP_012615879.1
OG0003971	XP_003771274.1	XP_012615899.1
OG0003972	XP_003771246.1	XP_012633068.1
OG0003973	XP_003772211.1	XP_012608517.1
OG0003975	XP_031793711.1	XP_020143033.1, XP_020143034.1
OG0003976	XP_031812151.1, XP_031812150.1, XP_031812149.1	XP_012600007.1
OG0003977	XP_031812577.1	XP_012600062.1
OG0003978	XP_031809242.1, XP_031795830.1	XP_020136080.1
OG0003979	XP_031811572.1, XP_031811573.1, XP_031811571.1	XP_020136248.1, XP_012624458.1, XP_012624466.1
OG0003980	XP_012397416.1	XP_012624587.1
OG0003981	XP_031811718.1	XP_012627165.1
OG0003982	XP_003755383.1	XP_012630437.1
OG0003983	XP_031812854.1	XP_012636783.1
OG0003985	XP_031802288.1	XP_012645485.1, XP_012645484.1
OG0003986	XP_031802281.1	XP_020144362.1, XP_012639031.1
OG0003987	XP_031802214.1	XP_020144404.1
OG0003988	XP_031802181.1	XP_012600124.1, XP_012600126.1, XP_012600125.1
OG0003989	XP_012396724.1	XP_020144470.1
OG0003990	XP_031802071.1	XP_012629682.1
OG0003992	XP_003756009.1	XP_012598325.1
OG0003993	XP_031807968.1	XP_012621892.1
OG0003994	XP_031808072.1, XP_012402186.2, XP_003756110.3, XP_012402178.2, XP_012402196.2	XP_012622119.1
OG0003995	XP_031810981.1	XP_012619005.1
OG0003996	XP_031811290.1	XP_012614173.1
OG0003997	XP_003755674.1	XP_012614123.1
OG0003998	XP_023354145.1	XP_012623772.1
OG0003999	XP_031812660.1	XP_012594816.1
OG0004000	XP_023354610.1	XP_020140395.1
OG0004001	XP_031815079.1	XP_012634560.1
OG0004002	XP_003763438.1	XP_012634534.1
OG0004003	XP_031824197.1	XP_020140288.1, XP_012635468.2, XP_012629294.1
OG0004004	XP_031824185.1	XP_020140289.1
OG0004005	XP_003770442.1	XP_012635541.1
OG0004006	XP_031799037.1	XP_012634462.1
OG0004007	XP_031797785.1, XP_031797786.1, XP_031797784.1, XP_031797783.1	XP_020140103.1
OG0004008	XP_012407483.1	XP_012593856.1
OG0004009	XP_031799624.1, XP_031799623.1	XP_012593860.2
OG0004010	XP_003773015.1	XP_020140869.1
OG0004011	XP_031797124.1	XP_012599384.1
OG0004012	XP_031815525.1	XP_012642944.1
OG0004013	XP_003763662.2	XP_012636003.1
OG0004015	XP_031819451.1, XP_031819450.1, XP_031819449.1, XP_003766433.2	XP_012635748.1
OG0004016	XP_031813251.1	XP_012635709.1, XP_012635712.1, XP_012635710.1, XP_012635711.1
OG0004017	XP_031801964.1, XP_003759635.1	XP_012629615.1
OG0004018	XP_012396658.1, XP_012396656.1, XP_012396657.1	XP_012646598.1
OG0004019	XP_031801975.1	XP_020145613.1
OG0004020	XP_012396649.1	XP_012629570.1
OG0004021	XP_023351658.1, XP_003759618.1	XP_012629605.1
OG0004022	XP_031823940.1	XP_012592303.2
OG0004023	XP_031823922.1	XP_012645126.1, XP_012645127.1
OG0004024	XP_031813291.1	XP_012600634.1
OG0004025	XP_031816402.1	XP_012616619.1
OG0004026	XP_031816433.1	XP_012615841.1
OG0004027	XP_003764005.1	XP_012637397.1
OG0004028	XP_003764113.1	XP_012632403.1
OG0004029	XP_003766028.2	XP_012594323.1
OG0004030	XP_031813934.1	XP_012640642.1
OG0004031	XP_031813902.1	XP_012595705.1
OG0004032	XP_003767672.1	XP_012615708.1, XP_012615718.1
OG0004033	XP_012403075.1	XP_012600771.1
OG0004034	XP_031822730.1	XP_012604631.1, XP_012604629.1, XP_012604630.1
OG0004035	XP_003767909.1	XP_012604655.1
OG0004037	XP_003763521.1	XP_012592112.1
OG0004038	XP_031815274.1	XP_012637276.1
OG0004039	XP_031800957.1	XP_012593469.1
OG0004040	XP_023356800.2	XP_012593609.1
OG0004041	XP_031800490.1	XP_012605462.1
OG0004042	XP_003774763.3	XP_012594255.1
OG0004043	XP_031800450.1, XP_031800451.1	XP_012591724.1
OG0004044	XP_031800458.1, XP_003765679.2	XP_012640017.1
OG0004045	XP_031800778.1	XP_012622842.1
OG0004047	XP_031800872.1	XP_012620229.1
OG0004048	XP_031800714.1	XP_012637967.1
OG0004049	XP_031800339.1	XP_012644302.1
OG0004050	XP_031807197.1	XP_012643746.1
OG0004053	XP_031818406.1	XP_012605914.1, XP_012605913.1
OG0004055	XP_003774011.2	XP_012605417.1
OG0004063	XP_012407732.1	XP_012609367.1
OG0004064	XP_003755659.3	XP_012638451.1
OG0004065	XP_031808347.1	XP_012611849.1
OG0004066	XP_031807026.1	XP_012618586.2
OG0004067	XP_031809380.1	XP_012646430.1
OG0004070	XP_031794987.1	XP_012612586.1
OG0004071	XP_012408481.1	XP_012612481.2
OG0004072	XP_003769168.1	XP_012600264.1
OG0004073	XP_012401095.1	XP_020141090.1, XP_012634127.1
OG0004074	XP_031819490.1	XP_012612344.1
OG0004075	XP_031817621.1	XP_012609738.1
OG0004076	XP_031801401.1, XP_031801400.1, XP_031801399.1, XP_031801398.1, XP_031801397.1	XP_012624441.1
OG0004077	XP_031817164.1	XP_012629145.1
OG0004078	XP_031800209.1, XP_031800211.1, XP_031800210.1	XP_012605023.1
OG0004079	XP_031798310.1, XP_031798309.1, XP_031798308.1	XP_012631196.1
OG0004080	XP_031803615.1	XP_012645912.1
OG0004081	XP_012408299.2	XP_012633387.1
OG0004082	XP_031820967.1	XP_012596554.1
OG0004083	XP_012404419.1	XP_012646790.1
OG0004084	XP_031824688.1, XP_031824687.1	XP_012642770.1
OG0004085	XP_023354744.1	XP_020143256.1
OG0004086	XP_031816338.1, XP_003764000.1	XP_012637370.1
OG0004087	XP_031807412.1	XP_012636861.1
OG0004088	XP_003761086.1, XP_012397865.1	XP_012637765.1
OG0004089	XP_031813356.1	XP_020143629.1
OG0004091	XP_031817841.1	XP_012593535.1
OG0004092	XP_023354657.1, XP_031815180.1	XP_012602496.1, XP_012602500.1, XP_020140273.1, XP_012602495.1, XP_012602497.1
OG0004094	XP_031804755.1	XP_012619345.1
OG0004095	XP_031793179.1	XP_020139956.1
OG0004096	XP_012400631.1	XP_012634104.1
OG0004097	XP_031796694.1	XP_012613350.1
OG0004098	XP_031798730.1	XP_020145021.1, XP_020145022.1
OG0004099	XP_012408283.1, XP_023362321.1	XP_012612877.1
OG0004100	XP_031814552.1	XP_012607409.1
OG0004101	XP_012402681.2	XP_020138908.1, XP_012616897.1
OG0004102	XP_003760186.1, XP_012397066.1, XP_031802647.1	XP_012608965.1
OG0004103	XP_012398736.1	XP_012598975.1
OG0004105	XP_031823544.1	XP_012596157.1
OG0004106	XP_031819322.1	XP_012626276.1, XP_012626277.1, XP_012626275.1
OG0004107	XP_031805639.1	XP_012629737.1
OG0004108	XP_031815584.1	XP_012635974.1, XP_012635973.1
OG0004109	XP_003770595.2	XP_012604194.1
OG0004109	XP_031811861.1, XP_031811856.1	XP_012636693.1
OG0004110	XP_031819274.1, XP_031819320.1	XP_012609756.1
OG0004111	XP_031806247.1, XP_023350766.1, XP_031806248.1	XP_012643974.1
OG0004114	XP_031796035.1	XP_012632477.1
OG0004115	XP_012399761.1, XP_023354601.1	XP_012608312.2
OG0004117	XP_003764890.2	XP_012641860.1
OG0004117	XP_012400884.2	XP_012641866.1
OG0004117	XP_003764889.1	XP_012642081.1
OG0004118	XP_012405924.1, XP_012405923.1, XP_031795364.1	XP_012610090.1, XP_012609794.1
OG0004119	XP_003755821.1	XP_012608302.1
OG0004120	XP_003772885.1	XP_012600293.1
OG0004121	XP_031824363.1	XP_012603608.1
OG0004122	XP_031802554.1	XP_020137721.1, XP_020137727.1, XP_020137723.1, XP_020137725.1, XP_020137726.1, XP_020137720.1, XP_020137719.1, XP_020137722.1, XP_020137724.1
OG0004123	XP_003760012.1	XP_012593508.1, XP_012600973.1, XP_012600974.1
OG0004124	XP_031820085.1	XP_012594922.1
OG0004125	XP_003769535.2	XP_012594918.1
OG0004126	XP_012404819.1	XP_020142811.1, XP_012603517.1
OG0004127	XP_031793424.1	XP_020142877.1
OG0004128	XP_031793428.1	XP_020142878.1
OG0004129	XP_023359077.1, XP_031793412.1, XP_023359072.1, XP_031793413.1	XP_012615084.1
OG0004130	XP_031820234.1	XP_012609289.1, XP_012609290.1, XP_012609288.1, XP_012609287.1
OG0004131	XP_031820167.1	XP_012632918.1
OG0004133	XP_023353061.1, XP_031793563.1	XP_012603643.1
OG0004134	XP_031801408.1	XP_012592142.1, XP_012592143.1, XP_012592144.1, XP_020144795.1
OG0004137	XP_031819269.1, XP_031819267.1, XP_031819268.1	XP_012609832.1
OG0004138	XP_031817597.1	XP_012609724.1
OG0004140	XP_012396571.1	XP_012639119.1
OG0004141	XP_031819758.1	XP_012616890.1
OG0004142	XP_031819135.1, XP_031819139.1, XP_031819136.1, XP_031819138.1, XP_031819137.1	XP_012616724.1
OG0004143	XP_031817533.1	XP_012613927.1
OG0004144	XP_031817480.1	XP_020138773.1
OG0004146	XP_031819652.1	XP_012630468.1
OG0004147	XP_031819638.1	XP_012630494.1
OG0004148	XP_003766633.1	XP_012630510.1
OG0004149	XP_023349923.1	XP_012630640.1
OG0004150	XP_031818636.1, XP_031818637.1	XP_012618533.1
OG0004151	XP_031817415.1	XP_012646866.1
OG0004152	XP_031793831.1	XP_012622741.2
OG0004153	XP_023360867.1	XP_012604118.1
OG0004154	XP_012406347.1	XP_012595799.1
OG0004155	XP_031809346.1	XP_012629631.1
OG0004156	XP_031821235.1	XP_012631090.1, XP_012631089.1, XP_012631093.1
OG0004157	XP_003759448.1, XP_031821520.1, XP_031821526.1	XP_012639538.1
OG0004158	XP_031810295.1	XP_012644450.1
OG0004159	XP_031818236.1	XP_012620793.1
OG0004160	XP_031817395.1	XP_020136585.1
OG0004161	XP_031817396.1	XP_020144194.1
OG0004162	XP_031818597.1	XP_012643139.1
OG0004163	XP_031818594.1	XP_012643140.1
OG0004164	XP_031818599.1	XP_012643145.1
OG0004165	XP_031818613.1, XP_031818612.1	XP_012637549.1
OG0004167	XP_031823318.1, XP_031823336.1, XP_031823328.1	XP_012636951.1, XP_012636952.1
OG0004168	XP_003759919.1	XP_012639833.1
OG0004169	XP_031811352.1, XP_003755632.1	XP_012620028.1, XP_012620027.1
OG0004170	XP_031811374.1	XP_012619997.1
OG0004171	XP_031811425.1	XP_012644322.1
OG0004172	XP_031811436.1	XP_012644335.1, XP_020140838.1
OG0004173	XP_031812169.1	XP_012618680.1
OG0004174	XP_031811522.1	XP_020144304.1
OG0004175	XP_012397518.1	XP_012607745.1
OG0004176	XP_003755542.2	XP_012607482.1
OG0004177	XP_031811499.1	XP_012607693.2
OG0004178	XP_031798313.1	XP_020137647.1
OG0004179	XP_003773365.1, XP_031800120.1	XP_012609355.1
OG0004180	XP_003754955.2	XP_020144671.1, XP_020144674.1, XP_012593837.1, XP_020144672.1, XP_020144670.1, XP_020144673.1, XP_020144675.1
OG0004181	XP_031812768.1	XP_020136131.1
OG0004182	XP_031812757.1	XP_012618194.1
OG0004183	XP_003755077.1	XP_012618167.1
OG0004184	XP_012405613.1, XP_023359093.1	XP_012618117.1
OG0004185	XP_012396087.1	XP_012617982.1
OG0004186	XP_003756879.1	XP_012620957.1, XP_012620956.1
OG0004187	XP_003756859.1	XP_012636409.1, XP_012636410.1
OG0004188	XP_031809480.1	XP_012641803.1
OG0004189	XP_012407368.1	XP_012596320.2
OG0004190	XP_031815981.1	XP_012629000.1
OG0004191	XP_023355224.1, XP_003764259.1	XP_012603473.1
OG0004192	XP_012400598.1, XP_031816771.1	XP_012627741.1
OG0004193	XP_003764439.1	XP_012627783.1
OG0004194	XP_023355148.1	XP_012645294.1
OG0004195	XP_031816044.1	XP_012645337.1, XP_012645336.1
OG0004196	XP_031815970.1	XP_012629018.1
OG0004197	XP_012400426.1	XP_020142294.1
OG0004198	XP_023355211.2	XP_012603458.1
OG0004199	XP_003764251.4	XP_012603483.1
OG0004200	XP_003764269.1	XP_012605047.1, XP_012605465.1
OG0004201	XP_031817035.1	XP_012605046.1
OG0004202	XP_031817011.1, XP_031817009.1, XP_031817014.1, XP_031817017.1, XP_012400483.1, XP_031817018.1, XP_031817010.1, XP_031817015.1, XP_031817012.1, XP_031817013.1	XP_012605057.1
OG0004203	XP_012400512.2	XP_012625970.1
OG0004204	XP_031813208.1	XP_012634627.1
OG0004206	XP_003770767.2	XP_012632656.1
OG0004207	XP_012404207.1	XP_012632058.1
OG0004208	XP_003768803.1	XP_012631071.1
OG0004209	XP_012404138.1	XP_012630574.1
OG0004210	XP_031794499.1, XP_031794510.1, XP_031794505.1	XP_012603379.1
OG0004211	XP_031824790.1	XP_012622616.1
OG0004212	XP_031824819.1	XP_012622600.1
OG0004213	XP_031819589.1	XP_020137607.1
OG0004214	XP_031817423.1	XP_012646984.1
OG0004215	XP_031818794.1	XP_012646954.1, XP_012646955.1
OG0004216	XP_012401060.1	XP_012646890.2
OG0004217	XP_031805966.1	XP_012592683.1
OG0004218	XP_031805980.1	XP_012592710.1
OG0004220	XP_031805999.1	XP_012592577.1
OG0004221	XP_031806034.1, XP_003758515.1	XP_020138379.1
OG0004222	XP_012395807.1, XP_012395806.1	XP_020138380.1
OG0004224	XP_003757894.1, XP_012395326.1	XP_012602020.1, XP_012602019.1
OG0004225	XP_023350779.2	XP_020138415.1, XP_012604791.1
OG0004226	XP_031805836.1	XP_012627899.1
OG0004227	XP_031806166.1	XP_020138140.1
OG0004228	XP_031806171.1	XP_012598049.1, XP_012598048.1
OG0004229	XP_031805106.1	XP_020138360.1, XP_020138289.1
OG0004230	XP_031823748.1	XP_012619545.1
OG0004231	XP_031796461.1	XP_012614495.1
OG0004232	XP_031797606.1, XP_023353191.1	XP_012614283.1, XP_012614279.1
OG0004233	XP_031796747.1	XP_012614774.1
OG0004234	XP_031795652.1, XP_003761645.1	XP_012619613.1, XP_012619615.1
OG0004235	XP_023353661.1	XP_012635578.1, XP_012635576.1, XP_012635577.1, XP_012635574.1
OG0004236	XP_031801434.1	XP_012635588.1
OG0004237	XP_031798540.1	XP_020136883.1
OG0004238	XP_031806501.1	XP_020137289.1
OG0004239	XP_031801691.1	XP_012599013.1
OG0004240	XP_031801653.1	XP_012598911.1
OG0004241	XP_023353532.2, XP_031801596.1	XP_012593320.1
OG0004242	XP_031823094.1	XP_012607144.1
OG0004243	XP_023359210.2	XP_012607074.1, XP_012607075.1
OG0004244	XP_031823054.1	XP_012607091.2
OG0004245	XP_031823047.1	XP_012607164.1
OG0004246	XP_031822955.1	XP_020138703.1
OG0004247	XP_031824606.1	XP_012597669.1
OG0004248	XP_003770623.1	XP_012599900.1
OG0004249	XP_003767605.1, XP_031792960.1	XP_012599884.1
OG0004250	XP_031792956.1	XP_012599821.1, XP_012599819.1, XP_012599820.1
OG0004251	XP_031793134.1	XP_012616315.2
OG0004251	XP_031824437.1	XP_020139997.1
OG0004252	XP_031793170.1, XP_031793168.1, XP_031793169.1	XP_012637147.1
OG0004253	XP_031793174.1	XP_012637135.1
OG0004255	XP_031792893.1	XP_012591712.1
OG0004256	XP_031792819.1	XP_012628033.1
OG0004257	XP_031824239.1	XP_012620535.1, XP_020144783.1
OG0004258	XP_003767460.1	XP_012620622.1
OG0004259	XP_012403085.1	XP_012639316.1
OG0004260	XP_003767833.1	XP_012606797.1
OG0004261	XP_031822844.1, XP_031822836.1	XP_012606752.1
OG0004262	XP_012403644.1, XP_003768184.1	XP_020140623.1, XP_020143605.1
OG0004263	XP_031822638.1	XP_012623174.1, XP_012623175.1, XP_012623173.1
OG0004264	XP_003768178.2	XP_012623213.1
OG0004265	XP_012403641.1	XP_012623305.1
OG0004266	XP_031822538.1	XP_012623367.1
OG0004267	XP_031822466.1	XP_012646691.1
OG0004268	XP_031801833.1	XP_012600800.1
OG0004269	XP_031801862.1	XP_020137862.1
OG0004270	XP_003760035.1	XP_012595901.1
OG0004271	XP_031801824.1	XP_012625349.1
OG0004272	XP_031808769.1	XP_012601969.1
OG0004273	XP_031810914.1	XP_020141455.1
OG0004274	XP_023355198.2	XP_012611457.1
OG0004275	XP_031810959.1	XP_012611500.1
OG0004276	XP_003755950.1	XP_012611505.1
OG0004277	XP_012402381.1	XP_012628921.1, XP_012628922.1
OG0004278	XP_031808108.1, XP_031808110.1, XP_031808111.1, XP_031808109.1	XP_012628876.1
OG0004279	XP_012404770.1	XP_012591955.1
OG0004280	XP_031808810.1	XP_012622513.2
OG0004281	XP_012404556.1	XP_012602491.1, XP_012613489.1
OG0004282	XP_031808525.1	XP_012641108.1
OG0004283	XP_031808541.1	XP_012633084.1
OG0004284	XP_031797224.1	XP_020135804.1
OG0004285	XP_003756293.4	XP_012597563.1
OG0004286	XP_031808300.1	XP_012598443.1
OG0004288	XP_031809061.1, XP_012396230.1	XP_012601914.1
OG0004289	XP_031809054.1	XP_012601768.1
OG0004290	XP_023354280.2	XP_020141701.1, XP_012641561.2
OG0004291	XP_031822180.1	XP_012598727.1, XP_012598724.2
OG0004292	XP_003768282.1, XP_012403744.2, XP_012403747.1	XP_012621505.1, XP_012621504.1
OG0004293	XP_031802794.1	XP_012623860.1
OG0004294	XP_031821724.1	XP_020136469.1, XP_012634324.1
OG0004295	XP_012403762.1	XP_020136541.1, XP_012621329.1, XP_012621330.1
OG0004296	XP_003768920.1	XP_012632742.1, XP_020136759.1, XP_012632741.1
OG0004297	XP_003768647.1	XP_012644859.1
OG0004298	XP_031821500.1	XP_012644895.1
OG0004299	XP_031821655.1	XP_012634259.1
OG0004300	XP_031821607.1, XP_031821605.1, XP_031821606.1	XP_020136434.1
OG0004301	XP_031821747.1	XP_012602719.2
OG0004303	XP_031821750.1, XP_012403927.1	XP_012602727.1, XP_012602726.1, XP_012602725.1
OG0004304	XP_031821826.1	XP_012606537.1
OG0004305	XP_003768209.1	XP_012598625.1
OG0004306	XP_012403721.1	XP_012598701.1
OG0004307	XP_031821977.1, XP_031821978.1	XP_012621459.1, XP_012621460.1
OG0004308	XP_031822260.1, XP_031822261.1	XP_012645252.1
OG0004309	XP_031818710.1, XP_003767987.1	XP_012619698.1
OG0004310	XP_031822351.1	XP_020136871.1
OG0004311	XP_003770036.1, XP_031823465.1	XP_012590848.1
OG0004312	XP_031823471.1, XP_031823470.1, XP_031823469.1	XP_012591148.1
OG0004313	XP_031823636.1	XP_012596091.1
OG0004314	XP_023350177.1, XP_012395071.1	XP_020145164.1, XP_012639925.1
OG0004315	XP_031810645.1	XP_012627643.1
OG0004316	XP_012409340.1	XP_012627592.1
OG0004317	XP_003757556.1, XP_012409515.1	XP_012627524.1
OG0004318	XP_003757417.1	XP_012627458.1
OG0004319	XP_003757179.1	XP_012627345.1
OG0004320	XP_031810152.1	XP_012627330.1
OG0004321	XP_003757157.1	XP_012627308.1
OG0004322	XP_023361044.1	XP_012608451.1, XP_012608455.1
OG0004323	XP_023360070.1	XP_012644201.1
OG0004324	XP_031796839.1, XP_031796840.1	XP_012644969.1
OG0004325	XP_031796547.1	XP_012597230.1, XP_012597229.1
OG0004326	XP_031793940.1, XP_031793941.1, XP_031793939.1	XP_012642491.2, XP_012642490.2
OG0004327	XP_031806301.1	XP_012611186.1
OG0004328	XP_023350713.1	XP_012633290.1, XP_012633291.1
OG0004329	XP_003758312.1	XP_012604037.1
OG0004330	XP_031824390.1	XP_012595824.1, XP_012595825.1
OG0004331	XP_031808969.1	XP_020137999.1
OG0004332	XP_003756501.1	XP_012617660.1
