Orthogroup	Sarcophilus_harrisii	Echinops_telfairi
OG0001604	XP_003772084.2	XP_045153622.1, XP_004704092.1, XP_045153623.1
OG0001605	XP_023356526.1	XP_045150970.1, XP_045150969.1
OG0001606	XP_031806931.1, XP_031806932.1, XP_003758199.1	XP_004698212.1
OG0001607	XP_031806961.1, XP_031806955.1, XP_031806953.1, XP_012395601.1, XP_031806959.1, XP_031806960.1, XP_031806958.1, XP_031806957.1, XP_031806962.1, XP_031806954.1, XP_031806952.1, XP_031806956.1	XP_004697887.1
OG0001608	XP_031809783.1	XP_045151452.1
OG0001609	XP_012409062.1, XP_031809916.1	XP_045151197.1, XP_045151198.1
OG0001610	XP_031810445.1	XP_004698085.1
OG0001610	XP_031801958.1	XP_004698174.1
OG0001611	XP_023350286.1	XP_045151267.1
OG0001613	XP_003773114.1	XP_004696181.1, XP_045142544.1, XP_045142543.1
OG0001614	XP_031824622.1	XP_004718095.2
OG0001615	XP_031804578.1	XP_004709623.1
OG0001616	XP_003761200.2	XP_045152809.1, XP_045152811.1, XP_004709700.1, XP_045152810.1
OG0001617	XP_003771266.1	XP_004708181.1
OG0001619	XP_023360454.1	XP_045144418.1
OG0001620	XP_003771417.1	XP_004711491.1
OG0001621	XP_023360028.1	XP_045143233.1
OG0001622	XP_031812129.1, XP_031812128.1	XP_045139575.1
OG0001623	XP_031812240.1, XP_031812241.1	XP_004716826.1, XP_045146210.1, XP_045146211.1, XP_045146212.1
OG0001624	XP_031797824.1	XP_045140287.1
OG0001625	XP_031823933.1, XP_031823934.1, XP_031823932.1	XP_004713482.1, XP_045152349.1
OG0001626	XP_031813260.1	XP_045143493.1, XP_004712404.1, XP_045143494.1
OG0001627	XP_031816940.1, XP_031813458.1	XP_004704303.1
OG0001628	XP_003764063.1	XP_004701524.1
OG0001629	XP_031816085.1, XP_031816084.1, XP_031816086.1, XP_031816088.1, XP_031816087.1	XP_045152248.1, XP_004701793.2
OG0001630	XP_003766054.1	XP_004701598.1
OG0001631	XP_031813884.1	XP_004701673.1
OG0001632	XP_031805321.1, XP_012401548.2	XP_004710031.1
OG0001634	XP_031800562.1	XP_045146529.1
OG0001635	XP_031800541.1	XP_045144290.1
OG0001637	XP_003774770.1	XP_004717652.1
OG0001638	XP_012408124.1, XP_031799547.1, XP_003773951.1, XP_012408125.1	XP_004715000.1
OG0001638	XP_003773909.1	XP_004714952.1
OG0001639	XP_012403579.2	XP_012864074.1, XP_004717758.1
OG0001640	XP_031807679.1, XP_003757603.1	XP_045152888.1
OG0001645	XP_031798175.1	XP_045145414.1
OG0001645	XP_031809365.1	XP_004696777.1
OG0001646	XP_003772259.2	XP_045143282.1
OG0001647	XP_031804107.1	XP_004714338.1
OG0001647	XP_003761903.1	XP_004713881.1
OG0001648	XP_031808789.1, XP_031808790.1, XP_031808788.1, XP_031808787.1, XP_031808791.1	XP_004698583.1, XP_045143892.1
OG0001649	XP_031803360.1, XP_012397383.1	XP_045146285.1, XP_004716901.2
OG0001650	XP_003755458.1	XP_012859627.1
OG0001650	XP_031804727.1	XP_004715407.2
OG0001651	XP_012402203.1	XP_004713144.1, XP_045152697.1
OG0001652	XP_031794190.1	XP_045148002.1
OG0001653	XP_031819961.1	XP_012863915.2, XP_004710739.1
OG0001654	XP_003763676.1	XP_004712284.1
OG0001655	XP_023353555.1, XP_012398707.1	XP_045141371.1, XP_030744349.2, XP_045141959.1
OG0001656	XP_023361867.1	XP_004715197.1
OG0001657	XP_012406539.1	XP_004714055.1
OG0001657	XP_003771752.1	XP_012863009.1
OG0001658	XP_031809774.1	XP_012863417.1, XP_045151176.1, XP_045151175.1, XP_045151173.1, XP_045151174.1
OG0001659	XP_012406358.1, XP_031794455.1, XP_003771478.1, XP_031794456.1	XP_004714156.1
OG0001660	XP_003760989.1	XP_030743298.1
OG0001660	XP_012397794.2	XP_045152667.1
OG0001662	XP_003761984.1, XP_012398656.1	XP_004705821.1, XP_004705822.1
OG0001663	XP_031799688.1	XP_004714601.2, XP_045145176.1
OG0001664	XP_003771748.1, XP_003771769.1	XP_004714002.1
OG0001665	XP_012408093.1	XP_030741760.1, XP_004708436.1
OG0001666	XP_012408159.1	XP_004715005.2
OG0001666	XP_003773911.1	XP_004714954.1
OG0001667	XP_003769905.1, XP_031823270.1	XP_045139654.1
OG0001668	XP_031793517.1	XP_004702016.1
OG0001669	XP_031793491.1	XP_004702004.1
OG0001670	XP_012398105.1	XP_030743528.1
OG0001671	XP_031820006.1, XP_003766804.1	XP_045148290.1, XP_004715715.1
OG0001674	XP_003769094.2	XP_045141507.1, XP_045155351.1
OG0001675	XP_003766345.2	XP_004710425.1
OG0001676	XP_031819116.1	XP_045148632.1
OG0001677	XP_031818984.1, XP_031818985.1	XP_004710546.1
OG0001678	XP_031818136.1, XP_031818135.1, XP_031818134.1	XP_045154900.1
OG0001679	XP_003759877.1	XP_030744829.1
OG0001680	XP_003762933.1	XP_045149431.1, XP_004697756.1, XP_045155865.1, XP_045147904.1
OG0001681	XP_031800058.1	XP_045140145.1, XP_004706408.1, XP_045140146.1
OG0001682	XP_031809464.1	XP_030744533.2
OG0001682	XP_031812893.1	XP_045147287.1
OG0001683	XP_023361572.1	XP_045140856.1, XP_004696806.1
OG0001684	XP_003764441.1	XP_045139591.1
OG0001685	XP_031816797.1	XP_012859783.2, XP_004704948.1, XP_045139620.1, XP_004714218.1
OG0001686	XP_003764197.1	XP_004712899.1, XP_045139800.1, XP_045142241.1, XP_045154643.1, XP_045149880.1
OG0001687	XP_031824776.1, XP_031824772.1, XP_031824775.1, XP_031824771.1, XP_031824773.1, XP_023359739.2	XP_012859284.2
OG0001688	XP_031824938.1, XP_031824940.1, XP_031824937.1, XP_031824939.1	XP_030741953.1
OG0001689	XP_031824953.1	XP_004699468.1, XP_004717721.1
OG0001690	XP_031818758.1, XP_031818759.1, XP_031818760.1	XP_004705242.1, XP_045155131.1
OG0001691	XP_031806164.1	XP_004704898.2
OG0001692	XP_031806159.1, XP_031806161.1, XP_031806160.1	XP_045149811.1
OG0001693	XP_003775033.2	XP_045155071.1
OG0001694	XP_031823044.1	XP_045147956.1
OG0001695	XP_031823458.1	XP_004707406.1
OG0001696	XP_031823800.1	XP_045141853.1
OG0001697	XP_031823824.1	XP_012860997.2
OG0001698	XP_031814814.1	XP_045141810.1, XP_045146634.1
OG0001699	XP_031801428.1, XP_012399377.1	XP_045141833.1
OG0001700	XP_003756616.2	XP_012860981.1, XP_045143845.1
OG0001702	XP_012398402.2	XP_012862823.2, XP_004705916.1
OG0001703	XP_031821613.1	XP_045155654.1
OG0001703	XP_003762065.1	XP_045141223.1
OG0001704	XP_031792607.1	XP_045146153.1, XP_045140919.1, XP_045141016.1, XP_045150521.1, XP_045145033.1, XP_045143978.1, XP_045153590.1, XP_004703326.1, XP_030741803.1
OG0001705	XP_031824316.1	XP_045140468.1, XP_004703011.1
OG0001706	XP_031810204.1	XP_004714169.3
OG0001706	XP_031792994.1	XP_004699862.1
OG0001707	XP_031793138.1	XP_045154016.1
OG0001708	XP_031792700.1	XP_004706903.1
OG0001709	XP_023357982.1, XP_003768066.1, XP_012403610.1	XP_004714795.1
OG0001710	XP_031801868.1	XP_012860206.1
OG0001710	XP_031801869.1	XP_045151978.1
OG0001711	XP_012396634.1	XP_004703014.1
OG0001712	XP_031808835.1, XP_031808834.1	XP_004704382.1, XP_045143888.1
OG0001713	XP_012404884.1	XP_045143941.1, XP_004698885.1
OG0001714	XP_031821511.1	XP_045155943.1, XP_045155942.1, XP_004709152.1
OG0001715	XP_023358418.1	XP_004709312.1
OG0001716	XP_023358286.1, XP_023353240.1	XP_004713083.1
OG0001717	XP_012403996.1	XP_045155683.1
OG0001718	XP_003768473.1, XP_012403899.1	XP_004707289.1
OG0001719	XP_031821878.1, XP_031821879.1, XP_031821877.1, XP_031821875.1, XP_031821880.1	XP_004707564.1, XP_045141897.1, XP_045146463.1, XP_045144182.1
OG0001720	XP_031823456.1	XP_004707019.1
OG0001721	XP_031807708.1	XP_045145270.1
OG0001721	XP_031803535.1	XP_045145639.1
OG0001722	XP_031796397.1	XP_004700710.2
OG0001723	XP_031794410.1, XP_031794409.1	XP_045145645.1, XP_045145636.1, XP_045145633.1, XP_004700385.1
OG0001724	XP_003766983.2	XP_045139903.1, XP_045139904.1
OG0001725	XP_003765737.2	XP_004704383.1
OG0001726	XP_031813031.1	XP_045141668.1
OG0001727	XP_003758302.1, XP_031806379.1, XP_023350700.1	XP_004710259.1
OG0001728	XP_003760230.1, XP_012397099.1	XP_030743746.1, XP_045154011.1, XP_012862579.1
OG0001729	XP_003756532.1	XP_004696666.1
OG0001730	XP_031824488.1	XP_045148196.1, XP_004711853.2
OG0001731	XP_003769198.1	XP_045150754.1
OG0001732	XP_012404697.1, XP_031820336.1, XP_031820335.1, XP_031820334.1, XP_031820333.1	XP_004696283.1
OG0001733	XP_031793297.1	XP_004701958.1
OG0001734	XP_003763793.1	XP_004696110.1
OG0001735	XP_003757774.2	XP_004698064.1
OG0001735	XP_031802892.1	XP_045142405.1
OG0001737	XP_031803415.1	XP_004718120.2
OG0001738	XP_023362677.2	XP_045146162.1
OG0001738	XP_031798478.1	XP_004706344.1
OG0001739	XP_031799131.1	XP_012859747.1, XP_045146489.1
OG0001739	XP_023361763.1	XP_045140076.1
OG0001740	XP_031796571.1	XP_012860107.1
OG0001741	XP_031808569.1	XP_004702821.1
OG0001742	XP_031794788.1	XP_045144759.1
OG0001743	XP_012401368.1	XP_030743838.1, XP_012860701.1
OG0001744	XP_031807871.1	XP_045143931.1, XP_045143930.1, XP_004698489.1
OG0001745	XP_003759814.1	XP_045142223.1
OG0001746	XP_031795103.1	XP_012863010.2
OG0001746	XP_031795104.1	XP_004714063.1
OG0001747	XP_031807399.1, XP_031807398.1, XP_031807400.1	XP_045142268.1
OG0001748	XP_031797285.1	XP_004696193.1
OG0001749	XP_031805471.1	XP_004696104.1, XP_045142799.1
OG0001750	XP_031812974.1	XP_004696115.1
OG0001752	XP_003770012.1	XP_045151626.1, XP_045151625.1
OG0001753	XP_031794628.1	XP_030741063.1
OG0001754	XP_031799603.1	XP_030741671.1
OG0001755	XP_031800040.1	XP_045146962.1
OG0001756	XP_031797654.1	XP_030741720.1
OG0001757	XP_012408171.1	XP_045152958.1, XP_045152959.1
OG0001758	XP_031797870.1, XP_031797867.1, XP_031797868.1	XP_004708372.1
OG0001759	XP_031799447.1	XP_045146391.1, XP_004717229.1
OG0001760	XP_031798421.1	XP_045153223.1, XP_004713815.1
OG0001762	XP_031809336.1	XP_045146030.1
OG0001763	XP_012398902.1	XP_045153634.1
OG0001764	XP_003762774.1, XP_003762806.1, XP_003763037.1, XP_031804154.1, XP_031804155.1, XP_003760924.2	XP_045146239.1
OG0001765	XP_031803972.1, XP_031803973.1, XP_031803974.1	XP_004714348.1
OG0001766	XP_003775214.1, XP_031800640.1	XP_045144222.1, XP_004713271.1, XP_045151318.1
OG0001767	XP_003763735.1	XP_004716041.2
OG0001767	XP_031817307.1	XP_004708868.1
OG0001768	XP_023355499.1	XP_004708975.1
OG0001769	XP_031814271.1	XP_012861435.1, XP_045143055.1
OG0001770	XP_031796066.1	XP_004704060.2
OG0001771	XP_031795958.1	XP_045153734.1
OG0001772	XP_031813663.1	XP_012861570.2
OG0001773	XP_031798662.1, XP_031798666.1, XP_031798665.1, XP_031798664.1, XP_031798663.1	XP_030742899.1
OG0001774	XP_031809733.1	XP_045152007.1, XP_004697989.1, XP_045152238.1
OG0001776	XP_003757344.1	XP_045151319.1, XP_004698079.1
OG0001777	XP_031807662.1, XP_003757609.1, XP_012409555.1	XP_004716088.1
OG0001778	XP_031817826.1, XP_012400714.1, XP_031817825.1, XP_023355409.1	XP_045143124.1
OG0001779	XP_031804292.1	XP_004709794.2
OG0001781	XP_031804504.1	XP_004709605.1, XP_045152713.1
OG0001782	XP_003761143.1	XP_004709592.1
OG0001783	XP_031794184.1	XP_045146445.1
OG0001784	XP_012406159.1	XP_045146452.1
OG0001785	XP_031794221.1	XP_045144354.1, XP_045144355.1, XP_045144353.1
OG0001786	XP_012406138.1, XP_012406139.1	XP_045144320.1, XP_045144322.1, XP_045144321.1, XP_004713848.1
OG0001787	XP_031794007.1	XP_004700070.1
OG0001788	XP_031793739.1, XP_031793738.1	XP_045143258.1, XP_045143259.1, XP_004711435.1
OG0001789	XP_031811616.1	XP_004701016.1
OG0001790	XP_012396670.1	XP_004700986.1
OG0001791	XP_031811858.1	XP_045147595.1, XP_045148944.1, XP_004700942.2
OG0001792	XP_031808065.1, XP_003756105.1	XP_004709447.1, XP_045153069.1
OG0001793	XP_031808102.1	XP_004709551.1
OG0001794	XP_003755654.1	XP_004709520.1, XP_045155488.1
OG0001795	XP_003765571.1, XP_031814708.1	XP_004706491.1
OG0001796	XP_031815125.1, XP_031815127.1	XP_004711365.1
OG0001797	XP_012402264.1, XP_012402265.1, XP_003766455.1	XP_045140753.1, XP_045140754.1
OG0001798	XP_031821864.1	XP_045143486.1, XP_045143485.1, XP_004712315.1
OG0001799	XP_031813479.1, XP_031813477.1, XP_031813476.1, XP_031813478.1	XP_045153653.1, XP_004704161.1
OG0001800	XP_031793066.1	XP_004699887.1
OG0001801	XP_031822724.1	XP_045154369.1
OG0001802	XP_003767913.1, XP_031822702.1, XP_012403471.1	XP_045154440.1, XP_045154441.1
OG0001803	XP_031801121.1	XP_004715495.1
OG0001805	XP_031800270.1	XP_004713419.1
OG0001806	XP_003774876.1, XP_031800789.1, XP_023362753.1	XP_004710801.1
OG0001807	XP_012408716.1	XP_004715446.1
OG0001807	XP_012408705.1	XP_004715445.1
OG0001808	XP_031824685.1, XP_031824550.1	XP_004716615.2
OG0001815	XP_031823136.1	XP_004699580.2
OG0001815	XP_003769100.1	XP_004710817.1
OG0001816	XP_012406597.1, XP_012406598.1, XP_012406596.1	XP_004713989.1, XP_045144715.1
OG0001817	XP_031816203.1	XP_004701781.1
OG0001818	XP_003771174.1	XP_004700360.1
OG0001819	XP_031796328.1	XP_004708606.1
OG0001820	XP_031806492.1, XP_003757997.1	XP_045151286.1
OG0001821	XP_031815552.1	XP_004706550.1
OG0001822	XP_031795924.1	XP_004708614.1, XP_004708613.1
OG0001823	XP_012396955.1	XP_045152177.1
OG0001824	XP_003763481.2	XP_004711354.1
OG0001825	XP_012397573.3	XP_004699780.2
OG0001825	XP_012399571.2	XP_004706632.1
OG0001826	XP_003761334.1	XP_045145184.1, XP_045145021.1
OG0001827	XP_031824343.1	XP_045149411.1
OG0001828	XP_031810777.1	XP_012863062.1
OG0001829	XP_003770923.1	XP_012862375.1
OG0001829	XP_003770922.1	XP_045143145.1
OG0001830	XP_031798298.1	XP_004708337.1
OG0001832	XP_003768742.1	XP_004697276.1
OG0001834	XP_003774008.2, XP_003774010.1	XP_004714974.1, XP_004715028.1
OG0001835	XP_003773906.1	XP_004714998.1
OG0001835	XP_012408126.1, XP_003773955.1, XP_012408157.1	XP_004714951.1
OG0001836	XP_003764847.1	XP_004717164.1, XP_004717165.2, XP_004717166.1
OG0001837	XP_003755813.1	XP_004698480.1, XP_004698903.1, XP_004698902.1
OG0001838	XP_012405632.1	XP_004717474.1
OG0001838	XP_003768743.1	XP_004697290.1, XP_004697291.1
OG0001839	XP_003770787.1	XP_004716603.2, XP_004714867.1
OG0001840	XP_003760146.1	XP_004715976.1
OG0001841	XP_031793506.1	XP_045150435.1, XP_004702014.1
OG0001842	XP_023356856.2	XP_045148681.1, XP_012862157.1, XP_012864157.1
OG0001843	XP_031819319.1	XP_045148906.1, XP_004710467.1
OG0001845	XP_003772666.1, XP_012407242.1	XP_004702332.1
OG0001846	XP_031795756.1	XP_004716071.1, XP_004707165.1
OG0001847	XP_031805783.1, XP_031805782.1, XP_031805781.1	XP_045149596.1, XP_004704700.1
OG0001848	XP_031810341.1	XP_045149549.1
OG0001849	XP_031818364.1	XP_004705129.1, XP_045155096.1
OG0001850	XP_031818414.1, XP_031818413.1, XP_031818412.1	XP_045155032.1, XP_045155033.1, XP_045155031.1
OG0001851	XP_023353485.1, XP_031801506.1, XP_023353486.1, XP_012398597.1	XP_012860977.2
OG0001852	XP_031822807.1, XP_031822803.1	XP_012860353.1
OG0001853	XP_031818203.1	XP_045154829.1
OG0001855	XP_012403399.1, XP_003767849.1, XP_012403398.1	XP_004712238.1, XP_045154161.1
OG0001856	XP_031805243.1	XP_045147620.1
OG0001857	XP_031812227.1, XP_031812226.1	XP_045149427.1
OG0001858	XP_023361979.1	XP_045151478.1, XP_004696832.1
OG0001859	XP_031809376.1	XP_045140805.1
OG0001860	XP_031809368.1, XP_031809367.1, XP_031809370.1	XP_004697140.1
OG0001861	XP_031815965.1	XP_012862734.1
OG0001862	XP_031821253.1	XP_004712929.1
OG0001864	XP_003770381.1	XP_045148094.1
OG0001865	XP_031818879.1	XP_004705274.1
OG0001866	XP_031818865.1	XP_004705271.1
OG0001867	XP_031806196.1, XP_031806195.1, XP_031806197.1	XP_045149840.1
OG0001868	XP_031823838.1	XP_004705680.1
OG0001868	XP_031804391.1	XP_004709649.1
OG0001869	XP_031823839.1	XP_045139930.1, XP_045139931.1, XP_045139932.1
OG0001870	XP_003768662.1	XP_004709290.1
OG0001870	XP_012398297.1	XP_004705603.2
OG0001871	XP_031819615.1	XP_012861017.2
OG0001872	XP_003762156.1, XP_023353649.1	XP_004706108.1
OG0001873	XP_031798440.1	XP_004706143.2
OG0001875	XP_031824706.1	XP_045147671.1
OG0001877	XP_031800423.1	XP_045152919.1
OG0001878	XP_031800045.1	XP_004711650.1
OG0001878	XP_031824433.1	XP_030743664.1
OG0001879	XP_031808999.1	XP_045143965.1
OG0001879	XP_003767823.1	XP_004700013.1
OG0001880	XP_031822498.1	XP_045154322.1
OG0001881	XP_031802392.1, XP_031802393.1	XP_004702960.1
OG0001882	XP_031819753.1	XP_045142190.1
OG0001882	XP_012403844.1	XP_004698663.1
OG0001883	XP_031810934.1, XP_031810932.1, XP_012400307.1	XP_030740751.1, XP_045143594.1
OG0001884	XP_031810900.1, XP_031810901.1, XP_031810899.1, XP_031810898.1	XP_004698531.1, XP_045143648.1
OG0001885	XP_003756451.1	XP_004698634.1
OG0001886	XP_031808361.1	XP_004698777.2
OG0001887	XP_031808293.1	XP_004699113.1
OG0001888	XP_031824332.1	XP_004709264.1
OG0001889	XP_031821983.1, XP_031821982.1	XP_004707153.1
OG0001890	XP_003757580.1, XP_023350153.1	XP_045145260.1, XP_045145255.1, XP_004714524.1, XP_045145259.1, XP_045145256.1, XP_045145257.1, XP_045145258.1
OG0001892	XP_012409411.1	XP_004713394.3
OG0001893	XP_031810555.1, XP_031810556.1, XP_031810558.1	XP_045144527.1
OG0001894	XP_031797060.1, XP_031797061.1	XP_012859592.1
OG0001895	XP_031796542.1, XP_031796544.1, XP_031796543.1	XP_045148089.1, XP_004700513.1
OG0001896	XP_031794075.1, XP_031794076.1	XP_045147872.1, XP_004700338.1, XP_045147870.1
OG0001897	XP_031795906.1, XP_031795907.1, XP_031795908.1, XP_031795905.1, XP_031795901.1	XP_004700313.1
OG0001899	XP_003771147.1	XP_045147089.1
OG0001900	XP_031814637.1	XP_045139884.1
OG0001901	XP_003765695.1, XP_012401612.1, XP_023356184.1, XP_023356183.1	XP_045142206.1, XP_004704511.1
OG0001902	XP_031809638.1	XP_004696883.1
OG0001903	XP_031808893.1	XP_045140974.1
OG0001904	XP_031799129.1	XP_004712414.1
OG0001905	XP_003761411.2	XP_045152553.1, XP_045152552.1
OG0001906	XP_031810520.1	XP_004712592.1
OG0001907	XP_003769296.1	XP_004696335.1
OG0001908	XP_031820744.1	XP_004710908.1
OG0001909	XP_031820361.1	XP_004710966.1, XP_045150430.1
OG0001910	XP_031820360.1	XP_045150407.1
OG0001911	XP_031802919.1	XP_045143163.1
OG0001912	XP_031803153.1	XP_004697687.1
OG0001913	XP_031803158.1, XP_031803159.1	XP_004697680.1
OG0001914	XP_003773333.1	XP_004706326.1
OG0001916	XP_023360094.1	XP_004700475.1
OG0001917	XP_003764562.1	XP_045149919.1
OG0001917	XP_003773187.1	XP_004708764.1
OG0001918	XP_031795355.1	XP_004702384.1
OG0001918	XP_031815841.1	XP_004711951.1
OG0001919	XP_031799698.1	XP_004713576.2
OG0001919	XP_003757868.1	XP_004711161.1
OG0001920	XP_003757876.1	XP_045142956.1
OG0001921	XP_031805631.1, XP_031805632.1, XP_031805634.1, XP_031805630.1, XP_031805633.1	XP_045139845.1
OG0001922	XP_031823373.1	XP_045151588.1, XP_045151589.1
OG0001923	XP_012408152.1, XP_031799765.1, XP_012408153.1	XP_045153010.1, XP_004714962.1
OG0001924	XP_031813072.1, XP_003762582.1	XP_045142287.1
OG0001925	XP_003762452.2	XP_004702503.1
OG0001926	XP_003773708.1, XP_031799643.1, XP_012408005.1	XP_004708315.1
OG0001927	XP_031798788.1, XP_031798787.1	XP_004713681.1, XP_045153224.1
OG0001928	XP_031797590.1	XP_012863269.2, XP_045152969.1, XP_045152968.1
OG0001929	XP_031797195.1	XP_004711901.1
OG0001930	XP_023354937.1	XP_045143360.1
OG0001931	XP_003762498.1	XP_004702434.1
OG0001932	XP_031809115.1	XP_045145935.1, XP_045145937.1, XP_045145938.1, XP_004702593.1, XP_045145936.1
OG0001933	XP_031813290.1, XP_023354064.1, XP_031813301.1, XP_003762609.1	XP_045153569.1
OG0001934	XP_031814394.1, XP_031814399.1, XP_031814385.1, XP_031814378.1	XP_045153510.1
OG0001936	XP_031803572.1	XP_004715539.1
OG0001937	XP_031804199.1	XP_004717383.1
OG0001938	XP_031803602.1, XP_012397509.1, XP_012397510.1	XP_045156034.1, XP_004714393.1
OG0001940	XP_003764858.1, XP_003764863.2	XP_004717548.1, XP_004717569.2, XP_004717566.1
OG0001941	XP_012400754.1	XP_030742278.1
OG0001942	XP_031817871.1	XP_045149093.1
OG0001943	XP_031797219.1	XP_004711690.1
OG0001944	XP_031813638.1	XP_004713944.1
OG0001944	XP_031814261.1	XP_030740598.2
OG0001945	XP_031806884.1, XP_031806887.1, XP_031806886.1, XP_031806885.1, XP_031806877.1	XP_045151280.1
OG0001946	XP_031806941.1	XP_045151352.1
OG0001947	XP_031806973.1	XP_045151152.1
OG0001948	XP_031806487.1, XP_003757989.1	XP_045151520.1, XP_045154622.1
OG0001949	XP_023351048.1, XP_012395993.1	XP_045151328.1
OG0001950	XP_023350008.1, XP_023350009.1, XP_012409343.1, XP_023350007.1, XP_031810436.1, XP_012409342.1	XP_004698359.2
OG0001951	XP_031807618.1	XP_045152896.1
OG0001952	XP_023350205.1	XP_004716090.1
OG0001953	XP_023355350.1, XP_031816647.1	XP_030742474.2, XP_045149992.1
OG0001954	XP_031812904.1	XP_045147308.1
OG0001954	XP_031805502.1	XP_045142772.1
OG0001955	XP_031806739.1, XP_031806743.1, XP_031806741.1, XP_031806740.1	XP_045142731.1
OG0001956	XP_031806686.1, XP_031806687.1	XP_045142904.1, XP_045142905.1, XP_004707631.1
OG0001957	XP_031813086.1, XP_031804312.1	XP_045152738.1, XP_004709788.1
OG0001958	XP_031812843.1, XP_012407391.1, XP_031812842.1, XP_031812844.1, XP_023361647.1, XP_023361676.1, XP_031812841.1, XP_012407432.1	XP_004701144.1, XP_045147183.1, XP_045147182.1
OG0001959	XP_031795177.1, XP_003771367.2	XP_004710539.1
OG0001960	XP_003771321.1	XP_004716270.1, XP_045147683.1
OG0001961	XP_031794294.1	XP_045144352.1
OG0001962	XP_023360450.1	XP_045144419.1
OG0001963	XP_012405829.1, XP_031793996.1, XP_031793995.1, XP_012405828.1	XP_030743203.1
OG0001964	XP_031796270.1	XP_012862394.1
OG0001965	XP_031793847.1	XP_004711471.1
OG0001966	XP_012407019.1	XP_004716945.1
OG0001967	XP_023350669.2, XP_031812051.1	XP_045147465.1
OG0001968	XP_031812152.1	XP_045146183.1
OG0001969	XP_031811777.1	XP_012859614.1
OG0001970	XP_031811834.1	XP_045147450.1
OG0001971	XP_003773016.1	XP_012860283.1
