Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0000848	XP_031795237.1, XP_031795235.1, XP_031795233.1, XP_031795236.1	XP_040592784.1, XP_040592787.1, XP_040592786.1, XP_040592785.1, XP_040592783.1
OG0000849	XP_012402781.2	XP_040598559.1, XP_021081858.1, XP_005068463.1, XP_012967704.1, XP_012967701.1, XP_040598560.1, XP_012967703.1
OG0000852	XP_031793701.1, XP_031793702.1	XP_005067323.1, XP_005067324.1, XP_021081233.1
OG0000853	XP_031811056.1	XP_005069606.1
OG0000854	XP_031797763.1	XP_005068162.1
OG0000854	XP_003774297.1, XP_031799395.1, XP_031797441.1, XP_023362404.1, XP_003774295.1	XP_040602525.1
OG0000855	XP_003761469.1	XP_040611661.1, XP_005075684.1
OG0000856	XP_031795076.1	XP_005085815.1
OG0000858	XP_003773974.2, XP_012408133.1	XP_005065125.1, XP_005065127.1, XP_005065126.1, XP_005064672.1
OG0000860	XP_031817552.1, XP_031817555.1, XP_031817553.1	XP_021091955.2, XP_040589958.1, XP_005085703.2, XP_005085704.1
OG0000862	XP_031820045.1	XP_005065915.1
OG0000863	XP_012399959.2	XP_040606253.1, XP_040585712.1, XP_005074870.1
OG0000867	XP_003771905.1	XP_012977993.1, XP_040611340.1, XP_021090112.1, XP_012977994.1
OG0000868	XP_031798953.1	NP_001268528.1, XP_005074406.1
OG0000869	XP_031812407.1, XP_031812406.1, XP_031812405.1, XP_031812409.1, XP_031812408.1	XP_040588304.1
OG0000870	XP_012404236.1	XP_012967265.1
OG0000871	XP_003765994.1	XP_040591271.1, XP_005081818.2, XP_005070568.1
OG0000872	XP_031813485.1	XP_040610470.1
OG0000872	XP_031818836.1, XP_031816976.1, XP_031816977.1	XP_005079429.1
OG0000873	XP_023362475.1, XP_031800071.1	XP_040605557.1, XP_040599016.1
OG0000874	XP_031793152.1	XP_005082906.1
OG0000875	XP_031808670.1	XP_005072782.1, XP_040598755.1
OG0000876	XP_003756598.1, XP_031809112.1, XP_031809111.1, XP_031809110.1	XP_040598432.1, XP_040598433.1
OG0000878	XP_031821518.1	XP_012968772.1
OG0000879	XP_031810139.1	XP_040591633.1
OG0000880	XP_031824460.1	XP_040584282.1, XP_040614226.1, XP_040614227.1, XP_040584292.1, XP_040614224.1, XP_040614223.1
OG0000881	XP_031795844.1	XP_012978960.1, XP_040591782.1, XP_012978962.1, XP_012978961.1
OG0000882	XP_031796607.1	XP_012978136.1
OG0000883	XP_031793857.1, XP_031793856.1, XP_031793855.1	XP_005068071.1
OG0000884	XP_031796666.1	NP_001268526.1, XP_040599830.1
OG0000885	XP_003769958.1, XP_012405147.1	XP_005084317.1
OG0000886	XP_031799669.1	XP_040604551.1
OG0000887	XP_031811093.1, XP_031811107.1, XP_031811086.1, XP_031811100.1	XP_021080483.1
OG0000888	XP_031803945.1, XP_031803944.1, XP_031803939.1, XP_031803943.1, XP_031803946.1, XP_031803940.1, XP_031803941.1, XP_031803947.1	XP_040593850.1, XP_005083336.1, XP_021090502.1
OG0000889	XP_031800102.1	XP_040612174.1, XP_005075723.3
OG0000890	XP_003764842.1	XP_012971724.1, XP_005074123.1
OG0000891	XP_031817799.1	XP_021083352.1
OG0000892	XP_031814487.1	XP_012975566.1, XP_040597588.1, XP_040597494.1, XP_040597634.1, XP_012975562.1, XP_040597758.1, XP_040597437.1, XP_040597685.1
OG0000893	XP_031804787.1	XP_005080597.1, XP_012967885.1
OG0000894	XP_023360349.1	XP_012965849.1
OG0000895	XP_031815572.1	XP_012970043.1, XP_012970042.1
OG0000898	XP_031801043.1	XP_005087576.2
OG0000901	XP_003770801.2	XP_005071356.1, XP_005071505.1, XP_005071357.3
OG0000902	XP_031801291.1, XP_031801292.1, XP_031801293.1	XP_012975140.1
OG0000903	XP_031810974.1, XP_031810972.1, XP_003758955.1, XP_031805200.1, XP_031810977.1, XP_031810978.1, XP_031810979.1	NP_001297495.1, XP_021091884.1, XP_005085683.1
OG0000904	XP_012406129.1, XP_023360259.1	XP_005072977.1
OG0000905	XP_031806190.1	XP_040596712.1, XP_040596711.1
OG0000905	XP_012396329.1	XP_005078736.1
OG0000906	XP_003772521.1, XP_012405926.1	XP_005079731.3, XP_012975765.2, XP_040610209.1
OG0000908	XP_031803453.1	XP_040585656.1, XP_040585655.1, XP_012974813.1
OG0000909	XP_031816606.1, XP_031816605.1	NP_001297494.1, XP_005083232.1
OG0000910	XP_031815209.1	XP_012971632.2
OG0000913	XP_012408121.1, XP_003773948.3	XP_021089530.2, XP_005065108.2, XP_040600827.1
OG0000914	XP_031821335.1	XP_040589961.1, XP_040589959.1, XP_040589960.1, XP_005067899.1
OG0000915	XP_003755456.1	XP_005139440.2, XP_040589243.1, XP_012979397.1
OG0000916	XP_031793432.1, XP_031793433.1	XP_012982392.1, XP_005065975.1
OG0000917	XP_003769654.1	XP_040597004.1, XP_040591248.1, XP_040584063.1
OG0000917	XP_031815277.1	XP_012979076.2
OG0000919	XP_031818992.1, XP_023355744.1, XP_031818995.1, XP_031818994.1, XP_023355743.1, XP_031818993.1, XP_031818991.1	XP_040590317.1, XP_040590318.1, XP_021078803.2
OG0000920	XP_023355402.1, XP_023355401.1, XP_023355403.1, XP_003764602.1	XP_012981844.1
OG0000921	XP_031810406.1	XP_005078669.1, XP_012974953.1
OG0000922	XP_031814805.1	XP_005074278.1
OG0000922	XP_031818153.1	XP_040612499.1
OG0000923	XP_012408664.1	XP_040589052.1
OG0000923	XP_031818278.1	XP_005079590.1
OG0000924	XP_031802102.1	XP_005077374.1
OG0000924	XP_031818670.1	XP_012976713.1, XP_021089236.1
OG0000925	XP_003759927.1, XP_031822829.1	XP_005065718.1
OG0000926	XP_031814957.1, XP_031814958.1, XP_031814956.1	XP_005082641.1, XP_012977884.1, XP_005082642.1, XP_005082643.1, XP_012977885.1, XP_012977883.1
OG0000927	XP_023352969.1	XP_040586127.1, XP_040586129.1, XP_040586124.1
OG0000928	XP_003768848.1	XP_005067537.2, XP_040597931.1, XP_040611115.1
OG0000929	XP_031806106.1	XP_040592461.1, XP_005076363.1
OG0000931	XP_012398459.2	XP_005081729.1, XP_040604078.1, XP_040604079.1
OG0000932	XP_031801549.1	XP_005081607.1, XP_040604317.1
OG0000933	XP_031822548.1, XP_031822550.1, XP_031822549.1, XP_012403645.1	XP_040608333.1, XP_012976059.1, XP_040608334.1, XP_021088757.1
OG0000934	XP_003756310.3	XP_005086456.2, XP_040598711.1, XP_040598713.1, XP_040598716.1
OG0000935	XP_031809035.1, XP_012405621.1, XP_003756568.1, XP_023359860.1, XP_031809034.1, XP_031809036.1	XP_021081776.1
OG0000936	XP_031821887.1	XP_005070153.1
OG0000937	XP_031821960.1, XP_031821961.1, XP_031821962.1	XP_005075936.1
OG0000938	XP_003758222.1	XP_012967819.1, XP_040602320.1, XP_040602319.1, XP_012967820.1
OG0000939	XP_031810172.1, XP_031810173.1, XP_031810171.1, XP_031810170.1	XP_040591540.1
OG0000940	XP_031794083.1	XP_005066905.4, XP_040610077.1, XP_040610076.1
OG0000941	XP_031806507.1	XP_040593118.1
OG0000943	XP_031824487.1	XP_005084936.1, XP_012979818.1
OG0000944	XP_012397199.1	XP_040586346.1, XP_040586345.1
OG0000945	XP_031803013.1	XP_005082788.1
OG0000946	XP_023352261.1, XP_003760432.1, XP_031803054.1, XP_023352260.1	XP_021087832.1, XP_005078741.1
OG0000947	XP_003767236.1	XP_040612846.1, XP_040612842.1, XP_040612843.1, XP_040612845.1
OG0000948	XP_031795165.1	XP_040596363.1
OG0000949	XP_031807165.1	XP_040586681.1, XP_040586680.1
OG0000950	XP_003767440.1	XP_012969753.2
OG0000950	XP_031823265.1, XP_023359281.1	XP_040608108.1, XP_040608109.1, XP_040608107.1
OG0000951	XP_012407344.1	XP_012968502.1, XP_040610405.1
OG0000952	XP_003762538.1, XP_031812311.1, XP_031812293.1	XP_005071194.1, XP_040594835.1, XP_040594836.1
OG0000953	XP_012402128.1	XP_040595893.1, XP_005071756.2
OG0000954	XP_031803435.1	XP_040585678.1
OG0000955	XP_031816877.1, XP_031816876.1, XP_031816872.1, XP_031816881.1, XP_031816873.1, XP_031816874.1, XP_031816871.1, XP_031816878.1, XP_031816879.1, XP_031816875.1	XP_005084087.1, XP_012979001.1, XP_021090889.1
OG0000956	XP_031817208.1, XP_012400776.1	XP_040584091.1, XP_040584089.1, XP_005074016.1, XP_012971822.1
OG0000957	XP_031799317.1, XP_031799316.1, XP_023362074.1	XP_005064863.1, XP_021086892.1
OG0000958	XP_023350275.1, XP_003757719.1, XP_012395141.1	XP_012972112.1, XP_005074521.1, XP_005074520.1
OG0000959	XP_031813757.1, XP_031813758.1, XP_003766180.1, XP_031813759.1	XP_012977796.2
OG0000960	XP_003771388.3	XP_005066124.1
OG0000961	XP_003771330.1	XP_005072916.1, XP_040599673.1
OG0000962	XP_031793768.1	XP_040609753.1
OG0000963	XP_012396762.1, XP_012396760.1, XP_012396764.1, XP_031802243.1, XP_012396761.1, XP_003759812.1	XP_040597427.1, XP_040597428.1, XP_040597429.1
OG0000964	XP_031820013.1	XP_040606532.1, XP_040606533.1
OG0000965	XP_012408409.1	XP_012973213.1, XP_012973212.1, XP_012973211.1, XP_012973210.1, XP_021086273.1, XP_021086272.1, XP_005076106.1
OG0000966	XP_031819514.1, XP_031819509.1, XP_031819522.1, XP_031819524.1, XP_031819525.1, XP_031819528.1, XP_031819508.1, XP_031819519.1, XP_031819510.1, XP_012399978.1, XP_031819526.1, XP_031819515.1, XP_031819513.1, XP_031819511.1, XP_031819529.1, XP_031819517.1, XP_023354801.1, XP_031819520.1, XP_031819530.1, XP_031819527.1, XP_031819516.1, XP_031819521.1, XP_031819512.1, XP_031819523.1	XP_021085539.1
OG0000970	XP_031800775.1	XP_012981870.1, XP_005087723.1
OG0000971	XP_031824207.1, XP_031824644.1, XP_023359642.1, XP_031824643.1, XP_031824210.1	XP_005070762.1, XP_012969335.1, XP_005070767.1, XP_040588303.1, XP_021083166.1
OG0000975	XP_031810622.1	XP_005081922.3
OG0000975	XP_003757093.1	XP_040601010.1, XP_040606296.1
OG0000976	XP_031807352.1	XP_005075457.1
OG0000976	XP_003755465.1	XP_040599366.1
OG0000977	XP_003761182.2	XP_040587307.1, XP_040587308.1, XP_012975249.2, XP_040587305.1, XP_040587565.1, XP_040587564.1, XP_040587306.1
OG0000978	XP_012403929.1, XP_023358281.1, XP_023358283.1, XP_031821729.1, XP_023358284.1	XP_040606023.1, XP_005069938.1, XP_040606022.1
OG0000979	XP_031804906.1	XP_021087162.1, XP_005077625.1
OG0000979	XP_023353629.2	XP_040610274.1
OG0000980	XP_003755806.1	XP_012981727.1
OG0000981	XP_031813607.1	XP_021079954.1
OG0000981	XP_003768789.2	XP_040604887.1
OG0000982	XP_031822442.1	XP_040595914.1, XP_040612719.1, XP_021078719.1
OG0000983	XP_003770911.1, XP_031793795.1, XP_031793794.1	XP_040609771.1
OG0000984	XP_012408669.1, XP_023362657.1, XP_012408668.1	XP_021086697.1, XP_040600498.1, XP_012973705.1, XP_005076881.1
OG0000985	XP_012401040.1	XP_040612375.1, XP_021088313.1, XP_012975587.1, XP_040612374.1, XP_040612372.1
OG0000986	XP_012406988.1	XP_005069243.1
OG0000987	XP_003774493.1, XP_003774492.1, XP_031797176.1, XP_031797178.1	XP_040600856.1, XP_040600859.1
OG0000988	XP_003764147.2, XP_003767039.2, XP_003764146.1	XP_005069436.2, XP_012968337.2, XP_005069432.1
OG0000989	XP_003759248.1, XP_003759247.1, XP_031809470.1	XP_005082248.2, XP_040608741.1, XP_040608740.1
OG0000991	XP_003760139.1, XP_031802557.1, XP_023352044.1	XP_040613748.1, XP_021090824.2
OG0000992	XP_023352031.1	XP_005074687.1
OG0000993	XP_031820120.1	XP_012982729.1
OG0000994	XP_031799562.1, XP_012398361.1, XP_012398362.1, XP_031799565.1	XP_005063826.1
OG0000995	XP_012398300.1	XP_040601887.1, XP_005079968.1
OG0000996	XP_031819325.1	XP_040589873.1, XP_040589874.1
OG0000997	XP_031819660.1, XP_031819661.1	XP_040605876.1, XP_005081861.1
OG0000998	XP_031810265.1	XP_012977295.1
OG0000999	XP_031794447.1	XP_021089291.1, XP_005081294.1
OG0001000	XP_031810423.1, XP_012409301.1, XP_031810426.1, XP_031810424.1, XP_003757326.1	XP_012974943.1, XP_012974944.1, XP_021087789.1, XP_012974942.1
OG0001002	XP_031822768.1	XP_040611239.1
OG0001003	XP_012395249.1, XP_031812218.1, XP_012395255.1, XP_003755193.1, XP_031812219.1	XP_005077668.2
OG0001004	XP_031809387.1	XP_005074751.1
OG0001005	XP_023355218.1	XP_040585667.1, XP_040585668.1
OG0001006	XP_031817027.1	XP_005069577.1
OG0001007	XP_031805972.1, XP_031805973.1	XP_040591176.1, XP_005073202.1
OG0001009	XP_031823855.1, XP_031823856.1, XP_031823860.1, XP_031823858.1, XP_031823859.1	XP_021088829.1, XP_005080441.1, XP_021088828.1, XP_040587114.1, XP_040587113.1
OG0001010	XP_012398299.1	XP_040607291.1
OG0001010	XP_003761624.2	XP_040607289.1, XP_040607290.1
OG0001011	XP_031798133.1, XP_012399583.1, XP_031798127.1, XP_003763078.1	XP_005064538.1, XP_012967400.1, XP_040611377.1
OG0001012	XP_031801730.1, XP_031801731.1, XP_031801729.1, XP_031819659.1, XP_031818164.1	XP_040604168.1, XP_040604167.1, XP_040604166.1
OG0001013	XP_031801616.1	NP_001268336.1
OG0001013	XP_031801617.1	XP_012977023.1
OG0001014	XP_003767795.1	XP_005078189.1
OG0001015	XP_031792942.1	XP_040592969.1, XP_040592971.1, XP_040593386.1
OG0001016	XP_031793149.1	XP_040593761.1, XP_040593762.1, XP_040593763.1, XP_012978103.2
OG0001017	XP_031822891.1	XP_040593519.1, XP_040593521.1, XP_040593522.1, XP_040595054.1
OG0001018	XP_003768062.1, XP_012403570.1, XP_031822457.1, XP_012403571.1	XP_005080288.2
OG0001019	XP_031802502.1, XP_031802501.1	XP_005077222.1, XP_040608865.1, XP_040608866.1
OG0001020	XP_031821837.1	XP_040605710.1
OG0001021	XP_031796998.1	XP_040610658.1, XP_040610660.1, XP_040610657.1, XP_040610659.1
OG0001022	XP_031795042.1	XP_040610772.1
OG0001023	XP_031797760.1	XP_005075720.1
OG0001023	XP_003772713.1	XP_040609987.1
OG0001024	XP_031807345.1	XP_005075460.2
OG0001025	XP_003758296.1	XP_040589130.1, XP_040589132.1
OG0001026	XP_012405254.2	XP_040604575.1
OG0001026	XP_023359632.2	XP_040604579.1, XP_040604572.1
OG0001027	XP_023353432.1	XP_005078905.1
OG0001028	XP_003761844.3, XP_031801272.1	XP_040595669.1, XP_040595674.1
OG0001029	XP_012404520.3	XP_005072407.3
OG0001031	XP_031818177.1	XP_040612680.1
OG0001032	XP_031807228.1, XP_012402891.1	XP_040586594.1, XP_012971422.1, XP_012971423.1
OG0001033	XP_023359230.2, XP_031823161.1	XP_021086610.1, XP_021086612.1, XP_012973596.1
OG0001034	XP_012401771.1, XP_023356375.1	XP_040609498.1
OG0001035	XP_003771542.2, XP_031794614.1	XP_005076296.1, XP_021086379.1, XP_021086378.1, XP_012973263.1
OG0001036	XP_031798891.1	XP_040601770.1
OG0001037	XP_031810769.1, XP_031810754.1, XP_031810786.1, XP_031810765.1, XP_031810790.1, XP_031810783.1, XP_031810775.1, XP_031810761.1	XP_012965932.1, XP_005066197.1
OG0001038	XP_023354549.1	XP_012972556.1
OG0001039	XP_003757730.1, XP_031807505.1, XP_031807508.1, XP_031807507.1, XP_031807509.1, XP_031807504.1	XP_040588770.1, XP_040588767.1, XP_040588766.1, XP_040588768.1, XP_040588769.1, XP_040594570.1
OG0001040	XP_031816555.1	XP_005077515.1
OG0001041	XP_031816616.1, XP_031816615.1	XP_005083262.1
OG0001042	XP_031824028.1	XP_040608936.1, XP_012973888.1, XP_021086943.1, XP_021086949.1, XP_040608935.1, XP_040608937.1, XP_021086944.1
OG0001043	XP_031804604.1, XP_023352839.1, XP_023352836.1, XP_023352837.1, XP_003761144.1	XP_005078982.2
OG0001044	XP_012406148.1	XP_040599371.1, XP_040599374.1, XP_040599373.1, XP_040599372.1
OG0001045	XP_003772249.1, XP_031793700.1	XP_012966465.1
OG0001047	XP_031812870.1	XP_040608583.1, XP_040608585.1, XP_040608581.1
OG0001048	XP_012396700.1, XP_031802087.1	XP_012966431.1, XP_040597323.1, XP_021080934.1
OG0001049	XP_031812186.1, XP_031812184.1, XP_031812185.1, XP_031812183.1	XP_005069386.1, XP_012968257.1
OG0001050	XP_012408661.1	XP_005139389.2, XP_040613701.1, XP_040603202.1, XP_005086985.1
OG0001051	XP_003770225.1	XP_040607038.1, XP_012974159.2, XP_040607039.1, XP_021087181.2
OG0001053	XP_012404351.1, XP_031821098.1, XP_003768929.1	XP_005087244.1
OG0001054	XP_023355093.1, XP_003764085.2, XP_031816207.1	XP_005065159.1, XP_021087943.1, XP_021087939.1, XP_021087938.1
OG0001056	XP_012408884.1, XP_012399955.1	XP_012979962.1, XP_005085176.1
OG0001060	XP_012407314.2	XP_040611145.1, XP_005079726.2
OG0001061	XP_012397933.1	XP_012975170.1
OG0001061	XP_023352840.1, XP_003761147.1	XP_040587376.1
OG0001062	XP_003771702.1	XP_040584523.1
OG0001062	XP_031801543.1	XP_040604321.1
OG0001063	XP_031804252.1, XP_031804253.1, XP_031801967.1	XP_012981449.1, XP_040587289.1, XP_040587288.1, XP_005079904.2, XP_005073364.2
OG0001064	XP_031817273.1, XP_003764715.2	XP_040589783.1, XP_012971752.2, XP_040589779.1
OG0001065	XP_003761351.1	XP_005078490.1
OG0001065	XP_003760109.1	XP_012974784.1
OG0001066	XP_012398900.3, XP_031816264.1	XP_040612101.1, XP_005075509.1, XP_040585560.1
OG0001067	XP_012401047.1	XP_012980876.1
OG0001067	XP_031817520.1	XP_005086378.1
OG0001068	XP_023349907.1	XP_040591341.1, XP_040591340.1, XP_040591342.1
OG0001069	XP_031794471.1	XP_040611428.1
OG0001070	XP_031808071.1	XP_005065666.1, XP_005068578.1
OG0001071	XP_003765041.1, XP_023355653.1, XP_012401026.1	XP_040612360.1
OG0001072	XP_003765672.1, XP_012401592.1, XP_012408921.1	XP_021090054.2, XP_040589235.1, XP_040589234.1
OG0001074	XP_023351402.1, XP_023351400.2	XP_012976631.1, XP_040588256.1
OG0001075	XP_031798927.1	XP_012977386.1
OG0001075	XP_031812688.1	XP_040588134.1
OG0001076	XP_031812159.1	XP_021087264.1
OG0001078	XP_031821401.1	XP_005067658.1
OG0001079	XP_031818913.1, XP_031818912.1, XP_031818914.1, XP_031818910.1, XP_031818911.1	XP_040590940.1, XP_040590939.1
OG0001080	XP_031797125.1, XP_031797131.1	XP_005080041.1
OG0001080	XP_031796227.1	XP_021081034.1
OG0001081	XP_031819079.1, XP_031819087.1, XP_031819095.1, XP_031819098.1	XP_005064474.1, XP_040610329.1
OG0001082	XP_003761764.1	XP_005084609.1
OG0001082	XP_031796761.1	XP_040608673.1
OG0001083	XP_012398719.1	XP_040588020.1, XP_040602386.1, XP_040610974.1, XP_040601755.1, XP_040604212.1
OG0001084	XP_031822876.1	XP_005078200.1
OG0001085	XP_031822652.1, XP_031822651.1	XP_005080159.1, XP_005066497.2
OG0001086	XP_031801831.1, XP_031801832.1, XP_003759579.1	XP_021086555.1
OG0001087	XP_031810955.1, XP_003755943.1	XP_005085667.1
OG0001087	XP_031802677.1	XP_005066395.1
OG0001088	XP_031808653.1	XP_040598765.1
OG0001089	XP_031809038.1	XP_005068375.1, XP_012967667.1, XP_012967670.1, XP_040598349.1, XP_040598350.1
OG0001090	XP_031821642.1, XP_003768572.1, XP_023358302.1, XP_031821646.1, XP_031821644.1, XP_031821645.1, XP_023358301.1	XP_040605987.1, XP_040605988.1, XP_040605986.1
OG0001091	XP_003775360.4	XP_005086860.1
OG0001091	XP_003757456.2	XP_040592822.1
OG0001092	XP_023350028.1	XP_040591559.1
OG0001093	XP_023361042.1, XP_003772218.1	XP_040610626.1
OG0001094	XP_012406066.3	XP_040611099.1, XP_040611097.1, XP_040611098.1
OG0001095	XP_003766984.2, XP_003766982.1	XP_040585468.1
OG0001096	XP_031814651.1	XP_005075413.2
OG0001097	XP_003765696.1	XP_005075441.1, XP_040585510.1
OG0001098	XP_003759146.2	XP_005075189.2
OG0001099	XP_023363148.1	XP_005082136.1
OG0001100	XP_023359766.2	XP_005086928.1, XP_012981297.1, XP_012981298.1
OG0001101	XP_003769082.1	XP_040585081.1
OG0001102	XP_031820373.1, XP_031820374.1, XP_023358888.1, XP_003769347.1, XP_031820371.1, XP_031820372.1	XP_005066294.1
OG0001103	XP_012407411.1, XP_012407412.1, XP_012407410.2	XP_040603321.1, XP_040603322.1, XP_040602537.1
OG0001104	XP_003771485.1	XP_005083643.1
OG0001104	XP_031814320.1	XP_012972372.1
OG0001105	XP_031796371.1	XP_005076869.1
OG0001106	XP_031808673.1	XP_012981683.1, XP_012981681.1, XP_005087471.1, XP_040593368.1
OG0001107	XP_003758067.2	XP_005066633.1, XP_012966298.1
OG0001108	XP_031806540.1, XP_031806541.1, XP_012395411.1, XP_003758019.1, XP_023350474.1	XP_005066653.1, XP_040587776.1
OG0001109	XP_012402912.1, XP_031807220.1	XP_012971440.2
OG0001111	XP_031799638.1	XP_040602959.1
OG0001111	XP_031804492.1	XP_040587164.1
OG0001112	XP_012408161.1	XP_005065138.1, XP_021087776.1
OG0001113	XP_003774221.2	XP_040605044.1, XP_040605063.1, XP_040605049.1, XP_040605057.1
OG0001114	XP_031799518.1	XP_005063888.2
OG0001114	XP_031804275.1	XP_005080654.1
OG0001116	XP_012397553.1, XP_023352538.1	XP_040592716.1
OG0001117	XP_031803376.1, XP_031803375.1	XP_040585665.1, XP_005078609.1, XP_021087728.1
OG0001118	XP_012408214.1, XP_031798838.1, XP_023362232.1, XP_031798836.1	XP_040603198.1, XP_040603186.1, XP_040603189.1, XP_040603195.1, XP_005063876.2
OG0001119	XP_031816891.1, XP_003764348.1	XP_005084082.1, XP_040591186.1
OG0001120	XP_003773687.1, XP_023362065.1	XP_040589217.1
OG0001121	XP_031817812.1	XP_005075342.2
OG0001122	XP_003764618.1	XP_040596466.1
OG0001123	XP_031796327.1	XP_040595817.1, XP_021089876.1, XP_012977680.1, XP_012977679.1, XP_012977681.1
OG0001124	XP_031815626.1	XP_005072082.2
OG0001125	XP_023356530.1	XP_005066483.1, XP_040610563.1, XP_005079721.1, XP_021088513.1, XP_040610562.1
OG0001126	XP_023350302.1	XP_040588970.1
OG0001127	XP_023355370.1, XP_003764540.1	XP_040607326.1, XP_012978293.1, XP_012978294.1, XP_012978292.1, XP_005083231.1, XP_021090397.1
OG0001128	XP_031824623.1	XP_040609055.1
OG0001129	XP_031824116.1, XP_031824115.1	XP_005082281.1, XP_040608996.1
OG0001130	XP_031812084.1, XP_031812085.1, XP_031812083.1	XP_012970646.2
OG0001131	XP_031802098.1	XP_040595900.1, XP_021080927.2, XP_040597335.1, XP_012966434.2
OG0001132	XP_031811302.1, XP_012398587.3	XP_005075545.1, XP_040596184.1
OG0001133	XP_031812491.1, XP_031812490.1	XP_040586151.1
OG0001134	XP_031799839.1, XP_031799837.1, XP_031799838.1	XP_040603344.1
OG0001135	XP_031816353.1	XP_012973542.1, XP_005065229.1, XP_021088453.1
OG0001136	XP_031816301.1	XP_040601507.1
OG0001137	XP_031793274.1, XP_031793272.1, XP_031793271.1, XP_031793273.1, XP_031793270.1, XP_031793275.1	XP_040595309.1, XP_040595308.1, XP_040595310.1
OG0001139	XP_031800593.1	XP_012966054.1, XP_040611740.1
OG0001139	XP_031808955.1	XP_040600730.1
OG0001144	XP_023354442.1, XP_023354440.1	XP_040601643.1, XP_040601640.1
OG0001145	XP_031822759.1	XP_005064719.1, XP_021086138.1
