Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0001373	XP_031804435.1	NP_001411466.1, NP_001357876.1
OG0001374	XP_023350449.1, XP_012395374.1	NP_001396366.1, NP_001396371.1, XP_036021654.1, NP_038499.2, NP_001396368.1, NP_001396367.1, NP_001318049.1, NP_001396373.1
OG0001375	XP_031812960.1	XP_036011330.1, XP_003085350.1, XP_006513019.1, NP_035473.2
OG0001376	XP_031794143.1	NP_001258285.1, NP_001258286.1, NP_666130.1, XP_011247207.1
OG0001377	XP_023350027.1	NP_033102.2, XP_036011620.1, XP_036018027.1
OG0001378	XP_031825020.1, XP_003761430.2	NP_001158143.1, NP_032324.1, NP_001158144.1
OG0001380	XP_003771997.1	NP_035159.3
OG0001381	XP_012402497.1	NP_035638.1
OG0001381	XP_031795895.1	NP_081168.1
OG0001382	XP_012398360.1, XP_003761680.1, XP_031795353.1, XP_003761681.3, XP_012398358.1	NP_036051.1, NP_001348433.1, NP_001348432.1, NP_001348435.1, NP_038495.2, NP_001348434.1
OG0001383	XP_003770901.1	NP_059068.1, NP_038618.1
OG0001384	XP_012403480.1	NP_666382.2
OG0001385	XP_031822458.1, XP_012403572.1, XP_031822459.1	NP_033126.2, NP_035439.1
OG0001386	XP_031794064.1, XP_031794066.1, XP_003771746.1	NP_666482.1, NP_666481.1, NP_666864.1
OG0001387	XP_031799544.1, XP_003773965.2, XP_003773963.2	NP_666782.2, NP_666781.2
OG0001388	XP_003764778.1	NP_667313.2
OG0001389	XP_012407309.1, XP_012407134.1, XP_003772506.1, XP_003772507.1, XP_003772505.3, XP_031797109.1, XP_031797108.1	NP_667144.1
OG0001390	XP_012400571.1	NP_085030.2
OG0001391	XP_012409142.2, XP_012409143.2	XP_017173989.1, NP_666873.1
OG0001392	XP_012400878.2, XP_031813137.1, XP_031813136.1	NP_038647.2, NP_667258.2, NP_667052.1, NP_667287.2
OG0001394	XP_012395732.1	NP_001011851.1
OG0001395	XP_012398109.1	XP_011242826.1, NP_001074598.1, NP_569724.2
OG0001396	XP_031799453.1	NP_001009930.1, XP_017177814.1, NP_083702.1, NP_001263692.1, NP_001009929.1
OG0001398	XP_031810266.1	XP_036009348.1, NP_077724.2
OG0001399	XP_031795699.1	NP_001070658.1
OG0001400	XP_023361227.1	XP_036017041.1, NP_036028.2
OG0001401	XP_031809350.1, XP_031809351.1	NP_848864.1
OG0001401	XP_031797425.1	NP_071861.1
OG0001402	XP_023355614.1, XP_003765001.1	NP_666268.1, NP_001157266.1
OG0001403	XP_031818408.1	NP_082271.1, NP_001272778.1, NP_001272775.1, XP_036020344.1, NP_001272776.1, NP_001272774.1
OG0001404	XP_031815633.1	NP_775623.3
OG0001404	XP_031818499.1	XP_006538597.1, NP_001277682.1
OG0001405	XP_031812634.1	NP_001020546.1, XP_036011067.1, NP_075680.1
OG0001406	XP_031822268.1, XP_031822277.1	NP_001363928.1, NP_001159537.1, XP_006517659.1
OG0001407	XP_012397723.1	XP_036008659.1, NP_032772.3, NP_877961.1
OG0001408	XP_031811541.1	NP_001171221.1, XP_036009543.1, NP_080273.1
OG0001410	XP_031816069.1, XP_031816072.1	NP_766355.3, NP_001139429.1, XP_006510368.1, NP_001346880.1, NP_848852.1, NP_001186485.1
OG0001411	XP_031813197.1	NP_001278077.1, NP_291040.1
OG0001411	XP_031804960.1	NP_077760.1
OG0001412	XP_003757893.1	NP_081120.2, XP_006531345.1
OG0001413	XP_031806076.1, XP_031806077.1	XP_006531198.1
OG0001415	XP_031823481.1	XP_006533389.1, NP_631974.1
OG0001415	XP_031801582.1	NP_659065.1
OG0001416	XP_031823077.1	NP_001177090.1, NP_064360.1
OG0001417	XP_003770113.1	NP_001343887.1, NP_001343884.1, NP_001343883.1, NP_079726.1, XP_030110612.1, NP_001343885.1, NP_001343888.1, NP_001343886.1
OG0001418	XP_031797179.1, XP_031797156.1, XP_031797171.1, XP_031797184.1, XP_031797162.1	XP_006504716.1, NP_034887.1
OG0001419	XP_031823488.1	NP_742145.1, XP_036012476.1
OG0001419	XP_031797302.1	XP_006504732.1, NP_766311.2
OG0001420	XP_003761546.1	NP_001346029.1, NP_001346028.1, NP_001346026.1, NP_001408231.1, NP_032949.3, XP_006504723.1, NP_001240819.1, NP_001346027.1
OG0001421	XP_031795672.1, XP_031795685.1, XP_031795693.1, XP_031795678.1, XP_031795663.1	NP_001390988.1, NP_001390987.1, NP_766337.2, NP_001390990.1, NP_001390991.1, NP_001390989.1
OG0001422	XP_012398788.1	NP_001350912.1, NP_001008700.1
OG0001423	XP_031801445.1	NP_032881.1
OG0001423	XP_031821528.1	XP_036012317.1, NP_035231.2
OG0001424	XP_031824738.1	NP_001413664.1, NP_001413662.1, NP_001413665.1, NP_001413659.1, NP_001276454.1, NP_001276453.1, NP_001413660.1, NP_001413657.1, NP_001413661.1, NP_001413666.1, NP_001413663.1, NP_001346692.1, NP_001413655.1, NP_001413656.1, NP_001413653.1, NP_077156.2, NP_001413654.1
OG0001425	XP_031793133.1	NP_001407586.1, NP_033607.2, NP_001406911.1, XP_011246208.1
OG0001426	XP_003756600.1	NP_081575.2
OG0001426	XP_031822920.1	NP_031879.1
OG0001427	XP_003768146.1, XP_023358049.1	NP_808331.1, XP_036018941.1
OG0001428	XP_003768526.1	NP_082138.1, NP_001404862.1, NP_001404863.1, NP_001404861.1
OG0001429	XP_003759593.1	NP_766220.2
OG0001430	XP_031800313.1, XP_031801142.1	NP_443067.1, NP_001156405.1
OG0001431	XP_031809060.1, XP_012405570.1, XP_031809059.1	NP_775539.1, NP_829887.1
OG0001432	XP_031808741.1	XP_006515832.1
OG0001433	XP_003768723.1	NP_059076.1, NP_001106960.1, XP_006533807.1, NP_001106959.1, NP_001106958.1
OG0001434	XP_023358247.1, XP_031821856.1, XP_023358246.1	XP_030102266.1, NP_543122.1, NP_001344509.1
OG0001435	XP_031821890.1, XP_031821891.1, XP_031821889.1	NP_001092307.1, NP_001390779.1, NP_001390778.1, NP_001390783.1, NP_001390781.1, XP_006533108.1, NP_001390784.1, NP_001390777.1, NP_001092306.1
OG0001436	XP_003768017.1	NP_001382352.1
OG0001436	XP_031796762.1	NP_780426.1
OG0001437	XP_003768007.1	NP_001036006.1, NP_033778.2, XP_030101341.1
OG0001438	XP_003772199.1	NP_080535.2, NP_001157709.1
OG0001439	XP_012405918.1, XP_012405919.1	XP_036020520.1, NP_079707.1, NP_001404758.1, XP_036018053.1
OG0001440	XP_031794404.1	XP_011241650.1, NP_031797.1
OG0001441	XP_003758267.1	NP_001317578.1, NP_065583.2
OG0001442	XP_031820666.1	NP_001272942.1, NP_001401370.1, NP_001272957.1, NP_001401372.1, NP_001401373.1, NP_001401371.1
OG0001443	XP_031820634.1, XP_031820632.1, XP_031820633.1, XP_031820631.1, XP_031820636.1, XP_031820635.1	NP_081008.1, XP_006524906.1
OG0001444	XP_031803219.1, XP_031803218.1, XP_031805110.1, XP_031803220.1, XP_031803217.1	NP_203535.1, NP_001345862.1
OG0001445	XP_012398907.1	NP_001343381.1
OG0001446	XP_031794674.1, XP_031794673.1, XP_031794675.1	NP_038788.2
OG0001447	XP_031817964.1, XP_031817963.1	NP_001289010.1
OG0001448	XP_003765383.1	NP_081312.2
OG0001449	XP_031795091.1, XP_031795090.1	NP_001355804.1
OG0001450	XP_012395448.1	NP_001344222.2
OG0001451	XP_023357992.1, XP_003770669.1	XP_017175001.1, NP_033291.1, NP_033290.1, NP_035608.1, NP_001191356.1
OG0001452	XP_003767134.2	NP_001357818.1, XP_006504134.1, NP_077780.3, NP_001128164.1
OG0001454	XP_031799714.1	XP_030106933.1, NP_081512.1
OG0001455	XP_012399240.1, XP_012399241.1, XP_031814188.1	NP_001298079.1
OG0001456	XP_031803356.1	XP_006510082.1, NP_034463.2
OG0001457	XP_023352485.1, XP_023352483.2	XP_006524220.1, NP_001361548.1
OG0001458	XP_031797221.1, XP_012408484.1	NP_079934.2, XP_006527313.1, NP_083775.1, NP_068364.1, NP_001297260.1, XP_036017546.1
OG0001459	XP_031800281.1	NP_032741.2, XP_006518743.1, NP_001390528.1
OG0001460	XP_003765848.2	NP_001365697.1, NP_001365698.1
OG0001461	XP_012398949.1, XP_012398948.1	NP_001158034.1, XP_006512105.1, NP_848792.2
OG0001462	XP_012395087.1	NP_808520.2, NP_001278362.1, XP_006500671.1, NP_780760.2
OG0001463	XP_031824002.1	XP_006529145.1, NP_031459.3, NP_031458.2, NP_001074551.1
OG0001465	XP_003762713.2	NP_001025108.1, XP_011242032.1
OG0001465	XP_031804765.1	NP_653103.1
OG0001466	XP_031804383.1	NP_780301.1
OG0001467	XP_031804685.1	NP_001343319.1
OG0001468	XP_012406944.2	NP_001264186.1, NP_001264188.1, NP_033742.2, NP_001264187.1, NP_001264184.1
OG0001469	XP_031793580.1, XP_003772370.1, XP_012407017.1, XP_003772371.1, XP_023361153.1, XP_031793578.1, XP_031793579.1, XP_031793577.1, XP_012407015.1	XP_006521554.1, NP_083073.1
OG0001470	XP_031813586.1	NP_001273901.1, NP_001021382.1
OG0001471	XP_031820000.1	NP_080333.1, XP_030111415.1, NP_001289369.1, NP_001289368.1
OG0001472	XP_031811946.1	XP_017173780.1
OG0001473	XP_023362438.1	XP_006534878.1, NP_032887.3
OG0001473	XP_031812553.1	XP_006527206.1, NP_852087.2
OG0001474	XP_023351550.1	XP_006527280.1
OG0001475	XP_003756039.1, XP_031807942.1, XP_031807943.1, XP_031807944.1	NP_001411691.1, NP_001411690.1, NP_001139326.1, XP_011237721.1, NP_001028426.2
OG0001476	XP_031812430.1, XP_031812429.1, XP_031812428.1	NP_848461.1, XP_011241086.1
OG0001477	XP_031815156.1	NP_001139358.1
OG0001478	XP_003763424.1	XP_006523130.1, NP_001159398.1, NP_062373.3, NP_001159397.1
OG0001479	XP_031799110.1	NP_035804.2, XP_006501373.1
OG0001480	XP_003773010.1	NP_083100.1, NP_001157022.1, XP_006535321.1
OG0001482	XP_031813470.1, XP_031813472.1	NP_001273888.1, NP_001157682.1, NP_598436.1
OG0001483	XP_012405521.1, XP_003770413.1	NP_075651.1, NP_001342351.1
OG0001484	XP_003763983.2	NP_001407972.1, NP_033304.1, NP_001407974.1, NP_001407973.1, NP_001103615.1, NP_001407975.1, NP_001407982.1, NP_001407981.1, NP_001407983.1, NP_001407978.1, NP_001342194.1, NP_001407979.1
OG0001485	XP_031816120.1	NP_001343441.1, NP_034607.3
OG0001486	XP_003766194.1	NP_001396007.1, NP_001028778.2, NP_001396006.1, NP_083093.2
OG0001487	XP_031792910.1, XP_003767576.1, XP_031792911.1	NP_001139279.1, XP_006529430.1
OG0001489	XP_031800195.1	NP_001181975.1
OG0001490	XP_031800312.1	NP_001103694.1, NP_001396938.1, NP_001103692.1, NP_001103693.1, XP_006528761.1, NP_001396939.1, NP_034155.2
OG0001491	XP_023362661.1	NP_001277642.1
OG0001492	XP_012408699.1, XP_023351348.1	NP_082552.1, NP_001001981.2, NP_001129698.1, NP_001395996.1, NP_001395995.1
OG0001493	XP_003755880.1, XP_012400257.1	XP_006518908.1, NP_663437.2
OG0001494	XP_012395505.1	NP_064671.2, XP_036014468.1
OG0001499	XP_012396428.2	XP_017177388.1, NP_001092800.1, NP_033726.1, XP_030099003.1, NP_065588.1, NP_001092799.1, NP_001242995.1, NP_001257471.1, NP_001257472.1, XP_030098618.1, XP_030098761.1, NP_001297562.1, NP_001268455.1, NP_001243002.1, XP_006540554.1, NP_001357807.1, NP_001357808.1
OG0001502	XP_012407585.1	NP_001345884.1, NP_035064.1, XP_006509657.1
OG0001503	XP_031799652.1	NP_059070.1
OG0001503	XP_003756509.1	NP_062284.1
OG0001504	XP_031795425.1	NP_001177380.1, NP_031859.1
OG0001505	XP_003757965.1, XP_031807011.1	NP_036130.1, XP_006508870.1, NP_001411953.1, NP_001411954.1
OG0001507	XP_023361677.1, XP_003773163.1, XP_031799058.1	NP_001343917.1, NP_068696.2, NP_001343916.1
OG0001508	XP_012405339.1	NP_001318041.1
OG0001508	XP_031823690.1	NP_001318043.1
OG0001510	XP_031816965.1	NP_001334955.1
OG0001511	XP_012407654.1	XP_006530768.1, NP_032383.1, NP_001241676.1
OG0001512	XP_031809952.1	NP_031922.1, XP_036014029.1
OG0001513	XP_023358110.1	NP_034792.1
OG0001513	XP_012403750.1	NP_032495.2
OG0001514	XP_012395215.1, XP_031797288.1	NP_058030.1
OG0001515	XP_031805330.1	NP_061299.3, XP_006519355.1
OG0001516	XP_003760860.1	NP_001345478.1
OG0001517	XP_003773833.1	NP_667000.1, NP_666983.2
OG0001518	XP_003764885.2, XP_031813139.1, XP_012402785.1	NP_667331.1, NP_667329.2
OG0001521	XP_003764789.1, XP_023355525.1	NP_666437.2, NP_997504.1
OG0001523	XP_031801800.1	NP_036102.2, NP_001129562.1, NP_001390118.1
OG0001524	XP_031802543.1, XP_031802542.1, XP_023352039.1, XP_012397008.1	XP_006525587.1, NP_722489.1
OG0001525	XP_003762176.1	XP_006527285.1
OG0001526	XP_031819928.1	XP_006540376.1, NP_001366229.1, NP_001366228.1, NP_001366227.1, NP_001013030.1
OG0001527	XP_031819321.1	NP_001407137.1, NP_542375.1, NP_001186230.1, XP_011247022.1
OG0001529	XP_031821437.1	NP_001106170.1
OG0001529	XP_031819312.1	NP_035311.1
OG0001531	XP_031808133.1	XP_036013454.1
OG0001531	XP_031819729.1	XP_036009100.1, NP_001025048.2
OG0001532	XP_031819094.1	NP_033826.2, NP_001292748.1, XP_030097875.1, NP_001292773.1, NP_001292772.1
OG0001533	XP_031817472.1	NP_056611.2, XP_006539925.1
OG0001534	XP_031809224.1, XP_003756649.1	XP_017173462.1, NP_001344400.1, NP_001344402.1, NP_001344399.1, NP_080696.1, NP_001344401.1
OG0001535	XP_031824600.1, XP_023351506.1, XP_003759395.1, XP_031824611.1, XP_012396475.1	NP_080773.1
OG0001536	XP_031823647.1	NP_001124540.1, NP_001124541.1, NP_849247.3
OG0001537	XP_023352904.1	NP_877583.1, NP_001116252.1, XP_011249134.1, NP_083928.1
OG0001538	XP_023361970.1	NP_001363929.1
OG0001539	XP_031822105.1, XP_031822101.1	XP_030103276.1, NP_082382.1, NP_001289468.1, NP_001289467.1
OG0001540	XP_031799627.1	NP_035393.2, XP_006534905.1
OG0001541	XP_031822796.1	NP_034447.1, NP_001289926.1
OG0001542	XP_031798900.1	NP_001333564.1
OG0001542	XP_031812300.1	NP_001411390.1
OG0001543	XP_031812224.1, XP_031812223.1, XP_031812225.1	XP_006519324.1, NP_001303677.1, NP_666040.1
OG0001544	XP_031809494.1, XP_031809493.1, XP_031809495.1	NP_001345964.1, NP_034380.1, XP_006532258.1
OG0001545	XP_012400393.1, XP_031816029.1, XP_031816027.1, XP_003764172.1, XP_031816028.1, XP_031816026.1, XP_031816024.1	NP_766626.1, NP_001344586.1, NP_001344585.2
OG0001546	XP_003764317.1	XP_011240669.1, NP_081238.2, NP_001158046.1
OG0001547	XP_031808920.1, XP_003756511.1	NP_001349622.1
OG0001548	XP_031813201.1, XP_031813200.1	NP_001344889.1, XP_006532992.1, NP_001344894.1, NP_808286.2
OG0001549	XP_031796251.1	NP_001004143.2, NP_062334.2
OG0001550	XP_031824781.1	NP_001391014.1, NP_001273151.1, NP_001391010.1, NP_001391011.1, NP_081972.2, NP_001391009.1, NP_001034170.1, NP_001273152.1, NP_001391013.1, NP_001273150.1, XP_030109639.1
OG0001551	XP_003767026.1	XP_006539139.1, NP_062715.2
OG0001551	XP_031813156.1	XP_017175793.1
OG0001552	XP_003756972.1	NP_080011.1
OG0001553	XP_031806118.1	NP_001355315.1
OG0001554	XP_012398323.1	NP_001344746.1, XP_006508261.1, NP_001272836.1, NP_081629.1, NP_001272834.1, NP_001272835.1
OG0001555	XP_031818711.1, XP_031818703.1, XP_031818724.1, XP_031818718.1	NP_001390491.1, NP_663562.1, NP_001347740.1, XP_036008449.1
OG0001556	XP_031793153.1, XP_031793154.1, XP_031793155.1	XP_006497325.1, NP_058547.2
OG0001557	XP_031822912.1	XP_030099002.1
OG0001557	XP_031797541.1	NP_034050.1
OG0001558	XP_003767778.1	NP_570960.2
OG0001558	XP_031822926.1	NP_033924.2
OG0001559	XP_003760337.1	NP_075616.2
OG0001560	XP_031809062.1	NP_001276418.1, NP_001276416.1, NP_001276417.1, NP_083083.3, XP_006516352.1
OG0001561	XP_003768200.1, XP_023358087.1	NP_001346255.1, NP_001346256.1, NP_001346254.1, NP_659079.1
OG0001562	XP_003757532.2	NP_001243450.1, NP_001243451.1
OG0001563	XP_031806439.1	NP_758464.2
OG0001565	XP_003756508.1	NP_001349614.1
OG0001565	XP_031800785.1	NP_062642.1
OG0001566	XP_031801406.1, XP_023353457.1, XP_003761883.1	XP_006538250.1, NP_082413.2, NP_001139396.1, NP_001139397.1
OG0001567	XP_012404542.3	NP_001093922.1, XP_006524037.1
OG0001568	XP_031820583.1, XP_012404582.1, XP_023358804.1, XP_012404581.1, XP_031820581.1, XP_031820582.1	XP_006511367.1, NP_001157252.1, NP_064371.2
OG0001569	XP_012404612.2, XP_031800464.1	XP_036010385.1, NP_001177973.1
OG0001570	XP_031800489.1	NP_064373.1
OG0001570	XP_003769276.1	NP_766095.1
OG0001571	XP_023358865.1	NP_001346887.2
OG0001572	XP_031820408.1	NP_001317685.1, NP_001317686.1, NP_001317684.1, NP_079747.1, XP_006538226.1
OG0001573	XP_012399336.1, XP_031803162.1, XP_031803160.1, XP_023354197.1	NP_001129161.1, XP_006520964.1, NP_001398786.1, NP_001398787.1, NP_001129160.1, NP_001398785.1, NP_035967.1
OG0001574	XP_012397203.1, XP_031802916.1, XP_031802915.1, XP_031802917.1, XP_031802914.1, XP_031802918.1	NP_038951.1
OG0001575	XP_031798935.1	NP_808229.1
OG0001575	XP_012400662.1	NP_035799.1
OG0001576	XP_031794855.1	NP_001398735.1, NP_001398734.1, NP_001398733.1, NP_001398732.1, NP_001351525.1, NP_001351524.1, NP_001075147.1, NP_001398731.1, NP_001398740.1, XP_006505211.1, NP_001398739.1, NP_001398738.1, NP_001398742.1, NP_001398737.1, NP_001398741.1
OG0001577	XP_012400288.2	XP_006498620.2
OG0001577	XP_031796368.1	NP_001157112.1
OG0001578	XP_031818216.1, XP_031818217.1	NP_077782.1, NP_001034087.1
OG0001579	XP_023360190.1, XP_012406058.1	NP_082610.1, NP_081467.2
OG0001580	XP_031796092.1	NP_780617.2, XP_006505389.1
OG0001581	XP_031794973.1, XP_003771688.1	NP_001334030.1
OG0001582	XP_031795214.1	NP_001078886.1, NP_001078885.1, NP_001342676.1, NP_001342675.1, XP_011239752.1, NP_001078884.1, NP_065614.2
OG0001583	XP_012406627.1, XP_003771838.1, XP_012406626.1	XP_006535838.1, NP_067445.3, NP_001276686.1
OG0001584	XP_031807138.1, XP_031807140.1, XP_031807136.1, XP_031807135.1, XP_031807134.1, XP_031807139.1	XP_017173066.1, NP_857632.4, NP_001390142.1
OG0001585	XP_023361585.1	NP_001344246.1, NP_001344245.1, NP_569054.2, XP_006509341.1
OG0001586	XP_023357307.1, XP_003767145.1	NP_082426.1
OG0001587	XP_031823360.1, XP_031823359.1, XP_012405174.1, XP_003769970.1	NP_001398021.1, NP_001398019.1, NP_001398020.1, NP_064298.1
OG0001589	XP_031798616.1	NP_001171275.1
OG0001590	XP_031798516.1	NP_001342554.1, NP_001104319.1, NP_780390.3, NP_001077279.1, XP_036018489.1
OG0001591	XP_031798296.1	NP_694766.1, NP_001411642.1
OG0001592	XP_031798591.1, XP_003773709.1	NP_084113.1, NP_001343483.1, NP_001137155.1
OG0001593	XP_012408143.1	NP_598601.1
OG0001594	XP_031798992.1	NP_001277747.1, NP_796052.2
OG0001595	XP_031801236.1	XP_030110934.1
OG0001596	XP_031803980.1, XP_023352618.1, XP_003760843.1	NP_766045.2
OG0001597	XP_031807519.1	NP_001278114.1, NP_001408055.1, NP_001408052.1, NP_035627.1, NP_001408053.1, NP_001408054.1
OG0001598	XP_012400540.1, XP_023355283.1	NP_001186413.1
OG0001599	XP_031817887.1	NP_001278283.1, NP_001398914.1, NP_031517.2, XP_006507325.1, NP_001398919.1, NP_001398918.1, NP_001398917.1, NP_001398921.1, NP_001398920.1, NP_001398916.1, NP_001398915.1
OG0001600	XP_031797671.1, XP_003773699.1	NP_084066.2, NP_001405756.1, NP_001405755.1, NP_001405762.1, NP_001405759.1, NP_001405761.1, NP_001405758.1, NP_001405760.1, NP_001405757.1, XP_036018578.1
OG0001601	XP_003774810.1	NP_082564.3, NP_001103612.1
OG0001601	XP_023356249.1	NP_666319.2
OG0001602	XP_031814627.1, XP_031814626.1	NP_001350384.1, NP_862902.1
OG0001603	XP_031808249.1, XP_031808259.1	NP_001344491.1, XP_006512103.1, NP_001344490.1, NP_695019.1, NP_001344489.1
OG0001604	XP_003772084.2	NP_001041611.1, NP_001273436.1, NP_001408250.1, XP_036010933.1, NP_001273437.1, NP_038755.1
OG0001605	XP_023356526.1	XP_011241139.1, NP_001028356.1, XP_006510920.1, NP_032906.2, NP_001182013.1, NP_001397382.1, NP_035766.2
OG0001606	XP_031806931.1, XP_031806932.1, XP_003758199.1	NP_001276559.1, NP_001342617.1, NP_083260.1, NP_001276560.1
OG0001607	XP_031806961.1, XP_031806955.1, XP_031806953.1, XP_012395601.1, XP_031806959.1, XP_031806960.1, XP_031806958.1, XP_031806957.1, XP_031806962.1, XP_031806954.1, XP_031806952.1, XP_031806956.1	NP_001135418.1
OG0001608	XP_031809783.1	NP_001349695.1, NP_001349697.1, NP_001349696.1, XP_006498907.1, NP_001349698.1, NP_001349694.1, NP_001349692.1, NP_573505.2, NP_001278044.1, NP_001349693.1, NP_001278043.1
OG0001609	XP_012409062.1, XP_031809916.1	NP_001342355.1, NP_058612.3
OG0001610	XP_031810445.1	NP_001342409.1
OG0001610	XP_031801958.1	XP_006517233.1
OG0001611	XP_023350286.1	NP_001129545.1, NP_035029.2, NP_001278098.1, NP_001278097.1, NP_001278103.1, NP_001278104.1, NP_001278099.1, NP_001278106.1, XP_036015206.1, NP_001278107.1, NP_001278102.1, NP_001278101.1, NP_001032254.1, NP_001278108.1, NP_001032255.1
OG0001613	XP_003773114.1	NP_001350374.1, NP_001350373.1, NP_032278.1, NP_001350372.1
OG0001614	XP_031824622.1	NP_081360.1, XP_006529921.1
OG0001615	XP_031804578.1	NP_032655.1
OG0001616	XP_003761200.2	NP_001346869.1
OG0001617	XP_003771266.1	NP_783627.2, NP_001139398.1, NP_001139399.1, XP_006506297.1
OG0001618	XP_031794185.1, XP_031794186.1, XP_023361238.1, XP_031794187.1, XP_031794188.1	NP_001397307.1, NP_001397304.1, NP_001397306.1, NP_001397305.1, XP_036021876.1, NP_001397300.1, NP_035531.3
OG0001619	XP_023360454.1	XP_011239890.1, NP_796196.3
OG0001620	XP_003771417.1	NP_081328.2, NP_001344989.1, NP_001344987.1, XP_006521413.1, NP_001344988.1
OG0001621	XP_023360028.1	NP_001390483.1, NP_001001884.1, XP_006521185.1
OG0001622	XP_031812129.1, XP_031812128.1	NP_001074599.2, XP_030103646.1
OG0001623	XP_031812240.1, XP_031812241.1	XP_017176986.1, NP_919320.1
OG0001624	XP_031797824.1	NP_001361643.1, NP_001158211.1
OG0001625	XP_031823933.1, XP_031823934.1, XP_031823932.1	XP_006522645.1, NP_766409.2
OG0001626	XP_031813260.1	NP_038779.2, XP_017172511.1, NP_001348218.1, NP_001344021.1
OG0001627	XP_031816940.1, XP_031813458.1	NP_080139.3, XP_006501980.1
OG0001628	XP_003764063.1	NP_001349586.1
OG0001629	XP_031816085.1, XP_031816084.1, XP_031816086.1, XP_031816088.1, XP_031816087.1	NP_659131.2
OG0001630	XP_003766054.1	NP_067287.1, XP_011236865.1, NP_001185990.1, NP_001185989.1
OG0001631	XP_031813884.1	XP_006496604.1, NP_081253.1, NP_001343193.1
OG0001632	XP_031805321.1, XP_012401548.2	NP_001317978.1
OG0001634	XP_031800562.1	NP_001390564.1, NP_001390563.1, XP_006528450.1, NP_001258738.1, NP_001258739.1
OG0001635	XP_031800541.1	XP_011249294.1, NP_001258378.1, NP_001258377.1, NP_666063.1, NP_001258376.1, NP_001258379.1, NP_001258380.1
OG0001637	XP_003774770.1	NP_113556.2, NP_001258503.1, NP_083203.2
OG0001638	XP_012408124.1, XP_031799547.1, XP_003773951.1, XP_012408125.1	NP_001011774.1, NP_001011852.2
