Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0002423	XP_003764757.1, XP_031817880.1, XP_031817879.1, XP_031817878.1, XP_031817881.1	XP_026256804.1, XP_026256805.1, XP_026238638.1
OG0002425	XP_031822200.1, XP_031801078.1	XP_026246652.1, XP_026246651.1
OG0002427	XP_031823205.1, XP_031823207.1, XP_031823206.1	XP_026249950.1, XP_026249951.1
OG0002428	XP_031806632.1, XP_031806631.1, XP_031806630.1	XP_026265123.1
OG0002429	XP_012397188.1, NP_001278416.1	XP_026239047.1
OG0002430	XP_031822445.1	XP_026268785.1
OG0002432	XP_012405555.1, XP_031824680.1, XP_003770751.2	XP_026263798.1
OG0002433	XP_012400376.1	XP_026258516.1, XP_026258519.1, XP_026258517.1
OG0002434	XP_003766962.1, XP_003764784.1, XP_003764785.1, XP_012400852.1, XP_003764788.1	XP_026256729.1, XP_026256885.1
OG0002435	XP_031793503.1, XP_031793505.1, XP_031793504.1	XP_026257752.1
OG0002436	XP_031819766.1	XP_026266264.1
OG0002437	XP_031802558.1	XP_026244479.1
OG0002438	XP_023351942.1, XP_003760030.1, XP_031801796.1	XP_026265752.1
OG0002439	XP_003769570.1	XP_026253389.1
OG0002440	XP_031793480.1	XP_026255747.1
OG0002441	XP_003769643.1, XP_023359087.1	XP_026248941.1
OG0002442	XP_003762178.1	XP_026237881.1
OG0002443	XP_031819375.1, XP_031819374.1, XP_031819373.1, XP_031819371.1, XP_031819372.1	XP_026237166.1
OG0002444	XP_031819152.1	XP_026238029.1
OG0002445	XP_031819252.1	XP_026262035.1, XP_026262036.1
OG0002446	XP_031819297.1	XP_026262126.1
OG0002447	XP_031819748.1, XP_031819749.1	XP_026266248.1
OG0002448	XP_023360876.1, XP_003771949.1	XP_026263914.1
OG0002449	XP_031822761.1	XP_026246634.1
OG0002450	XP_012396161.1, XP_012396160.1, XP_031805767.1, XP_031805770.1, XP_031805769.1, XP_031805768.1, XP_003758904.1	XP_026251512.1
OG0002451	XP_003757290.1	XP_026248081.1
OG0002452	XP_012401422.1	XP_026262605.1
OG0002453	XP_031818265.1	XP_026247442.1
OG0002454	XP_031818429.1, XP_031818428.1	XP_026247513.1
OG0002455	XP_031818592.1, XP_031818593.1	XP_026256597.1
OG0002456	XP_031818620.1	XP_026256623.1
OG0002457	XP_031818638.1	XP_026256632.1, XP_026256633.1
OG0002458	XP_003761683.1	XP_026257000.1
OG0002458	XP_031803928.1	XP_026269691.1
OG0002459	XP_031824747.1	XP_026250814.1
OG0002460	XP_031811387.1	XP_026249829.1
OG0002460	XP_003759890.1	XP_026241687.1
OG0002461	XP_003759907.1	XP_026264826.1
OG0002462	XP_031809540.1	XP_026236266.1
OG0002464	XP_031812694.1	XP_026261589.1, XP_026261590.1
OG0002465	XP_031812110.1	XP_026252830.1, XP_026252832.1, XP_026252831.1
OG0002466	XP_023362356.1	XP_026254008.1
OG0002467	XP_003759154.1, XP_031809432.1, XP_031809431.1, XP_023351370.1	XP_026244112.1
OG0002468	XP_012396862.1	XP_026249385.1, XP_026249384.1
OG0002469	XP_012396867.1, XP_012396868.1	XP_026249381.1
OG0002470	XP_003772057.2, XP_031796120.1	XP_026257820.1
OG0002471	XP_031816804.1, XP_012400583.2	XP_026260359.1
OG0002472	XP_031816806.1	XP_026260340.1
OG0002473	XP_031816061.1	XP_026258491.1
OG0002474	XP_023355177.1, XP_012400412.1, XP_023355178.1	XP_026259232.1
OG0002475	XP_003764293.1	XP_026248350.1
OG0002476	XP_031794242.1	XP_026264469.1
OG0002477	XP_003758535.1, XP_031805979.1	XP_026257693.1, XP_026257692.1
OG0002478	XP_012395791.1	XP_026267186.1
OG0002479	XP_003757900.1	XP_026248775.1
OG0002480	XP_031805937.1	XP_026260265.1
OG0002482	XP_031821214.1	XP_026269009.1, XP_026269010.1, XP_026269011.1
OG0002483	XP_023358561.1	XP_026268920.1
OG0002484	XP_012398298.1, XP_023353286.1, XP_023353285.1, XP_031796370.1, XP_023353284.1	XP_026259921.1, XP_026259919.1, XP_026259920.1
OG0002485	XP_031819756.1	XP_026256188.1
OG0002486	XP_003762116.1, XP_031819365.1	XP_026236733.1
OG0002487	XP_003762126.1	XP_026236727.1, XP_026236726.1
OG0002488	XP_031818983.1	XP_026247879.1
OG0002490	XP_031801618.1, XP_031801619.1, XP_023353556.1	XP_026241155.1
OG0002491	XP_003761998.1	XP_026241194.1
OG0002492	XP_031823055.1	XP_026258556.1
OG0002493	XP_003769760.1	XP_026235404.1
OG0002493	XP_031823045.1	XP_026235407.1
OG0002494	XP_031825187.1, XP_012402988.1, XP_031825185.1, XP_031825186.1, XP_031825184.1	XP_026258875.1
OG0002495	XP_003766761.1	XP_026264396.1
OG0002496	XP_003767796.1	XP_026261562.1
OG0002497	XP_031792868.1	XP_026248652.1
OG0002498	XP_031822911.1	XP_026261548.1
OG0002499	XP_023358042.1	XP_026260686.1
OG0002500	XP_031822612.1	XP_026260826.1
OG0002501	XP_023351610.1	XP_026254390.1, XP_026254391.1
OG0002502	XP_031802394.1	XP_026243849.1
OG0002503	XP_012404993.1, XP_012404987.1, XP_003756495.1	XP_026266815.1
OG0002504	XP_012402866.3	XP_026256416.1
OG0002505	XP_003756225.1	XP_026250026.1
OG0002506	XP_003756635.1	XP_026267573.1
OG0002507	XP_031809152.1	XP_026255205.1
OG0002508	XP_031793875.1	XP_026253641.1
OG0002509	XP_031821507.1, XP_003768652.1	XP_026266506.1
OG0002510	XP_012404085.1, XP_031821427.1, XP_031821426.1, XP_023358424.1, XP_023358425.1, XP_023358420.1, XP_023358422.1	XP_026264235.1
OG0002511	XP_031821413.1	XP_026260632.1
OG0002512	XP_031821705.1	XP_026260571.1
OG0002515	XP_031821912.1	XP_026268174.1, XP_026268175.1
OG0002516	XP_003757533.2	XP_026251326.1
OG0002517	XP_031797038.1	XP_026254098.1, XP_026254097.1
OG0002518	XP_031796856.1	XP_026267274.1
OG0002519	XP_031795970.1	XP_026265992.1, XP_026265993.1
OG0002520	XP_023357016.1, XP_031814668.1	XP_026264397.1
OG0002521	XP_023357022.1	XP_026264410.1
OG0002522	XP_031817120.1	XP_026235060.1
OG0002524	XP_003768960.2	XP_026271121.1
OG0002525	XP_031809639.1	XP_026268890.1, XP_026268884.1, XP_026268889.1, XP_026268883.1, XP_026268887.1, XP_026268888.1, XP_026268886.1
OG0002526	XP_003761307.1	XP_026251967.1, XP_026251991.1
OG0002527	XP_031799078.1, XP_003761451.1, XP_031799067.1	XP_026243643.1
OG0002528	XP_031801300.1	XP_026243651.1, XP_026243656.1, XP_026243652.1, XP_026243653.1, XP_026243650.1, XP_026243655.1
OG0002529	XP_031792833.1	XP_026235684.1
OG0002530	XP_003757405.2	XP_026249145.1
OG0002531	XP_023358782.1	XP_026250278.1, XP_026250280.1
OG0002532	XP_031820874.1	XP_026239289.1, XP_026235927.1
OG0002533	XP_031820782.1	XP_026239479.1, XP_026239480.1
OG0002534	XP_012403351.3	XP_026265657.1, XP_026265656.1
OG0002535	XP_012397236.1, XP_012397234.1, XP_012397233.1	XP_026249658.1
OG0002536	XP_031803157.1	XP_026238577.1, XP_026258857.1
OG0002537	XP_031816082.1	XP_026238498.1, XP_026238510.1
OG0002538	XP_031816286.1, XP_031816287.1	XP_026261419.1
OG0002539	XP_012406463.1	XP_026244515.1
OG0002540	XP_031796585.1	XP_026253036.1, XP_026253037.1
OG0002541	XP_003772439.1	XP_026264641.1
OG0002542	XP_031796450.1	XP_026256023.1
OG0002543	XP_031796362.1	XP_026257331.1
OG0002544	XP_031794695.1, XP_031794694.1, XP_031794693.1, XP_003771565.1	XP_026236686.1, XP_026236687.1
OG0002545	XP_003765393.1, XP_031817960.1	XP_026249261.1
OG0002546	XP_031805354.1, XP_003755825.2, XP_003755816.1	XP_026267825.1, XP_026267826.1
OG0002547	XP_003765437.2	XP_026249224.1
OG0002548	XP_031818002.1, XP_031818001.1, XP_031818003.1	XP_026249161.1, XP_026249162.1
OG0002550	XP_003770990.1	XP_026252775.1
OG0002551	XP_012406026.1	XP_026253612.1
OG0002552	XP_031795951.1, XP_031795950.1	XP_026253081.1
OG0002553	XP_023360195.1	XP_026253737.1
OG0002554	XP_031797275.1	XP_026248500.1
OG0002555	XP_023361659.1	XP_026251746.1
OG0002556	XP_031795285.1	XP_026235574.1
OG0002557	XP_031806545.1	XP_026260489.1, XP_026260490.1
OG0002558	XP_031797316.1, XP_031797317.1	XP_026258687.1
OG0002559	XP_031799681.1	XP_026258700.1, XP_026258701.1
OG0002560	XP_023350419.1	XP_026267012.1
OG0002561	XP_031807211.1, XP_031807212.1	XP_026248657.1
OG0002562	XP_003758393.1, XP_012395718.1	XP_026265917.1
OG0002563	XP_031805649.1, XP_023351036.1, XP_031805648.1	XP_026265262.1
OG0002564	XP_012407842.2	XP_026253205.1
OG0002565	XP_003769993.1	XP_026259795.1, XP_026259794.1
OG0002566	XP_031823316.1, XP_012405149.1, XP_031823317.1	XP_026259805.1
OG0002567	XP_023359342.1	XP_026259675.1, XP_026259676.1
OG0002569	XP_031807730.1, XP_031807711.1, XP_031807722.1, XP_003762678.1	XP_026243419.1
OG0002570	XP_031799474.1	XP_026252260.1
OG0002571	XP_031799716.1	XP_026255587.1
OG0002572	XP_003774097.1, XP_023362252.1, XP_031799992.1, XP_031799991.1	XP_026263428.1, XP_026263429.1
OG0002573	XP_003774446.1, XP_031799248.1	XP_026263412.1, XP_026263411.1
OG0002574	XP_003762433.1	XP_026238915.1
OG0002575	XP_031809232.1	XP_026257836.1
OG0002576	XP_031803330.1	XP_026245790.1, XP_026245789.1, XP_026245792.1
OG0002578	XP_012397668.1	XP_026269767.1
OG0002579	XP_003760903.1	XP_026269720.1
OG0002580	XP_031800937.1, XP_003764675.1	XP_026243133.1
OG0002581	XP_031798277.1	XP_026265376.1
OG0002583	XP_012400745.1, XP_012400746.1	XP_026249459.1, XP_026249460.1
OG0002584	XP_003765832.2, XP_023356305.1	XP_026255784.1
OG0002586	XP_031806876.1	XP_026248846.1
OG0002587	XP_012402469.2	XP_026261174.1
OG0002588	XP_012406805.3	XP_026244314.1
OG0002589	XP_003766141.2	XP_026262400.1
OG0002590	XP_031813644.1	XP_026235651.1
OG0002591	XP_003758250.1	XP_026241583.1, XP_026241584.1
OG0002592	XP_031809940.1, XP_031809939.1, XP_031809936.1, XP_031809937.1, XP_031809942.1, XP_031809944.1, XP_031809941.1, XP_031809938.1, XP_031809943.1	XP_026239053.1
OG0002593	XP_031809934.1	XP_026239046.1, XP_026239049.1, XP_026239048.1, XP_026239045.1
OG0002594	XP_003756974.1	XP_026238930.1
OG0002595	XP_031809766.1, XP_031809767.1	XP_026238999.1, XP_026239000.1
OG0002596	XP_031807426.1	XP_026239136.1, XP_026239137.1
OG0002597	XP_031810454.1	XP_026246786.1
OG0002598	XP_031807536.1, XP_031807534.1, XP_031807535.1	XP_026262571.1
OG0002599	XP_031807591.1, XP_023350233.2, XP_031807592.1, XP_031807589.1	XP_026263645.1
OG0002600	XP_003757612.2	XP_026269206.1
OG0002601	XP_031807653.1	XP_026269272.1
OG0002602	XP_031817219.1	XP_026250914.1
OG0002603	XP_003764493.1	XP_026250716.1, XP_026250714.1, XP_026250715.1
OG0002604	XP_031806992.1, XP_031806991.1	XP_026254649.1, XP_026254648.1, XP_026254650.1
OG0002605	XP_003757976.1, XP_031806989.1	XP_026254622.1
OG0002606	XP_031806733.1	XP_026253316.1
OG0002607	XP_031804355.1	XP_026258720.1
OG0002608	XP_031804430.1	XP_026241946.1
OG0002609	XP_031804642.1	XP_026264973.1, XP_026264975.1
OG0002610	XP_031804676.1	XP_026264327.1
OG0002611	XP_031804680.1, XP_031804681.1, XP_031804678.1, XP_031804679.1	XP_026264315.1
OG0002612	XP_031804675.1	XP_026269129.1
OG0002613	XP_031804742.1	XP_026269125.1, XP_026269127.1, XP_026269123.1, XP_026269124.1, XP_026269122.1, XP_026269126.1
OG0002614	XP_031804798.1	XP_026264724.1
OG0002616	XP_031804967.1	XP_026268299.1
OG0002618	XP_031804916.1	XP_026257483.1
OG0002619	XP_031804899.1	XP_026257469.1
OG0002620	XP_031795518.1	XP_026269643.1
OG0002623	XP_031794020.1	XP_026264296.1
OG0002625	XP_012405898.1	XP_026262852.1
OG0002626	XP_031793708.1	XP_026254566.1
OG0002627	XP_031811943.1, XP_031811939.1, XP_031811940.1, XP_031811941.1, XP_031811942.1	XP_026253181.1
OG0002628	XP_031811580.1, XP_031811579.1, XP_031811578.1, XP_031811576.1, XP_031811577.1	XP_026263713.1
OG0002629	XP_012397174.1	XP_026263666.1, XP_026263665.1
OG0002630	XP_003755382.2	XP_026240076.1, XP_026240077.1, XP_026240078.1, XP_026240075.1
OG0002631	XP_003760315.1	XP_026238878.1
OG0002632	XP_031798705.1, XP_012407827.1, XP_012407828.1, XP_003773479.1	XP_026251105.1
OG0002633	XP_023354339.1	XP_026240557.1
OG0002634	XP_031811239.1	XP_026240600.1, XP_026240599.1
OG0002635	XP_003754928.1	XP_026243580.1, XP_026243579.1, XP_026243581.1
OG0002636	XP_012402230.1	XP_026249330.1
OG0002637	XP_003773030.1	XP_026238493.1
OG0002638	XP_031815588.1	XP_026251337.1, XP_026251328.1
OG0002640	XP_031801982.1	XP_026252868.1
OG0002641	XP_031801932.1, XP_031801929.1, XP_031801931.1, XP_031801930.1	XP_026237229.1, XP_026237227.1, XP_026237228.1
OG0002642	XP_031813562.1, XP_031813563.1	XP_026238621.1
OG0002643	XP_031802779.1	XP_026262895.1
OG0002645	XP_012400186.1	XP_026257236.1
OG0002646	XP_031816350.1, XP_031816351.1	XP_026245320.1, XP_026245321.1
OG0002647	XP_003764034.1	XP_026261427.1, XP_026261428.1
OG0002648	XP_003765924.1	XP_026261126.1
OG0002649	XP_012401769.1, XP_031814224.1, XP_012401770.1, XP_031814223.1	XP_026261115.1
OG0002650	XP_031814194.1, XP_031814190.1, XP_031814193.1, XP_031814191.1, XP_031814192.1	XP_026261099.1
OG0002651	XP_023356404.1	XP_026246240.1
OG0002653	XP_023359830.1	XP_026253028.1
OG0002654	XP_031792919.1	XP_026246491.1
OG0002655	XP_031800206.1, XP_003775409.2	XP_026266116.1
OG0002656	XP_012408789.1, XP_012408790.1	XP_026266120.1
OG0002657	XP_031800874.1, XP_003774953.2, XP_031800873.1, XP_031800875.1, XP_031800876.1	XP_026235674.1
OG0002660	XP_031815338.1	XP_026257159.1, XP_026236187.1
OG0002661	XP_031815280.1	XP_026243350.1
OG0002662	XP_003774981.3	XP_026263203.1
OG0002663	XP_031800902.1, XP_031800901.1, XP_031800900.1	XP_026255762.1
OG0002664	XP_012408859.1	XP_026255765.1, XP_026255766.1
OG0002665	XP_012408703.2	XP_026269608.1
OG0002666	XP_031800537.1	XP_026236851.1
OG0002667	XP_003762588.3	XP_026254708.1, XP_026267401.1
OG0002669	XP_012409144.1, XP_003757164.1	XP_026242230.1, XP_026242227.1, XP_026242228.1, XP_026242229.1
OG0002670	XP_012404245.1	XP_026268983.1, XP_026268984.1, XP_026268979.1, XP_026268982.1
OG0002676	XP_031802986.1, XP_031802987.1	XP_026240342.1, XP_026240343.1, XP_026240341.1
OG0002677	XP_003757340.2	XP_026251506.1, XP_026251508.1
OG0002678	XP_012400476.1	XP_026248343.1
OG0002681	XP_031812157.1	XP_026266723.1
OG0002681	XP_003771471.1	XP_026264343.1
OG0002682	XP_031813269.1, XP_012399205.1	XP_026244366.1
OG0002683	XP_003758660.1	XP_026235758.1
OG0002684	XP_031815745.1	XP_026258679.1
OG0002685	XP_023356099.1	XP_026250947.1, XP_026250945.1, XP_026250946.1
OG0002686	XP_031806272.1	XP_026266791.1
OG0002687	XP_031798855.1	XP_026263237.1
OG0002688	XP_031811455.1, XP_031811456.1, XP_031811454.1, XP_003755570.1	XP_026243931.1
OG0002689	XP_023360270.1, XP_003771221.1, XP_012406125.2	XP_026247717.1
OG0002690	XP_031817599.1	XP_026262012.1, XP_026262010.1, XP_026262013.1, XP_026262011.1
OG0002691	XP_031817598.1	XP_026262171.1
OG0002692	XP_031814417.1	XP_026255541.1
OG0002693	XP_031798192.1	XP_026263232.1, XP_026263231.1, XP_026263236.1, XP_026263234.1, XP_026263230.1, XP_026263233.1, XP_026263235.1
OG0002694	XP_031801081.1	XP_026264646.1
OG0002695	XP_031823064.1	XP_026258592.1
OG0002696	XP_003755720.1	XP_026264584.1
OG0002697	XP_031818467.1	XP_026259419.1
OG0002698	XP_003757945.2	XP_026267008.1
OG0002699	XP_031800328.1, XP_031800329.1	XP_026247995.1
OG0002700	XP_003769682.1, XP_023359143.1	XP_026236397.1, XP_026236398.1
OG0002701	XP_003774393.1	XP_026252304.1, XP_026252305.1
OG0002702	XP_023362970.1	XP_026239284.1, XP_026252521.1
OG0002703	XP_012404989.1, XP_012404988.1, XP_012404990.1	XP_026235472.1
OG0002704	XP_031795493.1, XP_012407202.2	XP_026254553.1, XP_026254408.1
OG0002705	XP_012400341.1, XP_031816188.1, XP_003764105.1, XP_012400342.1, XP_031816187.1	XP_026244851.1
OG0002706	XP_012400842.1	XP_026256743.1
OG0002706	XP_012400841.2	XP_026256742.1
OG0002709	XP_003766796.1	XP_026258524.1
OG0002710	XP_003771751.1, XP_031794071.1	XP_026265153.1, XP_026265181.1
OG0002711	XP_031817332.1, XP_003766898.1	XP_026256832.1
OG0002712	XP_023354705.2, XP_031805141.1	XP_026267811.1
OG0002714	XP_003764928.1	XP_026259429.1
OG0002715	XP_003769473.1, XP_031820160.1	XP_026236535.1
OG0002717	XP_031802032.1	XP_026260422.1
OG0002718	XP_031801797.1	XP_026265753.1
OG0002719	XP_023352040.1, XP_012397017.1, XP_023352041.1, XP_023352042.1	XP_026257782.1
OG0002720	XP_031820109.1, XP_003769489.1	XP_026236630.1
OG0002721	XP_031793524.1	XP_026253401.1
OG0002722	XP_023359109.1, XP_023359112.1, XP_003769663.1	XP_026270350.1
OG0002723	XP_012398808.1	XP_026270045.1
OG0002724	XP_031819335.1	XP_026236956.1
OG0002725	XP_031819279.1, XP_031819278.1	XP_026262140.1
OG0002726	XP_031817612.1	XP_026262168.1, XP_026261992.1, XP_026262127.1
OG0002727	XP_031819056.1	XP_026259492.1
OG0002728	XP_031819140.1	XP_026259604.1
OG0002729	XP_031819109.1	XP_026259582.1
OG0002730	XP_031818982.1	XP_026267343.1
OG0002731	XP_031795772.1	XP_026263928.1
OG0002732	XP_003756654.2	XP_026257048.1, XP_026257046.1
OG0002733	XP_031818583.1	XP_026268793.1
OG0002734	XP_031818588.1, XP_031818591.1, XP_031818589.1, XP_031818590.1	XP_026256604.1
OG0002735	XP_031818657.1	XP_026256559.1
OG0002736	XP_023351825.1	XP_026241680.1
OG0002737	XP_012396838.1, XP_023351844.1, XP_031823304.1, XP_003759896.1	XP_026264565.1
OG0002738	XP_012396575.1	XP_026259891.1
OG0002739	XP_003755599.2, XP_031811445.1, XP_031811444.1, XP_031811441.1, XP_031811443.1, XP_031811439.1, XP_031811440.1	XP_026243879.1
OG0002740	XP_031797577.1	XP_026251056.1
OG0002741	XP_023361790.1	XP_026243309.1
OG0002742	XP_031798594.1, XP_031798596.1, XP_031798595.1	XP_026235240.1
OG0002743	XP_023361920.1	XP_026235221.1
OG0002745	XP_031812706.1	XP_026250449.1
OG0002746	XP_003755071.1	XP_026250413.1
OG0002747	XP_003756789.1	XP_026244094.1
OG0002748	XP_003759962.1	XP_026266030.1
OG0002749	XP_031800429.1	XP_026236622.1
OG0002750	XP_031815995.1	XP_026259281.1
OG0002751	XP_031817094.1	XP_026248396.1
OG0002752	XP_003756183.1	XP_026250031.1
OG0002753	XP_031794368.1, XP_031794371.1, XP_031794373.1	XP_026264501.1
OG0002754	XP_003767321.1	XP_026264524.1
OG0002755	XP_031818768.1	XP_026253678.1
OG0002756	XP_031800260.1	XP_026248793.1, XP_026248794.1
OG0002760	XP_031824493.1	XP_026252690.1
OG0002761	XP_031799377.1	XP_026261450.1
OG0002762	XP_031795769.1, XP_023353303.1, XP_031795762.1, XP_031795783.1	XP_026256130.1, XP_026256128.1, XP_026256129.1
OG0002763	XP_031800364.1	XP_026265029.1
OG0002764	XP_031800749.1, XP_031800740.1, XP_003761769.2, XP_031800744.1	XP_026241434.1
OG0002765	XP_031801724.1, XP_003762068.1	XP_026241450.1
OG0002766	XP_031801644.1	XP_026241394.1, XP_026241392.1
OG0002767	XP_003769821.1	XP_026258550.1, XP_026258549.1
OG0002768	XP_003769795.1, XP_031823105.1	XP_026258625.1
OG0002769	XP_023359193.1	XP_026258552.1
OG0002770	XP_031798342.1	XP_026258259.1, XP_026258260.1, XP_026258258.1, XP_026258257.1
OG0002771	XP_031793010.1, XP_031793009.1, XP_003767620.1	XP_026252985.1
OG0002772	XP_003767606.3	XP_026257273.1, XP_026257274.1
OG0002773	XP_031792709.1	XP_026261038.1, XP_026261039.1
OG0002774	XP_023358062.1, XP_003768180.1	XP_026260873.1
OG0002775	XP_003768110.1	XP_026260772.1
OG0002776	XP_031822531.1	XP_026260731.1
OG0002778	XP_031802407.1	XP_026243820.1
OG0002779	XP_031808129.1, XP_031808130.1	XP_026269759.1, XP_026269768.1, XP_026269751.1
OG0002780	XP_031808775.1	XP_026252181.1
OG0002781	XP_031808484.1	XP_026239871.1
OG0002782	XP_012404227.1	XP_026240879.1
OG0002783	XP_031808314.1, XP_003756281.1, XP_031808313.1	XP_026258488.1
OG0002784	XP_031808309.1, XP_031808312.1, XP_031808310.1	XP_026257949.1
OG0002785	XP_031808224.1, XP_012402859.1, XP_031808223.1	XP_026250013.1
OG0002786	XP_003756622.2, XP_023360366.1	XP_026267566.1
OG0002787	XP_003756611.1	XP_026255224.1, XP_026255223.1
OG0002789	XP_003768617.1	XP_026262422.1, XP_026262423.1
OG0002790	XP_031822368.1	XP_026253868.1
OG0002790	XP_031804828.1	XP_026257498.1
OG0002791	XP_031824593.1	XP_026244800.1
OG0002792	XP_031823676.1, XP_031823677.1, XP_031823675.1	XP_026244563.1, XP_026244562.1
OG0002793	XP_031810144.1, XP_031810146.1, XP_031810145.1	XP_026242287.1
OG0002794	XP_031821631.1, XP_031821632.1, XP_031821630.1	XP_026260672.1
OG0002795	XP_031796603.1	XP_026253044.1
OG0002796	XP_003772209.2	XP_026254227.1, XP_026254229.1, XP_026254228.1
OG0002797	XP_031797008.1	XP_026253618.1
OG0002798	XP_023361108.2, XP_031796906.1	XP_026261709.1, XP_026261708.1, XP_026261711.1, XP_026261710.1
OG0002799	XP_031796654.1	XP_026261760.1
OG0002800	XP_012406115.1	XP_026266003.1, XP_026266004.1
OG0002801	XP_003765705.2	XP_026235323.1
OG0002803	XP_031806384.1	XP_026242964.1
OG0002804	XP_012395385.1	XP_026243028.1
OG0002805	XP_003758008.1	XP_026260910.1
OG0002806	XP_031805163.1	XP_026256999.1
OG0002807	XP_012398478.2	XP_026236142.1
OG0002808	XP_031817251.1	XP_026270349.1
OG0002809	XP_003769203.1, XP_012404580.1	XP_026267022.1
OG0002810	XP_031820459.1	XP_026266627.1
OG0002811	XP_031820442.1	XP_026266191.1
OG0002812	XP_003769359.1	XP_026258314.1
OG0002813	XP_012404696.1	XP_026245386.1
OG0002814	XP_023360627.1, XP_023360626.1	XP_026248560.1
OG0002816	XP_031808753.1	XP_026257353.1, XP_026243430.1
OG0002817	XP_031817991.1	XP_026249198.1
OG0002818	XP_023357322.1	XP_026237549.1
OG0002819	XP_023357329.2, XP_031825006.1	XP_026238445.1, XP_026238440.1
OG0002820	XP_012407661.2	XP_026241968.1, XP_026265092.1
OG0002821	XP_031807009.1, XP_031807010.1, XP_031807008.1	XP_026235945.1
OG0002822	XP_031795072.1	XP_026261183.1
OG0002823	XP_012395445.1, XP_012395444.1	XP_026265125.1, XP_026265126.1
OG0002824	XP_031807033.1	XP_026267007.1
OG0002825	XP_031807049.1	XP_026243504.1
OG0002826	XP_031807277.1	XP_026264092.1
OG0002827	XP_023350380.1	XP_026244196.1
OG0002828	XP_012405069.1, XP_031823184.1, XP_012405068.1, XP_003769844.1	XP_026249892.1
OG0002829	XP_031823152.1, XP_012405045.1	XP_026249926.1
OG0002830	XP_031807246.1	XP_026257602.1
