Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0002057	XP_031818928.1, XP_031818929.1	XP_005339324.1
OG0002059	XP_031805842.1, XP_031805843.1	XP_013221553.1, XP_005318473.1
OG0002060	XP_031805844.1	XP_013221470.1, XP_040135985.1
OG0002061	XP_031805952.1	XP_021577367.2
OG0002062	XP_003758490.1, XP_031806074.1	XP_005318410.1
OG0002063	XP_012398116.1, XP_003761380.1	XP_021584296.1, XP_021584295.1, XP_005328617.1
OG0002064	XP_031823744.1	XP_005328605.1, XP_040132688.1
OG0002065	XP_031821097.1	XP_005331774.1, XP_005341080.1
OG0002066	XP_031819204.1, XP_031819219.1, XP_031819196.1, XP_031819212.1	XP_013213364.1
OG0002067	XP_031801679.1	XP_021590650.1
OG0002068	XP_031823029.1, XP_031823028.1	XP_013220364.1, XP_005339750.1
OG0002069	XP_023359158.2	XP_040144945.1, XP_005327765.1, XP_040144967.1
OG0002070	XP_003767591.1, XP_023357608.1	XP_021585577.1
OG0002071	XP_003768190.2	XP_013216645.1
OG0002072	XP_031808399.1	XP_013212276.1
OG0002073	XP_031808365.1	XP_040132000.1, XP_005321390.1
OG0002074	XP_003768533.1	XP_005328241.1
OG0002075	XP_003768463.1	XP_005328207.1
OG0002075	XP_031816230.1	XP_040128853.1
OG0002076	XP_023358140.1	XP_005321844.1, XP_021579868.1, XP_021579867.1
OG0002077	XP_031821966.1, XP_012403843.1, XP_031821965.1	XP_013212584.1, XP_005321781.1
OG0002078	XP_023363175.2	XP_013212064.1, XP_013212065.1, XP_040142208.1
OG0002079	XP_031797065.1	XP_013218554.1
OG0002080	XP_031797048.1, XP_031797049.1, XP_031797051.1, XP_031797050.1	XP_005335684.1, XP_013218494.1
OG0002081	XP_031796876.1, XP_031796878.1, XP_031796877.1	XP_021580088.1, XP_005322305.1
OG0002082	XP_003765698.1	XP_040126731.1, XP_005336443.1, XP_021589655.1
OG0002083	XP_003758320.1	XP_005322074.1
OG0002084	XP_031806457.1	XP_040127090.1, XP_005322238.2, XP_040127089.1
OG0002085	XP_031801213.1	XP_005326314.1
OG0002086	XP_031793108.1	XP_005326329.1
OG0002087	XP_031801395.1, XP_003761885.1, XP_031801394.1, XP_031801396.1, XP_023353462.1	XP_005326374.1, XP_013214540.1
OG0002088	XP_003757355.1	XP_005329738.1
OG0002089	XP_031821021.1, XP_003768957.1	XP_013220058.1, XP_005339044.1
OG0002090	XP_031820832.1	XP_005318811.1
OG0002091	XP_023358736.1	XP_005318772.1
OG0002092	XP_031803129.1, XP_023352293.1, XP_031803127.1, XP_031803128.1	XP_040149515.1, XP_040149516.1, XP_005316180.1
OG0002093	XP_003760563.1	XP_005316133.1
OG0002094	XP_031805393.1, XP_012399134.1, XP_003754998.1, XP_003754997.1	XP_005320908.1, XP_005320910.1
OG0002095	XP_031812327.1	XP_005340504.1
OG0002095	XP_012406499.2	XP_005331155.1
OG0002096	XP_003771630.1	XP_005319467.1
OG0002096	XP_003762368.1	XP_005317291.1
OG0002097	XP_031794488.1	XP_005340073.1, XP_040147386.1
OG0002098	XP_031796443.1	XP_040147703.1
OG0002099	XP_031818046.1	XP_013217717.1, XP_013217720.1, XP_040144332.1
OG0002100	XP_031825113.1	XP_013219906.1
OG0002101	XP_012396622.1, XP_031797507.1	XP_040139121.1, XP_005317317.1, XP_005337654.1
OG0002102	XP_003774491.1	XP_005329247.1
OG0002102	XP_003764375.1	XP_005337252.1
OG0002103	XP_023361234.1	XP_040147303.1, XP_021586810.1, XP_040147302.1
OG0002104	XP_031795268.1, XP_031795265.1, XP_031795266.1, XP_012406590.2	XP_040145152.1
OG0002105	XP_031798804.1, XP_003773079.1, XP_003773080.2	XP_005329281.1, XP_005332911.1
OG0002106	XP_003773084.1, XP_003773093.1	XP_013215764.1, XP_005329292.1
OG0002108	XP_031807302.1, XP_012395288.1	XP_040126844.1
OG0002109	XP_031823238.1, XP_003769893.1	XP_005334983.1, XP_040143270.1
OG0002110	XP_003769990.1	XP_021586150.1
OG0002111	XP_031794610.1	XP_040128994.1, XP_013211505.2
OG0002112	XP_023360500.1	XP_005342594.2
OG0002113	XP_031798386.1	XP_021576697.1
OG0002114	XP_031799495.1	XP_040140053.1
OG0002115	XP_031798479.1	XP_040140109.1
OG0002116	XP_031798792.1	XP_005331535.1
OG0002117	XP_003774017.2, XP_003774016.1, XP_031799541.1, XP_003774015.1	XP_005331731.1
OG0002118	XP_031815840.1	XP_005315984.1
OG0002119	XP_031812498.1	XP_040147116.1, XP_040147117.1, XP_040147122.1
OG0002120	XP_031810608.1	XP_013217652.1
OG0002121	XP_023353897.2	XP_005331011.3
OG0002122	XP_031809098.1	XP_013217515.1, XP_005317225.1, XP_021586519.1
OG0002123	XP_031809004.1	XP_013216967.1
OG0002124	XP_031803825.1	XP_040146242.1
OG0002125	XP_031803741.1	XP_040147064.1, XP_040147065.1, XP_040147067.1, XP_040147066.1, XP_005332084.1
OG0002126	XP_031800024.1	XP_005326851.1
OG0002127	XP_031817773.1, XP_031817774.1	XP_021576470.1
OG0002128	XP_031814257.1	XP_005340422.1
OG0002129	XP_031813676.1	XP_021583971.1
OG0002130	XP_031806946.1	XP_040132352.1
OG0002131	XP_003758237.1	XP_005320538.1
OG0002132	XP_012395252.1, XP_012395251.1	XP_005327177.1, XP_040132159.1
OG0002133	XP_023350291.1	XP_021582014.1
OG0002134	XP_031807477.1, XP_003757744.1, XP_031807479.1, XP_031807478.1, XP_023350288.1	XP_021582012.1
OG0002135	XP_031804425.1	XP_040145416.1
OG0002136	XP_031793621.1	XP_040136473.1
OG0002137	XP_031804268.1	XP_021589601.1
OG0002138	XP_012406180.1	XP_021590959.1
OG0002139	XP_023360352.1	XP_013216835.2
OG0002140	XP_031793987.1	XP_040148402.1, XP_005317212.1, XP_021587910.1
OG0002141	XP_031805219.1	XP_005320744.1, XP_040128684.1, XP_021579006.1
OG0002142	XP_031812941.1, XP_031812942.1	XP_040127784.1, XP_005320842.1, XP_021579089.1
OG0002143	XP_003759715.1, XP_031802067.1	XP_005328679.1, XP_005328538.1
OG0002144	XP_031807923.1, XP_012401336.1, XP_031807925.1	XP_040132034.1
OG0002144	XP_023355906.2	XP_040131844.1
OG0002145	XP_031812676.1	XP_005316885.1
OG0002146	XP_003755797.1	XP_005338037.1
OG0002147	XP_003772994.1	XP_005325815.1
OG0002148	XP_012407433.1	XP_005339370.1
OG0002149	XP_031815536.1	XP_005327657.1
OG0002151	XP_031813481.1, XP_012402062.1	XP_005332568.1, XP_040125972.1
OG0002152	XP_023352100.1	XP_040131281.1, XP_013215107.1
OG0002153	XP_031802638.1, XP_031802637.1	XP_040139595.1
OG0002154	XP_003764107.1	XP_040150521.1
OG0002155	XP_003766010.2	XP_013216820.1, XP_005331925.1, XP_013216819.1
OG0002156	XP_003767773.1	XP_021582827.1, XP_040132893.1, XP_013214675.1
OG0002157	XP_023357849.1, XP_023357850.1, XP_012403448.1	XP_040143211.1
OG0002158	XP_031801045.1	XP_005337729.1, XP_040143808.1
OG0002160	XP_031809576.1	XP_040129484.1, XP_005333191.1, XP_021587233.1, XP_021587234.1
OG0002162	XP_023359952.2	XP_040135741.1
OG0002165	XP_003764328.1	XP_040142729.1, XP_005329176.1
OG0002166	XP_031798391.1, XP_031798400.1	XP_040133496.1
OG0002167	XP_031822175.1	XP_005321944.1
OG0002167	XP_003768210.2	XP_005321943.1
OG0002168	XP_031811288.1	XP_005316715.1
OG0002168	XP_031803812.1	XP_005333101.1
OG0002169	XP_031806444.1	XP_005322129.1
OG0002169	XP_031797558.1	XP_005333451.1
OG0002170	XP_003758875.1	XP_021579497.2
OG0002171	XP_003764942.1	XP_040144024.1
OG0002172	XP_031824109.1	XP_005326451.1, XP_040123993.1, XP_040136187.1
OG0002173	XP_031809613.1	XP_005333933.1
OG0002174	XP_031825179.1, XP_031825181.1, XP_031825180.1	XP_005327784.1
OG0002175	XP_031817882.1	XP_040140825.1
OG0002176	XP_031804771.1, XP_003762716.2, XP_031804767.1, XP_031804768.1, XP_031804769.1	XP_040147959.1, XP_040147958.1, XP_040147960.1, XP_005341929.1
OG0002177	XP_031814855.1, XP_031814853.1, XP_003765620.1, XP_031814854.1	XP_005316030.1
OG0002178	XP_031796332.1	XP_040125587.1
OG0002179	XP_031820861.1	XP_005318954.1
OG0002180	XP_031825077.1	XP_005318028.1
OG0002181	XP_031825073.1	XP_040144516.1, XP_005318030.1
OG0002182	XP_031797684.1	XP_013213643.1
OG0002183	XP_012395663.1	XP_040143918.1, XP_005322068.1
OG0002184	XP_031794545.1	XP_021591709.1
OG0002184	XP_031811459.1	XP_005320200.1
OG0002185	XP_031809456.1, XP_031809457.1	XP_005325506.1
OG0002186	XP_031818476.1	XP_040145091.1
OG0002187	XP_031802018.1	XP_005323074.1
OG0002188	XP_012407260.1	XP_021581349.1, XP_005324215.1
OG0002189	XP_031800059.1	XP_013215775.1, XP_040149475.1, XP_040149473.1, XP_005329322.1
OG0002190	XP_003769819.1	XP_005338196.1, XP_005338894.1
OG0002191	XP_003768296.1	XP_005321886.1
OG0002191	XP_003768297.1	XP_040124946.1
OG0002192	XP_003773980.1, XP_023362203.1, XP_003773977.1, XP_003773976.1, XP_003773972.1, XP_003773973.1	XP_005331658.1
OG0002193	XP_031817338.1, XP_031817340.1, XP_031813133.1	XP_005342147.1
OG0002194	XP_012409205.1, XP_012396243.1	XP_005341125.1
OG0002195	XP_003767935.1	XP_005339481.1
OG0002196	XP_012400906.1, XP_003764860.1, XP_003764862.1	XP_005342150.1
OG0002197	XP_003773840.3, XP_023362163.2, XP_003773848.1, XP_012408113.1	XP_005341605.2, XP_005341601.1
OG0002198	XP_031802544.1, XP_003760133.1	XP_005334959.1
OG0002199	XP_003755656.2	XP_005316692.1
OG0002199	XP_012398564.2	XP_005324191.1
OG0002200	XP_031801810.1	XP_040129005.1
OG0002201	XP_031816948.1	XP_013212112.1
OG0002202	XP_031805352.1	XP_005342333.1
OG0002203	XP_031817590.1	XP_040135723.1
OG0002204	XP_031817592.1, XP_031817619.1	XP_040135321.1
OG0002207	XP_012402430.2	XP_021585708.1
OG0002208	XP_003771498.1	XP_005334335.2
OG0002209	XP_003772996.1	XP_005319404.1, XP_005320629.1
OG0002210	XP_012406893.1	XP_005324289.1
OG0002211	XP_023351593.1, XP_003759509.1	XP_005329012.1
OG0002212	XP_031805788.1	XP_005318292.1
OG0002213	XP_031810322.1	XP_005318224.1
OG0002214	XP_031818167.1	XP_040130785.1, XP_005317828.1
OG0002215	XP_012401467.1	XP_005317782.1
OG0002217	XP_031818656.1, XP_031818655.1	XP_005317552.1
OG0002218	XP_012397639.2, XP_003755593.1	XP_005320285.1, XP_005320196.1
OG0002219	XP_031802624.1	XP_005319041.1
OG0002220	XP_003761761.1	XP_005327283.1
OG0002221	XP_012398288.1, XP_003755650.1, XP_023353333.1	XP_005320118.1
OG0002222	XP_031811427.1	XP_040131795.1, XP_040131800.1, XP_021578563.1, XP_040131799.1, XP_005320179.1, XP_040131796.1, XP_040131797.1, XP_013211796.1, XP_040131801.1, XP_040131798.1
OG0002223	XP_023361819.1, XP_003773361.1	XP_005319968.1
OG0002224	XP_031798344.1, XP_031798345.1, XP_012407753.1, XP_031798118.1, XP_031797724.1	XP_040150201.1, XP_005318971.1, XP_040148511.1
OG0002225	XP_003755070.1	XP_005326029.1
OG0002226	XP_031812414.1	XP_040128088.1, XP_040128087.1
OG0002227	XP_012408916.1	XP_021582428.1
OG0002228	XP_031809483.1, XP_003756831.1	XP_021582146.1
OG0002229	XP_031809472.1	XP_013214153.1, XP_013214152.1, XP_005325484.1
OG0002230	XP_031805274.1, XP_003756810.1	XP_040127980.1, XP_013214148.2, XP_021582161.1, XP_013214149.1, XP_040127979.1
OG0002231	XP_003759689.1	XP_021575712.1
OG0002232	XP_003761930.2	XP_005323808.1
OG0002233	XP_031816779.1	XP_005330810.1
OG0002234	XP_003764297.1, XP_031816973.1, XP_031816972.1	XP_021588089.1, XP_005334316.1
OG0002235	XP_012404182.1	XP_021587052.1
OG0002236	XP_031824827.1	XP_005337779.1
OG0002237	XP_031824936.1	XP_013214415.1, XP_013214416.1
OG0002238	XP_031824957.1	XP_040144621.1
OG0002239	XP_031817420.1	XP_040143790.1
OG0002240	XP_031818795.1	XP_013218077.1, XP_040143810.1, XP_040143809.1, XP_005334797.1
OG0002241	XP_031806072.1	XP_040135933.1, XP_005335514.1
OG0002243	XP_003774603.1	XP_040133982.1, XP_005331572.1
OG0002244	XP_003770112.1	XP_005328608.1, XP_040148842.1
OG0002245	XP_031823790.1	XP_013215533.1
OG0002246	XP_012404268.1	XP_040134039.1, XP_013215500.1
OG0002247	XP_023358609.1, XP_031824286.1, XP_003768918.1, XP_012404298.1	XP_005339804.1
OG0002248	XP_031808157.1, XP_031808155.1	XP_040129923.1, XP_040129924.1
OG0002249	XP_031797122.1	XP_005339894.1
OG0002250	XP_012398345.1, XP_023353305.1, XP_023353304.1, XP_012398347.1	XP_005323930.1
OG0002252	XP_031817021.1, XP_012399417.1, XP_012399418.1	XP_040133467.1
OG0002253	XP_031822997.1, XP_031822996.1, XP_031822998.1	XP_040145139.1
OG0002254	XP_031825188.1, XP_003767275.1, XP_031825189.1, XP_031825190.1	XP_005327789.2
OG0002255	XP_031825196.1, XP_031825195.1, XP_031825197.1	XP_013215187.1, XP_021583694.1, XP_021583695.1, XP_013215186.1
OG0002256	XP_003767372.1, XP_031825242.1	XP_005339180.1, XP_005339181.1
OG0002257	XP_031792907.1	XP_040133502.1, XP_013211599.1
OG0002258	XP_031792782.1	XP_021578321.1, XP_005319844.1, XP_040133410.1
OG0002259	XP_003768143.1, XP_031822640.1	XP_040145062.1
OG0002261	XP_023358035.1	XP_005331375.1
OG0002262	XP_012396613.1, XP_003759588.2	XP_040129173.1
OG0002263	XP_003756188.1	XP_005339196.1
OG0002264	XP_031808823.1	XP_021580396.1
OG0002265	XP_012396135.1, XP_023351169.1	XP_040132079.1, XP_005338008.1, XP_005338009.1
OG0002266	XP_012402819.2	XP_005321405.2
OG0002268	XP_031809160.1	XP_005333954.1
OG0002269	XP_031809074.1	XP_040131004.1, XP_005341061.1
OG0002270	XP_031809014.1	XP_040143117.1, XP_005334710.1
OG0002271	XP_031798445.1	XP_005341690.1
OG0002272	XP_003768425.1	XP_005322000.1
OG0002273	XP_031807843.1	XP_040142602.1, XP_040142601.1, XP_040142600.1, XP_021590011.1
OG0002275	XP_003768698.1	XP_005332682.1
OG0002276	XP_031801936.1	XP_005328277.1
OG0002277	XP_003768249.1	XP_005321923.1
OG0002279	XP_031807825.1	XP_040142606.1
OG0002280	XP_031805306.1, XP_031805303.1, XP_031805302.1, XP_031805307.1, XP_031805305.1, XP_012409460.1, XP_031805301.1, XP_031805304.1	XP_040142523.1, XP_040142524.1, XP_040142522.1, XP_005337009.1
OG0002281	XP_003757459.1	XP_005321150.1, XP_013212098.1
OG0002282	XP_031810667.1	XP_040139769.1
OG0002283	XP_031810559.1	XP_005321064.1
OG0002284	XP_031810540.1	XP_005321046.1
OG0002285	XP_031810116.1, XP_031810117.1, XP_012409152.1	XP_040142204.1
OG0002286	XP_031796224.1	XP_040132171.1
OG0002287	XP_012405849.2	XP_013218180.1, XP_005335059.1
OG0002289	XP_003771173.3	XP_005322338.1
OG0002290	XP_031806430.1	XP_005322126.1, XP_040126615.1
OG0002291	XP_031806450.1	XP_005326396.1
OG0002292	XP_031809205.1, XP_003756632.1, XP_031809206.1, XP_031809208.1	XP_005327307.1
OG0002293	XP_003761819.1	XP_040141892.1, XP_005326274.1, XP_005334654.1
OG0002294	XP_003761811.2	XP_005326300.1
OG0002295	XP_003761910.1	XP_040142051.1
OG0002296	XP_023358981.1	XP_040137991.1
OG0002297	XP_031820588.1, XP_031820587.1, XP_003769196.1	XP_040138710.1, XP_040138709.1
OG0002298	XP_031820441.1	XP_005324812.1
OG0002299	XP_012404679.1	XP_005338065.1, XP_040139053.1, XP_040139051.1, XP_040139052.1
OG0002300	XP_031820349.1	XP_005335935.1
OG0002301	XP_031820340.1	XP_005330178.1
OG0002302	XP_031793733.1, XP_031793734.1, XP_012406945.1	XP_021581845.1, XP_013213946.1, XP_005325020.1, XP_040136562.1, XP_040136563.1
OG0002303	XP_031799362.1	XP_040148271.1, XP_005333335.1
OG0002304	XP_031803990.1	XP_040146657.1, XP_005331150.1
OG0002305	XP_023360874.1	XP_005340071.1, XP_013220508.1, XP_021575617.1
OG0002306	XP_003771562.1, XP_023360564.1	XP_005335996.1
OG0002307	XP_023360566.2	XP_040146821.1, XP_040142881.1
OG0002309	XP_003765410.1, XP_031818010.1, XP_031818012.1, XP_031818008.1, XP_031818009.1, XP_031818011.1, XP_031818013.1, XP_031818014.1	XP_040144314.1
OG0002310	XP_031825052.1	XP_005318046.1
OG0002311	XP_031825098.1	XP_040144494.1, XP_013218596.1
OG0002312	XP_023361715.1, XP_023361714.1	XP_040149126.1, XP_005337656.1, XP_040149127.1
OG0002314	XP_003771741.1	XP_005326672.2
OG0002315	XP_003771674.1, XP_003771675.1	XP_040147341.1, XP_005331139.1
OG0002316	XP_003771814.1	XP_021582969.1
OG0002317	XP_003758064.1, XP_003758063.1, XP_023350524.1, XP_023350523.1, XP_023350522.1	XP_013220649.1, XP_005340359.1, XP_013220647.1
OG0002318	XP_031798548.1	XP_005340124.1
OG0002319	XP_031797322.1	XP_040125106.1, XP_013220681.1, XP_005340430.1, XP_040125105.1
OG0002320	XP_031805421.1	XP_013212826.2, XP_005322650.2
OG0002321	XP_031807194.1	XP_021580246.2
OG0002322	XP_012395985.1	XP_005329459.1
OG0002323	XP_031805497.1	XP_005329402.1, XP_013215821.1
OG0002324	XP_031823286.1, XP_012405120.1, XP_031823285.1	XP_013221151.1
OG0002325	XP_012405186.1	XP_040143483.1
OG0002326	XP_003773905.3, XP_023362170.1	XP_005331671.1, XP_005331672.1
OG0002327	XP_023362154.2	XP_021585271.1, XP_005330024.1
OG0002328	XP_012408277.1, XP_003774166.1	XP_040140077.1, XP_005333517.1, XP_005333516.1
OG0002329	XP_031800051.1, XP_031800050.1, XP_031800049.1	XP_005327620.1, XP_013220509.1
OG0002330	XP_003773236.1	XP_005327628.1
OG0002331	XP_031815707.1	XP_013221150.1
OG0002332	XP_031816551.1	XP_005315867.1, XP_040150232.1
OG0002333	XP_003762700.2	XP_040145717.1
OG0002334	XP_031807930.1	XP_040145682.1, XP_005317268.1
OG0002335	XP_031811669.1, XP_031811663.1	XP_040147414.1
OG0002336	XP_023353861.1, XP_023353862.1	XP_040146897.1
OG0002337	XP_003762612.1	XP_005317242.1, XP_040145635.1, XP_013217214.1
OG0002338	XP_003762644.1	XP_013214883.1, XP_021583204.1
OG0002340	XP_023353835.1, XP_012398955.1, XP_003762307.1, XP_003762308.1	XP_005327017.1
OG0002341	XP_031815476.1, XP_031815493.1, XP_031815481.1, XP_031815497.1, XP_031815487.1	XP_005326943.1
OG0002342	XP_031793543.1, XP_031793536.1	XP_005332975.1
OG0002343	XP_031803765.1	XP_021587160.1
OG0002344	XP_031803796.1	XP_040147118.1
OG0002345	XP_031816902.1, XP_003764344.1, XP_023355258.1, XP_031816903.1, XP_031816904.1	XP_005338072.1
OG0002346	XP_012400766.1	XP_040128443.1, XP_040149117.1, XP_005323328.1, XP_005323329.1
OG0002347	XP_003764663.1	XP_040140928.1, XP_021580804.1, XP_021580805.1, XP_040140929.1
OG0002348	XP_031817311.1	XP_021580755.1
OG0002349	XP_031817320.1, XP_031817321.1	XP_021580750.1
OG0002350	XP_003764897.1	XP_021577152.1
OG0002351	XP_031807518.1	XP_005317428.2, XP_040145950.1
OG0002352	XP_003763771.1	XP_005328070.1
OG0002353	XP_031806971.1, XP_031806970.1, XP_031806969.1, XP_031806972.1, XP_031806968.1	XP_021578834.2
OG0002354	XP_031809973.1, XP_031809974.1, XP_003757062.1, XP_031809972.1	XP_005320653.1
OG0002355	XP_023362893.2	XP_013216039.2
OG0002356	XP_031824001.1, XP_031824000.1	XP_040123949.1, XP_040123948.1, XP_040123947.1, XP_005326489.1, XP_021582751.1
OG0002357	XP_031806732.1, XP_031806731.1, XP_031806730.1	XP_040149040.1
OG0002358	XP_003770205.1	XP_005326543.2
OG0002359	XP_012406256.1, XP_012406254.1, XP_012406255.1, XP_012406253.1	XP_005334017.1, XP_040137150.1
OG0002360	XP_031794118.1, XP_031794120.1, XP_031802556.1, XP_031794119.1	XP_040136970.1
OG0002362	XP_003772759.2	XP_040137882.1, XP_005331026.1, XP_021581915.1, XP_040136709.1, XP_040137884.1, XP_040134276.1, XP_040137783.1, XP_021584518.2, XP_040136803.1
OG0002364	XP_031812556.1	XP_021588857.1, XP_005335284.1
OG0002365	XP_031811587.1, XP_031811588.1, XP_031811590.1, XP_031811589.1, XP_012397197.1, XP_003755491.1, XP_031811591.1	XP_040129523.1
OG0002366	XP_023351764.1	XP_013212010.1
OG0002367	XP_003759811.1	XP_005322986.1
OG0002367	XP_012396768.1	XP_021580608.1
OG0002368	XP_012401262.1, XP_003756011.1	XP_005337202.1
OG0002369	XP_003756016.2	XP_005337190.1
OG0002370	XP_012401550.1, XP_003756044.1, XP_031807977.1, XP_023356227.1	XP_005316491.1
OG0002371	XP_031808020.1, XP_031808022.1, XP_031808021.1	XP_013214691.1
OG0002372	XP_023353437.1, XP_031811312.1, XP_031811308.1, XP_031811310.1, XP_031811311.1, XP_012398462.1, XP_003755660.1, XP_023353433.1, XP_031811309.1	XP_040131104.1
OG0002373	XP_023353751.1, XP_031811233.1	XP_005316994.1, XP_040131037.1
OG0002374	XP_003763395.1	XP_005323646.1
OG0002375	XP_003763428.1, XP_012399835.1	XP_040143004.1
OG0002376	XP_031798216.1	XP_005340782.1
OG0002377	XP_031797845.1	XP_021590380.1
OG0002378	XP_031800030.1	XP_040148173.1, XP_005339380.1
OG0002379	XP_003763578.1	XP_021588742.1
OG0002380	XP_023354807.2	XP_021583629.1
OG0002381	XP_031794372.1, XP_031801106.1	XP_005331086.1, XP_005320123.1
OG0002382	XP_031813587.1	XP_005330314.1
OG0002382	XP_023362772.2	XP_040140317.1
OG0002383	XP_031813389.1, XP_031813387.1, XP_031813388.1, XP_031816969.1	XP_040126097.1
OG0002384	XP_023357159.1	XP_021586036.1
OG0002385	XP_023359758.1	XP_021590111.1, XP_005337156.1
OG0002386	XP_003760236.3	XP_005327533.1
OG0002386	XP_031802729.1	XP_021583554.2
OG0002387	XP_031802707.1, XP_023352105.1, XP_031802706.1, XP_023352104.1, XP_023352106.1	XP_040138072.1
OG0002388	XP_012404130.1	XP_005337134.1
OG0002389	XP_023351259.1	XP_021579105.1
OG0002389	XP_031821103.1, XP_031821104.1	XP_040138183.1, XP_040138180.1
OG0002390	XP_003764096.1	XP_021581430.1
OG0002391	XP_031814105.1, XP_031814104.1, XP_031814103.1	XP_021588793.1
OG0002392	XP_003767651.2	XP_021585525.1, XP_005330375.1
OG0002393	XP_031800406.1, XP_031800405.1	XP_040142876.1
OG0002394	XP_003765605.1, XP_031814828.1	XP_005316049.2
OG0002395	XP_003763560.1, XP_031792909.1	XP_005341209.1
OG0002402	XP_031817291.1, XP_031817292.1, XP_031817293.1	XP_005323241.1
OG0002403	XP_003755215.3	XP_005320237.1
OG0002404	XP_003768202.1	XP_005321968.1, XP_005317177.1
OG0002405	XP_031800608.1	XP_040142801.1, XP_040142804.1, XP_005340648.1, XP_040142811.1, XP_040142798.1
OG0002406	XP_031808591.1	XP_005322856.1
OG0002407	XP_003770231.3	XP_005331050.1, XP_005331051.1
OG0002408	XP_031807749.1	XP_040142628.1
OG0002409	XP_031794089.1, XP_031794088.1	XP_005331952.1
OG0002410	XP_012398776.1	XP_013213420.1
OG0002411	XP_031817499.1, XP_012402643.2	XP_005336556.1, XP_005336507.1
OG0002412	XP_003772957.1	XP_005318881.1
OG0002412	XP_023358683.1	XP_040144889.1
OG0002413	XP_003769001.1	XP_005318876.1
OG0002414	XP_012396229.2	XP_005336605.1
