Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0002285	XP_031810116.1, XP_031810117.1, XP_012409152.1	XP_038405366.1, XP_038405370.1, XP_038405367.1, XP_038405368.1
OG0002286	XP_031796224.1	XP_038406022.1, XP_038406021.1
OG0002287	XP_012405849.2	XP_038406035.1
OG0002289	XP_003771173.3	XP_038406591.1
OG0002290	XP_031806430.1	XP_038407373.1
OG0002291	XP_031806450.1	XP_038407401.1, XP_038408912.1
OG0002292	XP_031809205.1, XP_003756632.1, XP_031809206.1, XP_031809208.1	XP_038408237.1, XP_038408236.1
OG0002293	XP_003761819.1	XP_038408600.1, XP_038408602.1, XP_038432245.1, XP_038408601.1
OG0002294	XP_003761811.2	XP_038408662.1
OG0002295	XP_003761910.1	XP_038408926.1, XP_038408921.1
OG0002296	XP_023358981.1	XP_038409311.1
OG0002297	XP_031820588.1, XP_031820587.1, XP_003769196.1	XP_038410232.1, XP_038410231.1, XP_038410233.1
OG0002298	XP_031820441.1	XP_038410568.1, XP_038410566.1
OG0002299	XP_012404679.1	XP_038410689.1
OG0002300	XP_031820349.1	XP_038410715.1
OG0002301	XP_031820340.1	XP_038410741.1
OG0002302	XP_031793733.1, XP_031793734.1, XP_012406945.1	XP_038410977.1, XP_038433628.1
OG0002303	XP_031799362.1	XP_038412164.1, XP_038412166.1
OG0002304	XP_031803990.1	XP_038423868.1, XP_038412301.1
OG0002305	XP_023360874.1	XP_038412610.1
OG0002306	XP_003771562.1, XP_023360564.1	XP_038413290.1, XP_038413289.1
OG0002307	XP_023360566.2	XP_038413292.1
OG0002309	XP_003765410.1, XP_031818010.1, XP_031818012.1, XP_031818008.1, XP_031818009.1, XP_031818011.1, XP_031818013.1, XP_031818014.1	XP_038413841.1
OG0002310	XP_031825052.1	XP_038414100.1
OG0002311	XP_031825098.1	XP_038414195.1
OG0002312	XP_023361715.1, XP_023361714.1	XP_038414945.1
OG0002314	XP_003771741.1	XP_038415224.1
OG0002315	XP_003771674.1, XP_003771675.1	XP_038415406.1
OG0002316	XP_003771814.1	XP_038415642.1
OG0002317	XP_003758064.1, XP_003758063.1, XP_023350524.1, XP_023350523.1, XP_023350522.1	XP_038415856.1
OG0002318	XP_031798548.1	XP_038416070.1
OG0002319	XP_031797322.1	XP_038416107.1
OG0002320	XP_031805421.1	XP_038416845.1
OG0002321	XP_031807194.1	XP_038445259.1, XP_038445257.1, XP_038445196.1, XP_038417033.1, XP_038445277.1, XP_038417012.1, XP_038445279.1, XP_038445318.1, XP_038445060.1, XP_038445361.1
OG0002322	XP_012395985.1	XP_038417539.1
OG0002323	XP_031805497.1	XP_038417667.1, XP_038417668.1
OG0002324	XP_031823286.1, XP_012405120.1, XP_031823285.1	XP_038417987.1, XP_038417986.1
OG0002325	XP_012405186.1	XP_038418123.1
OG0002326	XP_003773905.3, XP_023362170.1	XP_038418393.1, XP_038420404.1
OG0002327	XP_023362154.2	XP_038419203.1
OG0002328	XP_012408277.1, XP_003774166.1	XP_038419925.1, XP_038419926.1
OG0002329	XP_031800051.1, XP_031800050.1, XP_031800049.1	XP_038420493.1, XP_038420494.1, XP_038420495.1, XP_038420496.1
OG0002330	XP_003773236.1	XP_038420528.1
OG0002331	XP_031815707.1	XP_038420730.1
OG0002332	XP_031816551.1	XP_038421120.1
OG0002333	XP_003762700.2	XP_038421204.1
OG0002334	XP_031807930.1	XP_038421280.1
OG0002335	XP_031811669.1, XP_031811663.1	XP_038421466.1, XP_038421467.1, XP_038421465.1, XP_038421468.1
OG0002336	XP_023353861.1, XP_023353862.1	XP_038421850.1
OG0002337	XP_003762612.1	XP_038422155.1, XP_038422156.1
OG0002338	XP_003762644.1	XP_038422205.1
OG0002340	XP_023353835.1, XP_012398955.1, XP_003762307.1, XP_003762308.1	XP_038422296.1, XP_038422298.1, XP_038422297.1
OG0002341	XP_031815476.1, XP_031815493.1, XP_031815481.1, XP_031815497.1, XP_031815487.1	XP_038422443.1
OG0002342	XP_031793543.1, XP_031793536.1	XP_038422587.1, XP_038422588.1, XP_038422590.1, XP_038422586.1
OG0002343	XP_031803765.1	XP_038422676.1
OG0002344	XP_031803796.1	XP_038422934.1
OG0002345	XP_031816902.1, XP_003764344.1, XP_023355258.1, XP_031816903.1, XP_031816904.1	XP_038424147.1
OG0002346	XP_012400766.1	XP_038424385.1, XP_038424384.1
OG0002347	XP_003764663.1	XP_038424422.1
OG0002348	XP_031817311.1	XP_038424625.1
OG0002349	XP_031817320.1, XP_031817321.1	XP_038424639.1
OG0002350	XP_003764897.1	XP_038424782.1, XP_038424781.1
OG0002351	XP_031807518.1	XP_038426373.1
OG0002352	XP_003763771.1	XP_038426935.1
OG0002353	XP_031806971.1, XP_031806970.1, XP_031806969.1, XP_031806972.1, XP_031806968.1	XP_038427555.1
OG0002354	XP_031809973.1, XP_031809974.1, XP_003757062.1, XP_031809972.1	XP_038427880.1
OG0002355	XP_023362893.2	XP_038428115.1
OG0002356	XP_031824001.1, XP_031824000.1	XP_038429013.1
OG0002357	XP_031806732.1, XP_031806731.1, XP_031806730.1	XP_038429796.1
OG0002358	XP_003770205.1	XP_038430147.1, XP_038430146.1
OG0002359	XP_012406256.1, XP_012406254.1, XP_012406255.1, XP_012406253.1	XP_038432359.1
OG0002360	XP_031794118.1, XP_031794120.1, XP_031802556.1, XP_031794119.1	XP_038432574.1, XP_038432576.1, XP_038432575.1
OG0002362	XP_003772759.2	XP_038433063.1
OG0002364	XP_031812556.1	XP_038434443.1
OG0002365	XP_031811587.1, XP_031811588.1, XP_031811590.1, XP_031811589.1, XP_012397197.1, XP_003755491.1, XP_031811591.1	XP_038434514.1
OG0002366	XP_023351764.1	XP_038434679.1
OG0002367	XP_003759811.1	XP_038435276.1
OG0002368	XP_012401262.1, XP_003756011.1	XP_038435835.1
OG0002369	XP_003756016.2	XP_038435892.1
OG0002370	XP_012401550.1, XP_003756044.1, XP_031807977.1, XP_023356227.1	XP_038436046.1, XP_038436047.1
OG0002371	XP_031808020.1, XP_031808022.1, XP_031808021.1	XP_038436105.1, XP_038436104.1
OG0002372	XP_023353437.1, XP_031811312.1, XP_031811308.1, XP_031811310.1, XP_031811311.1, XP_012398462.1, XP_003755660.1, XP_023353433.1, XP_031811309.1	XP_038436514.1
OG0002373	XP_023353751.1, XP_031811233.1	XP_038436650.1, XP_038436649.1, XP_038436648.1
OG0002374	XP_003763395.1	XP_038437447.1
OG0002375	XP_003763428.1, XP_012399835.1	XP_038437496.1, XP_038437492.1, XP_038437494.1, XP_038437495.1, XP_038437493.1
OG0002376	XP_031798216.1	XP_038437909.1
OG0002377	XP_031797845.1	XP_038438076.1, XP_038438074.1, XP_038438075.1, XP_038438077.1
OG0002378	XP_031800030.1	XP_038438215.1, XP_038438213.1, XP_038438216.1, XP_038438212.1, XP_038438214.1
OG0002379	XP_003763578.1	XP_038438621.1
OG0002380	XP_023354807.2	XP_038438845.1
OG0002381	XP_031794372.1, XP_031801106.1	XP_038439194.1
OG0002382	XP_031813587.1	XP_038439395.1
OG0002382	XP_023362772.2	XP_038442551.1
OG0002383	XP_031813389.1, XP_031813387.1, XP_031813388.1, XP_031816969.1	XP_038439571.1
OG0002384	XP_023357159.1	XP_038439572.1
OG0002385	XP_023359758.1	XP_038439895.1, XP_038439894.1
OG0002386	XP_003760236.3	XP_038440077.1
OG0002387	XP_031802707.1, XP_023352105.1, XP_031802706.1, XP_023352104.1, XP_023352106.1	XP_038440107.1
OG0002388	XP_012404130.1	XP_038440310.1
OG0002389	XP_031821103.1, XP_031821104.1	XP_038440398.1
OG0002390	XP_003764096.1	XP_038441083.1
OG0002391	XP_031814105.1, XP_031814104.1, XP_031814103.1	XP_038441432.1, XP_038441431.1, XP_038441430.1, XP_038441433.1
OG0002392	XP_003767651.2	XP_038441872.1, XP_038441873.1
OG0002393	XP_031800406.1, XP_031800405.1	XP_038442584.1
OG0002394	XP_003765605.1, XP_031814828.1	XP_038442802.1, XP_038442800.1
OG0002395	XP_003763560.1, XP_031792909.1	XP_038442919.1
OG0002402	XP_031817291.1, XP_031817292.1, XP_031817293.1	NP_001003048.1
OG0002403	XP_003755215.3	NP_001003099.1, XP_038438385.1
OG0002404	XP_012403687.1	NP_001003102.2
OG0002405	XP_031800608.1	NP_001003229.1
OG0002406	XP_031808591.1	NP_001005262.2
OG0002407	XP_003770231.3	NP_001006645.1
OG0002408	XP_031807749.1	NP_001008717.1
OG0002409	XP_031794089.1, XP_031794088.1	NP_001008719.1
OG0002410	XP_012398776.1	NP_001013435.2
OG0002411	XP_031817499.1, XP_012402643.2	NP_001041492.1, NP_001032422.1
OG0002412	XP_023358683.1	NP_001041547.1
OG0002413	XP_003769001.1	NP_001041554.1, XP_038403903.1
OG0002414	XP_012396229.2	NP_001041600.1
OG0002416	XP_012401686.1, XP_012405431.1, XP_003770306.2, XP_012405433.1	XP_038433832.1, NP_001138974.1
OG0002417	XP_031801590.1	NP_001191148.1
OG0002418	XP_012399572.1	NP_001191266.1
OG0002419	XP_003758329.1	NP_001191984.1
OG0002420	XP_003758221.1	NP_001238897.1, XP_038404991.1, XP_038439210.1
OG0002421	XP_031809516.1	XP_038442460.1, NP_001239100.1
OG0002422	XP_003756510.1	XP_038417602.1, NP_001239337.1
OG0002423	XP_003764757.1, XP_031817880.1, XP_031817879.1, XP_031817878.1, XP_031817881.1	NP_001268960.1
OG0002424	XP_031793392.1, XP_031798294.1	NP_001271422.1
OG0002425	XP_031822200.1, XP_031801078.1	NP_001273160.1
OG0002427	XP_031823205.1, XP_031823207.1, XP_031823206.1	NP_001273994.1
OG0002428	XP_031806632.1, XP_031806631.1, XP_031806630.1	NP_001277040.1
OG0002429	XP_012397188.1, NP_001278416.1	NP_001278354.1
OG0002430	XP_031822445.1	NP_001349528.1
OG0002432	XP_012405555.1, XP_031824680.1, XP_003770751.2	NP_001375704.1
OG0002433	XP_012400376.1	NP_001375724.1, NP_001375723.1
OG0002434	XP_003766962.1, XP_003764784.1, XP_003764785.1, XP_012400852.1, XP_003764788.1	NP_001375880.1
OG0002435	XP_031793503.1, XP_031793505.1, XP_031793504.1	XP_038381409.1
OG0002436	XP_031819766.1	XP_038381579.1, XP_038381578.1
OG0002437	XP_031802558.1	XP_038381729.1
OG0002438	XP_023351942.1, XP_003760030.1, XP_031801796.1	XP_038381868.1
OG0002439	XP_003769570.1	XP_038382198.1, XP_038382197.1, XP_038382196.1
OG0002440	XP_031793480.1	XP_038382258.1
OG0002441	XP_003769643.1, XP_023359087.1	XP_038382433.1
OG0002442	XP_003762178.1	XP_038383187.1
OG0002443	XP_031819375.1, XP_031819374.1, XP_031819373.1, XP_031819371.1, XP_031819372.1	XP_038383770.1, XP_038383768.1, XP_038383769.1
OG0002444	XP_031819152.1	XP_038383951.1, XP_038383948.1, XP_038383950.1, XP_038383953.1, XP_038383952.1, XP_038383954.1, XP_038383949.1
OG0002445	XP_031819252.1	XP_038384109.1, XP_038384111.1
OG0002446	XP_003773697.1	XP_038425216.1
OG0002446	XP_031819297.1	XP_038384223.1
OG0002447	XP_031819748.1, XP_031819749.1	XP_038384379.1
OG0002448	XP_023360876.1, XP_003771949.1	XP_038385927.1
OG0002449	XP_031822761.1	XP_038386717.1
OG0002450	XP_012396161.1, XP_012396160.1, XP_031805767.1, XP_031805770.1, XP_031805769.1, XP_031805768.1, XP_003758904.1	XP_038386874.1
OG0002451	XP_003757290.1	XP_038386993.1, XP_038386992.1
OG0002452	XP_012401422.1	XP_038387151.1, XP_038445541.1, XP_038387149.1, XP_038387150.1
OG0002453	XP_031818265.1	XP_038387276.1
OG0002454	XP_031818429.1, XP_031818428.1	XP_038387477.1, XP_038387478.1
OG0002455	XP_031818592.1, XP_031818593.1	XP_038387709.1
OG0002456	XP_031818620.1	XP_038387774.1, XP_038387773.1, XP_038387776.1, XP_038387775.1
OG0002457	XP_031818638.1	XP_038387805.1, XP_038387806.1, XP_038387807.1
OG0002458	XP_003761683.1	XP_038388061.1
OG0002458	XP_031803928.1	XP_038423919.1
OG0002459	XP_031824747.1	XP_038388155.1
OG0002460	XP_031811387.1	XP_038388654.1
OG0002460	XP_003759890.1	XP_038388267.1
OG0002461	XP_003759907.1	XP_038388328.1, XP_038437706.1, XP_038429491.1, XP_038436246.1
OG0002462	XP_031809540.1	XP_038389667.1, XP_038389668.1
OG0002464	XP_031812694.1	XP_038390120.1
OG0002465	XP_031812110.1	XP_038390463.1
OG0002466	XP_023362356.1	XP_038390574.1
OG0002467	XP_003759154.1, XP_031809432.1, XP_031809431.1, XP_023351370.1	XP_038390888.1, XP_038390887.1
OG0002468	XP_012396862.1	XP_038391087.1
OG0002469	XP_012396867.1, XP_012396868.1	XP_038391100.1
OG0002470	XP_003772057.2, XP_031796120.1	XP_038426731.1, XP_038391467.1
OG0002471	XP_031816804.1, XP_012400583.2	XP_038391666.1
OG0002472	XP_031816806.1	XP_038391672.1
OG0002473	XP_031816061.1	XP_038391766.1
OG0002474	XP_023355177.1, XP_012400412.1, XP_023355178.1	XP_038391858.1
OG0002475	XP_003764293.1	XP_038392153.1
OG0002476	XP_031794242.1	XP_038393041.1
OG0002477	XP_003758535.1, XP_031805979.1	XP_038393954.1
OG0002478	XP_012395791.1	XP_038394096.1
OG0002479	XP_003757900.1	XP_038435808.1, XP_038394107.1
OG0002480	XP_031805937.1	XP_038394397.1
OG0002482	XP_031821214.1	XP_038395157.1
OG0002483	XP_023358561.1	XP_038395166.1
OG0002484	XP_012398298.1, XP_023353286.1, XP_023353285.1, XP_031796370.1, XP_023353284.1	XP_038395302.1
OG0002485	XP_031819756.1, XP_031796075.1	XP_038395747.1, XP_038395745.1, XP_038395746.1
OG0002486	XP_003762116.1, XP_031819365.1	XP_038395795.1
OG0002487	XP_003762126.1	XP_038395838.1
OG0002488	XP_031818983.1	XP_038395858.1, XP_038395857.1
OG0002490	XP_031801618.1, XP_031801619.1, XP_023353556.1	XP_038396776.1, XP_038396777.1, XP_038396778.1, XP_038396774.1, XP_038396775.1, XP_038396779.1
OG0002491	XP_003761998.1	XP_038425369.1, XP_038425366.1, XP_038425365.1, XP_038425367.1, XP_038425368.1, XP_038396872.1
OG0002492	XP_031823055.1	XP_038397045.1
OG0002493	XP_003769760.1	XP_038397091.1
OG0002493	XP_031823045.1	XP_038397087.1
OG0002494	XP_031825187.1, XP_012402988.1, XP_031825185.1, XP_031825186.1, XP_031825184.1	XP_038397299.1, XP_038397297.1, XP_038397298.1
OG0002495	XP_003766761.1	XP_038406848.1, XP_038397674.1
OG0002496	XP_003767796.1	XP_038398753.1, XP_038397730.1
OG0002497	XP_031792868.1	XP_038398177.1
OG0002498	XP_031822911.1	XP_038398778.1, XP_038398780.1, XP_038398781.1, XP_038398779.1
OG0002499	XP_023358042.1	XP_038398950.1
OG0002500	XP_031822612.1	XP_038398981.1
OG0002501	XP_023351610.1	XP_038399319.1
OG0002502	XP_031802394.1	XP_038399601.1, XP_038399600.1, XP_038399599.1
OG0002503	XP_012404993.1, XP_012404987.1, XP_003756495.1	XP_038400659.1, XP_038400660.1, XP_038400658.1
OG0002504	XP_012402866.3	XP_038401443.1
OG0002505	XP_003756225.1	XP_038401447.1, XP_038439326.1
OG0002506	XP_003756635.1	XP_038401560.1
OG0002507	XP_031809152.1	XP_038401608.1
OG0002508	XP_031793875.1	XP_038401947.1
OG0002509	XP_031821507.1, XP_003768652.1	XP_038402000.1, XP_038401999.1
OG0002510	XP_012404085.1, XP_031821427.1, XP_031821426.1, XP_023358424.1, XP_023358425.1, XP_023358420.1, XP_023358422.1	XP_038402412.1, XP_038402416.1, XP_038402413.1, XP_038402414.1, XP_038402415.1
OG0002511	XP_031821413.1	XP_038402437.1, XP_038402438.1
OG0002512	XP_031821705.1	XP_038402490.1
OG0002515	XP_031821912.1	XP_038403104.1
OG0002516	XP_003757533.2	XP_038404716.1
OG0002517	XP_031797038.1	XP_038405617.1
OG0002518	XP_031796856.1	XP_038406548.1, XP_038406549.1
OG0002519	XP_031795970.1	XP_038406616.1, XP_038406615.1
OG0002520	XP_023357016.1, XP_031814668.1	XP_038406847.1
OG0002521	XP_023357022.1	XP_038406852.1
OG0002522	XP_031817120.1	XP_038406981.1
OG0002523	XP_031804174.1, XP_031804175.1	XP_038407017.1, XP_038407016.1, XP_038407019.1, XP_038407018.1, XP_038407015.1
OG0002524	XP_003768960.2	XP_038409538.1, XP_038409537.1, XP_038409536.1, XP_038407534.1
OG0002525	XP_031809639.1	XP_038407738.1
OG0002526	XP_003761307.1	XP_038407865.1
OG0002527	XP_031799078.1, XP_003761451.1, XP_031799067.1	XP_038408517.1, XP_038408516.1, XP_038408518.1
OG0002528	XP_031801300.1	XP_038408568.1, XP_038408570.1
OG0002529	XP_031792833.1	XP_038408783.1
OG0002530	XP_003757405.2	XP_038409076.1
OG0002531	XP_023358782.1	XP_038409262.1, XP_038409260.1, XP_038409261.1, XP_038409263.1
OG0002532	XP_031820874.1	XP_038409755.1
OG0002533	XP_031820782.1	XP_038409870.1
OG0002534	XP_012403351.3	XP_038411037.1, XP_038411038.1
OG0002535	XP_012397236.1, XP_012397234.1, XP_012397233.1	XP_038411307.1, XP_038411308.1, XP_038411309.1
OG0002536	XP_031803157.1	XP_038411634.1, XP_038411637.1
OG0002537	XP_031816082.1	XP_038412346.1
OG0002538	XP_031816286.1, XP_031816287.1	XP_038412494.1, XP_038440849.1
OG0002539	XP_012406463.1	XP_038412562.1, XP_038412560.1, XP_038412563.1, XP_038412561.1
OG0002540	XP_031796585.1	XP_038427260.1, XP_038412882.1
OG0002541	XP_003772439.1	XP_038412942.1, XP_038412943.1, XP_038412944.1
OG0002542	XP_031796450.1	XP_038413061.1, XP_038413062.1
OG0002543	XP_031796362.1	XP_038413146.1
OG0002544	XP_031794695.1, XP_031794694.1, XP_031794693.1, XP_003771565.1	XP_038413314.1
OG0002545	XP_003765393.1, XP_031817960.1	XP_038413499.1, XP_038413501.1, XP_038413497.1, XP_038413498.1
OG0002546	XP_031805354.1, XP_003755825.2, XP_003755816.1	XP_038413570.1
OG0002547	XP_003765437.2	XP_038413791.1
OG0002548	XP_031818002.1, XP_031818001.1, XP_031818003.1	XP_038413814.1, XP_038413813.1, XP_038413812.1, XP_038413815.1
OG0002550	XP_003770990.1	XP_038414440.1
OG0002551	XP_012406026.1	XP_038414647.1
OG0002552	XP_031795951.1, XP_031795950.1	XP_038414799.1
OG0002553	XP_023360195.1	XP_038414802.1
OG0002554	XP_031797275.1	XP_038414861.1
OG0002555	XP_023361659.1	XP_038415026.1
OG0002556	XP_031795285.1	XP_038415659.1
OG0002557	XP_031806545.1	XP_038416032.1
OG0002558	XP_031797316.1, XP_031797317.1	XP_038416141.1, XP_038416140.1
OG0002559	XP_031799681.1	XP_038416155.1, XP_038416154.1, XP_038416153.1
OG0002560	XP_023350419.1	XP_038416614.1
OG0002561	XP_031807211.1, XP_031807212.1	XP_038417030.1
OG0002562	XP_003758393.1, XP_012395718.1	XP_038417234.1
OG0002563	XP_031805649.1, XP_023351036.1, XP_031805648.1	XP_038417480.1
OG0002564	XP_012407842.2	XP_038417613.1
OG0002565	XP_003769993.1	XP_038417996.1
OG0002566	XP_031823316.1, XP_012405149.1, XP_031823317.1	XP_038418036.1, XP_038418035.1, XP_038418034.1
OG0002567	XP_023359342.1	XP_038418109.1
OG0002569	XP_031807730.1, XP_031807711.1, XP_031807722.1, XP_003762678.1	XP_038418592.1, XP_038418591.1
OG0002570	XP_031799474.1	XP_038419637.1, XP_038419638.1
OG0002571	XP_031799716.1	XP_038419799.1
OG0002572	XP_003774097.1, XP_023362252.1, XP_031799992.1, XP_031799991.1	XP_038420149.1
OG0002573	XP_003774446.1, XP_031799248.1	XP_038420220.1
OG0002574	XP_003762433.1	XP_038421731.1, XP_038421729.1
OG0002575	XP_031809232.1	XP_038421930.1
OG0002576	XP_031803330.1	XP_038422832.1
OG0002578	XP_012397668.1	XP_038423900.1
OG0002579	XP_003760903.1	XP_038435557.1, XP_038423978.1
OG0002580	XP_031800937.1, XP_003764675.1	XP_038424463.1
OG0002581	XP_031798277.1	XP_038424885.1
OG0002583	XP_012400745.1, XP_012400746.1	XP_038425454.1, XP_038425455.1, XP_038425453.1
OG0002584	XP_003765832.2, XP_023356305.1	XP_038425803.1
OG0002586	XP_031806876.1	XP_038426141.1
OG0002587	XP_012402469.2	XP_038426240.1
OG0002588	XP_012406805.3	XP_038426702.1
OG0002589	XP_003766141.2	XP_038427102.1
OG0002590	XP_031813644.1	XP_038427117.1, XP_038427118.1
OG0002591	XP_003758250.1	XP_038427582.1, XP_038427580.1, XP_038427583.1, XP_038427581.1
OG0002592	XP_031809940.1, XP_031809939.1, XP_031809936.1, XP_031809937.1, XP_031809942.1, XP_031809944.1, XP_031809941.1, XP_031809938.1, XP_031809943.1	XP_038427931.1
OG0002593	XP_031809934.1	XP_038427937.1
OG0002594	XP_003756974.1	XP_038427993.1
OG0002595	XP_031809766.1, XP_031809767.1	XP_038428030.1
OG0002596	XP_031807426.1	XP_038428339.1, XP_038428337.1, XP_038428338.1, XP_038428336.1, XP_038428335.1
OG0002597	XP_031810454.1	XP_038428428.1
OG0002598	XP_031807536.1, XP_031807534.1, XP_031807535.1	XP_038428603.1
OG0002599	XP_031807591.1, XP_023350233.2, XP_031807592.1, XP_031807589.1	XP_038428730.1
OG0002600	XP_003757612.2	XP_038428802.1
OG0002601	XP_031807653.1	XP_038428831.1
OG0002602	XP_031817219.1	XP_038429206.1
OG0002603	XP_003764493.1	XP_038429430.1
OG0002604	XP_031806992.1, XP_031806991.1	XP_038429576.1
OG0002605	XP_003757976.1, XP_031806989.1	XP_038429581.1, XP_038429580.1
OG0002606	XP_031806733.1	XP_038429785.1
OG0002607	XP_031804355.1	XP_038430849.1
OG0002608	XP_031804430.1	XP_038430990.1
OG0002609	XP_031804642.1	XP_038431323.1
OG0002610	XP_031804676.1	XP_038431420.1, XP_038431419.1, XP_038431422.1, XP_038431421.1
OG0002611	XP_031804680.1, XP_031804681.1, XP_031804678.1, XP_031804679.1	XP_038431440.1
OG0002612	XP_031804675.1	XP_038431497.1
OG0002613	XP_031804742.1	XP_038431508.1
OG0002614	XP_031804798.1	XP_038431618.1
OG0002616	XP_031804967.1	XP_038431720.1, XP_038444054.1, XP_038444056.1, XP_038444055.1, XP_038444057.1
OG0002618	XP_031804916.1	XP_038431866.1
OG0002619	XP_031804899.1	XP_038431932.1
OG0002620	XP_031795518.1	XP_038432156.1
OG0002621	XP_003771250.1	XP_038432478.1
OG0002623	XP_031794020.1	XP_038433246.1
OG0002625	XP_012405898.1	XP_038433547.1
OG0002626	XP_031793708.1	XP_038433647.1
OG0002627	XP_031811943.1, XP_031811939.1, XP_031811940.1, XP_031811941.1, XP_031811942.1	XP_038434137.1
OG0002628	XP_031811580.1, XP_031811579.1, XP_031811578.1, XP_031811576.1, XP_031811577.1	XP_038434489.1
OG0002629	XP_012397174.1	XP_038434491.1
OG0002630	XP_003755382.2	XP_038434857.1
OG0002631	XP_003760315.1	XP_038435751.1, XP_038435750.1, XP_038435753.1, XP_038435748.1, XP_038435752.1, XP_038435749.1
OG0002632	XP_031798705.1, XP_012407827.1, XP_012407828.1, XP_003773479.1	XP_038436222.1
OG0002633	XP_023354339.1	XP_038436446.1
OG0002634	XP_031811239.1	XP_038436645.1, XP_038436642.1, XP_038436643.1, XP_038436646.1, XP_038436644.1
OG0002635	XP_003754928.1	XP_038436985.1, XP_038436984.1, XP_038436983.1
OG0002636	XP_012402230.1	XP_038437297.1
OG0002637	XP_003773030.1	XP_038438250.1, XP_038438249.1, XP_038438248.1, XP_038438251.1
OG0002638	XP_031815588.1	XP_038438918.1, XP_038438916.1, XP_038438917.1
OG0002640	XP_031801982.1	XP_038439254.1
OG0002641	XP_031801932.1, XP_031801929.1, XP_031801931.1, XP_031801930.1	XP_038439319.1, XP_038439320.1
OG0002642	XP_031813562.1, XP_031813563.1	XP_038439344.1, XP_038439343.1, XP_038439345.1
OG0002643	XP_031802779.1	XP_038439980.1
