Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0001770	XP_031796066.1	XP_010598786.1
OG0001771	XP_031795958.1	XP_010597813.1
OG0001772	XP_031813663.1	XP_003416265.1
OG0001773	XP_031798662.1, XP_031798666.1, XP_031798665.1, XP_031798664.1, XP_031798663.1	XP_023405838.1
OG0001774	XP_031809733.1	XP_003411711.1
OG0001776	XP_003757344.1	XP_010590161.1
OG0001777	XP_031807662.1, XP_003757609.1, XP_012409555.1	XP_023396608.1
OG0001778	XP_031817826.1, XP_012400714.1, XP_031817825.1, XP_023355409.1	XP_003412625.2
OG0001779	XP_031804292.1	XP_010598108.1
OG0001780	XP_031804440.1	XP_010598181.1
OG0001781	XP_031804504.1	XP_003419335.1
OG0001782	XP_003761143.1	XP_003419296.1
OG0001783	XP_031794184.1	XP_003410726.1
OG0001784	XP_012406159.1	XP_023404493.1
OG0001785	XP_031794221.1	XP_023410418.1
OG0001786	XP_012406138.1, XP_012406139.1	XP_003405402.1
OG0001787	XP_031794007.1	XP_003405760.1
OG0001788	XP_031793739.1, XP_031793738.1	XP_023412120.1, XP_003405495.1
OG0001789	XP_031811616.1	XP_003409200.1
OG0001790	XP_012396670.1	XP_023402974.1
OG0001791	XP_031811858.1	XP_003419718.1, XP_023415567.1, XP_023415568.1
OG0001792	XP_031808065.1, XP_003756105.1	XP_023414536.1
OG0001793	XP_031808102.1	XP_003420200.1
OG0001794	XP_003755654.1	XP_010596318.1, XP_023414069.1, XP_010596319.1, XP_010596316.1, XP_003418382.1
OG0001795	XP_003765571.1, XP_031814708.1	XP_010588684.1
OG0001796	XP_031815125.1, XP_031815127.1	XP_003410376.1
OG0001797	XP_012402264.1, XP_012402265.1, XP_003766455.1	XP_003410348.1
OG0001798	XP_031821864.1	XP_023407444.1, XP_003412995.1
OG0001799	XP_031813479.1, XP_031813477.1, XP_031813476.1, XP_031813478.1	XP_003416306.2
OG0001800	XP_031793066.1	XP_003410299.1
OG0001801	XP_031822724.1	XP_010593174.1, XP_010593179.1, XP_003415231.1, XP_010593175.1, XP_010593178.1, XP_023409931.1, XP_023409932.1, XP_023409933.1
OG0001802	XP_003767913.1, XP_031822702.1, XP_012403471.1	XP_010593166.1
OG0001803	XP_031801121.1	XP_003412796.1
OG0001805	XP_031800270.1	XP_003420212.1
OG0001806	XP_003774876.1, XP_031800789.1, XP_023362753.1	XP_023396165.1
OG0001807	XP_012408716.1	XP_010598732.1
OG0001807	XP_012408610.1	XP_003423752.1
OG0001807	XP_031800918.1, XP_031800917.1	XP_010598733.1
OG0001808	XP_031824685.1, XP_031824550.1	XP_010593183.1
OG0001810	XP_003762607.1, XP_012399201.1	XP_003421752.1
OG0001815	XP_031823136.1	XP_023403232.1
OG0001815	XP_003769100.1	XP_003403969.2
OG0001816	XP_003756878.1	XP_003404709.1
OG0001817	XP_031816203.1	XP_003406008.1
OG0001818	XP_003771174.1	XP_003419828.1
OG0001818	XP_031797762.1	XP_023411724.1
OG0001819	XP_031796328.1	XP_003409760.1, XP_010588200.1, XP_010588199.1
OG0001820	XP_031806492.1, XP_003757997.1	XP_023405811.1, XP_010589845.1, XP_010589844.1
OG0001821	XP_031815552.1	XP_010591241.1
OG0001822	XP_031795924.1	XP_010588212.1
OG0001823	XP_012396955.1	XP_023399694.1
OG0001824	XP_003763481.2	XP_003410351.2
OG0001825	XP_012397573.3	XP_003413902.2
OG0001825	XP_012399571.2	XP_003404534.1
OG0001826	XP_003761334.1	XP_003407709.1
OG0001827	XP_031824343.1	XP_023395352.1, NP_001268807.1
OG0001828	XP_031810777.1	XP_010598290.1
OG0001829	XP_003770923.1, XP_003770922.1	XP_010594792.2
OG0001830	XP_031798298.1	XP_003412337.1
OG0001832	XP_012404120.2	XP_003422199.2, XP_003422191.2
OG0001832	XP_003768742.1	XP_010592953.1, XP_023397051.1, XP_023397052.1
OG0001834	XP_003774008.2, XP_003774010.1	XP_003421439.1, XP_010599226.1
OG0001835	XP_003773906.1	XP_003423161.1
OG0001835	XP_012408126.1, XP_003773955.1, XP_012408157.1	XP_023398014.1, XP_003423422.1, XP_003423421.1
OG0001836	XP_003764847.1	XP_010600794.1, XP_023398279.1, XP_003423455.3, XP_003423441.3
OG0001837	XP_003755813.1	XP_003423787.1, XP_003423592.1
OG0001838	XP_012405632.1	XP_010598977.1
OG0001838	XP_003768743.1	XP_010593111.2, XP_003405024.1
OG0001839	XP_003770787.1	XP_003415223.2
OG0001840	XP_003760146.1	XP_003406292.1
OG0001841	XP_031793506.1	XP_023405540.1
OG0001842	XP_023356856.2	XP_023399821.1, XP_023399841.1, XP_023399102.1
OG0001843	XP_031819319.1	XP_003423766.3
OG0001845	XP_003772666.1, XP_012407242.1	XP_023404581.1
OG0001846	XP_031795756.1	XP_010588998.1, XP_023409406.1
OG0001847	XP_031805783.1, XP_031805782.1, XP_031805781.1	XP_003416329.1
OG0001848	XP_031810341.1	XP_023411315.1
OG0001849	XP_031818364.1	XP_023410092.1
OG0001850	XP_031818414.1, XP_031818413.1, XP_031818412.1	XP_003415449.1
OG0001851	XP_023353485.1, XP_031801506.1, XP_023353486.1, XP_012398597.1	XP_010595678.1
OG0001852	XP_031822807.1, XP_031822803.1	XP_003408163.1, XP_010586547.1
OG0001853	XP_031818203.1	XP_010593580.1
OG0001855	XP_012403399.1, XP_003767849.1, XP_012403398.1	XP_003410949.1
OG0001856	XP_031805243.1	XP_023402802.1
OG0001857	XP_031812227.1, XP_031812226.1	XP_003418635.1
OG0001858	XP_023361979.1	XP_023405814.1, XP_003404926.1
OG0001859	XP_031809376.1	XP_010590242.1
OG0001860	XP_031809368.1, XP_031809367.1, XP_031809370.1	XP_023408461.1
OG0001861	XP_031815965.1	XP_003418303.1, XP_003420424.1
OG0001862	XP_031821253.1	XP_003416926.1
OG0001864	XP_003770381.1	XP_003411115.1
OG0001865	XP_031818879.1	XP_003413261.1, XP_023407920.1, XP_023407921.1
OG0001866	XP_031818865.1	XP_003413555.1
OG0001867	XP_031806196.1, XP_031806195.1, XP_031806197.1	XP_010595001.1, XP_003417129.1
OG0001868	XP_031823838.1	XP_010594541.1
OG0001868	XP_031804391.1	XP_023395026.1
OG0001869	XP_031823839.1	XP_023411600.1
OG0001870	XP_003768662.1	XP_023412470.1
OG0001870	XP_012398297.1	XP_003416558.1
OG0001871	XP_031819615.1	XP_003418898.1, XP_023414696.1, XP_023414695.1
OG0001872	XP_003762156.1, XP_023353649.1	XP_010596771.1
OG0001873	XP_031798440.1	XP_003418849.1, XP_010596726.1, XP_023414573.1
OG0001875	XP_031824706.1	XP_010589476.1
OG0001877	XP_031800423.1	XP_023407211.1
OG0001878	XP_031800045.1	XP_010590606.1
OG0001878	XP_031824433.1	XP_023403966.1
OG0001879	XP_031808999.1	XP_003408926.1
OG0001879	XP_003767823.1	XP_010589358.2
OG0001880	XP_031822498.1	XP_023409769.1
OG0001881	XP_031802392.1, XP_031802393.1	XP_003406408.1
OG0001882	XP_012403844.1	XP_003408715.1
OG0001883	XP_031810934.1, XP_031810932.1, XP_012400307.1	XP_023395826.1
OG0001884	XP_031810900.1, XP_031810901.1, XP_031810899.1, XP_031810898.1	XP_003420993.1
OG0001885	XP_003756451.1	XP_003408620.2
OG0001886	XP_031808361.1	XP_023402140.1
OG0001887	XP_031808293.1	XP_023402193.1
OG0001888	XP_031824332.1	XP_003417364.1
OG0001889	XP_031821983.1, XP_031821982.1	XP_023409393.1
OG0001890	XP_003757580.1, XP_023350153.1	XP_023397638.1
OG0001892	XP_012409411.1	XP_003407684.1
OG0001893	XP_031810555.1, XP_031810556.1, XP_031810558.1	XP_023400655.1
OG0001894	XP_031797060.1, XP_031797061.1	XP_023413250.1
OG0001895	XP_031796542.1, XP_031796544.1, XP_031796543.1	XP_023414556.1
OG0001896	XP_031794075.1, XP_031794076.1	XP_003419788.1, XP_010597607.1
OG0001897	XP_031795906.1, XP_031795907.1, XP_031795908.1, XP_031795905.1, XP_031795901.1	XP_010597629.1
OG0001899	XP_003771147.1	XP_023394953.1
OG0001900	XP_031814637.1	XP_023408410.1
OG0001901	XP_003765695.1, XP_012401612.1, XP_023356184.1, XP_023356183.1	XP_003413763.1
OG0001902	XP_031809638.1	XP_003404739.1, XP_023407694.1, XP_023407696.1
OG0001903	XP_031808893.1	XP_010589006.1
OG0001904	XP_031799129.1	XP_010586188.1
OG0001905	XP_003761411.2	XP_003407899.1
OG0001906	XP_031810520.1	XP_023400804.1, XP_010586022.1
OG0001907	XP_003769296.1	XP_003404421.1
OG0001908	XP_031820744.1	XP_003403968.1, XP_023401605.1, XP_023401595.1
OG0001909	XP_031820361.1	XP_023403052.1
OG0001910	XP_031820360.1	XP_003404380.1
OG0001911	XP_031802919.1	XP_023401685.1, XP_010586732.1, XP_003408465.1
OG0001912	XP_031803153.1	XP_010600018.1
OG0001913	XP_031803158.1, XP_031803159.1	XP_003422467.1
OG0001914	XP_003773333.1	XP_023405626.1
OG0001915	XP_031803207.1	XP_023401449.1
OG0001916	XP_023360094.1	XP_003405289.1
OG0001917	XP_003764562.1	XP_010587663.1
OG0001917	XP_003773187.1	XP_010595508.1
OG0001918	XP_031815841.1	XP_010584656.1
OG0001919	XP_031799698.1	XP_003419656.1
OG0001919	XP_003757868.1	XP_003416106.1
OG0001920	XP_003757876.1	XP_003416110.1, XP_023411015.1
OG0001921	XP_031805631.1, XP_031805632.1, XP_031805634.1, XP_031805630.1, XP_031805633.1	XP_023395155.1
OG0001922	XP_031823373.1	XP_023403082.1
OG0001923	XP_012408152.1, XP_031799765.1, XP_012408153.1	XP_003421425.1
OG0001924	XP_031813072.1, XP_003762582.1	XP_003407181.1
OG0001925	XP_003762452.2	XP_010588471.1
OG0001926	XP_003773708.1, XP_031799643.1, XP_012408005.1	XP_003412353.1, XP_023406534.1, XP_023406533.1, XP_010590469.1
OG0001927	XP_031798788.1, XP_031798787.1	XP_010597409.1, XP_023415445.1, XP_023415444.1
OG0001928	XP_031797590.1	XP_023415457.1
OG0001929	XP_031797195.1	XP_003410477.1, XP_023404415.1
OG0001930	XP_023354937.1	XP_003416720.2
OG0001931	XP_003762498.1	XP_003409793.1
OG0001932	XP_031809115.1	XP_023403867.1
OG0001933	XP_031813290.1, XP_023354064.1, XP_031813301.1, XP_003762609.1	XP_023403397.1
OG0001934	XP_031814394.1, XP_031814399.1, XP_031814385.1, XP_031814378.1	XP_003410125.1, XP_023403419.1
OG0001937	XP_031804199.1	XP_003421324.1
OG0001938	XP_031803602.1, XP_012397509.1, XP_012397510.1	XP_023396483.1
OG0001940	XP_003764858.1, XP_003764863.2	XP_003421596.1, XP_003421583.1, XP_003421495.1
OG0001941	XP_012400754.1	XP_023414302.1
OG0001942	XP_031817871.1	XP_010597919.1
OG0001943	XP_031797219.1	XP_003412019.1
OG0001944	XP_031814261.1	XP_023407041.1
OG0001945	XP_031806884.1, XP_031806887.1, XP_031806886.1, XP_031806885.1, XP_031806877.1	XP_003411692.2
OG0001946	XP_031806941.1	XP_023405773.1
OG0001947	XP_031806973.1	XP_003411576.1
OG0001948	XP_031806487.1, XP_003757989.1	XP_010589843.1
OG0001949	XP_023351048.1, XP_012395993.1	XP_010589852.1, XP_023405818.1
OG0001950	XP_023350008.1, XP_023350009.1, XP_012409343.1, XP_023350007.1, XP_031810436.1, XP_012409342.1	XP_003411632.2
OG0001951	XP_031807618.1	XP_010599442.2
OG0001952	XP_023350205.1	XP_023396573.1
OG0001953	XP_023355350.1, XP_031816647.1	XP_003414081.2
OG0001954	XP_031812904.1	XP_023415595.1
OG0001954	XP_031805502.1	XP_023406759.1
OG0001955	XP_031806739.1, XP_031806743.1, XP_031806741.1, XP_031806740.1	XP_023406788.1
OG0001956	XP_031806686.1, XP_031806687.1	XP_003412537.1
OG0001957	XP_031813086.1, XP_031804312.1	XP_010598120.1, XP_003420374.2
OG0001958	XP_031812843.1, XP_012407391.1, XP_031812842.1, XP_031812844.1, XP_023361647.1, XP_023361676.1, XP_031812841.1, XP_012407432.1	XP_003409299.1
OG0001960	XP_003771321.1	XP_003405703.1, XP_023410181.1, XP_023410174.1
OG0001961	XP_031794294.1	XP_010593670.1
OG0001962	XP_023360450.1	XP_023410612.1
OG0001963	XP_012405829.1, XP_031793996.1, XP_031793995.1, XP_012405828.1	XP_023411006.1
OG0001964	XP_031796270.1	XP_010594297.1
OG0001965	XP_031793847.1	XP_023411682.1
OG0001966	XP_012407019.1	XP_003405113.1
OG0001967	XP_023350669.2, XP_031812051.1	XP_023402981.1, XP_023402627.1
OG0001968	XP_031812152.1	XP_003408979.1
OG0001969	XP_031811777.1	XP_010587271.1
OG0001970	XP_031811834.1	XP_023415562.1, XP_023396671.1
OG0001971	XP_031812933.1	XP_010597569.1
OG0001971	XP_003773016.1	XP_010592476.2
OG0001972	XP_031811033.1	XP_003420165.1
OG0001973	XP_003755025.1, XP_012402618.1	XP_003413870.1
OG0001974	XP_031812450.1	XP_003413873.1
OG0001975	XP_031815113.1, XP_031815111.1, XP_031815112.1, XP_031815114.1, XP_031815117.1, XP_031815116.1, XP_031815118.1, XP_031815115.1	XP_003410366.1
OG0001976	XP_023361550.1	XP_010588811.1
OG0001977	XP_031799350.1, XP_003772984.1, XP_031799351.1, XP_031799352.1	XP_010588776.1
OG0001978	XP_023354720.1	XP_023414848.1
OG0001979	XP_031813486.1	XP_023411291.1
OG0001980	XP_031813531.1	XP_010594327.1
OG0001981	XP_012397135.2	XP_010595849.1
OG0001982	XP_012399358.1, XP_031803298.1, XP_012399357.1	XP_023397185.1, XP_023397184.1
OG0001983	XP_031816273.1	XP_003406020.1, XP_003406248.2
OG0001984	XP_031813856.1	XP_003406097.1
OG0001985	XP_031793101.1	XP_003410311.1
OG0001986	XP_012403073.1	XP_010593346.1
OG0001987	XP_012401546.2	XP_023410994.1
OG0001988	XP_003766623.1	XP_003416089.1
OG0001989	XP_031815370.1	XP_010594049.1
OG0001990	XP_003775007.2	XP_003412786.1
OG0001992	XP_003774808.1	XP_003414821.1
OG0001993	XP_023362665.2	XP_023409617.1
OG0001994	XP_031800315.1	XP_010599412.1
OG0001995	XP_003769501.2, XP_031824403.1, XP_031824450.1, XP_031824451.1	XP_003404143.1, XP_003404156.1, XP_003404147.1
OG0001997	XP_031814221.1, XP_003765926.1, XP_031814220.1, XP_003765927.1	XP_023398232.1
OG0001998	XP_012402695.1	XP_023403946.1
OG0001999	XP_031816091.1	XP_010584678.1
OG0002001	XP_031794451.1, XP_031794016.1, XP_031796590.1	XP_023414401.1
OG0002002	XP_023354342.2, XP_003762971.2	XP_003408134.1, XP_010586501.1, XP_010586504.1
OG0002003	XP_031807550.1	XP_010597766.1
OG0002004	XP_031805326.1	XP_023402900.1
OG0002005	XP_012397096.2	XP_010592105.1
OG0002005	XP_012396932.1	XP_003406327.1
OG0002006	XP_031792879.1, XP_012403174.2	XP_010589263.1
OG0002007	XP_003759373.1	XP_010586971.1
OG0002008	XP_031819289.1	XP_003406869.1
OG0002009	XP_031810242.1	XP_023411409.1
OG0002010	XP_031802125.1	XP_003408394.2
OG0002011	XP_012405628.1	XP_023401683.1, XP_023401673.1
OG0002012	XP_031805873.1, XP_031805870.1, XP_031805869.1, XP_031805346.1	XP_003417202.2
OG0002013	XP_031799989.1	XP_023404470.1
OG0002014	XP_003755796.1	XP_023398451.1, XP_003423759.1, XP_003421633.1, XP_003421632.1, XP_003418751.2
OG0002015	XP_003763311.2	XP_010586093.1, XP_003407601.2
OG0002016	XP_003774009.2, XP_003774012.3, XP_003773928.1	XP_003421437.1, XP_003421390.1
OG0002018	XP_012405542.1	XP_003405541.1, XP_003405540.2, XP_003405539.1, XP_003423734.1
OG0002019	XP_003764872.1, XP_003764879.2, XP_031813131.1, XP_031813135.1, XP_031817337.1, XP_003764876.2, XP_012400876.2	XP_003421508.1, XP_023396343.1, XP_003421502.1
OG0002020	XP_031818999.1	XP_023395654.1, XP_023395653.1
OG0002021	XP_023352054.2, XP_003760157.3, XP_031802575.1, XP_012397039.2, XP_023352060.2, XP_031802576.1, XP_023352059.2, XP_023352058.2	XP_010584986.1
OG0002022	XP_031793531.1, XP_031793530.1	XP_023407271.1
OG0002023	XP_031793403.1, XP_031793404.1	XP_010597148.1
OG0002024	XP_031816182.1	XP_010598952.1
OG0002026	XP_031819256.1	XP_023398989.1
OG0002027	XP_031817615.1	XP_003406577.1
OG0002029	XP_031818969.1	XP_023395674.1, XP_010592483.1
OG0002030	XP_003763431.1	XP_010598601.1, XP_003419077.1
OG0002031	XP_031819654.1, XP_003765188.2	XP_003420848.1
OG0002032	XP_012406343.1, XP_023360493.1, XP_031794482.1, XP_012406344.1	XP_010589012.2
OG0002033	XP_031809310.1	XP_023405835.1
OG0002034	XP_023351531.1	XP_023401242.1
OG0002035	XP_031810302.1	XP_023411451.1
OG0002036	XP_003764993.2	XP_003415291.1
OG0002037	XP_031817394.1	XP_023410120.1
OG0002038	XP_031818514.1, XP_031818516.1, XP_031818515.1, XP_031818508.1, XP_031818511.1, XP_031818513.1, XP_031818518.1, XP_031818510.1, XP_031818512.1, XP_031818517.1, XP_031818509.1	XP_010591677.1
OG0002039	XP_031818598.1, XP_031818603.1	XP_003413177.1, XP_003413482.1
OG0002040	XP_031823795.1	XP_023409575.1
OG0002041	XP_031794196.1, XP_031794197.1, XP_031794195.1	XP_003405714.1, XP_023410344.1, XP_010593399.1
OG0002042	XP_031811554.1, XP_031811553.1	XP_010592104.1
OG0002043	XP_012397116.1	XP_003413811.1
OG0002044	XP_031797564.1	XP_010589644.1
OG0002045	XP_023361840.1, XP_031800048.1, XP_003773399.1	XP_010589689.1, XP_003411335.2
OG0002046	XP_012402959.1, XP_031812417.1	XP_010587502.1
OG0002047	XP_031809485.1, XP_003756836.1, XP_031809484.1, XP_031796087.1	XP_003404683.1
OG0002048	XP_023361631.2	XP_010593952.1
OG0002048	XP_031809435.1	XP_003404667.1
OG0002049	XP_031805375.1, XP_012396140.1, XP_031805373.1	XP_023406188.1
OG0002050	XP_031819993.1, XP_031819968.1, XP_031819977.1, XP_031819985.1	XP_003407933.1
OG0002051	XP_031818829.1, XP_031818828.1, XP_012401189.1	XP_003413549.2
OG0002053	XP_031815969.1, XP_003760471.2	XP_010596225.1
OG0002054	XP_023358608.1, XP_003768917.1	XP_023395363.1
OG0002055	XP_023353082.1, XP_031793394.1, XP_003761373.1	XP_003420719.1
OG0002056	XP_031824856.1, XP_031824858.1, XP_031824857.1, XP_031824860.1, XP_031824859.1, XP_031824855.1	XP_003411198.1, XP_023405290.1, XP_023405291.1
OG0002057	XP_031818928.1, XP_031818929.1	XP_023407936.1
OG0002059	XP_031805842.1, XP_031805843.1	XP_010595118.1, XP_010595117.1, XP_003417126.1, XP_010595119.1, XP_010595116.1
OG0002060	XP_031805844.1	XP_003417208.1, XP_003417124.1
OG0002061	XP_031805952.1	XP_023412376.1
OG0002062	XP_003758490.1, XP_031806074.1	XP_023412271.1
OG0002063	XP_012398116.1, XP_003761380.1	XP_010596885.1
OG0002064	XP_031823744.1	XP_010594609.1
OG0002065	XP_031821097.1	XP_023397415.1
OG0002066	XP_031819204.1, XP_031819219.1, XP_031819196.1, XP_031819212.1	XP_023414677.1
OG0002067	XP_031801679.1	XP_023413073.1
OG0002068	XP_031823029.1, XP_031823028.1	XP_003409573.1
OG0002069	XP_023359158.2	XP_003418520.1
OG0002070	XP_003767591.1, XP_023357608.1	XP_003410400.1
OG0002071	XP_003768190.2	XP_023409867.1
OG0002072	XP_031808399.1	XP_003408810.2
OG0002073	XP_031808365.1	XP_003408826.1
OG0002074	XP_003768533.1	XP_023409563.1
OG0002075	XP_003768463.1	XP_003414350.1
OG0002076	XP_023358140.1	XP_023409423.1
OG0002077	XP_031821966.1, XP_012403843.1, XP_031821965.1	XP_003414716.1
OG0002078	XP_023363175.2	XP_003407800.1, XP_023400718.1
OG0002079	XP_031797065.1	XP_023413193.1
OG0002080	XP_031797048.1, XP_031797049.1, XP_031797051.1, XP_031797050.1	XP_003405174.3
OG0002081	XP_031796876.1, XP_031796878.1, XP_031796877.1	XP_003419808.1
OG0002082	XP_003765698.1	XP_010591849.1, XP_003413647.1
OG0002083	XP_003758320.1	XP_010595561.1
OG0002084	XP_031806457.1	XP_023408481.1
OG0002085	XP_031801213.1	XP_023400920.1, XP_003407339.1, XP_010586147.1
OG0002086	XP_031793108.1	XP_003407909.1
OG0002087	XP_031801395.1, XP_003761885.1, XP_031801394.1, XP_031801396.1, XP_023353462.1	XP_010586102.1
OG0002088	XP_003757355.1	XP_003407842.1
OG0002089	XP_031821021.1, XP_003768957.1	XP_003422320.1
OG0002090	XP_031820832.1	XP_003403988.1
OG0002091	XP_023358736.1	XP_003403974.1
OG0002092	XP_031803129.1, XP_023352293.1, XP_031803127.1, XP_031803128.1	XP_003408357.2
OG0002093	XP_003760563.1	XP_010600003.1
OG0002094	XP_031805393.1, XP_012399134.1, XP_003754998.1, XP_003754997.1	XP_010600202.1, XP_023398086.1, XP_010599042.2, XP_010597577.1
OG0002095	XP_031812327.1	XP_003409778.1
OG0002095	XP_012406499.2	XP_003420932.2
OG0002096	XP_003771630.1	XP_003407296.1
OG0002096	XP_003762368.1	XP_003410095.1
OG0002097	XP_031794488.1	XP_023400229.1
OG0002098	XP_031796443.1	XP_003407123.1
OG0002099	XP_031818046.1	XP_023410324.1, XP_023410325.1
OG0002100	XP_031825113.1	XP_010593604.1
OG0002101	XP_012396622.1, XP_031797507.1	XP_003417586.1
OG0002102	XP_003764375.1	XP_003415686.2
OG0002103	XP_023361234.1	XP_003420265.1
OG0002105	XP_031798804.1, XP_003773079.1, XP_003773080.2	XP_023410784.1
OG0002106	XP_003773084.1, XP_003773093.1	XP_003415901.1, XP_003415877.1
OG0002108	XP_031807302.1, XP_012395288.1	XP_010590340.1
OG0002109	XP_031823238.1, XP_003769893.1	XP_003409664.1
OG0002110	XP_003769990.1	XP_003409499.1
OG0002111	XP_031794610.1	XP_010585647.1
OG0002112	XP_023360500.1	XP_003407222.1
OG0002113	XP_031798386.1	XP_023398121.1
OG0002114	XP_031799495.1	XP_010597341.1
OG0002115	XP_031798479.1	XP_003419672.1
OG0002116	XP_031798792.1	XP_003419689.1
OG0002117	XP_003774017.2, XP_003774016.1, XP_031799541.1, XP_003774015.1	XP_003421446.1, XP_023396325.1
OG0002118	XP_031815840.1	XP_003405919.1
OG0002119	XP_031812498.1	XP_010588462.2
OG0002120	XP_031810608.1	XP_023403721.1
OG0002121	XP_023353897.2	XP_010588342.1
OG0002122	XP_031809098.1	XP_023403344.1
OG0002123	XP_031809004.1	XP_023403348.1
OG0002124	XP_031803825.1	XP_023408026.1
OG0002125	XP_031803741.1	XP_010599554.1
OG0002126	XP_031800024.1	XP_010590536.1
OG0002127	XP_031817773.1, XP_031817774.1	XP_023407066.1
OG0002128	XP_031814257.1	XP_023407044.1, XP_023403960.1
OG0002129	XP_031813676.1	XP_023411225.1
OG0002130	XP_031806946.1	XP_003411525.1
OG0002131	XP_003758237.1	XP_003411547.1
OG0002132	XP_012395252.1, XP_012395251.1	XP_003411770.1
OG0002133	XP_023350291.1	XP_010590085.1
OG0002134	XP_031807477.1, XP_003757744.1, XP_031807479.1, XP_031807478.1, XP_023350288.1	XP_023394490.1
OG0002135	XP_031804425.1	XP_023395056.1
OG0002136	XP_031793621.1	XP_003405100.1, XP_023396968.1
OG0002137	XP_031804268.1	XP_003421296.1
OG0002138	XP_012406180.1	XP_003410830.2
OG0002139	XP_023360352.1	XP_010593283.1
OG0002140	XP_031793987.1	XP_003405757.1, XP_010594005.1, XP_010594009.1
OG0002141	XP_031805219.1	XP_010587277.1
OG0002142	XP_031812941.1, XP_031812942.1	XP_003419702.1
OG0002143	XP_003759715.1, XP_031802067.1	XP_010586682.1
OG0002144	XP_031807923.1, XP_012401336.1, XP_031807925.1	XP_023414542.1
OG0002144	XP_023355906.2	XP_003418775.1
OG0002145	XP_031812676.1	XP_010592071.1
OG0002146	XP_003755797.1	XP_010600906.1, XP_003418750.1
OG0002147	XP_003772994.1	XP_010588765.2, XP_010588766.1, XP_023404293.1, XP_023404292.1, XP_023404295.1
